type,status,departure.iataCode,departure.icaoCode,departure.gate,departure.delay,departure.scheduledTime,departure.estimatedTime,departure.actualTime,departure.estimatedRunway,departure.actualRunway,arrival.iataCode,arrival.icaoCode,arrival.terminal,arrival.baggage,arrival.gate,arrival.scheduledTime,arrival.estimatedTime,airline.name,airline.iataCode,airline.icaoCode,flight.number,flight.iataNumber,flight.icaoNumber,codeshared.airline.name,codeshared.airline.iataCode,codeshared.airline.icaoCode,codeshared.flight.number,codeshared.flight.iataNumber,codeshared.flight.icaoNumber,arrival.delay
departure,active,bhd,egac,7,24.0,2022-05-09t17:05:00.000,2022-05-09t17:05:00.000,2022-05-09t17:29:00.000,2022-05-09t17:29:00.000,2022-05-09t17:29:00.000,ams,eham,2,12,a08,2022-05-09t19:40:00.000,2022-05-09t19:38:00.000,klm,kl,klm,948,kl948,klm948,,,,,,,
departure,active,bhd,egac,7,18.0,2022-05-10t17:05:00.000,2022-05-10t17:05:00.000,2022-05-10t17:23:00.000,2022-05-10t17:23:00.000,2022-05-10t17:23:00.000,ams,eham,2,10,a08,2022-05-10t19:40:00.000,2022-05-10t19:29:00.000,klm,kl,klm,948,kl948,klm948,,,,,,,
departure,active,bhd,egac,8,19.0,2022-05-11t17:05:00.000,2022-05-11t17:15:00.000,2022-05-11t17:23:00.000,2022-05-11t17:23:00.000,2022-05-11t17:23:00.000,ams,eham,2,8,a08,2022-05-11t19:40:00.000,2022-05-11t19:31:00.000,klm,kl,klm,948,kl948,klm948,,,,,,,
departure,active,bhd,egac,8,18.0,2022-05-12t17:15:00.000,2022-05-12t17:15:00.000,2022-05-12t17:33:00.000,2022-05-12t17:33:00.000,2022-05-12t17:33:00.000,ams,eham,2,13,a08,2022-05-12t19:50:00.000,2022-05-12t19:44:00.000,klm,kl,klm,948,kl948,klm948,,,,,,,
departure,active,bhd,egac,7,43.0,2022-05-13t17:05:00.000,2022-05-13t17:05:00.000,2022-05-13t17:48:00.000,2022-05-13t17:48:00.000,2022-05-13t17:48:00.000,ams,eham,2,10,a08,2022-05-13t19:40:00.000,2022-05-13t19:57:00.000,klm,kl,klm,948,kl948,klm948,,,,,,,17.0
departure,active,bhd,egac,7,37.0,2022-05-14t17:05:00.000,2022-05-14t17:30:00.000,2022-05-14t17:41:00.000,2022-05-14t17:41:00.000,2022-05-14t17:41:00.000,ams,eham,,9,a08,2022-05-14t19:40:00.000,2022-05-14t19:53:00.000,klm,kl,klm,948,kl948,klm948,,,,,,,13.0
departure,active,bhd,egac,7,14.0,2022-05-15t17:05:00.000,2022-05-15t17:05:00.000,2022-05-15t17:18:00.000,2022-05-15t17:18:00.000,2022-05-15t17:18:00.000,ams,eham,2,9,a08,2022-05-15t19:40:00.000,2022-05-15t19:27:00.000,klm,kl,klm,948,kl948,klm948,,,,,,,
departure,active,bhd,egac,7,33.0,2022-05-16t17:05:00.000,2022-05-16t17:39:00.000,2022-05-16t17:38:00.000,2022-05-16t17:38:00.000,2022-05-16t17:38:00.000,ams,eham,2,10,a08,2022-05-16t19:40:00.000,2022-05-16t19:48:00.000,klm,kl,klm,948,kl948,klm948,,,,,,,9.0
departure,active,bhd,egac,7,2.0,2022-05-17t17:05:00.000,2022-05-17t17:05:00.000,2022-05-17t17:07:00.000,2022-05-17t17:07:00.000,2022-05-17t17:07:00.000,ams,eham,2,12,a08,2022-05-17t19:40:00.000,2022-05-17t19:18:00.000,klm,kl,klm,948,kl948,klm948,,,,,,,
departure,active,bhd,egac,7,20.0,2022-05-18t17:05:00.000,2022-05-18t17:05:00.000,2022-05-18t17:25:00.000,2022-05-18t17:25:00.000,2022-05-18t17:25:00.000,ams,eham,,8,a08,2022-05-18t19:40:00.000,2022-05-18t19:36:00.000,klm,kl,klm,948,kl948,klm948,,,,,,,
departure,active,bhd,egac,7,40.0,2022-05-19t17:15:00.000,2022-05-19t17:50:00.000,2022-05-19t17:55:00.000,2022-05-19t17:55:00.000,2022-05-19t17:55:00.000,ams,eham,2,17,a08,2022-05-19t19:50:00.000,2022-05-19t20:01:00.000,klm,kl,klm,948,kl948,klm948,,,,,,,12.0
departure,active,bhd,egac,,100.0,2022-05-20t17:05:00.000,2022-05-20t18:45:00.000,,,,ams,eham,2,9,a08,2022-05-20t19:40:00.000,,klm,kl,klm,948,kl948,klm948,,,,,,,
departure,active,bhd,egac,6,2.0,2022-05-21t17:05:00.000,2022-05-21t16:58:00.000,2022-05-21t17:07:00.000,2022-05-21t17:07:00.000,2022-05-21t17:07:00.000,ams,eham,2,8,d23,2022-05-21t19:40:00.000,2022-05-21t19:19:00.000,klm,kl,klm,948,kl948,klm948,,,,,,,
departure,active,bhd,egac,8,13.0,2022-05-22t17:05:00.000,2022-05-22t17:05:00.000,2022-05-22t17:17:00.000,2022-05-22t17:17:00.000,2022-05-22t17:17:00.000,ams,eham,,10,a08,2022-05-22t19:40:00.000,2022-05-22t19:25:00.000,klm,kl,klm,948,kl948,klm948,,,,,,,
departure,active,bhd,egac,8,40.0,2022-05-23t17:05:00.000,2022-05-23t17:10:00.000,2022-05-23t17:44:00.000,2022-05-23t17:44:00.000,2022-05-23t17:44:00.000,ams,eham,2,11,a08,2022-05-23t19:40:00.000,2022-05-23t19:55:00.000,klm,kl,klm,948,kl948,klm948,,,,,,,15.0
departure,active,bhd,egac,7,60.0,2022-05-24t17:05:00.000,2022-05-24t18:05:00.000,,,,ams,eham,2,11,a08,2022-05-24t19:40:00.000,,klm,kl,klm,948,kl948,klm948,,,,,,,
departure,active,bhd,egac,7,40.0,2022-05-25t17:05:00.000,2022-05-25t17:20:00.000,2022-05-25t17:44:00.000,2022-05-25t17:44:00.000,2022-05-25t17:44:00.000,ams,eham,2,11,a08,2022-05-25t19:40:00.000,2022-05-25t19:53:00.000,klm,kl,klm,948,kl948,klm948,,,,,,,13.0
departure,active,bhd,egac,7,10.0,2022-05-26t17:05:00.000,2022-05-26t17:15:00.000,,,,ams,eham,2,10,a08,2022-05-26t19:40:00.000,,klm,kl,klm,948,kl948,klm948,,,,,,,
departure,active,bhd,egac,8,26.0,2022-05-27t17:05:00.000,2022-05-27t17:05:00.000,2022-05-27t17:31:00.000,2022-05-27t17:31:00.000,2022-05-27t17:31:00.000,ams,eham,2,8,d25,2022-05-27t19:40:00.000,2022-05-27t19:40:00.000,klm,kl,klm,948,kl948,klm948,,,,,,,
departure,active,bhd,egac,7,39.0,2022-05-28t17:15:00.000,2022-05-28t17:30:00.000,2022-05-28t17:53:00.000,2022-05-28t17:53:00.000,2022-05-28t17:53:00.000,ams,eham,2,9,a08,2022-05-28t19:50:00.000,,klm,kl,klm,948,kl948,klm948,,,,,,,
departure,active,bhd,egac,7,17.0,2022-05-29t17:05:00.000,2022-05-29t17:05:00.000,2022-05-29t17:22:00.000,2022-05-29t17:22:00.000,2022-05-29t17:22:00.000,ams,eham,,9,a08,2022-05-29t19:40:00.000,2022-05-29t19:31:00.000,klm,kl,klm,948,kl948,klm948,,,,,,,
departure,active,bhd,egac,7,30.0,2022-05-30t17:05:00.000,2022-05-30t17:35:00.000,,,,ams,eham,,11,a08,2022-05-30t19:40:00.000,,klm,kl,klm,948,kl948,klm948,,,,,,,
departure,active,bhd,egac,7,17.0,2022-05-31t17:05:00.000,2022-05-31t17:20:00.000,2022-05-31t17:21:00.000,2022-05-31t17:21:00.000,2022-05-31t17:21:00.000,ams,eham,2,12,a08,2022-05-31t19:40:00.000,2022-05-31t19:27:00.000,klm,kl,klm,948,kl948,klm948,,,,,,,
departure,active,bhd,egac,7,23.0,2022-05-01t17:05:00.000,2022-05-01t17:28:00.000,2022-05-01t17:27:00.000,2022-05-01t17:27:00.000,2022-05-01t17:27:00.000,ams,eham,2,10,d26,2022-05-01t19:40:00.000,2022-05-01t19:38:00.000,virgin atlantic,vs,vir,6855,vs6855,vir6855,klm,kl,klm,948,kl948,klm948,
departure,active,bhd,egac,7,18.0,2022-05-02t17:05:00.000,2022-05-02t17:05:00.000,2022-05-02t17:23:00.000,2022-05-02t17:23:00.000,2022-05-02t17:23:00.000,ams,eham,,11,a08,2022-05-02t19:40:00.000,2022-05-02t19:33:00.000,virgin atlantic,vs,vir,6855,vs6855,vir6855,klm,kl,klm,948,kl948,klm948,
departure,active,bhd,egac,7,15.0,2022-05-03t17:05:00.000,2022-05-03t17:20:00.000,,,,ams,eham,2,12,a08,2022-05-03t19:40:00.000,,virgin atlantic,vs,vir,6855,vs6855,vir6855,klm,kl,klm,948,kl948,klm948,
departure,active,bhd,egac,7,14.0,2022-05-04t17:05:00.000,2022-05-04t17:10:00.000,2022-05-04t17:18:00.000,2022-05-04t17:18:00.000,2022-05-04t17:18:00.000,ams,eham,2,11,a08,2022-05-04t19:40:00.000,2022-05-04t19:29:00.000,virgin atlantic,vs,vir,6855,vs6855,vir6855,klm,kl,klm,948,kl948,klm948,
departure,active,bhd,egac,7,13.0,2022-05-05t17:15:00.000,2022-05-05t17:15:00.000,2022-05-05t17:28:00.000,2022-05-05t17:28:00.000,2022-05-05t17:28:00.000,ams,eham,2,10,d29,2022-05-05t19:50:00.000,2022-05-05t19:40:00.000,virgin atlantic,vs,vir,6855,vs6855,vir6855,klm,kl,klm,948,kl948,klm948,
departure,active,bhd,egac,7,20.0,2022-05-06t17:05:00.000,2022-05-06t17:20:00.000,2022-05-06t17:24:00.000,2022-05-06t17:24:00.000,2022-05-06t17:24:00.000,ams,eham,,10,a08,2022-05-06t19:40:00.000,2022-05-06t19:33:00.000,virgin atlantic,vs,vir,6855,vs6855,vir6855,klm,kl,klm,948,kl948,klm948,
departure,active,bhd,egac,7,7.0,2022-05-07t17:05:00.000,2022-05-07t17:05:00.000,2022-05-07t17:12:00.000,2022-05-07t17:12:00.000,2022-05-07t17:12:00.000,ams,eham,3,11,a08,2022-05-07t19:40:00.000,2022-05-07t19:31:00.000,virgin atlantic,vs,vir,6855,vs6855,vir6855,klm,kl,klm,948,kl948,klm948,
departure,active,bhd,egac,7,,2022-05-08t17:05:00.000,2022-05-08t17:05:00.000,,,,ams,eham,2,13,a08,2022-05-08t19:40:00.000,,virgin atlantic,vs,vir,6855,vs6855,vir6855,klm,kl,klm,948,kl948,klm948,
departure,active,bhd,egac,7,24.0,2022-05-09t17:05:00.000,2022-05-09t17:05:00.000,2022-05-09t17:29:00.000,2022-05-09t17:29:00.000,2022-05-09t17:29:00.000,ams,eham,2,12,a08,2022-05-09t19:40:00.000,2022-05-09t19:38:00.000,virgin atlantic,vs,vir,6855,vs6855,vir6855,klm,kl,klm,948,kl948,klm948,
departure,active,bhd,egac,7,18.0,2022-05-10t17:05:00.000,2022-05-10t17:05:00.000,2022-05-10t17:23:00.000,2022-05-10t17:23:00.000,2022-05-10t17:23:00.000,ams,eham,2,10,a08,2022-05-10t19:40:00.000,2022-05-10t19:29:00.000,virgin atlantic,vs,vir,6855,vs6855,vir6855,klm,kl,klm,948,kl948,klm948,
departure,active,bhd,egac,8,19.0,2022-05-11t17:05:00.000,2022-05-11t17:15:00.000,2022-05-11t17:23:00.000,2022-05-11t17:23:00.000,2022-05-11t17:23:00.000,ams,eham,2,8,a08,2022-05-11t19:40:00.000,2022-05-11t19:31:00.000,virgin atlantic,vs,vir,6855,vs6855,vir6855,klm,kl,klm,948,kl948,klm948,
departure,active,bhd,egac,8,18.0,2022-05-12t17:15:00.000,2022-05-12t17:15:00.000,2022-05-12t17:33:00.000,2022-05-12t17:33:00.000,2022-05-12t17:33:00.000,ams,eham,2,13,a08,2022-05-12t19:50:00.000,2022-05-12t19:44:00.000,virgin atlantic,vs,vir,6855,vs6855,vir6855,klm,kl,klm,948,kl948,klm948,
departure,active,bhd,egac,7,43.0,2022-05-13t17:05:00.000,2022-05-13t17:05:00.000,2022-05-13t17:48:00.000,2022-05-13t17:48:00.000,2022-05-13t17:48:00.000,ams,eham,2,10,a08,2022-05-13t19:40:00.000,2022-05-13t19:57:00.000,virgin atlantic,vs,vir,6855,vs6855,vir6855,klm,kl,klm,948,kl948,klm948,17.0
departure,active,bhd,egac,7,37.0,2022-05-14t17:05:00.000,2022-05-14t17:30:00.000,2022-05-14t17:41:00.000,2022-05-14t17:41:00.000,2022-05-14t17:41:00.000,ams,eham,,9,a08,2022-05-14t19:40:00.000,2022-05-14t19:53:00.000,virgin atlantic,vs,vir,6855,vs6855,vir6855,klm,kl,klm,948,kl948,klm948,13.0
departure,active,bhd,egac,7,14.0,2022-05-15t17:05:00.000,2022-05-15t17:05:00.000,2022-05-15t17:18:00.000,2022-05-15t17:18:00.000,2022-05-15t17:18:00.000,ams,eham,2,9,a08,2022-05-15t19:40:00.000,2022-05-15t19:27:00.000,virgin atlantic,vs,vir,6855,vs6855,vir6855,klm,kl,klm,948,kl948,klm948,
departure,active,bhd,egac,7,33.0,2022-05-16t17:05:00.000,2022-05-16t17:39:00.000,2022-05-16t17:38:00.000,2022-05-16t17:38:00.000,2022-05-16t17:38:00.000,ams,eham,2,10,a08,2022-05-16t19:40:00.000,2022-05-16t19:48:00.000,virgin atlantic,vs,vir,6855,vs6855,vir6855,klm,kl,klm,948,kl948,klm948,9.0
departure,active,bhd,egac,7,2.0,2022-05-17t17:05:00.000,2022-05-17t17:05:00.000,2022-05-17t17:07:00.000,2022-05-17t17:07:00.000,2022-05-17t17:07:00.000,ams,eham,2,12,a08,2022-05-17t19:40:00.000,2022-05-17t19:18:00.000,virgin atlantic,vs,vir,6855,vs6855,vir6855,klm,kl,klm,948,kl948,klm948,
departure,active,bhd,egac,7,20.0,2022-05-18t17:05:00.000,2022-05-18t17:05:00.000,2022-05-18t17:25:00.000,2022-05-18t17:25:00.000,2022-05-18t17:25:00.000,ams,eham,,8,a08,2022-05-18t19:40:00.000,2022-05-18t19:36:00.000,virgin atlantic,vs,vir,6855,vs6855,vir6855,klm,kl,klm,948,kl948,klm948,
departure,active,bhd,egac,7,40.0,2022-05-19t17:15:00.000,2022-05-19t17:50:00.000,2022-05-19t17:55:00.000,2022-05-19t17:55:00.000,2022-05-19t17:55:00.000,ams,eham,2,17,a08,2022-05-19t19:50:00.000,2022-05-19t20:01:00.000,virgin atlantic,vs,vir,6855,vs6855,vir6855,klm,kl,klm,948,kl948,klm948,12.0
departure,active,bhd,egac,,100.0,2022-05-20t17:05:00.000,2022-05-20t18:45:00.000,,,,ams,eham,2,9,a08,2022-05-20t19:40:00.000,,virgin atlantic,vs,vir,6855,vs6855,vir6855,klm,kl,klm,948,kl948,klm948,
departure,active,bhd,egac,6,2.0,2022-05-21t17:05:00.000,2022-05-21t16:58:00.000,2022-05-21t17:07:00.000,2022-05-21t17:07:00.000,2022-05-21t17:07:00.000,ams,eham,2,8,d23,2022-05-21t19:40:00.000,2022-05-21t19:19:00.000,virgin atlantic,vs,vir,6855,vs6855,vir6855,klm,kl,klm,948,kl948,klm948,
departure,active,bhd,egac,8,13.0,2022-05-22t17:05:00.000,2022-05-22t17:05:00.000,2022-05-22t17:17:00.000,2022-05-22t17:17:00.000,2022-05-22t17:17:00.000,ams,eham,,10,a08,2022-05-22t19:40:00.000,2022-05-22t19:25:00.000,virgin atlantic,vs,vir,6855,vs6855,vir6855,klm,kl,klm,948,kl948,klm948,
departure,active,bhd,egac,8,40.0,2022-05-23t17:05:00.000,2022-05-23t17:10:00.000,2022-05-23t17:44:00.000,2022-05-23t17:44:00.000,2022-05-23t17:44:00.000,ams,eham,2,11,a08,2022-05-23t19:40:00.000,2022-05-23t19:55:00.000,virgin atlantic,vs,vir,6855,vs6855,vir6855,klm,kl,klm,948,kl948,klm948,15.0
departure,active,bhd,egac,7,60.0,2022-05-24t17:05:00.000,2022-05-24t18:05:00.000,,,,ams,eham,2,11,a08,2022-05-24t19:40:00.000,,virgin atlantic,vs,vir,6855,vs6855,vir6855,klm,kl,klm,948,kl948,klm948,
departure,active,bhd,egac,7,40.0,2022-05-25t17:05:00.000,2022-05-25t17:20:00.000,2022-05-25t17:44:00.000,2022-05-25t17:44:00.000,2022-05-25t17:44:00.000,ams,eham,2,11,a08,2022-05-25t19:40:00.000,2022-05-25t19:53:00.000,virgin atlantic,vs,vir,6855,vs6855,vir6855,klm,kl,klm,948,kl948,klm948,13.0
departure,active,bhd,egac,7,10.0,2022-05-26t17:05:00.000,2022-05-26t17:15:00.000,,,,ams,eham,2,10,a08,2022-05-26t19:40:00.000,,virgin atlantic,vs,vir,6855,vs6855,vir6855,klm,kl,klm,948,kl948,klm948,
departure,active,bhd,egac,8,26.0,2022-05-27t17:05:00.000,2022-05-27t17:05:00.000,2022-05-27t17:31:00.000,2022-05-27t17:31:00.000,2022-05-27t17:31:00.000,ams,eham,2,8,d25,2022-05-27t19:40:00.000,2022-05-27t19:40:00.000,virgin atlantic,vs,vir,6855,vs6855,vir6855,klm,kl,klm,948,kl948,klm948,
departure,active,bhd,egac,7,39.0,2022-05-28t17:15:00.000,2022-05-28t17:30:00.000,2022-05-28t17:53:00.000,2022-05-28t17:53:00.000,2022-05-28t17:53:00.000,ams,eham,2,9,a08,2022-05-28t19:50:00.000,,virgin atlantic,vs,vir,6855,vs6855,vir6855,klm,kl,klm,948,kl948,klm948,
departure,active,bhd,egac,7,17.0,2022-05-29t17:05:00.000,2022-05-29t17:05:00.000,2022-05-29t17:22:00.000,2022-05-29t17:22:00.000,2022-05-29t17:22:00.000,ams,eham,,9,a08,2022-05-29t19:40:00.000,2022-05-29t19:31:00.000,virgin atlantic,vs,vir,6855,vs6855,vir6855,klm,kl,klm,948,kl948,klm948,
departure,active,bhd,egac,7,30.0,2022-05-30t17:05:00.000,2022-05-30t17:35:00.000,,,,ams,eham,,11,a08,2022-05-30t19:40:00.000,,virgin atlantic,vs,vir,6855,vs6855,vir6855,klm,kl,klm,948,kl948,klm948,
departure,active,bhd,egac,7,17.0,2022-05-31t17:05:00.000,2022-05-31t17:20:00.000,2022-05-31t17:21:00.000,2022-05-31t17:21:00.000,2022-05-31t17:21:00.000,ams,eham,2,12,a08,2022-05-31t19:40:00.000,2022-05-31t19:27:00.000,virgin atlantic,vs,vir,6855,vs6855,vir6855,klm,kl,klm,948,kl948,klm948,
departure,active,bhd,egac,7,,2022-06-01t17:05:00.000,2022-06-01t17:05:00.000,2022-06-01t17:03:00.000,2022-06-01t17:03:00.000,2022-06-01t17:03:00.000,ams,eham,2,11,a08,2022-06-01t19:40:00.000,2022-06-01t19:09:00.000,klm,kl,klm,948,kl948,klm948,,,,,,,
departure,active,bhd,egac,8,44.0,2022-06-02t17:05:00.000,2022-06-02t17:49:00.000,,,,ams,eham,2,8,a08,2022-06-02t19:40:00.000,,klm,kl,klm,948,kl948,klm948,,,,,,,
departure,active,bhd,egac,8,10.0,2022-06-03t17:05:00.000,2022-06-03t17:15:00.000,,,,ams,eham,2,11,a08,2022-06-03t19:40:00.000,,klm,kl,klm,948,kl948,klm948,,,,,,,
departure,cancelled,bhd,egac,,,2022-06-04t17:15:00.000,2022-06-04t17:15:00.000,,,,ams,eham,,,a08,2022-06-04t19:50:00.000,,klm,kl,klm,948,kl948,klm948,,,,,,,
departure,active,bhd,egac,8,31.0,2022-06-05t17:05:00.000,2022-06-05t17:10:00.000,2022-06-05t17:35:00.000,2022-06-05t17:35:00.000,2022-06-05t17:35:00.000,ams,eham,2,11,d23,2022-06-05t19:40:00.000,2022-06-05t19:46:00.000,klm,kl,klm,948,kl948,klm948,,,,,,,7.0
departure,active,bhd,egac,8,14.0,2022-06-06t17:05:00.000,2022-06-06t17:05:00.000,2022-06-06t17:19:00.000,2022-06-06t17:19:00.000,2022-06-06t17:19:00.000,ams,eham,2,10,a08,2022-06-06t19:40:00.000,2022-06-06t19:27:00.000,klm,kl,klm,948,kl948,klm948,,,,,,,
departure,active,bhd,egac,7,21.0,2022-06-07t17:05:00.000,2022-06-07t17:05:00.000,2022-06-07t17:26:00.000,2022-06-07t17:26:00.000,2022-06-07t17:26:00.000,ams,eham,2,13,a08,2022-06-07t19:40:00.000,2022-06-07t19:33:00.000,klm,kl,klm,948,kl948,klm948,,,,,,,
departure,active,bhd,egac,7,38.0,2022-06-08t17:05:00.000,2022-06-08t17:43:00.000,2022-06-08t17:43:00.000,2022-06-08t17:43:00.000,2022-06-08t17:43:00.000,ams,eham,2,9,a08,2022-06-08t19:40:00.000,2022-06-08t19:50:00.000,klm,kl,klm,948,kl948,klm948,,,,,,,11.0
departure,active,bhd,egac,7,14.0,2022-06-09t17:05:00.000,2022-06-09t17:05:00.000,2022-06-09t17:18:00.000,2022-06-09t17:18:00.000,2022-06-09t17:18:00.000,ams,eham,2,9,d25,2022-06-09t19:40:00.000,2022-06-09t19:25:00.000,klm,kl,klm,948,kl948,klm948,,,,,,,
departure,active,bhd,egac,7,19.0,2022-06-10t17:05:00.000,2022-06-10t17:05:00.000,2022-06-10t17:24:00.000,2022-06-10t17:24:00.000,2022-06-10t17:24:00.000,ams,eham,2,8,d28,2022-06-10t19:40:00.000,2022-06-10t19:31:00.000,klm,kl,klm,948,kl948,klm948,,,,,,,
departure,active,bhd,egac,7,30.0,2022-06-11t17:15:00.000,2022-06-11t17:45:00.000,,,,ams,eham,2,8,a08,2022-06-11t19:50:00.000,,klm,kl,klm,948,kl948,klm948,,,,,,,
departure,active,bhd,egac,7,22.0,2022-06-12t17:05:00.000,2022-06-12t17:27:00.000,,,,ams,eham,2,8,d27,2022-06-12t19:40:00.000,,klm,kl,klm,948,kl948,klm948,,,,,,,
departure,active,bhd,egac,,37.0,2022-06-13t17:05:00.000,2022-06-13t17:42:00.000,,,,ams,eham,2,9,d14,2022-06-13t19:40:00.000,,klm,kl,klm,948,kl948,klm948,,,,,,,
departure,active,bhd,egac,7,7.0,2022-06-14t17:05:00.000,2022-06-14t17:05:00.000,2022-06-14t17:12:00.000,2022-06-14t17:12:00.000,2022-06-14t17:12:00.000,ams,eham,2,11,a08,2022-06-14t19:40:00.000,2022-06-14t19:18:00.000,klm,kl,klm,948,kl948,klm948,,,,,,,
departure,active,bhd,egac,7,23.0,2022-06-15t17:05:00.000,2022-06-15t17:05:00.000,2022-06-15t17:27:00.000,2022-06-15t17:27:00.000,2022-06-15t17:27:00.000,ams,eham,2,12,a08,2022-06-15t19:40:00.000,2022-06-15t19:33:00.000,klm,kl,klm,948,kl948,klm948,,,,,,,
departure,active,bhd,egac,7,19.0,2022-06-16t17:05:00.000,2022-06-16t17:25:00.000,2022-06-16t17:23:00.000,2022-06-16t17:23:00.000,2022-06-16t17:23:00.000,ams,eham,2,9,d29,2022-06-16t19:40:00.000,2022-06-16t19:27:00.000,klm,kl,klm,948,kl948,klm948,,,,,,,
departure,active,bhd,egac,7,32.0,2022-06-17t17:05:00.000,2022-06-17t17:20:00.000,2022-06-17t17:36:00.000,2022-06-17t17:36:00.000,2022-06-17t17:36:00.000,ams,eham,2,12,a08,2022-06-17t19:40:00.000,2022-06-17t19:42:00.000,klm,kl,klm,948,kl948,klm948,,,,,,,2.0
departure,active,bhd,egac,7,14.0,2022-06-18t17:15:00.000,2022-06-18t17:30:00.000,2022-06-18t17:29:00.000,2022-06-18t17:29:00.000,2022-06-18t17:29:00.000,ams,eham,2,12,a08,2022-06-18t19:50:00.000,2022-06-18t19:33:00.000,klm,kl,klm,948,kl948,klm948,,,,,,,
departure,active,bhd,egac,8,20.0,2022-06-19t17:05:00.000,2022-06-19t17:08:00.000,2022-06-19t17:25:00.000,2022-06-19t17:25:00.000,2022-06-19t17:25:00.000,ams,eham,2,10,d22,2022-06-19t19:40:00.000,2022-06-19t19:31:00.000,klm,kl,klm,948,kl948,klm948,,,,,,,
departure,active,bhd,egac,7,17.0,2022-06-20t17:05:00.000,2022-06-20t17:08:00.000,2022-06-20t17:22:00.000,2022-06-20t17:22:00.000,2022-06-20t17:22:00.000,ams,eham,,10,a08,2022-06-20t19:40:00.000,2022-06-20t19:31:00.000,klm,kl,klm,948,kl948,klm948,,,,,,,
departure,active,bhd,egac,8,16.0,2022-06-21t17:05:00.000,2022-06-21t17:05:00.000,2022-06-21t17:21:00.000,2022-06-21t17:21:00.000,2022-06-21t17:21:00.000,ams,eham,,9,a08,2022-06-21t19:40:00.000,2022-06-21t19:31:00.000,klm,kl,klm,948,kl948,klm948,,,,,,,
departure,active,bhd,egac,7,,2022-06-22t17:05:00.000,2022-06-22t17:05:00.000,2022-06-22t17:03:00.000,2022-06-22t17:03:00.000,2022-06-22t17:03:00.000,ams,eham,2,13,a08,2022-06-22t19:40:00.000,2022-06-22t19:18:00.000,klm,kl,klm,948,kl948,klm948,,,,,,,
departure,active,bhd,egac,7,30.0,2022-06-23t17:05:00.000,2022-06-23t17:35:00.000,,,,ams,eham,2,12,d31,2022-06-23t19:40:00.000,,klm,kl,klm,948,kl948,klm948,,,,,,,
departure,active,bhd,egac,7,13.0,2022-06-24t17:05:00.000,2022-06-24t17:05:00.000,2022-06-24t17:17:00.000,2022-06-24t17:17:00.000,2022-06-24t17:17:00.000,ams,eham,2,8,a08,2022-06-24t19:40:00.000,2022-06-24t19:27:00.000,klm,kl,klm,948,kl948,klm948,,,,,,,
departure,active,bhd,egac,7,29.0,2022-06-25t17:15:00.000,2022-06-25t17:25:00.000,2022-06-25t17:44:00.000,2022-06-25t17:44:00.000,2022-06-25t17:44:00.000,ams,eham,,8,d24,2022-06-25t19:50:00.000,2022-06-25t19:50:00.000,klm,kl,klm,948,kl948,klm948,,,,,,,1.0
departure,active,bhd,egac,7,11.0,2022-06-26t17:15:00.000,2022-06-26t17:15:00.000,2022-06-26t17:26:00.000,2022-06-26t17:26:00.000,2022-06-26t17:26:00.000,ams,eham,2,10,a08,2022-06-26t19:50:00.000,2022-06-26t19:36:00.000,klm,kl,klm,948,kl948,klm948,,,,,,,
departure,active,bhd,egac,,100.0,2022-06-27t17:05:00.000,2022-06-27t18:45:00.000,,,,ams,eham,2,8,d18,2022-06-27t19:40:00.000,,klm,kl,klm,948,kl948,klm948,,,,,,,
departure,active,bhd,egac,7,35.0,2022-06-28t17:05:00.000,2022-06-28t17:40:00.000,,,,ams,eham,2,10,a08,2022-06-28t19:40:00.000,,klm,kl,klm,948,kl948,klm948,,,,,,,
departure,active,bhd,egac,7,24.0,2022-06-29t17:05:00.000,2022-06-29t17:20:00.000,2022-06-29t17:29:00.000,2022-06-29t17:29:00.000,2022-06-29t17:29:00.000,ams,eham,2,10,d25,2022-06-29t19:40:00.000,2022-06-29t19:40:00.000,klm,kl,klm,948,kl948,klm948,,,,,,,
departure,active,bhd,egac,7,26.0,2022-06-30t17:05:00.000,2022-06-30t17:10:00.000,2022-06-30t17:30:00.000,2022-06-30t17:30:00.000,2022-06-30t17:30:00.000,ams,eham,2,10,d25,2022-06-30t19:40:00.000,2022-06-30t19:40:00.000,klm,kl,klm,948,kl948,klm948,,,,,,,
departure,active,bhd,egac,7,,2022-06-01t17:05:00.000,2022-06-01t17:05:00.000,2022-06-01t17:03:00.000,2022-06-01t17:03:00.000,2022-06-01t17:03:00.000,ams,eham,2,11,a08,2022-06-01t19:40:00.000,2022-06-01t19:09:00.000,virgin atlantic,vs,vir,6855,vs6855,vir6855,klm,kl,klm,948,kl948,klm948,
departure,active,bhd,egac,8,44.0,2022-06-02t17:05:00.000,2022-06-02t17:49:00.000,,,,ams,eham,2,8,a08,2022-06-02t19:40:00.000,,virgin atlantic,vs,vir,6855,vs6855,vir6855,klm,kl,klm,948,kl948,klm948,
departure,active,bhd,egac,8,10.0,2022-06-03t17:05:00.000,2022-06-03t17:15:00.000,,,,ams,eham,2,11,a08,2022-06-03t19:40:00.000,,virgin atlantic,vs,vir,6855,vs6855,vir6855,klm,kl,klm,948,kl948,klm948,
