type,status,departure.iataCode,departure.icaoCode,departure.gate,departure.delay,departure.scheduledTime,departure.estimatedTime,departure.actualTime,departure.estimatedRunway,departure.actualRunway,arrival.iataCode,arrival.icaoCode,arrival.terminal,arrival.baggage,arrival.gate,arrival.scheduledTime,arrival.estimatedTime,airline.name,airline.iataCode,airline.icaoCode,flight.number,flight.iataNumber,flight.icaoNumber,codeshared.airline.name,codeshared.airline.iataCode,codeshared.airline.icaoCode,codeshared.flight.number,codeshared.flight.iataNumber,codeshared.flight.icaoNumber,arrival.delay
departure,active,bhd,egac,6,20.0,2022-03-28t17:15:00.000,2022-03-28t17:35:00.000,,,,ams,eham,2,12,a08,2022-03-28t19:50:00.000,,klm,kl,klm,948,kl948,klm948,,,,,,,
departure,active,bhd,egac,7,,2022-03-29t17:15:00.000,2022-03-29t17:15:00.000,2022-03-29t17:06:00.000,2022-03-29t17:06:00.000,2022-03-29t17:06:00.000,ams,eham,,8,a08,2022-03-29t19:50:00.000,2022-03-29t19:24:00.000,klm,kl,klm,948,kl948,klm948,,,,,,,
departure,active,bhd,egac,7,,2022-03-30t17:15:00.000,2022-03-30t17:15:00.000,2022-03-30t17:14:00.000,2022-03-30t17:14:00.000,2022-03-30t17:14:00.000,ams,eham,2,10,d28,2022-03-30t19:50:00.000,2022-03-30t19:22:00.000,klm,kl,klm,948,kl948,klm948,,,,,,,
departure,active,bhd,egac,7,9.0,2022-03-31t17:15:00.000,2022-03-31t17:15:00.000,2022-03-31t17:23:00.000,2022-03-31t17:23:00.000,2022-03-31t17:23:00.000,ams,eham,2,13,a08,2022-03-31t19:50:00.000,2022-03-31t19:36:00.000,klm,kl,klm,948,kl948,klm948,,,,,,,
departure,active,bhd,egac,7,6.0,2022-03-03t17:20:00.000,2022-03-03t17:20:00.000,2022-03-03t17:26:00.000,2022-03-03t17:26:00.000,2022-03-03t17:26:00.000,ams,eham,2,9,d04,2022-03-03t19:55:00.000,2022-03-03t19:37:00.000,virgin atlantic,vs,vir,6855,vs6855,vir6855,klm,kl,klm,948,kl948,klm948,
departure,active,bhd,egac,7,3.0,2022-03-06t17:20:00.000,2022-03-06t17:20:00.000,2022-03-06t17:22:00.000,2022-03-06t17:22:00.000,2022-03-06t17:22:00.000,ams,eham,,9,a08,2022-03-06t19:55:00.000,2022-03-06t19:44:00.000,virgin atlantic,vs,vir,6855,vs6855,vir6855,klm,kl,klm,948,kl948,klm948,
departure,active,bhd,egac,7,2.0,2022-03-07t17:20:00.000,2022-03-07t17:21:00.000,2022-03-07t17:21:00.000,2022-03-07t17:21:00.000,2022-03-07t17:21:00.000,ams,eham,2,11,d24,2022-03-07t19:55:00.000,2022-03-07t19:39:00.000,virgin atlantic,vs,vir,6855,vs6855,vir6855,klm,kl,klm,948,kl948,klm948,
departure,active,bhd,egac,7,12.0,2022-03-10t17:20:00.000,2022-03-10t17:20:00.000,2022-03-10t17:32:00.000,2022-03-10t17:32:00.000,2022-03-10t17:32:00.000,ams,eham,2,12,d27,2022-03-10t19:55:00.000,2022-03-10t19:44:00.000,virgin atlantic,vs,vir,6855,vs6855,vir6855,klm,kl,klm,948,kl948,klm948,
departure,active,bhd,egac,7,10.0,2022-03-13t17:20:00.000,2022-03-13t17:20:00.000,2022-03-13t17:29:00.000,2022-03-13t17:29:00.000,2022-03-13t17:29:00.000,ams,eham,2,10,d14,2022-03-13t19:55:00.000,2022-03-13t19:42:00.000,virgin atlantic,vs,vir,6855,vs6855,vir6855,klm,kl,klm,948,kl948,klm948,
departure,active,bhd,egac,7,,2022-03-14t17:20:00.000,2022-03-14t17:20:00.000,2022-03-14t17:17:00.000,2022-03-14t17:17:00.000,2022-03-14t17:17:00.000,ams,eham,,13,a08,2022-03-14t19:55:00.000,2022-03-14t19:20:00.000,virgin atlantic,vs,vir,6855,vs6855,vir6855,klm,kl,klm,948,kl948,klm948,
departure,active,bhd,egac,8,14.0,2022-03-16t17:20:00.000,2022-03-16t17:20:00.000,2022-03-16t17:33:00.000,2022-03-16t17:33:00.000,2022-03-16t17:33:00.000,ams,eham,2,10,d31,2022-03-16t19:55:00.000,2022-03-16t19:49:00.000,virgin atlantic,vs,vir,6855,vs6855,vir6855,klm,kl,klm,948,kl948,klm948,
departure,active,bhd,egac,7,8.0,2022-03-17t17:20:00.000,2022-03-17t17:28:00.000,,,,ams,eham,,9,a08,2022-03-17t19:55:00.000,,virgin atlantic,vs,vir,6855,vs6855,vir6855,klm,kl,klm,948,kl948,klm948,
departure,active,bhd,egac,7,10.0,2022-03-18t17:20:00.000,2022-03-18t17:20:00.000,2022-03-18t17:30:00.000,2022-03-18t17:30:00.000,2022-03-18t17:30:00.000,ams,eham,,9,a08,2022-03-18t19:55:00.000,2022-03-18t19:44:00.000,virgin atlantic,vs,vir,6855,vs6855,vir6855,klm,kl,klm,948,kl948,klm948,
departure,active,bhd,egac,7,1.0,2022-03-20t17:20:00.000,2022-03-20t17:20:00.000,2022-03-20t17:20:00.000,2022-03-20t17:20:00.000,2022-03-20t17:20:00.000,ams,eham,2,11,d25,2022-03-20t19:55:00.000,2022-03-20t19:36:00.000,virgin atlantic,vs,vir,6855,vs6855,vir6855,klm,kl,klm,948,kl948,klm948,
departure,active,bhd,egac,7,7.0,2022-03-21t17:20:00.000,2022-03-21t17:28:00.000,2022-03-21t17:27:00.000,2022-03-21t17:27:00.000,2022-03-21t17:27:00.000,ams,eham,2,11,d27,2022-03-21t19:55:00.000,2022-03-21t19:40:00.000,virgin atlantic,vs,vir,6855,vs6855,vir6855,klm,kl,klm,948,kl948,klm948,
departure,active,bhd,egac,7,6.0,2022-03-22t17:20:00.000,2022-03-22t17:20:00.000,2022-03-22t17:26:00.000,2022-03-22t17:26:00.000,2022-03-22t17:26:00.000,ams,eham,,8,a08,2022-03-22t19:55:00.000,2022-03-22t19:37:00.000,virgin atlantic,vs,vir,6855,vs6855,vir6855,klm,kl,klm,948,kl948,klm948,
departure,active,bhd,egac,7,1.0,2022-03-24t17:20:00.000,2022-03-24t17:12:00.000,2022-03-24t17:20:00.000,2022-03-24t17:20:00.000,2022-03-24t17:20:00.000,ams,eham,2,13,a08,2022-03-24t19:55:00.000,2022-03-24t19:31:00.000,virgin atlantic,vs,vir,6855,vs6855,vir6855,klm,kl,klm,948,kl948,klm948,
departure,active,bhd,egac,7,7.0,2022-03-25t17:20:00.000,2022-03-25t17:20:00.000,2022-03-25t17:27:00.000,2022-03-25t17:27:00.000,2022-03-25t17:27:00.000,ams,eham,2,13,a08,2022-03-25t19:55:00.000,2022-03-25t19:42:00.000,virgin atlantic,vs,vir,6855,vs6855,vir6855,klm,kl,klm,948,kl948,klm948,
departure,active,bhd,egac,7,19.0,2022-03-27t17:15:00.000,2022-03-27t17:20:00.000,2022-03-27t17:33:00.000,2022-03-27t17:33:00.000,2022-03-27t17:33:00.000,ams,eham,2,11,d29,2022-03-27t19:50:00.000,2022-03-27t19:48:00.000,virgin atlantic,vs,vir,6855,vs6855,vir6855,klm,kl,klm,948,kl948,klm948,
departure,active,bhd,egac,6,20.0,2022-03-28t17:15:00.000,2022-03-28t17:35:00.000,,,,ams,eham,2,12,a08,2022-03-28t19:50:00.000,,virgin atlantic,vs,vir,6855,vs6855,vir6855,klm,kl,klm,948,kl948,klm948,
departure,active,bhd,egac,7,,2022-03-29t17:15:00.000,2022-03-29t17:15:00.000,2022-03-29t17:06:00.000,2022-03-29t17:06:00.000,2022-03-29t17:06:00.000,ams,eham,,8,a08,2022-03-29t19:50:00.000,2022-03-29t19:24:00.000,virgin atlantic,vs,vir,6855,vs6855,vir6855,klm,kl,klm,948,kl948,klm948,
departure,active,bhd,egac,7,,2022-03-30t17:15:00.000,2022-03-30t17:15:00.000,2022-03-30t17:14:00.000,2022-03-30t17:14:00.000,2022-03-30t17:14:00.000,ams,eham,2,10,d28,2022-03-30t19:50:00.000,2022-03-30t19:22:00.000,virgin atlantic,vs,vir,6855,vs6855,vir6855,klm,kl,klm,948,kl948,klm948,
departure,active,bhd,egac,7,9.0,2022-03-31t17:15:00.000,2022-03-31t17:15:00.000,2022-03-31t17:23:00.000,2022-03-31t17:23:00.000,2022-03-31t17:23:00.000,ams,eham,2,13,a08,2022-03-31t19:50:00.000,2022-03-31t19:36:00.000,virgin atlantic,vs,vir,6855,vs6855,vir6855,klm,kl,klm,948,kl948,klm948,
departure,active,bhd,egac,7,56.0,2022-04-01t17:15:00.000,2022-04-01t18:11:00.000,,,,ams,eham,2,8,a08,2022-04-01t19:50:00.000,,klm,kl,klm,948,kl948,klm948,,,,,,,
departure,active,bhd,egac,7,27.0,2022-04-02t17:15:00.000,2022-04-02t17:43:00.000,2022-04-02t17:42:00.000,2022-04-02t17:42:00.000,2022-04-02t17:42:00.000,ams,eham,2,11,d31,2022-04-02t19:50:00.000,2022-04-02t19:53:00.000,klm,kl,klm,948,kl948,klm948,,,,,,,3.0
departure,active,bhd,egac,7,6.0,2022-04-03t17:15:00.000,2022-04-03t17:21:00.000,2022-04-03t17:21:00.000,2022-04-03t17:21:00.000,2022-04-03t17:21:00.000,ams,eham,2,11,d25,2022-04-03t19:50:00.000,2022-04-03t19:33:00.000,klm,kl,klm,948,kl948,klm948,,,,,,,
departure,active,bhd,egac,7,11.0,2022-04-04t17:15:00.000,2022-04-04t17:27:00.000,2022-04-04t17:25:00.000,2022-04-04t17:25:00.000,2022-04-04t17:25:00.000,ams,eham,2,12,d31,2022-04-04t19:50:00.000,2022-04-04t19:36:00.000,klm,kl,klm,948,kl948,klm948,,,,,,,
departure,active,bhd,egac,7,12.0,2022-04-05t17:15:00.000,2022-04-05t17:15:00.000,2022-04-05t17:27:00.000,2022-04-05t17:27:00.000,2022-04-05t17:27:00.000,ams,eham,2,13,a08,2022-04-05t19:50:00.000,2022-04-05t19:40:00.000,klm,kl,klm,948,kl948,klm948,,,,,,,
departure,active,bhd,egac,7,36.0,2022-04-06t17:15:00.000,2022-04-06t17:43:00.000,2022-04-06t17:51:00.000,2022-04-06t17:51:00.000,2022-04-06t17:51:00.000,ams,eham,2,8,d29,2022-04-06t19:50:00.000,2022-04-06t20:03:00.000,klm,kl,klm,948,kl948,klm948,,,,,,,14.0
departure,active,bhd,egac,,45.0,2022-04-07t17:15:00.000,2022-04-07t18:00:00.000,,,,ams,eham,2,8,a08,2022-04-07t19:50:00.000,,klm,kl,klm,948,kl948,klm948,,,,,,,
departure,active,bhd,egac,7,12.0,2022-04-08t17:15:00.000,2022-04-08t17:21:00.000,2022-04-08t17:26:00.000,2022-04-08t17:26:00.000,2022-04-08t17:26:00.000,ams,eham,2,13,a08,2022-04-08t19:50:00.000,2022-04-08t19:38:00.000,klm,kl,klm,948,kl948,klm948,,,,,,,
departure,active,bhd,egac,7,30.0,2022-04-09t17:15:00.000,2022-04-09t17:25:00.000,2022-04-09t17:44:00.000,2022-04-09t17:44:00.000,2022-04-09t17:44:00.000,ams,eham,,8,d27,2022-04-09t19:50:00.000,2022-04-09t19:57:00.000,klm,kl,klm,948,kl948,klm948,,,,,,,7.0
departure,active,bhd,egac,7,8.0,2022-04-10t17:15:00.000,2022-04-10t17:20:00.000,2022-04-10t17:22:00.000,2022-04-10t17:22:00.000,2022-04-10t17:22:00.000,ams,eham,2,9,a08,2022-04-10t19:50:00.000,2022-04-10t19:31:00.000,klm,kl,klm,948,kl948,klm948,,,,,,,
departure,active,bhd,egac,7,6.0,2022-04-11t17:15:00.000,2022-04-11t17:15:00.000,2022-04-11t17:20:00.000,2022-04-11t17:20:00.000,2022-04-11t17:20:00.000,ams,eham,,10,d27,2022-04-11t19:50:00.000,2022-04-11t19:31:00.000,klm,kl,klm,948,kl948,klm948,,,,,,,
departure,active,bhd,egac,7,,2022-04-12t17:15:00.000,2022-04-12t17:03:00.000,,,,ams,eham,2,11,d28,2022-04-12t19:50:00.000,,klm,kl,klm,948,kl948,klm948,,,,,,,
departure,active,bhd,egac,8,12.0,2022-04-13t17:15:00.000,2022-04-13t17:15:00.000,2022-04-13t17:26:00.000,2022-04-13t17:26:00.000,2022-04-13t17:26:00.000,ams,eham,2,9,a08,2022-04-13t19:50:00.000,2022-04-13t19:38:00.000,klm,kl,klm,948,kl948,klm948,,,,,,,
departure,active,bhd,egac,7,16.0,2022-04-14t17:15:00.000,2022-04-14t17:20:00.000,2022-04-14t17:30:00.000,2022-04-14t17:30:00.000,2022-04-14t17:30:00.000,ams,eham,2,11,d29,2022-04-14t19:50:00.000,2022-04-14t19:42:00.000,klm,kl,klm,948,kl948,klm948,,,,,,,
departure,active,bhd,egac,7,13.0,2022-04-15t17:15:00.000,2022-04-15t17:20:00.000,2022-04-15t17:28:00.000,2022-04-15t17:28:00.000,2022-04-15t17:28:00.000,ams,eham,2,10,a08,2022-04-15t19:50:00.000,2022-04-15t19:36:00.000,klm,kl,klm,948,kl948,klm948,,,,,,,
departure,active,bhd,egac,7,4.0,2022-04-16t17:15:00.000,2022-04-16t17:15:00.000,2022-04-16t17:18:00.000,2022-04-16t17:18:00.000,2022-04-16t17:18:00.000,ams,eham,2,8,a08,2022-04-16t19:50:00.000,2022-04-16t19:28:00.000,klm,kl,klm,948,kl948,klm948,,,,,,,
departure,active,bhd,egac,7,,2022-04-17t17:15:00.000,2022-04-17t17:15:00.000,2022-04-17t17:14:00.000,2022-04-17t17:14:00.000,2022-04-17t17:14:00.000,ams,eham,2,11,d22,2022-04-17t19:50:00.000,2022-04-17t19:25:00.000,klm,kl,klm,948,kl948,klm948,,,,,,,
departure,active,bhd,egac,7,17.0,2022-04-18t17:15:00.000,2022-04-18t17:15:00.000,2022-04-18t17:31:00.000,2022-04-18t17:31:00.000,2022-04-18t17:31:00.000,ams,eham,2,13,a08,2022-04-18t19:50:00.000,2022-04-18t19:40:00.000,klm,kl,klm,948,kl948,klm948,,,,,,,
departure,active,bhd,egac,7,,2022-04-19t17:15:00.000,2022-04-19t17:15:00.000,,,,ams,eham,2,10,a08,2022-04-19t19:50:00.000,,klm,kl,klm,948,kl948,klm948,,,,,,,
departure,active,bhd,egac,,40.0,2022-04-20t17:15:00.000,2022-04-20t17:55:00.000,,,,ams,eham,,13,a08,2022-04-20t19:50:00.000,,klm,kl,klm,948,kl948,klm948,,,,,,,
departure,active,bhd,egac,7,52.0,2022-04-21t17:15:00.000,2022-04-21t18:07:00.000,,,,ams,eham,2,11,a08,2022-04-21t19:50:00.000,,klm,kl,klm,948,kl948,klm948,,,,,,,
departure,active,bhd,egac,7,35.0,2022-04-22t17:15:00.000,2022-04-22t17:50:00.000,,,,ams,eham,,11,a08,2022-04-22t19:50:00.000,,klm,kl,klm,948,kl948,klm948,,,,,,,
departure,active,bhd,egac,7,10.0,2022-04-25t17:05:00.000,2022-04-25t17:15:00.000,,,,ams,eham,,12,a08,2022-04-25t19:40:00.000,,klm,kl,klm,948,kl948,klm948,,,,,,,
departure,active,bhd,egac,7,25.0,2022-04-26t17:05:00.000,2022-04-26t17:30:00.000,,,,ams,eham,2,8,a08,2022-04-26t19:40:00.000,,klm,kl,klm,948,kl948,klm948,,,,,,,
departure,active,bhd,egac,7,38.0,2022-04-27t17:05:00.000,2022-04-27t17:20:00.000,2022-04-27t17:43:00.000,2022-04-27t17:43:00.000,2022-04-27t17:43:00.000,ams,eham,2,8,a08,2022-04-27t19:40:00.000,2022-04-27t19:53:00.000,klm,kl,klm,948,kl948,klm948,,,,,,,13.0
departure,active,bhd,egac,7,49.0,2022-04-28t17:15:00.000,2022-04-28t17:45:00.000,2022-04-28t18:04:00.000,2022-04-28t18:04:00.000,2022-04-28t18:04:00.000,ams,eham,,9,d22,2022-04-28t19:50:00.000,2022-04-28t20:14:00.000,klm,kl,klm,948,kl948,klm948,,,,,,,24.0
departure,cancelled,bhd,egac,,,2022-04-29t17:05:00.000,,,,,ams,eham,,,,2022-04-29t19:40:00.000,,klm,kl,klm,948,kl948,klm948,,,,,,,
departure,active,bhd,egac,6,10.0,2022-04-30t17:05:00.000,2022-04-30t17:05:00.000,2022-04-30t17:14:00.000,2022-04-30t17:14:00.000,2022-04-30t17:14:00.000,ams,eham,2,8,d27,2022-04-30t19:40:00.000,2022-04-30t19:23:00.000,klm,kl,klm,948,kl948,klm948,,,,,,,
departure,active,bhd,egac,7,56.0,2022-04-01t17:15:00.000,2022-04-01t18:11:00.000,,,,ams,eham,2,8,a08,2022-04-01t19:50:00.000,,virgin atlantic,vs,vir,6855,vs6855,vir6855,klm,kl,klm,948,kl948,klm948,
departure,active,bhd,egac,7,27.0,2022-04-02t17:15:00.000,2022-04-02t17:43:00.000,2022-04-02t17:42:00.000,2022-04-02t17:42:00.000,2022-04-02t17:42:00.000,ams,eham,2,11,d31,2022-04-02t19:50:00.000,2022-04-02t19:53:00.000,virgin atlantic,vs,vir,6855,vs6855,vir6855,klm,kl,klm,948,kl948,klm948,3.0
departure,active,bhd,egac,7,6.0,2022-04-03t17:15:00.000,2022-04-03t17:21:00.000,2022-04-03t17:21:00.000,2022-04-03t17:21:00.000,2022-04-03t17:21:00.000,ams,eham,2,11,d25,2022-04-03t19:50:00.000,2022-04-03t19:33:00.000,virgin atlantic,vs,vir,6855,vs6855,vir6855,klm,kl,klm,948,kl948,klm948,
departure,active,bhd,egac,7,11.0,2022-04-04t17:15:00.000,2022-04-04t17:27:00.000,2022-04-04t17:25:00.000,2022-04-04t17:25:00.000,2022-04-04t17:25:00.000,ams,eham,2,12,d31,2022-04-04t19:50:00.000,2022-04-04t19:36:00.000,virgin atlantic,vs,vir,6855,vs6855,vir6855,klm,kl,klm,948,kl948,klm948,
departure,active,bhd,egac,7,12.0,2022-04-05t17:15:00.000,2022-04-05t17:15:00.000,2022-04-05t17:27:00.000,2022-04-05t17:27:00.000,2022-04-05t17:27:00.000,ams,eham,2,13,a08,2022-04-05t19:50:00.000,2022-04-05t19:40:00.000,virgin atlantic,vs,vir,6855,vs6855,vir6855,klm,kl,klm,948,kl948,klm948,
departure,active,bhd,egac,7,36.0,2022-04-06t17:15:00.000,2022-04-06t17:43:00.000,2022-04-06t17:51:00.000,2022-04-06t17:51:00.000,2022-04-06t17:51:00.000,ams,eham,2,8,d29,2022-04-06t19:50:00.000,2022-04-06t20:03:00.000,virgin atlantic,vs,vir,6855,vs6855,vir6855,klm,kl,klm,948,kl948,klm948,14.0
departure,active,bhd,egac,,45.0,2022-04-07t17:15:00.000,2022-04-07t18:00:00.000,,,,ams,eham,2,8,a08,2022-04-07t19:50:00.000,,virgin atlantic,vs,vir,6855,vs6855,vir6855,klm,kl,klm,948,kl948,klm948,
departure,active,bhd,egac,7,12.0,2022-04-08t17:15:00.000,2022-04-08t17:21:00.000,2022-04-08t17:26:00.000,2022-04-08t17:26:00.000,2022-04-08t17:26:00.000,ams,eham,2,13,a08,2022-04-08t19:50:00.000,2022-04-08t19:38:00.000,virgin atlantic,vs,vir,6855,vs6855,vir6855,klm,kl,klm,948,kl948,klm948,
departure,active,bhd,egac,7,30.0,2022-04-09t17:15:00.000,2022-04-09t17:25:00.000,2022-04-09t17:44:00.000,2022-04-09t17:44:00.000,2022-04-09t17:44:00.000,ams,eham,,8,d27,2022-04-09t19:50:00.000,2022-04-09t19:57:00.000,virgin atlantic,vs,vir,6855,vs6855,vir6855,klm,kl,klm,948,kl948,klm948,7.0
departure,active,bhd,egac,7,8.0,2022-04-10t17:15:00.000,2022-04-10t17:20:00.000,2022-04-10t17:22:00.000,2022-04-10t17:22:00.000,2022-04-10t17:22:00.000,ams,eham,2,9,a08,2022-04-10t19:50:00.000,2022-04-10t19:31:00.000,virgin atlantic,vs,vir,6855,vs6855,vir6855,klm,kl,klm,948,kl948,klm948,
departure,active,bhd,egac,7,6.0,2022-04-11t17:15:00.000,2022-04-11t17:15:00.000,2022-04-11t17:20:00.000,2022-04-11t17:20:00.000,2022-04-11t17:20:00.000,ams,eham,,10,d27,2022-04-11t19:50:00.000,2022-04-11t19:31:00.000,virgin atlantic,vs,vir,6855,vs6855,vir6855,klm,kl,klm,948,kl948,klm948,
departure,active,bhd,egac,7,,2022-04-12t17:15:00.000,2022-04-12t17:03:00.000,,,,ams,eham,2,11,d28,2022-04-12t19:50:00.000,,virgin atlantic,vs,vir,6855,vs6855,vir6855,klm,kl,klm,948,kl948,klm948,
departure,active,bhd,egac,8,12.0,2022-04-13t17:15:00.000,2022-04-13t17:15:00.000,2022-04-13t17:26:00.000,2022-04-13t17:26:00.000,2022-04-13t17:26:00.000,ams,eham,2,9,a08,2022-04-13t19:50:00.000,2022-04-13t19:38:00.000,virgin atlantic,vs,vir,6855,vs6855,vir6855,klm,kl,klm,948,kl948,klm948,
departure,active,bhd,egac,7,16.0,2022-04-14t17:15:00.000,2022-04-14t17:20:00.000,2022-04-14t17:30:00.000,2022-04-14t17:30:00.000,2022-04-14t17:30:00.000,ams,eham,2,11,d29,2022-04-14t19:50:00.000,2022-04-14t19:42:00.000,virgin atlantic,vs,vir,6855,vs6855,vir6855,klm,kl,klm,948,kl948,klm948,
departure,active,bhd,egac,7,13.0,2022-04-15t17:15:00.000,2022-04-15t17:20:00.000,2022-04-15t17:28:00.000,2022-04-15t17:28:00.000,2022-04-15t17:28:00.000,ams,eham,2,10,a08,2022-04-15t19:50:00.000,2022-04-15t19:36:00.000,virgin atlantic,vs,vir,6855,vs6855,vir6855,klm,kl,klm,948,kl948,klm948,
departure,active,bhd,egac,7,4.0,2022-04-16t17:15:00.000,2022-04-16t17:15:00.000,2022-04-16t17:18:00.000,2022-04-16t17:18:00.000,2022-04-16t17:18:00.000,ams,eham,2,8,a08,2022-04-16t19:50:00.000,2022-04-16t19:28:00.000,virgin atlantic,vs,vir,6855,vs6855,vir6855,klm,kl,klm,948,kl948,klm948,
departure,active,bhd,egac,7,,2022-04-17t17:15:00.000,2022-04-17t17:15:00.000,2022-04-17t17:14:00.000,2022-04-17t17:14:00.000,2022-04-17t17:14:00.000,ams,eham,2,11,d22,2022-04-17t19:50:00.000,2022-04-17t19:25:00.000,virgin atlantic,vs,vir,6855,vs6855,vir6855,klm,kl,klm,948,kl948,klm948,
departure,active,bhd,egac,7,17.0,2022-04-18t17:15:00.000,2022-04-18t17:15:00.000,2022-04-18t17:31:00.000,2022-04-18t17:31:00.000,2022-04-18t17:31:00.000,ams,eham,2,13,a08,2022-04-18t19:50:00.000,2022-04-18t19:40:00.000,virgin atlantic,vs,vir,6855,vs6855,vir6855,klm,kl,klm,948,kl948,klm948,
departure,active,bhd,egac,7,,2022-04-19t17:15:00.000,2022-04-19t17:15:00.000,,,,ams,eham,2,10,a08,2022-04-19t19:50:00.000,,virgin atlantic,vs,vir,6855,vs6855,vir6855,klm,kl,klm,948,kl948,klm948,
departure,active,bhd,egac,,40.0,2022-04-20t17:15:00.000,2022-04-20t17:55:00.000,,,,ams,eham,,13,a08,2022-04-20t19:50:00.000,,virgin atlantic,vs,vir,6855,vs6855,vir6855,klm,kl,klm,948,kl948,klm948,
departure,active,bhd,egac,7,52.0,2022-04-21t17:15:00.000,2022-04-21t18:07:00.000,,,,ams,eham,2,11,a08,2022-04-21t19:50:00.000,,virgin atlantic,vs,vir,6855,vs6855,vir6855,klm,kl,klm,948,kl948,klm948,
departure,active,bhd,egac,7,35.0,2022-04-22t17:15:00.000,2022-04-22t17:50:00.000,,,,ams,eham,,11,a08,2022-04-22t19:50:00.000,,virgin atlantic,vs,vir,6855,vs6855,vir6855,klm,kl,klm,948,kl948,klm948,
departure,active,bhd,egac,7,10.0,2022-04-25t17:05:00.000,2022-04-25t17:15:00.000,,,,ams,eham,,12,a08,2022-04-25t19:40:00.000,,virgin atlantic,vs,vir,6855,vs6855,vir6855,klm,kl,klm,948,kl948,klm948,
departure,active,bhd,egac,7,25.0,2022-04-26t17:05:00.000,2022-04-26t17:30:00.000,,,,ams,eham,2,8,a08,2022-04-26t19:40:00.000,,virgin atlantic,vs,vir,6855,vs6855,vir6855,klm,kl,klm,948,kl948,klm948,
departure,active,bhd,egac,7,38.0,2022-04-27t17:05:00.000,2022-04-27t17:20:00.000,2022-04-27t17:43:00.000,2022-04-27t17:43:00.000,2022-04-27t17:43:00.000,ams,eham,2,8,a08,2022-04-27t19:40:00.000,2022-04-27t19:53:00.000,virgin atlantic,vs,vir,6855,vs6855,vir6855,klm,kl,klm,948,kl948,klm948,13.0
departure,active,bhd,egac,7,49.0,2022-04-28t17:15:00.000,2022-04-28t17:45:00.000,2022-04-28t18:04:00.000,2022-04-28t18:04:00.000,2022-04-28t18:04:00.000,ams,eham,,9,d22,2022-04-28t19:50:00.000,2022-04-28t20:14:00.000,virgin atlantic,vs,vir,6855,vs6855,vir6855,klm,kl,klm,948,kl948,klm948,24.0
departure,cancelled,bhd,egac,,,2022-04-29t17:05:00.000,,,,,ams,eham,,,,2022-04-29t19:40:00.000,,virgin atlantic,vs,vir,6855,vs6855,vir6855,klm,kl,klm,948,kl948,klm948,
departure,active,bhd,egac,6,10.0,2022-04-30t17:05:00.000,2022-04-30t17:05:00.000,2022-04-30t17:14:00.000,2022-04-30t17:14:00.000,2022-04-30t17:14:00.000,ams,eham,2,8,d27,2022-04-30t19:40:00.000,2022-04-30t19:23:00.000,virgin atlantic,vs,vir,6855,vs6855,vir6855,klm,kl,klm,948,kl948,klm948,
departure,active,bhd,egac,7,23.0,2022-05-01t17:05:00.000,2022-05-01t17:28:00.000,2022-05-01t17:27:00.000,2022-05-01t17:27:00.000,2022-05-01t17:27:00.000,ams,eham,2,10,d26,2022-05-01t19:40:00.000,2022-05-01t19:38:00.000,klm,kl,klm,948,kl948,klm948,,,,,,,
departure,active,bhd,egac,7,18.0,2022-05-02t17:05:00.000,2022-05-02t17:05:00.000,2022-05-02t17:23:00.000,2022-05-02t17:23:00.000,2022-05-02t17:23:00.000,ams,eham,,11,a08,2022-05-02t19:40:00.000,2022-05-02t19:33:00.000,klm,kl,klm,948,kl948,klm948,,,,,,,
departure,active,bhd,egac,7,15.0,2022-05-03t17:05:00.000,2022-05-03t17:20:00.000,,,,ams,eham,2,12,a08,2022-05-03t19:40:00.000,,klm,kl,klm,948,kl948,klm948,,,,,,,
departure,active,bhd,egac,7,14.0,2022-05-04t17:05:00.000,2022-05-04t17:10:00.000,2022-05-04t17:18:00.000,2022-05-04t17:18:00.000,2022-05-04t17:18:00.000,ams,eham,2,11,a08,2022-05-04t19:40:00.000,2022-05-04t19:29:00.000,klm,kl,klm,948,kl948,klm948,,,,,,,
departure,active,bhd,egac,7,13.0,2022-05-05t17:15:00.000,2022-05-05t17:15:00.000,2022-05-05t17:28:00.000,2022-05-05t17:28:00.000,2022-05-05t17:28:00.000,ams,eham,2,10,d29,2022-05-05t19:50:00.000,2022-05-05t19:40:00.000,klm,kl,klm,948,kl948,klm948,,,,,,,
departure,active,bhd,egac,7,20.0,2022-05-06t17:05:00.000,2022-05-06t17:20:00.000,2022-05-06t17:24:00.000,2022-05-06t17:24:00.000,2022-05-06t17:24:00.000,ams,eham,,10,a08,2022-05-06t19:40:00.000,2022-05-06t19:33:00.000,klm,kl,klm,948,kl948,klm948,,,,,,,
departure,active,bhd,egac,7,7.0,2022-05-07t17:05:00.000,2022-05-07t17:05:00.000,2022-05-07t17:12:00.000,2022-05-07t17:12:00.000,2022-05-07t17:12:00.000,ams,eham,3,11,a08,2022-05-07t19:40:00.000,2022-05-07t19:31:00.000,klm,kl,klm,948,kl948,klm948,,,,,,,
departure,active,bhd,egac,7,,2022-05-08t17:05:00.000,2022-05-08t17:05:00.000,,,,ams,eham,2,13,a08,2022-05-08t19:40:00.000,,klm,kl,klm,948,kl948,klm948,,,,,,,
