type,status,departure.iataCode,departure.icaoCode,departure.delay,departure.scheduledTime,departure.estimatedTime,arrival.iataCode,arrival.icaoCode,arrival.terminal,arrival.baggage,arrival.scheduledTime,airline.name,airline.iataCode,airline.icaoCode,flight.number,flight.iataNumber,flight.icaoNumber,departure.actualTime,departure.estimatedRunway,departure.actualRunway,arrival.estimatedTime,arrival.gate,arrival.delay,arrival.actualTime,arrival.estimatedRunway,arrival.actualRunway,departure.gate
departure,active,lpl,eggp,10.0,2022-01-01t06:20:00.000,2022-01-01t06:30:00.000,ace,gcrr,1,5,2022-01-01t10:25:00.000,ryanair,fr,ryr,3811,fr3811,ryr3811,,,,,,,,,,
departure,active,lpl,eggp,11.0,2022-01-01t07:55:00.000,2022-01-01t07:55:00.000,noc,eikn,,,2022-01-01t09:00:00.000,ryanair,fr,ryr,6673,fr6673,ryr6673,2022-01-01t08:05:00.000,2022-01-01t08:05:00.000,2022-01-01t08:05:00.000,2022-01-01t08:51:00.000,,,,,,
departure,active,lpl,eggp,,2022-01-01t09:20:00.000,2022-01-01t09:20:00.000,arn,essa,5,5,2022-01-01t12:45:00.000,ryanair,fr,ryr,4666,fr4666,ryr4666,2022-01-01t09:14:00.000,2022-01-01t09:14:00.000,2022-01-01t09:14:00.000,2022-01-01t12:16:00.000,f69,,,,,
departure,active,lpl,eggp,,2022-01-01t09:35:00.000,2022-01-01t09:35:00.000,dub,eidw,1,8,2022-01-01t10:25:00.000,ryanair,fr,ryr,443,fr443,ryr443,2022-01-01t09:31:00.000,2022-01-01t09:31:00.000,2022-01-01t09:31:00.000,2022-01-01t10:03:00.000,105,,,,,
departure,active,lpl,eggp,32.0,2022-01-01t10:50:00.000,2022-01-01t10:50:00.000,bva,lfob,t1,,2022-01-01t13:10:00.000,ryanair,fr,ryr,6888,fr6888,ryr6888,2022-01-01t11:22:00.000,2022-01-01t11:22:00.000,2022-01-01t11:22:00.000,2022-01-01t13:22:00.000,,12.0,,,,
departure,active,lpl,eggp,,2022-01-01t13:05:00.000,2022-01-01t13:05:00.000,vie,loww,,,2022-01-01t16:25:00.000,ryanair,fr,ryr,4354,fr4354,ryr4354,,,,,,,,,,
departure,active,lpl,eggp,6.0,2022-01-01t14:20:00.000,2022-01-01t14:20:00.000,wro,epwr,,,2022-01-01t17:30:00.000,ryanair,fr,ryr,9648,fr9648,ryr9648,2022-01-01t14:26:00.000,2022-01-01t14:26:00.000,2022-01-01t14:26:00.000,2022-01-01t17:19:00.000,,,,,,
departure,active,lpl,eggp,7.0,2022-01-01t14:45:00.000,2022-01-01t14:45:00.000,fue,gcfv,,3,2022-01-01t18:55:00.000,ryanair,fr,ryr,4081,fr4081,ryr4081,2022-01-01t14:52:00.000,2022-01-01t14:52:00.000,2022-01-01t14:52:00.000,2022-01-01t18:52:00.000,,,,,,
departure,active,lpl,eggp,,2022-01-01t15:55:00.000,2022-01-01t15:55:00.000,sof,lbsf,2,,2022-01-01t21:10:00.000,ryanair,fr,ryr,6338,fr6338,ryr6338,,,,,,,,,,
departure,active,lpl,eggp,,2022-01-01t17:00:00.000,2022-01-01t17:00:00.000,alc,leal,,,2022-01-01t20:45:00.000,ryanair,fr,ryr,9886,fr9886,ryr9886,,,,,,,,,,
departure,active,lpl,eggp,,2022-01-01t20:45:00.000,2022-01-01t20:45:00.000,dub,eidw,1,6,2022-01-01t21:35:00.000,ryanair,fr,ryr,447,fr447,ryr447,2022-01-01t20:43:00.000,2022-01-01t20:43:00.000,2022-01-01t20:43:00.000,2022-01-01t21:13:00.000,110,,,,,
departure,active,lpl,eggp,,2022-01-02t06:10:00.000,2022-01-02t06:10:00.000,tfs,gcts,,b2,2022-01-02t10:35:00.000,ryanair,fr,ryr,4346,fr4346,ryr4346,,,,,,,,,,
departure,active,lpl,eggp,2.0,2022-01-02t06:25:00.000,2022-01-02t06:25:00.000,vno,eyvi,,,2022-01-02t11:15:00.000,ryanair,fr,ryr,9622,fr9622,ryr9622,2022-01-02t06:26:00.000,2022-01-02t06:26:00.000,2022-01-02t06:26:00.000,2022-01-02t10:49:00.000,,,,,,
departure,active,lpl,eggp,10.0,2022-01-02t07:00:00.000,2022-01-02t07:00:00.000,ksc,lzkz,,,2022-01-02t10:50:00.000,ryanair,fr,ryr,3344,fr3344,ryr3344,2022-01-02t07:09:00.000,2022-01-02t07:09:00.000,2022-01-02t07:09:00.000,2022-01-02t10:31:00.000,,,,,,
departure,active,lpl,eggp,,2022-01-02t08:35:00.000,2022-01-02t08:35:00.000,dub,eidw,1,6,2022-01-02t09:25:00.000,ryanair,fr,ryr,443,fr443,ryr443,,,,,107,,,,,
departure,active,lpl,eggp,,2022-01-02t13:25:00.000,2022-01-02t13:25:00.000,agp,lemg,,,2022-01-02t17:25:00.000,ryanair,fr,ryr,9862,fr9862,ryr9862,,,,,,,,,,
departure,active,lpl,eggp,15.0,2022-01-02t13:55:00.000,2022-01-02t13:55:00.000,poz,eppo,,,2022-01-02t17:00:00.000,ryanair,fr,ryr,9628,fr9628,ryr9628,2022-01-02t14:09:00.000,2022-01-02t14:09:00.000,2022-01-02t14:09:00.000,2022-01-02t16:57:00.000,,,,,,
departure,active,lpl,eggp,17.0,2022-01-02t14:00:00.000,2022-01-02t14:00:00.000,noc,eikn,,,2022-01-02t15:05:00.000,ryanair,fr,ryr,6673,fr6673,ryr6673,2022-01-02t14:17:00.000,2022-01-02t14:17:00.000,2022-01-02t14:17:00.000,2022-01-02t15:04:00.000,,,,,,
departure,scheduled,lpl,eggp,46.0,2022-01-02t15:00:00.000,2022-01-02t15:46:00.000,fco,lirf,3,5,2022-01-02t18:45:00.000,ryanair,fr,ryr,3305,fr3305,ryr3305,,,,,,,,,,
departure,active,lpl,eggp,14.0,2022-01-02t16:50:00.000,2022-01-02t16:50:00.000,tll,eetn,,,2022-01-02t22:05:00.000,ryanair,fr,ryr,6929,fr6929,ryr6929,2022-01-02t17:03:00.000,2022-01-02t17:03:00.000,2022-01-02t17:03:00.000,2022-01-02t21:33:00.000,,,,,,
departure,active,lpl,eggp,6.0,2022-01-02t17:05:00.000,2022-01-02t17:05:00.000,szz,epsc,,,2022-01-02t20:00:00.000,ryanair,fr,ryr,7111,fr7111,ryr7111,2022-01-02t17:10:00.000,2022-01-02t17:10:00.000,2022-01-02t17:10:00.000,2022-01-02t19:48:00.000,,,,,,
departure,active,lpl,eggp,,2022-01-02t18:50:00.000,2022-01-02t18:50:00.000,mla,lmml,,,2022-01-02t23:15:00.000,ryanair,fr,ryr,8928,fr8928,ryr8928,,,,,,,,,,
departure,active,lpl,eggp,,2022-01-02t19:10:00.000,2022-01-02t19:10:00.000,krk,epkk,t,,2022-01-02t22:40:00.000,ryanair,fr,ryr,9646,fr9646,ryr9646,,,,,,,,,,
departure,active,lpl,eggp,,2022-01-02t19:10:00.000,2022-01-02t19:10:00.000,alc,leal,,,2022-01-02t22:55:00.000,ryanair,fr,ryr,9886,fr9886,ryr9886,,,,,,,,,,
departure,active,lpl,eggp,,2022-01-02t20:25:00.000,2022-01-02t20:25:00.000,wmi,epmo,,,2022-01-02t23:50:00.000,ryanair,fr,ryr,4043,fr4043,ryr4043,,,,,,,,,,
departure,active,lpl,eggp,,2022-01-02t20:30:00.000,2022-01-02t20:30:00.000,ork,eick,,,2022-01-02t21:40:00.000,ryanair,fr,ryr,9895,fr9895,ryr9895,,,,,,,,,,
departure,active,lpl,eggp,,2022-01-02t22:10:00.000,2022-01-02t22:10:00.000,dub,eidw,1,8,2022-01-02t23:00:00.000,ryanair,fr,ryr,447,fr447,ryr447,,,,,104,,,,,
departure,active,lpl,eggp,,2022-01-03t07:05:00.000,2022-01-03t07:05:00.000,kun,eyka,,,2022-01-03t11:55:00.000,ryanair,fr,ryr,5727,fr5727,ryr5727,,,,,,,,,,
departure,active,lpl,eggp,,2022-01-03t07:30:00.000,2022-01-03t07:30:00.000,noc,eikn,,,2022-01-03t08:35:00.000,ryanair,fr,ryr,6673,fr6673,ryr6673,2022-01-03t07:30:00.000,2022-01-03t07:30:00.000,2022-01-03t07:30:00.000,2022-01-03t08:19:00.000,,,,,,
departure,active,lpl,eggp,,2022-01-03t08:50:00.000,2022-01-03t08:50:00.000,dub,eidw,1,8,2022-01-03t09:40:00.000,ryanair,fr,ryr,443,fr443,ryr443,,,,,102,,,,,
departure,active,lpl,eggp,,2022-01-03t10:00:00.000,2022-01-03t10:00:00.000,alc,leal,,,2022-01-03t13:45:00.000,ryanair,fr,ryr,9898,fr9898,ryr9898,,,,,,,,,,
departure,active,lpl,eggp,,2022-01-03t10:30:00.000,2022-01-03t10:30:00.000,cph,ekch,2,,2022-01-03t13:25:00.000,ryanair,fr,ryr,4207,fr4207,ryr4207,,,,,,,,,,
departure,active,lpl,eggp,,2022-01-03t13:55:00.000,2022-01-03t13:55:00.000,agp,lemg,,,2022-01-03t17:55:00.000,ryanair,fr,ryr,9862,fr9862,ryr9862,,,,,,,,,,
departure,active,lpl,eggp,,2022-01-03t15:30:00.000,2022-01-03t15:30:00.000,fco,lirf,3,4,2022-01-03t19:15:00.000,ryanair,fr,ryr,3305,fr3305,ryr3305,,,,,,,,,,
departure,active,lpl,eggp,,2022-01-03t15:45:00.000,2022-01-03t15:45:00.000,bcn,lebl,2,44,2022-01-03t19:05:00.000,ryanair,fr,ryr,9146,fr9146,ryr9146,,,,,,,,,,
departure,active,lpl,eggp,,2022-01-03t16:20:00.000,2022-01-03t16:20:00.000,krk,epkk,t,,2022-01-03t19:50:00.000,ryanair,fr,ryr,9646,fr9646,ryr9646,,,,,,,,,,
departure,active,lpl,eggp,,2022-01-03t17:10:00.000,2022-01-03t17:10:00.000,sbz,lrsb,,,2022-01-03t22:05:00.000,ryanair,fr,ryr,6934,fr6934,ryr6934,2022-01-03t17:07:00.000,2022-01-03t17:07:00.000,2022-01-03t17:07:00.000,2022-01-03t21:48:00.000,,,,,,
departure,active,lpl,eggp,1.0,2022-01-03t17:15:00.000,2022-01-03t17:15:00.000,fao,lpfr,,,2022-01-03t20:10:00.000,ryanair,fr,ryr,4031,fr4031,ryr4031,2022-01-03t17:16:00.000,2022-01-03t17:16:00.000,2022-01-03t17:16:00.000,2022-01-03t19:48:00.000,,,,,,
departure,active,lpl,eggp,,2022-01-03t19:35:00.000,2022-01-03t19:35:00.000,dub,eidw,1,5,2022-01-03t20:25:00.000,ryanair,fr,ryr,447,fr447,ryr447,,,,,1xs,,,,,
departure,active,lpl,eggp,,2022-01-03t20:55:00.000,2022-01-03t20:55:00.000,ork,eick,,,2022-01-03t22:05:00.000,ryanair,fr,ryr,9895,fr9895,ryr9895,,,,,,,,,,
departure,scheduled,lpl,eggp,65.0,2022-01-03t21:30:00.000,2022-01-03t22:35:00.000,bgy,lime,,,2022-01-04t00:40:00.000,ryanair,fr,ryr,6884,fr6884,ryr6884,,,,,,,,,,
departure,active,lpl,eggp,,2022-01-04t06:15:00.000,2022-01-04t06:15:00.000,ace,gcrr,1,2,2022-01-04t10:20:00.000,ryanair,fr,ryr,3811,fr3811,ryr3811,,,,,,,,,,
departure,active,lpl,eggp,,2022-01-04t08:00:00.000,2022-01-04t08:00:00.000,alc,leal,,,2022-01-04t11:45:00.000,ryanair,fr,ryr,9886,fr9886,ryr9886,,,,,,,,,,
departure,active,lpl,eggp,,2022-01-04t08:30:00.000,2022-01-04t08:30:00.000,arn,essa,5,6,2022-01-04t11:55:00.000,ryanair,fr,ryr,4666,fr4666,ryr4666,,,,,,,,,,
departure,active,lpl,eggp,,2022-01-04t08:35:00.000,2022-01-04t08:35:00.000,dub,eidw,1,4,2022-01-04t09:25:00.000,ryanair,fr,ryr,443,fr443,ryr443,,,,,111,,,,,
departure,active,lpl,eggp,20.0,2022-01-04t08:50:00.000,2022-01-04t09:10:00.000,sof,lbsf,2,,2022-01-04t14:05:00.000,ryanair,fr,ryr,6338,fr6338,ryr6338,,,,,,,,,,
departure,active,lpl,eggp,13.0,2022-01-04t14:30:00.000,2022-01-04t14:30:00.000,vie,loww,,,2022-01-04t17:50:00.000,ryanair,fr,ryr,4354,fr4354,ryr4354,2022-01-04t14:43:00.000,2022-01-04t14:43:00.000,2022-01-04t14:43:00.000,2022-01-04t17:46:00.000,,,,,,
departure,active,lpl,eggp,2.0,2022-01-04t14:35:00.000,2022-01-04t14:35:00.000,fue,gcfv,,5,2022-01-04t18:45:00.000,ryanair,fr,ryr,4081,fr4081,ryr4081,2022-01-04t14:36:00.000,2022-01-04t14:36:00.000,2022-01-04t14:36:00.000,2022-01-04t18:37:00.000,,,,,,
departure,active,lpl,eggp,,2022-01-04t15:05:00.000,2022-01-04t15:05:00.000,bva,lfob,t1,,2022-01-04t17:25:00.000,ryanair,fr,ryr,6888,fr6888,ryr6888,,,,,,,,,,
departure,active,lpl,eggp,,2022-01-04t17:15:00.000,2022-01-04t17:15:00.000,vno,eyvi,,,2022-01-04t22:05:00.000,ryanair,fr,ryr,9622,fr9622,ryr9622,,,,,,,,,,
departure,active,lpl,eggp,,2022-01-04t18:35:00.000,2022-01-04t18:35:00.000,wro,epwr,,,2022-01-04t21:45:00.000,ryanair,fr,ryr,9648,fr9648,ryr9648,,,,,,,,,,
departure,active,lpl,eggp,4.0,2022-01-04t19:05:00.000,2022-01-04t19:05:00.000,dub,eidw,1,6,2022-01-04t19:55:00.000,ryanair,fr,ryr,447,fr447,ryr447,2022-01-04t19:09:00.000,2022-01-04t19:09:00.000,2022-01-04t19:09:00.000,,102,,2022-01-04t19:42:00.000,2022-01-04t19:42:00.000,2022-01-04t19:42:00.000,
departure,active,lpl,eggp,,2022-01-05t06:10:00.000,2022-01-05t06:10:00.000,tfs,gcts,,a7,2022-01-05t10:35:00.000,ryanair,fr,ryr,4346,fr4346,ryr4346,,,,,,,,,,
departure,active,lpl,eggp,,2022-01-05t06:30:00.000,2022-01-05t06:30:00.000,alc,leal,,,2022-01-05t10:15:00.000,ryanair,fr,ryr,9886,fr9886,ryr9886,,,,,,,,,,
departure,active,lpl,eggp,,2022-01-05t06:45:00.000,2022-01-05t06:45:00.000,agp,lemg,,,2022-01-05t10:45:00.000,ryanair,fr,ryr,9862,fr9862,ryr9862,,,,,,,,,,
departure,active,lpl,eggp,2.0,2022-01-05t08:35:00.000,2022-01-05t08:35:00.000,dub,eidw,1,7,2022-01-05t09:25:00.000,ryanair,fr,ryr,443,fr443,ryr443,2022-01-05t08:36:00.000,2022-01-05t08:36:00.000,2022-01-05t08:36:00.000,2022-01-05t09:08:00.000,111,,,,,
departure,active,lpl,eggp,6.0,2022-01-05t08:35:00.000,2022-01-05t08:35:00.000,wmi,epmo,,,2022-01-05t12:00:00.000,ryanair,fr,ryr,4043,fr4043,ryr4043,2022-01-05t08:41:00.000,2022-01-05t08:41:00.000,2022-01-05t08:41:00.000,2022-01-05t11:46:00.000,,,,,,
departure,active,lpl,eggp,,2022-01-05t10:35:00.000,2022-01-05t10:35:00.000,bcn,lebl,2,45,2022-01-05t13:55:00.000,ryanair,fr,ryr,9146,fr9146,ryr9146,,,,,,,,,,
departure,active,lpl,eggp,,2022-01-05t13:30:00.000,2022-01-05t13:30:00.000,ksc,lzkz,,,2022-01-05t17:20:00.000,ryanair,fr,ryr,3344,fr3344,ryr3344,,,,,,,,,,
departure,active,lpl,eggp,,2022-01-05t13:50:00.000,2022-01-05t13:50:00.000,noc,eikn,,,2022-01-05t14:55:00.000,ryanair,fr,ryr,6673,fr6673,ryr6673,,,,,,,,,,
departure,active,lpl,eggp,5.0,2022-01-05t16:20:00.000,2022-01-05t16:20:00.000,tll,eetn,,,2022-01-05t21:35:00.000,ryanair,fr,ryr,6929,fr6929,ryr6929,2022-01-05t16:24:00.000,2022-01-05t16:24:00.000,2022-01-05t16:24:00.000,2022-01-05t20:52:00.000,,,,,,
departure,active,lpl,eggp,,2022-01-05t17:35:00.000,2022-01-05t17:35:00.000,krk,epkk,t,,2022-01-05t21:05:00.000,ryanair,fr,ryr,9646,fr9646,ryr9646,,,,,,,,,,
departure,active,lpl,eggp,25.0,2022-01-05t19:25:00.000,2022-01-05t19:50:00.000,fco,lirf,3,4,2022-01-05t23:10:00.000,ryanair,fr,ryr,3305,fr3305,ryr3305,,,,,,,,,,
departure,active,lpl,eggp,,2022-01-05t19:35:00.000,2022-01-05t19:35:00.000,dub,eidw,1,2,2022-01-05t20:25:00.000,ryanair,fr,ryr,447,fr447,ryr447,,,,,110,,,,,
departure,active,lpl,eggp,,2022-01-05t19:35:00.000,2022-01-05t19:35:00.000,agp,lemg,,,2022-01-05t23:35:00.000,ryanair,fr,ryr,9892,fr9892,ryr9892,,,,,,,,,,
departure,active,lpl,eggp,,2022-01-05t20:00:00.000,2022-01-05t20:00:00.000,ork,eick,,,2022-01-05t21:10:00.000,ryanair,fr,ryr,9895,fr9895,ryr9895,,,,,,,,,,
departure,active,lpl,eggp,,2022-01-06t06:30:00.000,2022-01-06t06:30:00.000,ace,gcrr,1,5,2022-01-06t10:35:00.000,ryanair,fr,ryr,3811,fr3811,ryr3811,,,,,,,,,,
departure,active,lpl,eggp,,2022-01-06t06:50:00.000,2022-01-06t06:50:00.000,szz,epsc,,,2022-01-06t09:45:00.000,ryanair,fr,ryr,7111,fr7111,ryr7111,,,,,,,,,,
departure,active,lpl,eggp,,2022-01-06t07:05:00.000,2022-01-06t07:05:00.000,alc,leal,,,2022-01-06t10:50:00.000,ryanair,fr,ryr,9886,fr9886,ryr9886,,,,,,,,,,
departure,active,lpl,eggp,,2022-01-06t08:35:00.000,2022-01-06t08:35:00.000,dub,eidw,1,4,2022-01-06t09:25:00.000,ryanair,fr,ryr,443,fr443,ryr443,2022-01-06t08:24:00.000,2022-01-06t08:24:00.000,2022-01-06t08:24:00.000,,1xs,,2022-01-06t09:02:00.000,2022-01-06t09:02:00.000,2022-01-06t09:02:00.000,
departure,active,lpl,eggp,,2022-01-06t14:10:00.000,2022-01-06t14:10:00.000,mla,lmml,,,2022-01-06t18:35:00.000,ryanair,fr,ryr,8928,fr8928,ryr8928,,,,,,,,,,
departure,active,lpl,eggp,4.0,2022-01-06t17:15:00.000,2022-01-06t17:15:00.000,vno,eyvi,,,2022-01-06t22:05:00.000,ryanair,fr,ryr,9622,fr9622,ryr9622,2022-01-06t17:19:00.000,2022-01-06t17:19:00.000,2022-01-06t17:19:00.000,2022-01-06t21:46:00.000,,,,,,
departure,active,lpl,eggp,,2022-01-06t18:05:00.000,2022-01-06t18:05:00.000,poz,eppo,,,2022-01-06t21:10:00.000,ryanair,fr,ryr,9628,fr9628,ryr9628,2022-01-06t17:59:00.000,2022-01-06t17:59:00.000,2022-01-06t17:59:00.000,2022-01-06t20:48:00.000,,,,,,
departure,active,lpl,eggp,,2022-01-06t19:10:00.000,2022-01-06t19:10:00.000,dub,eidw,1,5,2022-01-06t20:00:00.000,ryanair,fr,ryr,447,fr447,ryr447,,,,,104,,,,,
departure,active,lpl,eggp,,2022-01-07t06:05:00.000,2022-01-07t06:05:00.000,krk,epkk,t,,2022-01-07t09:35:00.000,ryanair,fr,ryr,9646,fr9646,ryr9646,,,,,,,,,,
departure,active,lpl,eggp,,2022-01-07t06:20:00.000,2022-01-07t06:20:00.000,alc,leal,,,2022-01-07t10:05:00.000,ryanair,fr,ryr,9886,fr9886,ryr9886,,,,,,,,,,
departure,active,lpl,eggp,,2022-01-07t08:05:00.000,2022-01-07t08:05:00.000,bgy,lime,,,2022-01-07t11:15:00.000,ryanair,fr,ryr,6884,fr6884,ryr6884,,,,,,,,,,
departure,active,lpl,eggp,35.0,2022-01-07t08:50:00.000,2022-01-07t09:25:00.000,dub,eidw,1,6,2022-01-07t09:40:00.000,ryanair,fr,ryr,443,fr443,ryr443,,,,,1xs,,,,,
departure,active,lpl,eggp,18.0,2022-01-07t09:00:00.000,2022-01-07t09:05:00.000,fco,lirf,3,3,2022-01-07t12:45:00.000,ryanair,fr,ryr,3305,fr3305,ryr3305,2022-01-07t09:18:00.000,2022-01-07t09:18:00.000,2022-01-07t09:18:00.000,2022-01-07t12:31:00.000,,,,,,
departure,active,lpl,eggp,9.0,2022-01-07t09:40:00.000,2022-01-07t09:40:00.000,agp,lemg,,,2022-01-07t13:40:00.000,ryanair,fr,ryr,9862,fr9862,ryr9862,2022-01-07t09:49:00.000,2022-01-07t09:49:00.000,2022-01-07t09:49:00.000,2022-01-07t13:26:00.000,,,,,,
departure,active,lpl,eggp,,2022-01-07t10:10:00.000,2022-01-07t10:10:00.000,sbz,lrsb,,,2022-01-07t15:05:00.000,ryanair,fr,ryr,6934,fr6934,ryr6934,,,,,,,,,,
departure,active,lpl,eggp,,2022-01-07t12:10:00.000,2022-01-07t12:10:00.000,noc,eikn,,,2022-01-07t13:15:00.000,ryanair,fr,ryr,6673,fr6673,ryr6673,,,,,,,,,,
departure,active,lpl,eggp,7.0,2022-01-07t13:00:00.000,2022-01-07t13:00:00.000,ork,eick,,,2022-01-07t14:10:00.000,ryanair,fr,ryr,9895,fr9895,ryr9895,2022-01-07t13:07:00.000,2022-01-07t13:07:00.000,2022-01-07t13:07:00.000,2022-01-07t13:58:00.000,,,,,,
departure,active,lpl,eggp,,2022-01-07t15:35:00.000,2022-01-07t15:35:00.000,cph,ekch,2,,2022-01-07t18:30:00.000,ryanair,fr,ryr,4207,fr4207,ryr4207,,,,,,,,,,
departure,active,lpl,eggp,24.0,2022-01-07t15:45:00.000,2022-01-07t15:45:00.000,bcn,lebl,2,42,2022-01-07t19:05:00.000,ryanair,fr,ryr,9146,fr9146,ryr9146,2022-01-07t16:08:00.000,2022-01-07t16:08:00.000,2022-01-07t16:08:00.000,2022-01-07t19:03:00.000,,,,,,
departure,active,lpl,eggp,8.0,2022-01-07t16:15:00.000,2022-01-07t16:15:00.000,wmi,epmo,,,2022-01-07t19:40:00.000,ryanair,fr,ryr,4043,fr4043,ryr4043,2022-01-07t16:22:00.000,2022-01-07t16:22:00.000,2022-01-07t16:22:00.000,2022-01-07t19:27:00.000,,,,,,
departure,active,lpl,eggp,,2022-01-07t16:45:00.000,2022-01-07t16:45:00.000,kun,eyka,,,2022-01-07t21:35:00.000,ryanair,fr,ryr,5727,fr5727,ryr5727,,,,,,,,,,
departure,active,lpl,eggp,,2022-01-07t17:35:00.000,2022-01-07t17:35:00.000,fao,lpfr,,,2022-01-07t20:30:00.000,ryanair,fr,ryr,4031,fr4031,ryr4031,,,,,,,,,,
departure,active,lpl,eggp,,2022-01-07t20:50:00.000,2022-01-07t20:50:00.000,dub,eidw,1,5,2022-01-07t21:40:00.000,ryanair,fr,ryr,447,fr447,ryr447,2022-01-07t20:43:00.000,2022-01-07t20:43:00.000,2022-01-07t20:43:00.000,,113,,2022-01-07t21:16:00.000,2022-01-07t21:16:00.000,2022-01-07t21:16:00.000,
departure,active,lpl,eggp,,2022-01-08t06:10:00.000,2022-01-08t06:10:00.000,ork,eick,,,2022-01-08t07:20:00.000,ryanair,fr,ryr,9895,fr9895,ryr9895,2022-01-08t06:06:00.000,2022-01-08t06:06:00.000,2022-01-08t06:06:00.000,2022-01-08t06:58:00.000,,,,,,
departure,active,lpl,eggp,,2022-01-08t06:20:00.000,2022-01-08t06:20:00.000,ace,gcrr,1,7,2022-01-08t10:25:00.000,ryanair,fr,ryr,3811,fr3811,ryr3811,,,,,,,,,,
departure,active,lpl,eggp,2.0,2022-01-08t07:55:00.000,2022-01-08t07:55:00.000,noc,eikn,,,2022-01-08t09:00:00.000,ryanair,fr,ryr,6673,fr6673,ryr6673,2022-01-08t07:56:00.000,2022-01-08t07:56:00.000,2022-01-08t07:56:00.000,2022-01-08t08:40:00.000,,,,,,
departure,active,lpl,eggp,,2022-01-08t08:50:00.000,2022-01-08t08:50:00.000,dub,eidw,1,8,2022-01-08t09:40:00.000,ryanair,fr,ryr,443,fr443,ryr443,,,,,108,,,,,
departure,active,lpl,eggp,,2022-01-08t09:20:00.000,2022-01-08t09:20:00.000,arn,essa,5,7,2022-01-08t12:45:00.000,ryanair,fr,ryr,4666,fr4666,ryr4666,,,,,f3,,,,,
departure,active,lpl,eggp,11.0,2022-01-08t10:50:00.000,2022-01-08t10:50:00.000,bva,lfob,t1,,2022-01-08t13:10:00.000,ryanair,fr,ryr,6888,fr6888,ryr6888,2022-01-08t11:00:00.000,2022-01-08t11:00:00.000,2022-01-08t11:00:00.000,2022-01-08t12:56:00.000,,,,,,
departure,active,lpl,eggp,,2022-01-08t13:05:00.000,2022-01-08t13:05:00.000,vie,loww,,,2022-01-08t16:25:00.000,ryanair,fr,ryr,4354,fr4354,ryr4354,,,,,,,,,,
departure,active,lpl,eggp,,2022-01-08t14:20:00.000,2022-01-08t14:20:00.000,wro,epwr,,,2022-01-08t17:30:00.000,ryanair,fr,ryr,9648,fr9648,ryr9648,,,,,,,,,,
departure,active,lpl,eggp,,2022-01-08t14:45:00.000,2022-01-08t14:45:00.000,fue,gcfv,,6,2022-01-08t18:55:00.000,ryanair,fr,ryr,4081,fr4081,ryr4081,,,,,,,,,,
departure,active,lpl,eggp,11.0,2022-01-08t15:55:00.000,2022-01-08t15:55:00.000,sof,lbsf,2,,2022-01-08t21:10:00.000,ryanair,fr,ryr,6338,fr6338,ryr6338,2022-01-08t16:05:00.000,2022-01-08t16:05:00.000,2022-01-08t16:05:00.000,2022-01-08t20:59:00.000,,,,,,
departure,active,lpl,eggp,,2022-01-08t17:00:00.000,2022-01-08t17:00:00.000,alc,leal,,6b,2022-01-08t20:45:00.000,ryanair,fr,ryr,9886,fr9886,ryr9886,,,,,,,,,,
departure,active,lpl,eggp,,2022-01-08t19:35:00.000,2022-01-08t19:35:00.000,dub,eidw,1,5,2022-01-08t20:25:00.000,ryanair,fr,ryr,447,fr447,ryr447,2022-01-08t19:33:00.000,2022-01-08t19:33:00.000,2022-01-08t19:33:00.000,2022-01-08t20:05:00.000,113,,,,,
departure,active,lpl,eggp,,2022-01-09t06:10:00.000,2022-01-09t06:10:00.000,tfs,gcts,,a4,2022-01-09t10:35:00.000,ryanair,fr,ryr,4346,fr4346,ryr4346,2022-01-09t06:09:00.000,2022-01-09t06:09:00.000,2022-01-09t06:09:00.000,2022-01-09t10:12:00.000,,,,,,
departure,active,lpl,eggp,,2022-01-09t06:25:00.000,2022-01-09t06:25:00.000,vno,eyvi,,,2022-01-09t11:15:00.000,ryanair,fr,ryr,9622,fr9622,ryr9622,,,,,,,,,,
departure,active,lpl,eggp,,2022-01-09t07:00:00.000,2022-01-09t07:00:00.000,ksc,lzkz,,,2022-01-09t10:50:00.000,ryanair,fr,ryr,3344,fr3344,ryr3344,,,,,,,,,,
departure,active,lpl,eggp,,2022-01-09t08:35:00.000,2022-01-09t08:35:00.000,dub,eidw,1,6,2022-01-09t09:25:00.000,ryanair,fr,ryr,443,fr443,ryr443,,,,,105,,,,,
departure,active,lpl,eggp,9.0,2022-01-09t13:25:00.000,2022-01-09t13:25:00.000,agp,lemg,,,2022-01-09t17:25:00.000,ryanair,fr,ryr,9862,fr9862,ryr9862,2022-01-09t13:33:00.000,2022-01-09t13:33:00.000,2022-01-09t13:33:00.000,2022-01-09t17:06:00.000,,,,,,
departure,active,lpl,eggp,,2022-01-09t13:55:00.000,2022-01-09t13:55:00.000,poz,eppo,,,2022-01-09t17:00:00.000,ryanair,fr,ryr,9628,fr9628,ryr9628,,,,,,,,,,
departure,active,lpl,eggp,,2022-01-09t14:00:00.000,2022-01-09t14:00:00.000,noc,eikn,,,2022-01-09t15:05:00.000,ryanair,fr,ryr,6673,fr6673,ryr6673,,,,,,,,,,
departure,active,lpl,eggp,20.0,2022-01-09t15:00:00.000,2022-01-09t15:20:00.000,fco,lirf,3,4,2022-01-09t18:45:00.000,ryanair,fr,ryr,3305,fr3305,ryr3305,,,,,,,,,,
