type,status,departure.iataCode,departure.icaoCode,departure.delay,departure.scheduledTime,departure.estimatedTime,arrival.iataCode,arrival.icaoCode,arrival.terminal,arrival.baggage,arrival.scheduledTime,airline.name,airline.iataCode,airline.icaoCode,flight.number,flight.iataNumber,flight.icaoNumber,departure.actualTime,departure.estimatedRunway,departure.actualRunway,arrival.estimatedTime,arrival.gate,arrival.delay,arrival.actualTime,arrival.estimatedRunway,arrival.actualRunway,departure.gate
departure,active,lpl,eggp,45.0,2022-04-15t22:15:00.000,2022-04-15t23:00:00.000,dub,eidw,1,4,2022-04-15t23:10:00.000,ryanair,fr,ryr,449,fr449,ryr449,,,,,1xs,,,,,
departure,active,lpl,eggp,,2022-04-16t06:40:00.000,2022-04-16t06:40:00.000,bva,lfob,,,2022-04-16t09:00:00.000,ryanair,fr,ryr,6888,fr6888,ryr6888,,,,,,,,,,
departure,active,lpl,eggp,,2022-04-16t06:45:00.000,2022-04-16t06:45:00.000,wmi,epmo,,,2022-04-16t10:10:00.000,ryanair,fr,ryr,4043,fr4043,ryr4043,,,,,,,,,,
departure,active,lpl,eggp,1.0,2022-04-16t07:10:00.000,2022-04-16t07:10:00.000,ork,eick,,,2022-04-16t08:20:00.000,ryanair,fr,ryr,9895,fr9895,ryr9895,2022-04-16t07:10:00.000,2022-04-16t07:10:00.000,2022-04-16t07:10:00.000,2022-04-16t07:59:00.000,,,,,,
departure,active,lpl,eggp,,2022-04-16t08:25:00.000,2022-04-16t08:25:00.000,dub,eidw,1,3,2022-04-16t09:20:00.000,ryanair,fr,ryr,443,fr443,ryr443,,,,,113,,,,,
departure,active,lpl,eggp,29.0,2022-04-16t10:10:00.000,2022-04-16t10:10:00.000,alc,leal,,7b,2022-04-16t13:55:00.000,ryanair,fr,ryr,9898,fr9898,ryr9898,2022-04-16t10:39:00.000,2022-04-16t10:39:00.000,2022-04-16t10:39:00.000,2022-04-16t14:05:00.000,,10.0,,,,
departure,active,lpl,eggp,12.0,2022-04-16t10:15:00.000,2022-04-16t10:15:00.000,noc,eikn,,,2022-04-16t11:20:00.000,ryanair,fr,ryr,6673,fr6673,ryr6673,2022-04-16t10:26:00.000,2022-04-16t10:26:00.000,2022-04-16t10:26:00.000,2022-04-16t11:10:00.000,,,,,,
departure,active,lpl,eggp,4.0,2022-04-16t10:20:00.000,2022-04-16t10:20:00.000,arn,essa,5,5,2022-04-16t13:45:00.000,ryanair,fr,ryr,4666,fr4666,ryr4666,2022-04-16t10:24:00.000,2022-04-16t10:24:00.000,2022-04-16t10:24:00.000,2022-04-16t13:24:00.000,20,,,,,
departure,active,lpl,eggp,39.0,2022-04-16t12:30:00.000,2022-04-16t12:45:00.000,agp,lemg,,,2022-04-16t16:20:00.000,ryanair,fr,ryr,9892,fr9892,ryr9892,2022-04-16t13:09:00.000,2022-04-16t13:09:00.000,2022-04-16t13:09:00.000,2022-04-16t16:45:00.000,,25.0,,,,
departure,active,lpl,eggp,5.0,2022-04-16t12:40:00.000,2022-04-16t12:40:00.000,egc,lfbe,,,2022-04-16t15:35:00.000,ryanair,fr,ryr,9918,fr9918,ryr9918,2022-04-16t12:44:00.000,2022-04-16t12:44:00.000,2022-04-16t12:44:00.000,2022-04-16t15:13:00.000,,,,,,
departure,active,lpl,eggp,,2022-04-16t13:15:00.000,2022-04-16t13:15:00.000,bcn,lebl,2,45,2022-04-16t16:35:00.000,ryanair,fr,ryr,9146,fr9146,ryr9146,,,,,,,,,,
departure,active,lpl,eggp,31.0,2022-04-16t16:25:00.000,2022-04-16t16:56:00.000,sof,lbsf,2,,2022-04-16t21:45:00.000,ryanair,fr,ryr,6338,fr6338,ryr6338,,,,,,,,,,
departure,active,lpl,eggp,,2022-04-16t17:15:00.000,2022-04-16t17:15:00.000,alc,leal,,7a,2022-04-16t21:00:00.000,ryanair,fr,ryr,9886,fr9886,ryr9886,,,,,,,,,,
departure,active,lpl,eggp,,2022-04-16t17:35:00.000,2022-04-16t17:35:00.000,vno,eyvi,,,2022-04-16t22:25:00.000,ryanair,fr,ryr,9622,fr9622,ryr9622,,,,,,,,,,
departure,active,lpl,eggp,,2022-04-16t18:35:00.000,2022-04-16t18:35:00.000,dub,eidw,1,5,2022-04-16t19:30:00.000,ryanair,fr,ryr,447,fr447,ryr447,,,,,111,,,,,
departure,active,lpl,eggp,40.0,2022-04-16t20:35:00.000,2022-04-16t21:15:00.000,opo,lppr,,,2022-04-16t23:00:00.000,ryanair,fr,ryr,9202,fr9202,ryr9202,,,,,,,,,,
departure,active,lpl,eggp,,2022-04-16t20:40:00.000,2022-04-16t20:40:00.000,dub,eidw,1,5,2022-04-16t21:35:00.000,ryanair,fr,ryr,1443,fr1443,ryr1443,,,,,102,,,,,
departure,active,lpl,eggp,,2022-04-16t22:15:00.000,2022-04-16t22:15:00.000,dub,eidw,1,5,2022-04-16t23:10:00.000,ryanair,fr,ryr,449,fr449,ryr449,,,,,1xs,,,,,
departure,active,lpl,eggp,13.0,2022-04-17t06:30:00.000,2022-04-17t06:43:00.000,ksc,lzkz,,,2022-04-17t10:10:00.000,ryanair,fr,ryr,3344,fr3344,ryr3344,,,,,,,,,,
departure,active,lpl,eggp,,2022-04-17t08:15:00.000,2022-04-17t08:15:00.000,agp,lemg,,,2022-04-17t12:05:00.000,ryanair,fr,ryr,9862,fr9862,ryr9862,,,,,,,,,,
departure,active,lpl,eggp,18.0,2022-04-17t08:30:00.000,2022-04-17t08:30:00.000,dub,eidw,1,3,2022-04-17t09:25:00.000,ryanair,fr,ryr,443,fr443,ryr443,2022-04-17t08:48:00.000,2022-04-17t08:48:00.000,2022-04-17t08:48:00.000,,109,,2022-04-17t09:16:00.000,2022-04-17t09:16:00.000,2022-04-17t09:16:00.000,
departure,active,lpl,eggp,28.0,2022-04-17t08:30:00.000,2022-04-17t08:30:00.000,fco,lirf,3,4,2022-04-17t12:15:00.000,ryanair,fr,ryr,3010,fr3010,ryr3010,2022-04-17t08:57:00.000,2022-04-17t08:57:00.000,2022-04-17t08:57:00.000,2022-04-17t12:18:00.000,,4.0,,,,
departure,active,lpl,eggp,21.0,2022-04-17t08:55:00.000,2022-04-17t08:55:00.000,bcn,lebl,2,42,2022-04-17t12:15:00.000,ryanair,fr,ryr,9146,fr9146,ryr9146,2022-04-17t09:15:00.000,2022-04-17t09:15:00.000,2022-04-17t09:15:00.000,2022-04-17t12:14:00.000,,,,,,
departure,active,lpl,eggp,8.0,2022-04-17t11:50:00.000,2022-04-17t11:50:00.000,reu,lers,t1,1,2022-04-17t15:05:00.000,ryanair,fr,ryr,9824,fr9824,ryr9824,2022-04-17t11:58:00.000,2022-04-17t11:58:00.000,2022-04-17t11:58:00.000,2022-04-17t14:56:00.000,,,,,,
departure,active,lpl,eggp,10.0,2022-04-17t12:50:00.000,2022-04-17t13:00:00.000,noc,eikn,,,2022-04-17t13:55:00.000,ryanair,fr,ryr,6673,fr6673,ryr6673,,,,,,,,,,
departure,active,lpl,eggp,,2022-04-17t15:20:00.000,2022-04-17t15:20:00.000,dub,eidw,1,4,2022-04-17t16:15:00.000,ryanair,fr,ryr,1443,fr1443,ryr1443,,,,,106,,,,,
departure,active,lpl,eggp,,2022-04-17t15:30:00.000,2022-04-17t15:30:00.000,fue,gcfv,,4,2022-04-17t19:50:00.000,ryanair,fr,ryr,4081,fr4081,ryr4081,,,,,,,,,,
departure,active,lpl,eggp,3.0,2022-04-17t17:20:00.000,2022-04-17t17:20:00.000,tll,eetn,,,2022-04-17t22:35:00.000,ryanair,fr,ryr,6929,fr6929,ryr6929,2022-04-17t17:22:00.000,2022-04-17t17:22:00.000,2022-04-17t17:22:00.000,2022-04-17t21:54:00.000,,,,,,
departure,active,lpl,eggp,1.0,2022-04-17t18:00:00.000,2022-04-17t18:00:00.000,pmi,lepa,,7,2022-04-17t21:30:00.000,ryanair,fr,ryr,9592,fr9592,ryr9592,2022-04-17t18:01:00.000,2022-04-17t18:01:00.000,2022-04-17t18:01:00.000,2022-04-17t21:12:00.000,,,,,,
departure,active,lpl,eggp,12.0,2022-04-17t19:10:00.000,2022-04-17t19:10:00.000,dub,eidw,1,4,2022-04-17t20:05:00.000,ryanair,fr,ryr,447,fr447,ryr447,2022-04-17t19:21:00.000,2022-04-17t19:21:00.000,2022-04-17t19:21:00.000,2022-04-17t19:50:00.000,103,,,,,
departure,active,lpl,eggp,40.0,2022-04-17t19:45:00.000,2022-04-17t20:25:00.000,crl,ebci,,,2022-04-17t22:05:00.000,ryanair,fr,ryr,6922,fr6922,ryr6922,,,,,,,,,,
departure,active,lpl,eggp,,2022-04-17t19:55:00.000,2022-04-17t19:55:00.000,wro,epwr,,a,2022-04-17t23:05:00.000,ryanair,fr,ryr,9648,fr9648,ryr9648,,,,,,,,,,
departure,active,lpl,eggp,,2022-04-17t20:00:00.000,2022-04-17t20:00:00.000,fao,lpfr,,,2022-04-17t22:50:00.000,ryanair,fr,ryr,4031,fr4031,ryr4031,,,,,,,,,,
departure,active,lpl,eggp,,2022-04-17t20:50:00.000,2022-04-17t20:50:00.000,poz,eppo,,,2022-04-17t23:55:00.000,ryanair,fr,ryr,9628,fr9628,ryr9628,,,,,,,,,,
departure,active,lpl,eggp,,2022-04-17t22:25:00.000,2022-04-17t22:25:00.000,dub,eidw,1,5,2022-04-17t23:20:00.000,ryanair,fr,ryr,449,fr449,ryr449,,,,,vcc1,,,,,
departure,active,lpl,eggp,12.0,2022-04-18t06:15:00.000,2022-04-18t06:15:00.000,tfs,gcts,,a6,2022-04-18t10:50:00.000,ryanair,fr,ryr,4346,fr4346,ryr4346,2022-04-18t06:26:00.000,2022-04-18t06:26:00.000,2022-04-18t06:26:00.000,2022-04-18t10:21:00.000,,,,,,
departure,active,lpl,eggp,9.0,2022-04-18t06:15:00.000,2022-04-18t06:15:00.000,alc,leal,,3b,2022-04-18t10:00:00.000,ryanair,fr,ryr,9886,fr9886,ryr9886,2022-04-18t06:24:00.000,2022-04-18t06:24:00.000,2022-04-18t06:24:00.000,2022-04-18t09:47:00.000,,,,,,
departure,active,lpl,eggp,10.0,2022-04-18t06:30:00.000,2022-04-18t06:40:00.000,agp,lemg,,,2022-04-18t10:20:00.000,ryanair,fr,ryr,9862,fr9862,ryr9862,,,,,,,,,,
departure,active,lpl,eggp,12.0,2022-04-18t07:50:00.000,2022-04-18t08:02:00.000,bgy,lime,,,2022-04-18t11:00:00.000,ryanair,fr,ryr,6884,fr6884,ryr6884,,,,,,,,,,
departure,active,lpl,eggp,21.0,2022-04-18t08:30:00.000,2022-04-18t08:35:00.000,dub,eidw,1,5,2022-04-18t09:25:00.000,ryanair,fr,ryr,443,fr443,ryr443,2022-04-18t08:51:00.000,2022-04-18t08:51:00.000,2022-04-18t08:51:00.000,2022-04-18t09:25:00.000,105,,,,,
departure,active,lpl,eggp,11.0,2022-04-18t08:30:00.000,2022-04-18t08:40:00.000,vie,loww,,,2022-04-18t11:50:00.000,ryanair,fr,ryr,9758,fr9758,ryr9758,2022-04-18t08:40:00.000,2022-04-18t08:40:00.000,2022-04-18t08:40:00.000,2022-04-18t11:44:00.000,,,,,,
departure,active,lpl,eggp,45.0,2022-04-18t13:00:00.000,2022-04-18t13:45:00.000,fco,lirf,3,11,2022-04-18t16:45:00.000,ryanair,fr,ryr,3010,fr3010,ryr3010,,,,,,,,,,
departure,active,lpl,eggp,5.0,2022-04-18t13:30:00.000,2022-04-18t13:30:00.000,dub,eidw,1,2,2022-04-18t14:25:00.000,ryanair,fr,ryr,1443,fr1443,ryr1443,2022-04-18t13:34:00.000,2022-04-18t13:34:00.000,2022-04-18t13:34:00.000,2022-04-18t14:09:00.000,1xs,,,,,
departure,active,lpl,eggp,,2022-04-18t13:30:00.000,2022-04-18t13:30:00.000,noc,eikn,,,2022-04-18t14:35:00.000,ryanair,fr,ryr,6673,fr6673,ryr6673,2022-04-18t13:28:00.000,2022-04-18t13:28:00.000,2022-04-18t13:28:00.000,2022-04-18t14:13:00.000,,,,,,
departure,active,lpl,eggp,,2022-04-18t16:10:00.000,2022-04-18t16:10:00.000,kun,eyka,,,2022-04-18t21:00:00.000,ryanair,fr,ryr,5727,fr5727,ryr5727,,,,,,,,,,
departure,active,lpl,eggp,9.0,2022-04-18t16:35:00.000,2022-04-18t16:55:00.000,sbz,lrsb,,,2022-04-18t21:30:00.000,ryanair,fr,ryr,6934,fr6934,ryr6934,2022-04-18t16:43:00.000,2022-04-18t16:43:00.000,2022-04-18t16:43:00.000,2022-04-18t21:29:00.000,,,,,,
departure,active,lpl,eggp,10.0,2022-04-18t17:05:00.000,2022-04-18t17:05:00.000,krk,epkk,t,,2022-04-18t20:35:00.000,ryanair,fr,ryr,9646,fr9646,ryr9646,2022-04-18t17:15:00.000,2022-04-18t17:15:00.000,2022-04-18t17:15:00.000,,,,,,,
departure,active,lpl,eggp,,2022-04-18t19:10:00.000,2022-04-18t19:10:00.000,dub,eidw,1,4,2022-04-18t20:05:00.000,ryanair,fr,ryr,447,fr447,ryr447,,,,,106,,,,,
departure,active,lpl,eggp,,2022-04-18t20:15:00.000,2022-04-18t20:15:00.000,pmi,lepa,,6,2022-04-18t23:45:00.000,ryanair,fr,ryr,9592,fr9592,ryr9592,,,,,,,,,,
departure,active,lpl,eggp,50.0,2022-04-18t22:15:00.000,2022-04-18t23:05:00.000,dub,eidw,1,4,2022-04-18t23:10:00.000,ryanair,fr,ryr,449,fr449,ryr449,,,,,vcc4,,,,,
departure,active,lpl,eggp,24.0,2022-04-19t06:10:00.000,2022-04-19t06:10:00.000,wmi,epmo,,,2022-04-19t09:35:00.000,ryanair,fr,ryr,4043,fr4043,ryr4043,2022-04-19t06:34:00.000,2022-04-19t06:34:00.000,2022-04-19t06:34:00.000,2022-04-19t09:47:00.000,,12.0,,,,
departure,active,lpl,eggp,,2022-04-19t07:00:00.000,2022-04-19t07:00:00.000,sof,lbsf,2,,2022-04-19t12:20:00.000,ryanair,fr,ryr,6338,fr6338,ryr6338,,,,,,,,,,
departure,active,lpl,eggp,,2022-04-19t08:25:00.000,2022-04-19t08:25:00.000,dub,eidw,1,3,2022-04-19t09:20:00.000,ryanair,fr,ryr,443,fr443,ryr443,,,,,107,,,,,
departure,active,lpl,eggp,,2022-04-19t08:55:00.000,2022-04-19t08:55:00.000,egc,lfbe,,,2022-04-19t11:50:00.000,ryanair,fr,ryr,9918,fr9918,ryr9918,,,,,,,,,,
departure,active,lpl,eggp,21.0,2022-04-19t11:55:00.000,2022-04-19t11:55:00.000,alc,leal,,7b,2022-04-19t15:40:00.000,ryanair,fr,ryr,9898,fr9898,ryr9898,2022-04-19t12:15:00.000,2022-04-19t12:15:00.000,2022-04-19t12:15:00.000,2022-04-19t15:39:00.000,,,,,,
departure,active,lpl,eggp,23.0,2022-04-19t12:35:00.000,2022-04-19t12:35:00.000,arn,essa,5,6,2022-04-19t16:00:00.000,ryanair,fr,ryr,4666,fr4666,ryr4666,2022-04-19t12:57:00.000,2022-04-19t12:57:00.000,2022-04-19t12:57:00.000,2022-04-19t16:00:00.000,21,1.0,,,,
departure,active,lpl,eggp,,2022-04-19t13:20:00.000,2022-04-19t13:20:00.000,ork,eick,,,2022-04-19t14:30:00.000,ryanair,fr,ryr,9895,fr9895,ryr9895,,,,,,,,,,
departure,active,lpl,eggp,10.0,2022-04-19t13:30:00.000,2022-04-19t13:30:00.000,dub,eidw,1,4,2022-04-19t14:25:00.000,ryanair,fr,ryr,1443,fr1443,ryr1443,2022-04-19t13:40:00.000,2022-04-19t13:40:00.000,2022-04-19t13:40:00.000,,107,,2022-04-19t14:14:00.000,2022-04-19t14:14:00.000,2022-04-19t14:14:00.000,
departure,active,lpl,eggp,14.0,2022-04-19t16:25:00.000,2022-04-19t16:25:00.000,vno,eyvi,,,2022-04-19t21:15:00.000,ryanair,fr,ryr,9622,fr9622,ryr9622,2022-04-19t16:38:00.000,2022-04-19t16:38:00.000,2022-04-19t16:38:00.000,2022-04-19t21:12:00.000,,,,,,
departure,active,lpl,eggp,13.0,2022-04-19t16:30:00.000,2022-04-19t16:30:00.000,agp,lemg,,,2022-04-19t20:20:00.000,ryanair,fr,ryr,9892,fr9892,ryr9892,2022-04-19t16:42:00.000,2022-04-19t16:42:00.000,2022-04-19t16:42:00.000,2022-04-19t20:14:00.000,,,,,,
departure,active,lpl,eggp,7.0,2022-04-19t16:45:00.000,2022-04-19t16:45:00.000,noc,eikn,,,2022-04-19t17:50:00.000,ryanair,fr,ryr,6673,fr6673,ryr6673,2022-04-19t16:52:00.000,2022-04-19t16:52:00.000,2022-04-19t16:52:00.000,2022-04-19t17:36:00.000,,,,,,
departure,active,lpl,eggp,,2022-04-19t18:20:00.000,2022-04-19t18:20:00.000,opo,lppr,,,2022-04-19t20:45:00.000,ryanair,fr,ryr,9202,fr9202,ryr9202,,,,,,,,,,
departure,active,lpl,eggp,,2022-04-19t18:25:00.000,2022-04-19t18:25:00.000,fao,lpfr,,,2022-04-19t21:15:00.000,ryanair,fr,ryr,4031,fr4031,ryr4031,,,,,,,,,,
departure,active,lpl,eggp,18.0,2022-04-19t19:10:00.000,2022-04-19t19:10:00.000,dub,eidw,1,4,2022-04-19t20:05:00.000,ryanair,fr,ryr,447,fr447,ryr447,2022-04-19t19:27:00.000,2022-04-19t19:27:00.000,2022-04-19t19:27:00.000,2022-04-19t19:57:00.000,104,,,,,
departure,active,lpl,eggp,,2022-04-19t19:40:00.000,2022-04-19t19:40:00.000,bva,lfob,t1,,2022-04-19t22:00:00.000,ryanair,fr,ryr,6888,fr6888,ryr6888,,,,,,,,,,
departure,active,lpl,eggp,,2022-04-19t22:30:00.000,2022-04-19t22:30:00.000,dub,eidw,1,5,2022-04-19t23:25:00.000,ryanair,fr,ryr,449,fr449,ryr449,,,,,103,,,,,
departure,active,lpl,eggp,,2022-04-20t06:40:00.000,2022-04-20t06:40:00.000,tll,eetn,,,2022-04-20t11:55:00.000,ryanair,fr,ryr,6929,fr6929,ryr6929,,,,,,,,,,
departure,active,lpl,eggp,,2022-04-20t06:40:00.000,2022-04-20t06:40:00.000,agp,lemg,,,2022-04-20t10:30:00.000,ryanair,fr,ryr,9862,fr9862,ryr9862,,,,,,,,,,
departure,active,lpl,eggp,,2022-04-20t07:20:00.000,2022-04-20t07:20:00.000,ork,eick,,,2022-04-20t08:30:00.000,ryanair,fr,ryr,9895,fr9895,ryr9895,,,,,,,,,,
departure,active,lpl,eggp,,2022-04-20t08:30:00.000,2022-04-20t08:30:00.000,dub,eidw,1,2,2022-04-20t09:25:00.000,ryanair,fr,ryr,443,fr443,ryr443,,,,,111,,,,,
departure,active,lpl,eggp,3.0,2022-04-20t10:25:00.000,2022-04-20t10:25:00.000,alc,leal,,5b,2022-04-20t14:10:00.000,ryanair,fr,ryr,9898,fr9898,ryr9898,2022-04-20t10:27:00.000,2022-04-20t10:27:00.000,2022-04-20t10:27:00.000,2022-04-20t13:48:00.000,,,,,,
departure,active,lpl,eggp,35.0,2022-04-20t13:30:00.000,2022-04-20t14:05:00.000,noc,eikn,,,2022-04-20t14:35:00.000,ryanair,fr,ryr,6673,fr6673,ryr6673,,,,,,,,,,
departure,active,lpl,eggp,2.0,2022-04-20t14:00:00.000,2022-04-20t14:00:00.000,dub,eidw,1,5,2022-04-20t14:55:00.000,ryanair,fr,ryr,1443,fr1443,ryr1443,2022-04-20t14:02:00.000,2022-04-20t14:02:00.000,2022-04-20t14:02:00.000,,109,,2022-04-20t14:37:00.000,2022-04-20t14:37:00.000,2022-04-20t14:37:00.000,
departure,active,lpl,eggp,,2022-04-20t16:50:00.000,2022-04-20t16:50:00.000,bcn,lebl,2,40,2022-04-20t20:10:00.000,ryanair,fr,ryr,9146,fr9146,ryr9146,,,,,,,,,,
departure,active,lpl,eggp,14.0,2022-04-20t17:25:00.000,2022-04-20t17:44:00.000,poz,eppo,,,2022-04-20t20:30:00.000,ryanair,fr,ryr,9628,fr9628,ryr9628,2022-04-20t17:39:00.000,2022-04-20t17:39:00.000,2022-04-20t17:39:00.000,2022-04-20t20:31:00.000,,1.0,,,,
departure,active,lpl,eggp,21.0,2022-04-20t18:05:00.000,2022-04-20t18:26:00.000,ksc,lzkz,,,2022-04-20t21:45:00.000,ryanair,fr,ryr,3344,fr3344,ryr3344,,,,,,,,,,
departure,active,lpl,eggp,,2022-04-20t19:10:00.000,2022-04-20t19:10:00.000,dub,eidw,1,5,2022-04-20t20:05:00.000,ryanair,fr,ryr,447,fr447,ryr447,,,,,105,,,,,
departure,active,lpl,eggp,30.0,2022-04-20t22:50:00.000,2022-04-20t23:20:00.000,dub,eidw,1,4,2022-04-20t23:45:00.000,ryanair,fr,ryr,449,fr449,ryr449,,,,,vcc4,,,,,
departure,active,lpl,eggp,6.0,2022-04-21t06:15:00.000,2022-04-21t06:15:00.000,sbz,lrsb,,,2022-04-21t11:10:00.000,ryanair,fr,ryr,6934,fr6934,ryr6934,2022-04-21t06:21:00.000,2022-04-21t06:21:00.000,2022-04-21t06:21:00.000,2022-04-21t11:04:00.000,,,,,,
departure,active,lpl,eggp,,2022-04-21t06:45:00.000,2022-04-21t06:45:00.000,fco,lirf,3,3,2022-04-21t10:30:00.000,ryanair,fr,ryr,3010,fr3010,ryr3010,,,,,,,,,,
departure,active,lpl,eggp,,2022-04-21t06:55:00.000,2022-04-21t06:55:00.000,alc,leal,,5a,2022-04-21t10:40:00.000,ryanair,fr,ryr,9886,fr9886,ryr9886,,,,,,,,,,
departure,active,lpl,eggp,7.0,2022-04-21t08:25:00.000,2022-04-21t08:25:00.000,dub,eidw,1,3,2022-04-21t09:20:00.000,ryanair,fr,ryr,443,fr443,ryr443,2022-04-21t08:32:00.000,2022-04-21t08:32:00.000,2022-04-21t08:32:00.000,,107,,2022-04-21t09:08:00.000,2022-04-21t09:08:00.000,2022-04-21t09:08:00.000,
departure,active,lpl,eggp,8.0,2022-04-21t11:25:00.000,2022-04-21t11:35:00.000,wro,epwr,,a,2022-04-21t14:35:00.000,ryanair,fr,ryr,9648,fr9648,ryr9648,2022-04-21t11:32:00.000,2022-04-21t11:32:00.000,2022-04-21t11:32:00.000,2022-04-21t14:28:00.000,,,,,,
departure,active,lpl,eggp,27.0,2022-04-21t12:10:00.000,2022-04-21t12:37:00.000,wmi,epmo,,,2022-04-21t15:35:00.000,ryanair,fr,ryr,4043,fr4043,ryr4043,,,,,,,,,,
departure,active,lpl,eggp,20.0,2022-04-21t13:20:00.000,2022-04-21t13:40:00.000,ork,eick,,,2022-04-21t14:30:00.000,ryanair,fr,ryr,9895,fr9895,ryr9895,,,,,,,,,,
departure,active,lpl,eggp,21.0,2022-04-21t13:25:00.000,2022-04-21t13:25:00.000,crl,ebci,,,2022-04-21t15:45:00.000,ryanair,fr,ryr,6922,fr6922,ryr6922,2022-04-21t13:45:00.000,2022-04-21t13:45:00.000,2022-04-21t13:45:00.000,2022-04-21t15:54:00.000,,9.0,,,,
departure,active,lpl,eggp,9.0,2022-04-21t13:30:00.000,2022-04-21t13:30:00.000,dub,eidw,1,4,2022-04-21t14:25:00.000,ryanair,fr,ryr,1443,fr1443,ryr1443,2022-04-21t13:38:00.000,2022-04-21t13:38:00.000,2022-04-21t13:38:00.000,,110,,2022-04-21t14:14:00.000,2022-04-21t14:14:00.000,2022-04-21t14:14:00.000,
departure,active,lpl,eggp,17.0,2022-04-21t16:50:00.000,2022-04-21t16:50:00.000,bcn,lebl,2,42,2022-04-21t20:10:00.000,ryanair,fr,ryr,9146,fr9146,ryr9146,2022-04-21t17:07:00.000,2022-04-21t17:07:00.000,2022-04-21t17:07:00.000,2022-04-21t20:01:00.000,,,,,,
departure,active,lpl,eggp,4.0,2022-04-21t17:05:00.000,2022-04-21t17:05:00.000,kun,eyka,,,2022-04-21t21:55:00.000,ryanair,fr,ryr,5727,fr5727,ryr5727,2022-04-21t17:08:00.000,2022-04-21t17:08:00.000,2022-04-21t17:08:00.000,2022-04-21t21:33:00.000,,,,,,
departure,active,lpl,eggp,7.0,2022-04-21t17:25:00.000,2022-04-21t17:25:00.000,fao,lpfr,,,2022-04-21t20:15:00.000,ryanair,fr,ryr,4031,fr4031,ryr4031,2022-04-21t17:32:00.000,2022-04-21t17:32:00.000,2022-04-21t17:32:00.000,2022-04-21t20:01:00.000,,,,,,
departure,active,lpl,eggp,,2022-04-21t18:50:00.000,2022-04-21t18:50:00.000,reu,lers,t1,2,2022-04-21t22:05:00.000,ryanair,fr,ryr,9824,fr9824,ryr9824,2022-04-21t18:49:00.000,2022-04-21t18:49:00.000,2022-04-21t18:49:00.000,2022-04-21t21:46:00.000,,,,,,
departure,active,lpl,eggp,12.0,2022-04-21t19:10:00.000,2022-04-21t19:10:00.000,dub,eidw,1,3,2022-04-21t20:05:00.000,ryanair,fr,ryr,447,fr447,ryr447,2022-04-21t19:22:00.000,2022-04-21t19:22:00.000,2022-04-21t19:22:00.000,,108,,2022-04-21t19:53:00.000,2022-04-21t19:53:00.000,2022-04-21t19:53:00.000,
departure,active,lpl,eggp,7.0,2022-04-21t19:30:00.000,2022-04-21t19:30:00.000,agp,lemg,,,2022-04-21t23:20:00.000,ryanair,fr,ryr,9862,fr9862,ryr9862,2022-04-21t19:36:00.000,2022-04-21t19:36:00.000,2022-04-21t19:36:00.000,2022-04-21t23:09:00.000,,,,,,
departure,active,lpl,eggp,113.0,2022-04-21t20:00:00.000,2022-04-21t21:53:00.000,poz,eppo,,,2022-04-21t23:05:00.000,ryanair,fr,ryr,9628,fr9628,ryr9628,,,,,,,,,,
departure,active,lpl,eggp,1.0,2022-04-21t22:25:00.000,2022-04-21t22:25:00.000,dub,eidw,1,3,2022-04-21t23:20:00.000,ryanair,fr,ryr,449,fr449,ryr449,2022-04-21t22:25:00.000,2022-04-21t22:25:00.000,2022-04-21t22:25:00.000,2022-04-21t22:56:00.000,113,,,,,
departure,active,lpl,eggp,,2022-04-22t06:15:00.000,2022-04-22t06:15:00.000,tfs,gcts,,b2,2022-04-22t10:50:00.000,ryanair,fr,ryr,4346,fr4346,ryr4346,,,,,,,,,,
departure,active,lpl,eggp,8.0,2022-04-22t06:35:00.000,2022-04-22t06:45:00.000,agp,lemg,,,2022-04-22t10:25:00.000,ryanair,fr,ryr,9862,fr9862,ryr9862,2022-04-22t06:43:00.000,2022-04-22t06:43:00.000,2022-04-22t06:43:00.000,2022-04-22t10:14:00.000,,,,,,
departure,active,lpl,eggp,2.0,2022-04-22t06:50:00.000,2022-04-22t06:50:00.000,alc,leal,,7b,2022-04-22t10:35:00.000,ryanair,fr,ryr,9886,fr9886,ryr9886,2022-04-22t06:52:00.000,2022-04-22t06:52:00.000,2022-04-22t06:52:00.000,2022-04-22t10:14:00.000,,,,,,
departure,active,lpl,eggp,27.0,2022-04-22t08:30:00.000,2022-04-22t08:30:00.000,dub,eidw,1,5,2022-04-22t09:25:00.000,ryanair,fr,ryr,443,fr443,ryr443,2022-04-22t08:57:00.000,2022-04-22t08:57:00.000,2022-04-22t08:57:00.000,2022-04-22t09:27:00.000,112,3.0,,,,
departure,active,lpl,eggp,,2022-04-22t13:25:00.000,2022-04-22t13:25:00.000,dub,eidw,1,3,2022-04-22t14:20:00.000,ryanair,fr,ryr,1443,fr1443,ryr1443,,,,,111,,,,,
departure,active,lpl,eggp,,2022-04-22t14:10:00.000,2022-04-22t14:10:00.000,noc,eikn,,,2022-04-22t15:15:00.000,ryanair,fr,ryr,6673,fr6673,ryr6673,,,,,,,,,,
departure,active,lpl,eggp,1.0,2022-04-22t16:35:00.000,2022-04-22t16:35:00.000,bcn,lebl,2,44,2022-04-22t19:55:00.000,ryanair,fr,ryr,9146,fr9146,ryr9146,2022-04-22t16:36:00.000,2022-04-22t16:36:00.000,2022-04-22t16:36:00.000,2022-04-22t19:33:00.000,,,,,,
