type,status,departure.iataCode,departure.icaoCode,departure.gate,departure.delay,departure.scheduledTime,departure.estimatedTime,departure.actualTime,departure.estimatedRunway,departure.actualRunway,arrival.iataCode,arrival.icaoCode,arrival.terminal,arrival.baggage,arrival.gate,arrival.scheduledTime,arrival.estimatedTime,airline.name,airline.iataCode,airline.icaoCode,flight.number,flight.iataNumber,flight.icaoNumber,arrival.delay,arrival.actualTime,arrival.estimatedRunway,arrival.actualRunway,codeshared.airline.name,codeshared.airline.iataCode,codeshared.airline.icaoCode,codeshared.flight.number,codeshared.flight.iataNumber,codeshared.flight.icaoNumber
departure,active,ncl,egnt,24,74.0,2022-05-04t15:15:00.000,2022-05-04t16:29:00.000,,,,ayt,ltai,2,,,2022-05-04t21:50:00.000,,jet2,ls,exs,507,ls507,exs507,,,,,,,,,,
departure,active,ncl,egnt,25,,2022-05-04t15:40:00.000,2022-05-04t15:40:00.000,,,,kgs,lgko,,,,2022-05-04t21:55:00.000,,jet2,ls,exs,565,ls565,exs565,,,,,,,,,,
departure,active,ncl,egnt,,80.0,2022-05-04t15:40:00.000,2022-05-04t17:00:00.000,,,,dlm,ltbs,i,,,2022-05-04t22:10:00.000,,jet2,ls,exs,561,ls561,exs561,,,,,,,,,,
departure,active,ncl,egnt,19,,2022-05-04t15:40:00.000,2022-05-04t15:40:00.000,,,,rho,lgrp,,,,2022-05-04t22:00:00.000,,jet2,ls,exs,581,ls581,exs581,,,,,,,,,,
departure,active,ncl,egnt,,70.0,2022-05-04t15:50:00.000,2022-05-04t17:00:00.000,,,,fue,gcfv,,5,,2022-05-04t20:30:00.000,,jet2,ls,exs,521,ls521,exs521,,,,,,,,,,
departure,active,ncl,egnt,,,2022-05-05t06:35:00.000,2022-05-05t06:35:00.000,,,,cfu,lgkr,,,,2022-05-05t12:10:00.000,,jet2,ls,exs,527,ls527,exs527,,,,,,,,,,
departure,active,ncl,egnt,20,37.0,2022-05-05t06:45:00.000,2022-05-05t06:45:00.000,2022-05-05t07:21:00.000,2022-05-05t07:21:00.000,2022-05-05t07:21:00.000,alc,leal,,4b,,2022-05-05t10:50:00.000,2022-05-05t10:59:00.000,jet2,ls,exs,583,ls583,exs583,10.0,,,,,,,,,
departure,active,ncl,egnt,24,18.0,2022-05-05t06:45:00.000,2022-05-05t06:45:00.000,2022-05-05t07:02:00.000,2022-05-05t07:02:00.000,2022-05-05t07:02:00.000,fao,lpfr,,,,2022-05-05t10:05:00.000,2022-05-05t09:46:00.000,jet2,ls,exs,597,ls597,exs597,,,,,,,,,,
departure,active,ncl,egnt,16,10.0,2022-05-05t07:05:00.000,2022-05-05t07:05:00.000,2022-05-05t07:15:00.000,2022-05-05t07:15:00.000,2022-05-05t07:15:00.000,agp,lemg,,,,2022-05-05t11:30:00.000,2022-05-05t11:04:00.000,jet2,ls,exs,557,ls557,exs557,,,,,,,,,,
departure,active,ncl,egnt,2,15.0,2022-05-05t07:15:00.000,2022-05-05t07:15:00.000,2022-05-05t07:30:00.000,2022-05-05t07:30:00.000,2022-05-05t07:30:00.000,mla,lmml,,,,2022-05-05t11:55:00.000,2022-05-05t11:55:00.000,jet2,ls,exs,573,ls573,exs573,,,,,,,,,,
departure,active,ncl,egnt,17,,2022-05-05t07:30:00.000,2022-05-05t07:30:00.000,,,,pmi,lepa,,5,,2022-05-05t11:25:00.000,,jet2,ls,exs,531,ls531,exs531,,,,,,,,,,
departure,active,ncl,egnt,25,5.0,2022-05-05t08:30:00.000,2022-05-05t08:30:00.000,2022-05-05t08:34:00.000,2022-05-05t08:34:00.000,2022-05-05t08:34:00.000,ibz,leib,1,08,,2022-05-05t12:35:00.000,2022-05-05t12:05:00.000,jet2,ls,exs,555,ls555,exs555,,,,,,,,,,
departure,active,ncl,egnt,19,,2022-05-05t15:15:00.000,2022-05-05t15:15:00.000,,,,ayt,ltai,2,,,2022-05-05t21:50:00.000,,jet2,ls,exs,507,ls507,exs507,,,,,,,,,,
departure,active,ncl,egnt,10,,2022-05-05t15:30:00.000,2022-05-05t15:30:00.000,,,,ace,gcrr,1,2,,2022-05-05t20:00:00.000,,jet2,ls,exs,545,ls545,exs545,,,,,,,,,,
departure,active,ncl,egnt,25,16.0,2022-05-05t15:40:00.000,2022-05-05t15:40:00.000,2022-05-05t15:56:00.000,2022-05-05t15:56:00.000,2022-05-05t15:56:00.000,tfs,gcts,,a7,,2022-05-05t20:30:00.000,2022-05-05t20:20:00.000,jet2,ls,exs,517,ls517,exs517,,,,,,,,,,
departure,active,ncl,egnt,20,18.0,2022-05-05t15:40:00.000,2022-05-05t15:40:00.000,2022-05-05t15:58:00.000,2022-05-05t15:58:00.000,2022-05-05t15:58:00.000,dlm,ltbs,i,,,2022-05-05t22:10:00.000,2022-05-05t21:59:00.000,jet2,ls,exs,561,ls561,exs561,,,,,,,,,,
departure,active,ncl,egnt,26,14.0,2022-05-05t15:50:00.000,2022-05-05t15:50:00.000,2022-05-05t16:04:00.000,2022-05-05t16:04:00.000,2022-05-05t16:04:00.000,lpa,gclp,,34,,2022-05-05t20:40:00.000,2022-05-05t20:24:00.000,jet2,ls,exs,541,ls541,exs541,,,,,,,,,,
departure,active,ncl,egnt,24,10.0,2022-05-05t16:30:00.000,2022-05-05t16:40:00.000,,,,alc,leal,,3b,,2022-05-05t20:35:00.000,,jet2,ls,exs,585,ls585,exs585,,,,,,,,,,
departure,active,ncl,egnt,,,2022-05-06t06:00:00.000,2022-05-06t06:00:00.000,,,,alc,leal,,4b,,2022-05-06t10:05:00.000,,jet2,ls,exs,583,ls583,exs583,,,,,,,,,,
departure,active,ncl,egnt,,,2022-05-06t06:45:00.000,2022-05-06t06:45:00.000,,,,fao,lpfr,,,,2022-05-06t10:05:00.000,,jet2,ls,exs,597,ls597,exs597,,,,,,,,,,
departure,active,ncl,egnt,,,2022-05-06t07:00:00.000,2022-05-06t07:00:00.000,,,,pmi,lepa,,6,,2022-05-06t10:45:00.000,,jet2,ls,exs,531,ls531,exs531,,,,,,,,,,
departure,active,ncl,egnt,,,2022-05-06t07:00:00.000,2022-05-06t07:00:00.000,,,,efl,lgkf,,,,2022-05-06t12:40:00.000,,jet2,ls,exs,571,ls571,exs571,,,,,,,,,,
departure,active,ncl,egnt,,,2022-05-06t07:05:00.000,2022-05-06t07:05:00.000,,,,agp,lemg,,,,2022-05-06t11:30:00.000,,jet2,ls,exs,557,ls557,exs557,,,,,,,,,,
departure,active,ncl,egnt,,,2022-05-06t07:45:00.000,2022-05-06t07:45:00.000,,,,mah,lemh,ter1,05,,2022-05-06t11:40:00.000,,jet2,ls,exs,373,ls373,exs373,,,,,,,,,,
departure,active,ncl,egnt,,,2022-05-06t07:50:00.000,2022-05-06t07:50:00.000,,,,fco,lirf,3,12,,2022-05-06t11:55:00.000,,jet2,ls,exs,537,ls537,exs537,,,,,,,,,,
departure,active,ncl,egnt,,,2022-05-06t13:55:00.000,2022-05-06t13:55:00.000,,,,jsi,lgsk,,,,2022-05-06t19:55:00.000,,jet2,ls,exs,591,ls591,exs591,,,,,,,,,,
departure,active,ncl,egnt,,,2022-05-06t14:50:00.000,2022-05-06t14:50:00.000,,,,bjv,ltfe,i,,,2022-05-06t21:20:00.000,,jet2,ls,exs,519,ls519,exs519,,,,,,,,,,
departure,active,ncl,egnt,24,38.0,2022-05-06t15:15:00.000,2022-05-06t15:15:00.000,2022-05-06t15:52:00.000,2022-05-06t15:52:00.000,2022-05-06t15:52:00.000,ayt,ltai,1,,,2022-05-06t21:50:00.000,2022-05-06t21:54:00.000,jet2,ls,exs,507,ls507,exs507,5.0,,,,,,,,,
departure,active,ncl,egnt,18,,2022-05-06t15:40:00.000,2022-05-06t15:40:00.000,,,,her,lgir,,,,2022-05-06t21:55:00.000,,jet2,ls,exs,513,ls513,exs513,,,,,,,,,,
departure,active,ncl,egnt,10,15.0,2022-05-06t15:40:00.000,2022-05-06t15:40:00.000,2022-05-06t15:55:00.000,2022-05-06t15:55:00.000,2022-05-06t15:55:00.000,tfs,gcts,,b6,,2022-05-06t20:30:00.000,2022-05-06t20:18:00.000,jet2,ls,exs,517,ls517,exs517,,,,,,,,,,
departure,active,ncl,egnt,21,15.0,2022-05-06t16:10:00.000,2022-05-06t16:25:00.000,,,,dlm,ltbs,i,,,2022-05-06t22:40:00.000,,jet2,ls,exs,561,ls561,exs561,,,,,,,,,,
departure,active,ncl,egnt,2,10.0,2022-05-07t06:25:00.000,2022-05-07t06:35:00.000,,,,mah,lemh,ter1,4,,2022-05-07t10:20:00.000,,jet2,ls,exs,373,ls373,exs373,,,,,,,,,,
departure,active,ncl,egnt,6,,2022-05-07t06:40:00.000,2022-05-07t06:40:00.000,,,,reu,lers,t1,2,,2022-05-07t10:25:00.000,,jet2,ls,exs,511,ls511,exs511,,,,,,,,,,
departure,active,ncl,egnt,10,,2022-05-07t06:45:00.000,2022-05-07t06:45:00.000,,,,fao,lpfr,,,,2022-05-07t10:05:00.000,,jet2,ls,exs,597,ls597,exs597,,,,,,,,,,
departure,active,ncl,egnt,19,,2022-05-07t07:00:00.000,2022-05-07t07:00:00.000,,,,pmi,lepa,,7,,2022-05-07t10:45:00.000,,jet2,ls,exs,531,ls531,exs531,,,,,,,,,,
departure,active,ncl,egnt,17,,2022-05-07t07:05:00.000,2022-05-07t07:05:00.000,,,,agp,lemg,,,,2022-05-07t11:30:00.000,,jet2,ls,exs,557,ls557,exs557,,,,,,,,,,
departure,active,ncl,egnt,,,2022-05-07t07:30:00.000,2022-05-07t07:30:00.000,,,,alc,leal,,6b,,2022-05-07t11:35:00.000,,jet2,ls,exs,583,ls583,exs583,,,,,,,,,,
departure,active,ncl,egnt,,,2022-05-07t07:35:00.000,2022-05-07t07:35:00.000,,,,ibz,leib,1,05,,2022-05-07t11:40:00.000,,jet2,ls,exs,555,ls555,exs555,,,,,,,,,,
departure,active,ncl,egnt,6,11.0,2022-05-07t14:15:00.000,2022-05-07t14:15:00.000,2022-05-07t14:25:00.000,2022-05-07t14:25:00.000,2022-05-07t14:25:00.000,zth,lgza,,,,2022-05-07t20:10:00.000,2022-05-07t19:40:00.000,jet2,ls,exs,593,ls593,exs593,,,,,,,,,,
departure,active,ncl,egnt,25,30.0,2022-05-07t15:15:00.000,2022-05-07t15:15:00.000,2022-05-07t15:45:00.000,2022-05-07t15:45:00.000,2022-05-07t15:45:00.000,ayt,ltai,1,,,2022-05-07t21:50:00.000,2022-05-07t21:37:00.000,jet2,ls,exs,507,ls507,exs507,,,,,,,,,,
departure,active,ncl,egnt,26,12.0,2022-05-07t15:25:00.000,2022-05-07t15:45:00.000,2022-05-07t15:37:00.000,2022-05-07t15:37:00.000,2022-05-07t15:37:00.000,rho,lgrp,,,,2022-05-07t21:45:00.000,2022-05-07t21:33:00.000,jet2,ls,exs,581,ls581,exs581,,,,,,,,,,
departure,active,ncl,egnt,19,20.0,2022-05-07t15:30:00.000,2022-05-07t15:50:00.000,,,,ace,gcrr,1,5,,2022-05-07t20:00:00.000,,jet2,ls,exs,545,ls545,exs545,,,,,,,,,,
departure,active,ncl,egnt,,30.0,2022-05-07t15:40:00.000,2022-05-07t16:10:00.000,,,,tfs,gcts,,a7,,2022-05-07t20:30:00.000,,jet2,ls,exs,517,ls517,exs517,,,,,,,,,,
departure,active,ncl,egnt,24,15.0,2022-05-07t15:45:00.000,2022-05-07t16:00:00.000,,,,pmi,lepa,,7,,2022-05-07t19:40:00.000,,jet2,ls,exs,533,ls533,exs533,,,,,,,,,,
departure,active,ncl,egnt,10,35.0,2022-05-07t15:50:00.000,2022-05-07t16:25:00.000,,,,fue,gcfv,,5,,2022-05-07t20:30:00.000,,jet2,ls,exs,521,ls521,exs521,,,,,,,,,,
departure,active,ncl,egnt,2,,2022-05-08t06:30:00.000,2022-05-08t06:30:00.000,,,,dbv,lddu,,,,2022-05-08t10:40:00.000,,jet2,ls,exs,569,ls569,exs569,,,,,,,,,,
departure,active,ncl,egnt,16,27.0,2022-05-08t06:45:00.000,2022-05-08t06:45:00.000,2022-05-08t07:12:00.000,2022-05-08t07:12:00.000,2022-05-08t07:12:00.000,fao,lpfr,,,,2022-05-08t10:05:00.000,2022-05-08t09:57:00.000,jet2,ls,exs,597,ls597,exs597,,,,,,,,,,
departure,active,ncl,egnt,19,37.0,2022-05-08t06:50:00.000,2022-05-08t06:50:00.000,2022-05-08t07:26:00.000,2022-05-08t07:26:00.000,2022-05-08t07:26:00.000,pmi,lepa,,08,,2022-05-08t10:45:00.000,2022-05-08t10:51:00.000,jet2,ls,exs,531,ls531,exs531,6.0,,,,,,,,,
departure,active,ncl,egnt,26,,2022-05-08t07:05:00.000,2022-05-08t07:05:00.000,,,,agp,lemg,,,,2022-05-08t11:30:00.000,,jet2,ls,exs,557,ls557,exs557,,,,,,,,,,
departure,active,ncl,egnt,17,,2022-05-08t07:30:00.000,2022-05-08t07:30:00.000,,,,alc,leal,,5b,,2022-05-08t11:35:00.000,,jet2,ls,exs,583,ls583,exs583,,,,,,,,,,
departure,active,ncl,egnt,31,,2022-05-08t07:45:00.000,2022-05-08t07:45:00.000,,,,ibz,leib,1,08,,2022-05-08t11:50:00.000,,jet2,ls,exs,555,ls555,exs555,,,,,,,,,,
departure,active,ncl,egnt,25,35.0,2022-05-08t08:30:00.000,2022-05-08t09:05:00.000,,,,gro,lege,1,,,2022-05-08t12:05:00.000,,jet2,ls,exs,525,ls525,exs525,,,,,,,,,,
departure,active,ncl,egnt,10,31.0,2022-05-08t14:35:00.000,2022-05-08t14:50:00.000,2022-05-08t15:06:00.000,2022-05-08t15:06:00.000,2022-05-08t15:06:00.000,pfo,lcph,,,,2022-05-08t21:40:00.000,2022-05-08t21:31:00.000,jet2,ls,exs,515,ls515,exs515,,,,,,,,,,
departure,active,ncl,egnt,19,23.0,2022-05-08t14:55:00.000,2022-05-08t15:05:00.000,2022-05-08t15:18:00.000,2022-05-08t15:18:00.000,2022-05-08t15:18:00.000,lca,lclk,,,,2022-05-08t22:00:00.000,2022-05-08t21:52:00.000,jet2,ls,exs,543,ls543,exs543,,,,,,,,,,
departure,active,ncl,egnt,26,,2022-05-08t15:30:00.000,2022-05-08t15:30:00.000,,,,ace,gcrr,1,4,,2022-05-08t20:00:00.000,,jet2,ls,exs,545,ls545,exs545,,,,,,,,,,
departure,active,ncl,egnt,,10.0,2022-05-08t15:40:00.000,2022-05-08t15:50:00.000,,,,tfs,gcts,,a2,,2022-05-08t20:30:00.000,,jet2,ls,exs,517,ls517,exs517,,,,,,,,,,
departure,active,ncl,egnt,,20.0,2022-05-08t15:40:00.000,2022-05-08t16:00:00.000,,,,dlm,ltbs,i,,,2022-05-08t22:10:00.000,,jet2,ls,exs,561,ls561,exs561,,,,,,,,,,
departure,active,ncl,egnt,,,2022-05-08t15:50:00.000,2022-05-08t15:50:00.000,,,,lpa,gclp,,36,,2022-05-08t20:40:00.000,,jet2,ls,exs,541,ls541,exs541,,,,,,,,,,
departure,active,ncl,egnt,,9.0,2022-05-08t16:30:00.000,2022-05-08t16:39:00.000,,,,alc,leal,,7b,,2022-05-08t20:35:00.000,,jet2,ls,exs,585,ls585,exs585,,,,,,,,,,
departure,active,ncl,egnt,2,28.0,2022-05-09t06:15:00.000,2022-05-09t06:15:00.000,2022-05-09t06:42:00.000,2022-05-09t06:42:00.000,2022-05-09t06:42:00.000,boj,lbbg,,,,2022-05-09t12:00:00.000,,jet2,ls,exs,599,ls599,exs599,,,,,,,,,,
departure,active,ncl,egnt,10,,2022-05-09t06:35:00.000,2022-05-09t06:35:00.000,,,,cfu,lgkr,,,,2022-05-09t12:10:00.000,,jet2,ls,exs,527,ls527,exs527,,,,,,,,,,
departure,active,ncl,egnt,17,,2022-05-09t06:45:00.000,2022-05-09t06:45:00.000,,,,alc,leal,,4b,,2022-05-09t10:50:00.000,,jet2,ls,exs,583,ls583,exs583,,,,,,,,,,
departure,active,ncl,egnt,19,,2022-05-09t06:45:00.000,2022-05-09t06:45:00.000,,,,fao,lpfr,,,,2022-05-09t10:05:00.000,,jet2,ls,exs,597,ls597,exs597,,,,,,,,,,
departure,active,ncl,egnt,24,,2022-05-09t07:05:00.000,2022-05-09t07:05:00.000,,,,agp,lemg,,,,2022-05-09t11:30:00.000,,jet2,ls,exs,557,ls557,exs557,,,,,,,,,,
departure,active,ncl,egnt,,,2022-05-09t07:30:00.000,2022-05-09t07:30:00.000,,,,pmi,lepa,,02,,2022-05-09t11:25:00.000,,jet2,ls,exs,531,ls531,exs531,,,,,,,,,,
departure,active,ncl,egnt,,,2022-05-09t08:30:00.000,2022-05-09t08:30:00.000,,,,ibz,leib,1,09,,2022-05-09t12:35:00.000,,jet2,ls,exs,555,ls555,exs555,,,,,,,,,,
departure,active,ncl,egnt,10,5.0,2022-05-09t15:15:00.000,2022-05-09t15:20:00.000,,,,ayt,ltai,2,,,2022-05-09t21:50:00.000,,jet2,ls,exs,507,ls507,exs507,,,,,,,,,,
departure,active,ncl,egnt,7,,2022-05-09t15:20:00.000,2022-05-09t15:20:00.000,,,,fnc,lpma,,,,2022-05-09t19:25:00.000,,jet2,ls,exs,529,ls529,exs529,,,,,,,,,,
departure,active,ncl,egnt,19,37.0,2022-05-09t15:40:00.000,2022-05-09t15:50:00.000,2022-05-09t16:17:00.000,2022-05-09t16:17:00.000,2022-05-09t16:17:00.000,tfs,gcts,,a3,,2022-05-09t20:30:00.000,2022-05-09t20:41:00.000,jet2,ls,exs,517,ls517,exs517,12.0,,,,,,,,,
departure,active,ncl,egnt,25,19.0,2022-05-09t15:40:00.000,2022-05-09t15:55:00.000,2022-05-09t15:58:00.000,2022-05-09t15:58:00.000,2022-05-09t15:58:00.000,dlm,ltbs,i,,,2022-05-09t22:10:00.000,2022-05-09t21:59:00.000,jet2,ls,exs,561,ls561,exs561,,,,,,,,,,
departure,active,ncl,egnt,24,11.0,2022-05-09t15:50:00.000,2022-05-09t15:50:00.000,2022-05-09t16:01:00.000,2022-05-09t16:01:00.000,2022-05-09t16:01:00.000,fco,lirf,3,9,,2022-05-09t19:55:00.000,2022-05-09t19:29:00.000,jet2,ls,exs,537,ls537,exs537,,,,,,,,,,
departure,active,ncl,egnt,17,10.0,2022-05-09t16:30:00.000,2022-05-09t16:40:00.000,,,,jtr,lgsr,,,,2022-05-09t22:45:00.000,,jet2,ls,exs,575,ls575,exs575,,,,,,,,,,
departure,active,ncl,egnt,16,20.0,2022-05-10t06:00:00.000,2022-05-10t06:00:00.000,2022-05-10t06:19:00.000,2022-05-10t06:19:00.000,2022-05-10t06:19:00.000,alc,leal,,6a,,2022-05-10t10:05:00.000,2022-05-10t09:55:00.000,jet2,ls,exs,583,ls583,exs583,,,,,,,,,,
departure,active,ncl,egnt,2,,2022-05-10t06:30:00.000,2022-05-10t06:30:00.000,,,,adb,ltbj,i,5,,2022-05-10t13:00:00.000,,jet2,ls,exs,587,ls587,exs587,,,,,,,,,,
departure,active,ncl,egnt,6,,2022-05-10t06:45:00.000,2022-05-10t06:45:00.000,,,,fao,lpfr,,,,2022-05-10t10:05:00.000,,jet2,ls,exs,597,ls597,exs597,,,,,,,,,,
departure,active,ncl,egnt,,,2022-05-10t07:05:00.000,2022-05-10t07:05:00.000,,,,mah,lemh,ter1,6,,2022-05-10t11:00:00.000,,jet2,ls,exs,373,ls373,exs373,,,,,,,,,,
departure,active,ncl,egnt,,,2022-05-10t07:05:00.000,2022-05-10t07:05:00.000,,,,agp,lemg,,,,2022-05-10t11:30:00.000,,jet2,ls,exs,557,ls557,exs557,,,,,,,,,,
departure,active,ncl,egnt,,,2022-05-10t07:25:00.000,2022-05-10t07:25:00.000,,,,pmi,lepa,,04,,2022-05-10t11:20:00.000,,jet2,ls,exs,531,ls531,exs531,,,,,,,,,,
departure,active,ncl,egnt,,,2022-05-10t08:20:00.000,2022-05-10t08:20:00.000,,,,reu,lers,t1,1,,2022-05-10t12:05:00.000,,jet2,ls,exs,511,ls511,exs511,,,,,,,,,,
departure,active,ncl,egnt,19,16.0,2022-05-10t14:50:00.000,2022-05-10t15:06:00.000,,,,bjv,ltfe,i,,,2022-05-10t21:20:00.000,,jet2,ls,exs,519,ls519,exs519,,,,,,,,,,
departure,active,ncl,egnt,26,,2022-05-10t15:30:00.000,2022-05-10t15:30:00.000,,,,ace,gcrr,1,5,,2022-05-10t20:00:00.000,,jet2,ls,exs,545,ls545,exs545,,,,,,,,,,
departure,active,ncl,egnt,10,,2022-05-10t15:40:00.000,2022-05-10t15:40:00.000,,,,tfs,gcts,,a5,,2022-05-10t20:30:00.000,,jet2,ls,exs,517,ls517,exs517,,,,,,,,,,
departure,active,ncl,egnt,20,,2022-05-10t15:40:00.000,2022-05-10t15:40:00.000,,,,dlm,ltbs,i,,,2022-05-10t22:10:00.000,,jet2,ls,exs,561,ls561,exs561,,,,,,,,,,
departure,active,ncl,egnt,,,2022-05-10t15:50:00.000,2022-05-10t15:50:00.000,,,,lpa,gclp,,35,,2022-05-10t20:40:00.000,,jet2,ls,exs,541,ls541,exs541,,,,,,,,,,
departure,active,ncl,egnt,6,10.0,2022-05-10t16:40:00.000,2022-05-10t16:50:00.000,,,,her,lgir,,,,2022-05-10t22:55:00.000,,jet2,ls,exs,513,ls513,exs513,,,,,,,,,,
departure,active,ncl,egnt,,,2022-05-11t05:50:00.000,2022-05-11t05:50:00.000,,,,zth,lgza,,,,2022-05-11t11:50:00.000,,jet2,ls,exs,593,ls593,exs593,,,,,,,,,,
departure,active,ncl,egnt,,,2022-05-11t06:00:00.000,2022-05-11t06:00:00.000,,,,skg,lgts,,,,2022-05-11t11:55:00.000,,jet2,ls,exs,539,ls539,exs539,,,,,,,,,,
departure,active,ncl,egnt,,,2022-05-11t06:45:00.000,2022-05-11t06:45:00.000,,,,alc,leal,,6b,,2022-05-11t10:50:00.000,,jet2,ls,exs,583,ls583,exs583,,,,,,,,,,
departure,active,ncl,egnt,,,2022-05-11t06:45:00.000,2022-05-11t06:45:00.000,,,,fao,lpfr,,,,2022-05-11t10:05:00.000,,jet2,ls,exs,597,ls597,exs597,,,,,,,,,,
departure,active,ncl,egnt,,,2022-05-11t06:50:00.000,2022-05-11t06:50:00.000,,,,pmi,lepa,,08,,2022-05-11t10:45:00.000,,jet2,ls,exs,531,ls531,exs531,,,,,,,,,,
departure,active,ncl,egnt,,,2022-05-11t07:05:00.000,2022-05-11t07:05:00.000,,,,agp,lemg,,,,2022-05-11t11:30:00.000,,jet2,ls,exs,557,ls557,exs557,,,,,,,,,,
departure,active,ncl,egnt,10,22.0,2022-05-11t14:45:00.000,2022-05-11t15:07:00.000,,,,lca,lclk,,,,2022-05-11t21:50:00.000,,jet2,ls,exs,543,ls543,exs543,,,,,,,,,,
departure,active,ncl,egnt,16,10.0,2022-05-11t14:55:00.000,2022-05-11t15:05:00.000,,,,pfo,lcph,,,,2022-05-11t22:00:00.000,,jet2,ls,exs,515,ls515,exs515,,,,,,,,,,
departure,active,ncl,egnt,19,,2022-05-11t15:15:00.000,2022-05-11t15:15:00.000,,,,ayt,ltai,2,,,2022-05-11t21:50:00.000,,jet2,ls,exs,507,ls507,exs507,,,,,,,,,,
departure,active,ncl,egnt,,20.0,2022-05-11t15:40:00.000,2022-05-11t16:00:00.000,,,,kgs,lgko,,,,2022-05-11t21:55:00.000,,jet2,ls,exs,565,ls565,exs565,,,,,,,,,,
departure,active,ncl,egnt,,,2022-05-11t15:40:00.000,2022-05-11t15:40:00.000,,,,dlm,ltbs,i,,,2022-05-11t22:10:00.000,,jet2,ls,exs,561,ls561,exs561,,,,,,,,,,
departure,active,ncl,egnt,,15.0,2022-05-11t15:40:00.000,2022-05-11t15:55:00.000,,,,rho,lgrp,,,,2022-05-11t22:00:00.000,,jet2,ls,exs,581,ls581,exs581,,,,,,,,,,
departure,active,ncl,egnt,,5.0,2022-05-11t15:50:00.000,2022-05-11t15:55:00.000,,,,fue,gcfv,,5,,2022-05-11t20:30:00.000,,jet2,ls,exs,521,ls521,exs521,,,,,,,,,,
departure,active,ncl,egnt,19,,2022-05-12t06:35:00.000,2022-05-12t06:35:00.000,,,,cfu,lgkr,,,,2022-05-12t12:10:00.000,,jet2,ls,exs,527,ls527,exs527,,,,,,,,,,
departure,active,ncl,egnt,2,,2022-05-12t06:45:00.000,2022-05-12t06:45:00.000,,,,alc,leal,,4b,,2022-05-12t10:50:00.000,,jet2,ls,exs,583,ls583,exs583,,,,,,,,,,
departure,active,ncl,egnt,24,,2022-05-12t06:45:00.000,2022-05-12t06:45:00.000,,,,fao,lpfr,,,,2022-05-12t10:05:00.000,,jet2,ls,exs,597,ls597,exs597,,,,,,,,,,
departure,active,ncl,egnt,26,,2022-05-12t07:05:00.000,2022-05-12t07:05:00.000,,,,agp,lemg,,,,2022-05-12t11:30:00.000,,jet2,ls,exs,557,ls557,exs557,,,,,,,,,,
departure,active,ncl,egnt,17,,2022-05-12t07:15:00.000,2022-05-12t07:10:00.000,,,,mla,lmml,,,,2022-05-12t11:55:00.000,,jet2,ls,exs,573,ls573,exs573,,,,,,,,,,
departure,active,ncl,egnt,,,2022-05-12t07:30:00.000,2022-05-12t07:30:00.000,,,,pmi,lepa,,05,,2022-05-12t11:25:00.000,,jet2,ls,exs,531,ls531,exs531,,,,,,,,,,
departure,active,ncl,egnt,25,,2022-05-12t08:30:00.000,2022-05-12t08:30:00.000,,,,ibz,leib,1,8,,2022-05-12t12:35:00.000,,jet2,ls,exs,555,ls555,exs555,,,,,,,,,,
departure,active,ncl,egnt,19,17.0,2022-05-12t15:15:00.000,2022-05-12t15:15:00.000,2022-05-12t15:32:00.000,2022-05-12t15:32:00.000,2022-05-12t15:32:00.000,ayt,ltai,2,204,,2022-05-12t21:50:00.000,2022-05-12t21:35:00.000,jet2,ls,exs,507,ls507,exs507,,,,,,,,,,
departure,active,ncl,egnt,10,7.0,2022-05-12t15:30:00.000,2022-05-12t15:30:00.000,2022-05-12t15:37:00.000,2022-05-12t15:37:00.000,2022-05-12t15:37:00.000,ace,gcrr,1,7,,2022-05-12t20:00:00.000,2022-05-12t19:44:00.000,jet2,ls,exs,545,ls545,exs545,,,,,,,,,,
departure,active,ncl,egnt,20,15.0,2022-05-12t15:40:00.000,2022-05-12t15:40:00.000,2022-05-12t15:54:00.000,2022-05-12t15:54:00.000,2022-05-12t15:54:00.000,tfs,gcts,,a5,,2022-05-12t20:30:00.000,2022-05-12t20:14:00.000,jet2,ls,exs,517,ls517,exs517,,,,,,,,,,
departure,active,ncl,egnt,17,11.0,2022-05-12t15:40:00.000,2022-05-12t15:40:00.000,2022-05-12t15:50:00.000,2022-05-12t15:50:00.000,2022-05-12t15:50:00.000,dlm,ltbs,i,,,2022-05-12t22:10:00.000,2022-05-12t21:54:00.000,jet2,ls,exs,561,ls561,exs561,,,,,,,,,,
departure,active,ncl,egnt,26,12.0,2022-05-12t15:50:00.000,2022-05-12t15:50:00.000,2022-05-12t16:01:00.000,2022-05-12t16:01:00.000,2022-05-12t16:01:00.000,lpa,gclp,,33,,2022-05-12t20:40:00.000,2022-05-12t20:22:00.000,jet2,ls,exs,541,ls541,exs541,,,,,,,,,,
departure,active,ncl,egnt,19,15.0,2022-05-12t16:20:00.000,2022-05-12t16:35:00.000,,,,pmi,lepa,,4,,2022-05-12t20:15:00.000,,jet2,ls,exs,533,ls533,exs533,,,,,,,,,,
departure,active,ncl,egnt,21,22.0,2022-05-12t16:30:00.000,2022-05-12t16:31:00.000,2022-05-12t16:51:00.000,2022-05-12t16:51:00.000,2022-05-12t16:51:00.000,alc,leal,,3b,,2022-05-12t20:35:00.000,2022-05-12t20:20:00.000,jet2,ls,exs,585,ls585,exs585,,,,,,,,,,
