type,status,departure.iataCode,departure.icaoCode,departure.gate,departure.delay,departure.scheduledTime,departure.estimatedTime,departure.actualTime,departure.estimatedRunway,departure.actualRunway,arrival.iataCode,arrival.icaoCode,arrival.terminal,arrival.baggage,arrival.gate,arrival.scheduledTime,arrival.estimatedTime,airline.name,airline.iataCode,airline.icaoCode,flight.number,flight.iataNumber,flight.icaoNumber,arrival.delay,arrival.actualTime,arrival.estimatedRunway,arrival.actualRunway,codeshared.airline.name,codeshared.airline.iataCode,codeshared.airline.icaoCode,codeshared.flight.number,codeshared.flight.iataNumber,codeshared.flight.icaoNumber
departure,active,ncl,egnt,2,2.0,2022-01-01t11:20:00.000,2022-01-01t11:20:00.000,2022-01-01t11:21:00.000,2022-01-01t11:21:00.000,2022-01-01t11:21:00.000,dub,eidw,1,6,102,2022-01-01t12:30:00.000,2022-01-01t12:11:00.000,ryanair,fr,ryr,173,fr173,ryr173,,,,,,,,,,
departure,active,ncl,egnt,7,,2022-01-01t16:35:00.000,2022-01-01t16:35:00.000,,,,fao,lpfr,,,,2022-01-01t19:40:00.000,,ryanair,fr,ryr,2342,fr2342,ryr2342,,,,,,,,,,
departure,active,ncl,egnt,10,12.0,2022-01-02t08:30:00.000,2022-01-02t08:42:00.000,,,,wro,epwr,,,,2022-01-02t11:40:00.000,,ryanair,fr,ryr,8310,fr8310,ryr8310,,,,,,,,,,
departure,active,ncl,egnt,7,,2022-01-02t09:25:00.000,2022-01-02t09:25:00.000,,,,dub,eidw,1,5,106,2022-01-02t10:35:00.000,,ryanair,fr,ryr,173,fr173,ryr173,,,,,,,,,,
departure,active,ncl,egnt,,,2022-01-02t16:55:00.000,2022-01-02t16:55:00.000,,,,krk,epkk,t,,,2022-01-02t20:30:00.000,,ryanair,fr,ryr,7661,fr7661,ryr7661,,,,,,,,,,
departure,active,ncl,egnt,7,3.0,2022-01-02t17:55:00.000,2022-01-02t17:55:00.000,2022-01-02t17:58:00.000,2022-01-02t17:58:00.000,2022-01-02t17:58:00.000,alc,leal,,,,2022-01-02t21:50:00.000,2022-01-02t21:33:00.000,ryanair,fr,ryr,4080,fr4080,ryr4080,,,,,,,,,,
departure,active,ncl,egnt,7,,2022-01-02t19:30:00.000,2022-01-02t19:30:00.000,,,,agp,lemg,,,,2022-01-02t23:35:00.000,,ryanair,fr,ryr,5159,fr5159,ryr5159,,,,,,,,,,
departure,active,ncl,egnt,,13.0,2022-01-02t08:30:00.000,2022-01-02t08:40:00.000,2022-01-02t08:42:00.000,2022-01-02t08:42:00.000,2022-01-02t08:42:00.000,wro,epwr,,,,2022-01-02t11:33:00.000,2022-01-02t11:37:00.000,ryanair,fr,ryr,791,fr791,ryr791,5.0,,,,,,,,,
departure,active,ncl,egnt,20,14.0,2022-01-03t08:40:00.000,2022-01-03t08:40:00.000,2022-01-03t08:53:00.000,2022-01-03t08:53:00.000,2022-01-03t08:53:00.000,gdn,epgd,,,,2022-01-03t11:45:00.000,2022-01-03t11:40:00.000,ryanair,fr,ryr,8314,fr8314,ryr8314,,,,,,,,,,
departure,active,ncl,egnt,,,2022-01-03t11:20:00.000,2022-01-03t11:20:00.000,,,,dub,eidw,1,7,1xn,2022-01-03t12:30:00.000,,ryanair,fr,ryr,173,fr173,ryr173,,,,,,,,,,
departure,active,ncl,egnt,,,2022-01-03t19:25:00.000,2022-01-03t19:25:00.000,,,,agp,lemg,,,,2022-01-03t23:30:00.000,,ryanair,fr,ryr,5159,fr5159,ryr5159,,,,,,,,,,
departure,active,ncl,egnt,2,15.0,2022-01-04t09:05:00.000,2022-01-04t09:20:00.000,,,,krk,epkk,t,,,2022-01-04t12:40:00.000,,ryanair,fr,ryr,7661,fr7661,ryr7661,,,,,,,,,,
departure,active,ncl,egnt,,,2022-01-04t09:30:00.000,2022-01-04t09:30:00.000,,,,alc,leal,,,,2022-01-04t13:25:00.000,,ryanair,fr,ryr,4080,fr4080,ryr4080,,,,,,,,,,
departure,active,ncl,egnt,,,2022-01-04t11:20:00.000,2022-01-04t11:20:00.000,,,,dub,eidw,1,8,1xn,2022-01-04t12:30:00.000,,ryanair,fr,ryr,173,fr173,ryr173,,,,,,,,,,
departure,active,ncl,egnt,,,2022-01-05t11:20:00.000,2022-01-05t11:20:00.000,,,,dub,eidw,1,2,104,2022-01-05t12:30:00.000,,ryanair,fr,ryr,173,fr173,ryr173,,,,,,,,,,
departure,active,ncl,egnt,26,26.0,2022-01-05t18:05:00.000,2022-01-05t18:05:00.000,2022-01-05t18:30:00.000,2022-01-05t18:30:00.000,2022-01-05t18:30:00.000,fao,lpfr,,,,2022-01-05t21:10:00.000,2022-01-05t21:17:00.000,ryanair,fr,ryr,2342,fr2342,ryr2342,8.0,,,,,,,,,
departure,active,ncl,egnt,26,14.0,2022-01-06t09:00:00.000,2022-01-06t09:00:00.000,2022-01-06t09:13:00.000,2022-01-06t09:13:00.000,2022-01-06t09:13:00.000,krk,epkk,t,,,2022-01-06t12:35:00.000,2022-01-06t12:20:00.000,ryanair,fr,ryr,7661,fr7661,ryr7661,,,,,,,,,,
departure,active,ncl,egnt,,,2022-01-06t11:00:00.000,2022-01-06t11:00:00.000,,,,alc,leal,,,,2022-01-06t14:55:00.000,,ryanair,fr,ryr,4080,fr4080,ryr4080,,,,,,,,,,
departure,active,ncl,egnt,,,2022-01-06t11:20:00.000,2022-01-06t11:20:00.000,,,,dub,eidw,1,7,109,2022-01-06t12:30:00.000,,ryanair,fr,ryr,173,fr173,ryr173,,,,,,,,,,
departure,active,ncl,egnt,,,2022-01-06t15:05:00.000,2022-01-06t15:05:00.000,,,,wro,epwr,,,,2022-01-06t18:15:00.000,,ryanair,fr,ryr,8310,fr8310,ryr8310,,,,,,,,,,
departure,active,ncl,egnt,,10.0,2022-01-06t15:05:00.000,2022-01-06t15:15:00.000,,,,wro,epwr,,,,2022-01-06t18:15:00.000,,ryanair,fr,ryr,791,fr791,ryr791,,,,,,,,,,
departure,active,ncl,egnt,7,,2022-01-07t08:40:00.000,2022-01-07t08:40:00.000,,,,gdn,epgd,,,,2022-01-07t11:45:00.000,,ryanair,fr,ryr,8314,fr8314,ryr8314,,,,,,,,,,
departure,active,ncl,egnt,7,40.0,2022-01-07t11:20:00.000,2022-01-07t11:20:00.000,2022-01-07t11:59:00.000,2022-01-07t11:59:00.000,2022-01-07t11:59:00.000,dub,eidw,1,7,104,2022-01-07t12:30:00.000,2022-01-07t12:48:00.000,ryanair,fr,ryr,173,fr173,ryr173,18.0,,,,,,,,,
departure,active,ncl,egnt,7,19.0,2022-01-07t19:20:00.000,2022-01-07t19:20:00.000,2022-01-07t19:39:00.000,2022-01-07t19:39:00.000,2022-01-07t19:39:00.000,agp,lemg,,,,2022-01-07t23:25:00.000,2022-01-07t23:30:00.000,ryanair,fr,ryr,5159,fr5159,ryr5159,5.0,,,,,,,,,
departure,active,ncl,egnt,,,2022-01-08t11:20:00.000,2022-01-08t11:20:00.000,,,,dub,eidw,1,8,106,2022-01-08t12:30:00.000,,ryanair,fr,ryr,173,fr173,ryr173,,,,,,,,,,
departure,active,ncl,egnt,7,7.0,2022-01-08t16:35:00.000,2022-01-08t16:35:00.000,2022-01-08t16:42:00.000,2022-01-08t16:42:00.000,2022-01-08t16:42:00.000,fao,lpfr,,,,2022-01-08t19:40:00.000,2022-01-08t19:33:00.000,ryanair,fr,ryr,2342,fr2342,ryr2342,,,,,,,,,,
departure,active,ncl,egnt,,,2022-01-09t08:30:00.000,2022-01-09t08:30:00.000,,,,wro,epwr,,,,2022-01-09t11:40:00.000,,ryanair,fr,ryr,8310,fr8310,ryr8310,,,,,,,,,,
departure,active,ncl,egnt,10,,2022-01-09t09:25:00.000,2022-01-09t09:25:00.000,2022-01-09t09:23:00.000,2022-01-09t09:23:00.000,2022-01-09t09:23:00.000,dub,eidw,1,6,106,2022-01-09t10:35:00.000,,ryanair,fr,ryr,173,fr173,ryr173,,2022-01-09t10:15:00.000,2022-01-09t10:15:00.000,2022-01-09t10:15:00.000,,,,,,
departure,active,ncl,egnt,26,4.0,2022-01-09t16:55:00.000,2022-01-09t16:55:00.000,2022-01-09t16:58:00.000,2022-01-09t16:58:00.000,2022-01-09t16:58:00.000,krk,epkk,t,,,2022-01-09t20:30:00.000,,ryanair,fr,ryr,7661,fr7661,ryr7661,,,,,,,,,,
departure,active,ncl,egnt,,,2022-01-09t17:55:00.000,2022-01-09t17:55:00.000,,,,alc,leal,,7b,,2022-01-09t21:50:00.000,,ryanair,fr,ryr,4080,fr4080,ryr4080,,,,,,,,,,
departure,active,ncl,egnt,7,28.0,2022-01-09t19:30:00.000,2022-01-09t19:30:00.000,2022-01-09t19:57:00.000,2022-01-09t19:57:00.000,2022-01-09t19:57:00.000,agp,lemg,,,,2022-01-09t23:35:00.000,2022-01-09t23:51:00.000,ryanair,fr,ryr,5159,fr5159,ryr5159,17.0,,,,,,,,,
departure,active,ncl,egnt,,10.0,2022-01-09t08:30:00.000,2022-01-09t08:40:00.000,,,,wro,epwr,,,,2022-01-09t11:32:00.000,,ryanair,fr,ryr,791,fr791,ryr791,,,,,,,,,,
departure,active,ncl,egnt,1,2.0,2022-01-10t11:20:00.000,2022-01-10t11:20:00.000,2022-01-10t11:22:00.000,2022-01-10t11:22:00.000,2022-01-10t11:22:00.000,dub,eidw,1,6,102,2022-01-10t12:30:00.000,2022-01-10t12:09:00.000,ryanair,fr,ryr,173,fr173,ryr173,,2022-01-10t12:06:00.000,2022-01-10t12:06:00.000,2022-01-10t12:06:00.000,,,,,,
departure,active,ncl,egnt,20,13.0,2022-01-10t19:25:00.000,2022-01-10t19:25:00.000,2022-01-10t19:37:00.000,2022-01-10t19:37:00.000,2022-01-10t19:37:00.000,agp,lemg,,,,2022-01-10t23:30:00.000,2022-01-10t23:30:00.000,ryanair,fr,ryr,5159,fr5159,ryr5159,,,,,,,,,,
departure,active,ncl,egnt,,,2022-01-13t09:00:00.000,2022-01-13t09:00:00.000,,,,krk,epkk,t,,,2022-01-13t12:35:00.000,,ryanair,fr,ryr,7661,fr7661,ryr7661,,,,,,,,,,
departure,active,ncl,egnt,7,28.0,2022-01-13t11:00:00.000,2022-01-13t11:00:00.000,2022-01-13t11:28:00.000,2022-01-13t11:28:00.000,2022-01-13t11:28:00.000,alc,leal,,,,2022-01-13t14:55:00.000,2022-01-13t15:04:00.000,ryanair,fr,ryr,4080,fr4080,ryr4080,10.0,,,,,,,,,
departure,active,ncl,egnt,7,14.0,2022-01-14t11:20:00.000,2022-01-14t11:20:00.000,2022-01-14t11:33:00.000,2022-01-14t11:33:00.000,2022-01-14t11:33:00.000,dub,eidw,1,6,110,2022-01-14t12:30:00.000,2022-01-14t12:24:00.000,ryanair,fr,ryr,173,fr173,ryr173,,,,,,,,,,
departure,active,ncl,egnt,20,8.0,2022-01-14t19:20:00.000,2022-01-14t19:20:00.000,2022-01-14t19:28:00.000,2022-01-14t19:28:00.000,2022-01-14t19:28:00.000,agp,lemg,,,,2022-01-14t23:25:00.000,2022-01-14t23:21:00.000,ryanair,fr,ryr,5159,fr5159,ryr5159,,,,,,,,,,
departure,active,ncl,egnt,2,,2022-01-15t11:20:00.000,2022-01-15t11:20:00.000,,,,dub,eidw,1,4,113,2022-01-15t12:30:00.000,,ryanair,fr,ryr,173,fr173,ryr173,,,,,,,,,,
departure,active,ncl,egnt,7,9.0,2022-01-16t09:25:00.000,2022-01-16t09:25:00.000,2022-01-16t09:33:00.000,2022-01-16t09:33:00.000,2022-01-16t09:33:00.000,dub,eidw,1,8,108,2022-01-16t10:35:00.000,2022-01-16t10:20:00.000,ryanair,fr,ryr,173,fr173,ryr173,,,,,,,,,,
departure,active,ncl,egnt,26,28.0,2022-01-16t16:55:00.000,2022-01-16t16:55:00.000,2022-01-16t17:22:00.000,2022-01-16t17:22:00.000,2022-01-16t17:22:00.000,krk,epkk,t,,,2022-01-16t20:30:00.000,2022-01-16t20:24:00.000,ryanair,fr,ryr,7661,fr7661,ryr7661,,,,,,,,,,
departure,active,ncl,egnt,7,8.0,2022-01-16t17:55:00.000,2022-01-16t17:55:00.000,2022-01-16t18:02:00.000,2022-01-16t18:02:00.000,2022-01-16t18:02:00.000,alc,leal,,,,2022-01-16t21:50:00.000,2022-01-16t21:33:00.000,ryanair,fr,ryr,4080,fr4080,ryr4080,,,,,,,,,,
departure,active,ncl,egnt,2,,2022-01-17t11:20:00.000,2022-01-17t11:20:00.000,,,,dub,eidw,1,4,106,2022-01-17t12:30:00.000,,ryanair,fr,ryr,173,fr173,ryr173,,,,,,,,,,
departure,active,ncl,egnt,,,2022-01-17t19:25:00.000,2022-01-17t19:25:00.000,,,,agp,lemg,,,,2022-01-17t23:30:00.000,,ryanair,fr,ryr,5159,fr5159,ryr5159,,,,,,,,,,
departure,active,ncl,egnt,26,,2022-01-20t09:00:00.000,2022-01-20t09:00:00.000,,,,krk,epkk,t,,,2022-01-20t12:35:00.000,,ryanair,fr,ryr,7661,fr7661,ryr7661,,,,,,,,,,
departure,active,ncl,egnt,7,24.0,2022-01-20t11:00:00.000,2022-01-20t11:06:00.000,2022-01-20t11:23:00.000,2022-01-20t11:23:00.000,2022-01-20t11:23:00.000,alc,leal,,,,2022-01-20t14:55:00.000,2022-01-20t14:56:00.000,ryanair,fr,ryr,4080,fr4080,ryr4080,1.0,,,,,,,,,
departure,active,ncl,egnt,,,2022-01-21t11:20:00.000,2022-01-21t11:20:00.000,,,,dub,eidw,1,3,103,2022-01-21t12:30:00.000,,ryanair,fr,ryr,173,fr173,ryr173,,,,,,,,,,
departure,active,ncl,egnt,20,,2022-01-21t19:20:00.000,2022-01-21t19:20:00.000,,,,agp,lemg,,,,2022-01-21t23:25:00.000,,ryanair,fr,ryr,5159,fr5159,ryr5159,,,,,,,,,,
departure,active,ncl,egnt,2,,2022-01-22t11:20:00.000,2022-01-22t11:20:00.000,,,,dub,eidw,1,9,103,2022-01-22t12:30:00.000,,ryanair,fr,ryr,173,fr173,ryr173,,,,,,,,,,
departure,active,ncl,egnt,7,6.0,2022-01-23t09:25:00.000,2022-01-23t09:25:00.000,2022-01-23t09:31:00.000,2022-01-23t09:31:00.000,2022-01-23t09:31:00.000,dub,eidw,1,3,108,2022-01-23t10:35:00.000,2022-01-23t10:16:00.000,ryanair,fr,ryr,173,fr173,ryr173,,,,,,,,,,
departure,active,ncl,egnt,26,,2022-01-23t16:55:00.000,2022-01-23t16:55:00.000,2022-01-23t16:55:00.000,2022-01-23t16:55:00.000,2022-01-23t16:55:00.000,krk,epkk,t,,,2022-01-23t20:30:00.000,2022-01-23t20:03:00.000,ryanair,fr,ryr,7661,fr7661,ryr7661,,,,,,,,,,
departure,active,ncl,egnt,7,14.0,2022-01-23t17:55:00.000,2022-01-23t17:55:00.000,2022-01-23t18:08:00.000,2022-01-23t18:08:00.000,2022-01-23t18:08:00.000,alc,leal,,7b,,2022-01-23t21:50:00.000,2022-01-23t21:41:00.000,ryanair,fr,ryr,4080,fr4080,ryr4080,,,,,,,,,,
departure,active,ncl,egnt,1,,2022-01-24t11:20:00.000,2022-01-24t11:20:00.000,,,,dub,eidw,1,5,106,2022-01-24t12:30:00.000,,ryanair,fr,ryr,173,fr173,ryr173,,,,,,,,,,
departure,active,ncl,egnt,20,12.0,2022-01-24t19:25:00.000,2022-01-24t19:25:00.000,2022-01-24t19:36:00.000,2022-01-24t19:36:00.000,2022-01-24t19:36:00.000,agp,lemg,,,,2022-01-24t23:30:00.000,2022-01-24t23:28:00.000,ryanair,fr,ryr,5159,fr5159,ryr5159,,,,,,,,,,
departure,active,ncl,egnt,26,,2022-01-27t09:00:00.000,2022-01-27t09:00:00.000,,,,krk,epkk,t,,,2022-01-27t12:35:00.000,,ryanair,fr,ryr,7661,fr7661,ryr7661,,,,,,,,,,
departure,active,ncl,egnt,10,9.0,2022-01-27t11:00:00.000,2022-01-27t11:00:00.000,2022-01-27t11:08:00.000,2022-01-27t11:08:00.000,2022-01-27t11:08:00.000,alc,leal,,5b,,2022-01-27t14:55:00.000,2022-01-27t14:34:00.000,ryanair,fr,ryr,4080,fr4080,ryr4080,,,,,,,,,,
departure,active,ncl,egnt,7,4.0,2022-01-28t11:20:00.000,2022-01-28t11:20:00.000,2022-01-28t11:23:00.000,2022-01-28t11:23:00.000,2022-01-28t11:23:00.000,dub,eidw,1,3,106,2022-01-28t12:30:00.000,2022-01-28t12:07:00.000,ryanair,fr,ryr,173,fr173,ryr173,,,,,,,,,,
departure,active,ncl,egnt,20,,2022-01-28t19:20:00.000,2022-01-28t19:20:00.000,,,,agp,lemg,,,,2022-01-28t23:25:00.000,,ryanair,fr,ryr,5159,fr5159,ryr5159,,,,,,,,,,
departure,active,ncl,egnt,2,,2022-01-29t11:20:00.000,2022-01-29t11:20:00.000,,,,dub,eidw,1,3,102,2022-01-29t12:30:00.000,,ryanair,fr,ryr,173,fr173,ryr173,,,,,,,,,,
departure,active,ncl,egnt,10,,2022-01-30t09:25:00.000,2022-01-30t09:25:00.000,,,,dub,eidw,1,5,102,2022-01-30t10:35:00.000,,ryanair,fr,ryr,173,fr173,ryr173,,,,,,,,,,
departure,active,ncl,egnt,26,30.0,2022-01-30t16:55:00.000,2022-01-30t17:25:00.000,,,,krk,epkk,t,,,2022-01-30t20:30:00.000,,ryanair,fr,ryr,7661,fr7661,ryr7661,,,,,,,,,,
departure,active,ncl,egnt,7,19.0,2022-01-30t17:55:00.000,2022-01-30t17:55:00.000,2022-01-30t18:14:00.000,2022-01-30t18:14:00.000,2022-01-30t18:14:00.000,alc,leal,,7b,,2022-01-30t21:50:00.000,2022-01-30t21:48:00.000,ryanair,fr,ryr,4080,fr4080,ryr4080,,,,,,,,,,
departure,active,ncl,egnt,1,9.0,2022-01-31t11:20:00.000,2022-01-31t11:20:00.000,2022-01-31t11:28:00.000,2022-01-31t11:28:00.000,2022-01-31t11:28:00.000,dub,eidw,1,5,105,2022-01-31t12:30:00.000,2022-01-31t12:10:00.000,ryanair,fr,ryr,173,fr173,ryr173,,,,,,,,,,
departure,active,ncl,egnt,20,,2022-01-31t19:25:00.000,2022-01-31t19:25:00.000,,,,agp,lemg,,,,2022-01-31t23:30:00.000,,ryanair,fr,ryr,5159,fr5159,ryr5159,,,,,,,,,,
departure,active,ncl,egnt,7,1.0,2022-01-01t11:15:00.000,2022-01-01t11:15:00.000,2022-01-01t11:16:00.000,2022-01-01t11:16:00.000,2022-01-01t11:16:00.000,fra,eddf,1,,,2022-01-01t14:00:00.000,2022-01-01t13:37:00.000,lufthansa,lh,dlh,967,lh967,dlh967,,,,,,,,,,
departure,active,ncl,egnt,19,,2022-01-03t16:35:00.000,2022-01-03t16:35:00.000,,,,fra,eddf,1,,,2022-01-03t19:20:00.000,,lufthansa,lh,dlh,951,lh951,dlh951,,,,,,,,,,
departure,active,ncl,egnt,,,2022-01-05t16:35:00.000,2022-01-05t16:35:00.000,,,,fra,eddf,1,,,2022-01-05t19:20:00.000,,lufthansa,lh,dlh,951,lh951,dlh951,,,,,,,,,,
departure,active,ncl,egnt,24,,2022-01-06t11:15:00.000,2022-01-06t11:15:00.000,,,,fra,eddf,1,,z24,2022-01-06t14:00:00.000,,lufthansa,lh,dlh,967,lh967,dlh967,,,,,,,,,,
departure,active,ncl,egnt,7,4.0,2022-01-07t16:35:00.000,2022-01-07t16:35:00.000,2022-01-07t16:38:00.000,2022-01-07t16:38:00.000,2022-01-07t16:38:00.000,fra,eddf,1,,b27,2022-01-07t19:20:00.000,2022-01-07t19:01:00.000,lufthansa,lh,dlh,951,lh951,dlh951,,,,,,,,,,
departure,active,ncl,egnt,20,,2022-01-08t11:15:00.000,2022-01-08t11:15:00.000,,,,fra,eddf,1,,,2022-01-08t14:00:00.000,,lufthansa,lh,dlh,967,lh967,dlh967,,,,,,,,,,
departure,active,ncl,egnt,20,,2022-01-01t09:25:00.000,2022-01-01t09:25:00.000,,,,ams,eham,,8,a08,2022-01-01t11:45:00.000,,klm,kl,klm,958,kl958,klm958,,,,,,,,,,
departure,active,ncl,egnt,20,1.0,2022-01-01t11:00:00.000,2022-01-01t11:00:00.000,2022-01-01t11:00:00.000,2022-01-01t11:00:00.000,2022-01-01t11:00:00.000,ams,eham,,12,d55,2022-01-01t13:20:00.000,,klm,kl,klm,960,kl960,klm960,,2022-01-01t12:52:00.000,2022-01-01t12:52:00.000,2022-01-01t12:52:00.000,,,,,,
departure,active,ncl,egnt,20,,2022-01-02t06:00:00.000,2022-01-02t06:00:00.000,,,,ams,eham,,8,a08,2022-01-02t08:20:00.000,,klm,kl,klm,952,kl952,klm952,,,,,,,,,,
departure,active,ncl,egnt,20,,2022-01-02t09:25:00.000,2022-01-02t09:25:00.000,,,,ams,eham,,8,a08,2022-01-02t11:45:00.000,,klm,kl,klm,958,kl958,klm958,,,,,,,,,,
departure,active,ncl,egnt,20,,2022-01-02t11:00:00.000,2022-01-02t11:00:00.000,,,,ams,eham,2,10,d23,2022-01-02t13:20:00.000,,klm,kl,klm,960,kl960,klm960,,,,,,,,,,
departure,active,ncl,egnt,20,16.0,2022-01-02t17:30:00.000,2022-01-02t17:30:00.000,2022-01-02t17:46:00.000,2022-01-02t17:46:00.000,2022-01-02t17:46:00.000,ams,eham,2,11,d27,2022-01-02t19:50:00.000,2022-01-02t19:42:00.000,klm,kl,klm,964,kl964,klm964,,,,,,,,,,
departure,active,ncl,egnt,,,2022-01-03t06:00:00.000,2022-01-03t06:00:00.000,,,,ams,eham,,,a08,2022-01-03t08:20:00.000,,klm,kl,klm,952,kl952,klm952,,,,,,,,,,
departure,active,ncl,egnt,7,,2022-01-03t09:25:00.000,2022-01-03t09:25:00.000,,,,ams,eham,,12,a08,2022-01-03t11:45:00.000,,klm,kl,klm,958,kl958,klm958,,,,,,,,,,
departure,active,ncl,egnt,,,2022-01-03t13:25:00.000,2022-01-03t13:25:00.000,,,,ams,eham,,12,d18,2022-01-03t15:45:00.000,,klm,kl,klm,960,kl960,klm960,,,,,,,,,,
departure,active,ncl,egnt,,,2022-01-03t17:30:00.000,2022-01-03t17:30:00.000,,,,ams,eham,,,d57,2022-01-03t19:50:00.000,,klm,kl,klm,964,kl964,klm964,,,,,,,,,,
departure,active,ncl,egnt,20,41.0,2022-01-04t06:00:00.000,2022-01-04t06:00:00.000,2022-01-04t06:40:00.000,2022-01-04t06:40:00.000,2022-01-04t06:40:00.000,ams,eham,,8,a08,2022-01-04t08:20:00.000,2022-01-04t08:34:00.000,klm,kl,klm,952,kl952,klm952,14.0,,,,,,,,,
departure,active,ncl,egnt,,,2022-01-04t09:25:00.000,2022-01-04t09:25:00.000,,,,ams,eham,,13,a08,2022-01-04t11:45:00.000,,klm,kl,klm,958,kl958,klm958,,,,,,,,,,
departure,active,ncl,egnt,,,2022-01-04t13:25:00.000,2022-01-04t13:25:00.000,,,,ams,eham,,,a08,2022-01-04t15:45:00.000,,klm,kl,klm,960,kl960,klm960,,,,,,,,,,
departure,active,ncl,egnt,20,,2022-01-04t17:30:00.000,2022-01-04t17:30:00.000,2022-01-04t17:30:00.000,2022-01-04t17:30:00.000,2022-01-04t17:30:00.000,ams,eham,2,11,d44,2022-01-04t19:50:00.000,2022-01-04t19:27:00.000,klm,kl,klm,964,kl964,klm964,,,,,,,,,,
departure,active,ncl,egnt,20,,2022-01-05t06:00:00.000,2022-01-05t06:00:00.000,,,,ams,eham,,13,a08,2022-01-05t08:20:00.000,,klm,kl,klm,952,kl952,klm952,,,,,,,,,,
departure,cancelled,ncl,egnt,,,2022-01-05t09:25:00.000,,,,,ams,eham,,,,2022-01-05t11:45:00.000,,klm,kl,klm,958,kl958,klm958,,,,,,,,,,
departure,active,ncl,egnt,20,33.0,2022-01-05t13:25:00.000,2022-01-05t13:40:00.000,2022-01-05t13:57:00.000,2022-01-05t13:57:00.000,2022-01-05t13:57:00.000,ams,eham,,8,a08,2022-01-05t15:45:00.000,2022-01-05t15:49:00.000,klm,kl,klm,960,kl960,klm960,5.0,,,,,,,,,
departure,active,ncl,egnt,,40.0,2022-01-05t17:30:00.000,2022-01-05t18:10:00.000,,,,ams,eham,,,d51,2022-01-05t19:50:00.000,,klm,kl,klm,964,kl964,klm964,,,,,,,,,,
departure,active,ncl,egnt,20,,2022-01-06t06:00:00.000,2022-01-06t06:00:00.000,2022-01-06t05:59:00.000,2022-01-06t05:59:00.000,2022-01-06t05:59:00.000,ams,eham,,13,a08,2022-01-06t08:20:00.000,2022-01-06t07:56:00.000,klm,kl,klm,952,kl952,klm952,,,,,,,,,,
departure,active,ncl,egnt,20,40.0,2022-01-06t09:25:00.000,2022-01-06t10:05:00.000,,,,ams,eham,,13,a08,2022-01-06t11:45:00.000,,klm,kl,klm,958,kl958,klm958,,,,,,,,,,
departure,active,ncl,egnt,,,2022-01-06t13:25:00.000,2022-01-06t13:25:00.000,,,,ams,eham,,,a08,2022-01-06t15:45:00.000,,klm,kl,klm,960,kl960,klm960,,,,,,,,,,
departure,active,ncl,egnt,,30.0,2022-01-06t17:30:00.000,2022-01-06t18:00:00.000,,,,ams,eham,2,13,e9,2022-01-06t19:50:00.000,,klm,kl,klm,964,kl964,klm964,,,,,,,,,,
departure,active,ncl,egnt,,,2022-01-07t06:00:00.000,2022-01-07t06:00:00.000,,,,ams,eham,,,a08,2022-01-07t08:20:00.000,,klm,kl,klm,952,kl952,klm952,,,,,,,,,,
departure,active,ncl,egnt,,,2022-01-07t09:25:00.000,2022-01-07t09:25:00.000,,,,ams,eham,,8,a08,2022-01-07t11:45:00.000,,klm,kl,klm,958,kl958,klm958,,,,,,,,,,
departure,active,ncl,egnt,20,,2022-01-07t13:25:00.000,2022-01-07t13:25:00.000,2022-01-07t13:23:00.000,2022-01-07t13:23:00.000,2022-01-07t13:23:00.000,ams,eham,,13,a08,2022-01-07t15:45:00.000,2022-01-07t15:21:00.000,klm,kl,klm,960,kl960,klm960,,,,,,,,,,
departure,active,ncl,egnt,20,,2022-01-07t17:30:00.000,2022-01-07t17:30:00.000,2022-01-07t17:25:00.000,2022-01-07t17:25:00.000,2022-01-07t17:25:00.000,ams,eham,2,10,d41,2022-01-07t19:50:00.000,,klm,kl,klm,964,kl964,klm964,,2022-01-07t19:18:00.000,2022-01-07t19:18:00.000,2022-01-07t19:18:00.000,,,,,,
departure,cancelled,ncl,egnt,,,2022-01-08t06:00:00.000,,,,,ams,eham,,,,2022-01-08t08:20:00.000,,klm,kl,klm,952,kl952,klm952,,,,,,,,,,
departure,active,ncl,egnt,20,5.0,2022-01-08t09:25:00.000,2022-01-08t09:33:00.000,2022-01-08t09:30:00.000,2022-01-08t09:30:00.000,2022-01-08t09:30:00.000,ams,eham,,13,a08,2022-01-08t11:45:00.000,,klm,kl,klm,958,kl958,klm958,,,,,,,,,,
departure,active,ncl,egnt,,15.0,2022-01-08t13:25:00.000,2022-01-08t13:40:00.000,,,,ams,eham,,12,d3,2022-01-08t15:45:00.000,,klm,kl,klm,960,kl960,klm960,,,,,,,,,,
departure,active,ncl,egnt,20,,2022-01-08t17:30:00.000,2022-01-08t17:30:00.000,,,,ams,eham,,8,a08,2022-01-08t19:50:00.000,,klm,kl,klm,964,kl964,klm964,,,,,,,,,,
departure,active,ncl,egnt,,,2022-01-09t06:00:00.000,2022-01-09t06:00:00.000,,,,ams,eham,,13,a08,2022-01-09t08:20:00.000,,klm,kl,klm,952,kl952,klm952,,,,,,,,,,
departure,active,ncl,egnt,20,5.0,2022-01-09t09:25:00.000,2022-01-09t09:25:00.000,2022-01-09t09:29:00.000,2022-01-09t09:29:00.000,2022-01-09t09:29:00.000,ams,eham,,13,a08,2022-01-09t11:45:00.000,2022-01-09t11:24:00.000,klm,kl,klm,958,kl958,klm958,,,,,,,,,,
