type,status,departure.iataCode,departure.icaoCode,departure.delay,departure.scheduledTime,departure.estimatedTime,departure.actualTime,departure.estimatedRunway,departure.actualRunway,arrival.iataCode,arrival.icaoCode,arrival.terminal,arrival.scheduledTime,arrival.estimatedTime,airline.name,airline.iataCode,airline.icaoCode,flight.number,flight.iataNumber,flight.icaoNumber,arrival.baggage,arrival.gate,arrival.delay,arrival.actualTime,arrival.estimatedRunway,arrival.actualRunway,departure.gate,codeshared.airline.name,codeshared.airline.iataCode,codeshared.airline.icaoCode,codeshared.flight.number,codeshared.flight.iataNumber,codeshared.flight.icaoNumber
departure,active,brs,eggd,2.0,2022-01-07t07:05:00.000,2022-01-07t07:05:00.000,2022-01-07t07:06:00.000,2022-01-07t07:06:00.000,2022-01-07t07:06:00.000,wmi,epmo,,2022-01-07t10:30:00.000,2022-01-07t10:16:00.000,ryanair,fr,ryr,4135,fr4135,ryr4135,,,,,,,,,,,,,
departure,active,brs,eggd,3.0,2022-01-07t07:50:00.000,2022-01-07t07:50:00.000,2022-01-07t07:53:00.000,2022-01-07t07:53:00.000,2022-01-07t07:53:00.000,dub,eidw,1,2022-01-07t08:55:00.000,2022-01-07t08:40:00.000,ryanair,fr,ryr,505,fr505,ryr505,3,103,,2022-01-07t08:40:00.000,2022-01-07t08:40:00.000,2022-01-07t08:40:00.000,,,,,,,
departure,active,brs,eggd,7.0,2022-01-07t08:15:00.000,2022-01-07t08:15:00.000,2022-01-07t08:21:00.000,2022-01-07t08:21:00.000,2022-01-07t08:21:00.000,vie,loww,,2022-01-07t11:40:00.000,2022-01-07t11:16:00.000,ryanair,fr,ryr,7307,fr7307,ryr7307,,,,,,,,,,,,,
departure,active,brs,eggd,7.0,2022-01-07t09:05:00.000,2022-01-07t09:05:00.000,2022-01-07t09:11:00.000,2022-01-07t09:11:00.000,2022-01-07t09:11:00.000,svq,lezl,1,2022-01-07t12:35:00.000,2022-01-07t12:29:00.000,ryanair,fr,ryr,6690,fr6690,ryr6690,6,,,,,,,,,,,,
departure,active,brs,eggd,25.0,2022-01-07t11:20:00.000,2022-01-07t11:30:00.000,2022-01-07t11:45:00.000,2022-01-07t11:45:00.000,2022-01-07t11:45:00.000,kun,eyka,,2022-01-07t16:05:00.000,2022-01-07t16:13:00.000,ryanair,fr,ryr,8681,fr8681,ryr8681,,,8.0,,,,,,,,,,
departure,active,brs,eggd,,2022-01-07t12:00:00.000,2022-01-07t12:00:00.000,,,,trn,limf,,2022-01-07t14:55:00.000,,ryanair,fr,ryr,4899,fr4899,ryr4899,,,,,,,,,,,,,
departure,active,brs,eggd,13.0,2022-01-07t12:30:00.000,2022-01-07t12:30:00.000,2022-01-07t12:43:00.000,2022-01-07t12:43:00.000,2022-01-07t12:43:00.000,alc,leal,,2022-01-07t15:55:00.000,2022-01-07t15:53:00.000,ryanair,fr,ryr,8296,fr8296,ryr8296,,,,,,,,,,,,,
departure,active,brs,eggd,8.0,2022-01-07t13:00:00.000,2022-01-07t13:00:00.000,2022-01-07t13:07:00.000,2022-01-07t13:07:00.000,2022-01-07t13:07:00.000,gdn,epgd,,2022-01-07t16:20:00.000,2022-01-07t16:04:00.000,ryanair,fr,ryr,8254,fr8254,ryr8254,,,,,,,,,,,,,
departure,active,brs,eggd,28.0,2022-01-07t13:25:00.000,2022-01-07t13:25:00.000,2022-01-07t13:52:00.000,2022-01-07t13:52:00.000,2022-01-07t13:52:00.000,ace,gcrr,1,2022-01-07t17:15:00.000,2022-01-07t17:33:00.000,ryanair,fr,ryr,4755,fr4755,ryr4755,2,,19.0,,,,,,,,,,
departure,active,brs,eggd,15.0,2022-01-07t13:30:00.000,2022-01-07t13:45:00.000,,,,noc,eikn,,2022-01-07t14:45:00.000,,ryanair,fr,ryr,8202,fr8202,ryr8202,,,,,,,,,,,,,
departure,active,brs,eggd,,2022-01-07t14:00:00.000,2022-01-07t14:00:00.000,,,,dub,eidw,1,2022-01-07t15:05:00.000,,ryanair,fr,ryr,507,fr507,ryr507,3,102,,,,,,,,,,,
departure,unknown,brs,eggd,,2022-01-07t14:25:00.000,2022-01-07t14:25:00.000,,,,bcn,lebl,2,2022-01-07t17:30:00.000,,ryanair,fr,ryr,7514,fr7514,ryr7514,45,,,,,,,,,,,,
departure,active,brs,eggd,,2022-01-07t16:45:00.000,2022-01-07t16:45:00.000,,,,vlc,levc,1,2022-01-07t20:00:00.000,,ryanair,fr,ryr,4440,fr4440,ryr4440,10,,,,,,,,,,,,
departure,active,brs,eggd,50.0,2022-01-07t17:15:00.000,2022-01-07t17:15:00.000,2022-01-07t18:05:00.000,2022-01-07t18:05:00.000,2022-01-07t18:05:00.000,agp,lemg,,2022-01-07t20:55:00.000,2022-01-07t21:24:00.000,ryanair,fr,ryr,8121,fr8121,ryr8121,,,30.0,,,,,,,,,,
departure,active,brs,eggd,,2022-01-07t18:50:00.000,2022-01-07t18:50:00.000,,,,dub,eidw,1,2022-01-07t19:55:00.000,,ryanair,fr,ryr,509,fr509,ryr509,4,107,,,,,,,,,,,
departure,active,brs,eggd,15.0,2022-01-07t20:25:00.000,2022-01-07t20:25:00.000,2022-01-07t20:39:00.000,2022-01-07t20:39:00.000,2022-01-07t20:39:00.000,cgn,eddk,2,2022-01-07t22:50:00.000,2022-01-07t22:43:00.000,ryanair,fr,ryr,1591,fr1591,ryr1591,,,,,,,,,,,,,
departure,scheduled,brs,eggd,70.0,2022-01-07t18:00:00.000,2022-01-07t19:10:00.000,,,,dub,eidw,,2022-01-07t18:57:00.000,,ryanair,fr,ryr,91,fr91,ryr91,,,,,,,,,,,,,
departure,active,brs,eggd,2.0,2022-01-08t06:45:00.000,2022-01-08t06:45:00.000,2022-01-08t06:46:00.000,2022-01-08t06:46:00.000,2022-01-08t06:46:00.000,agp,lemg,,2022-01-08t10:25:00.000,2022-01-08t10:10:00.000,ryanair,fr,ryr,8121,fr8121,ryr8121,,,,,,,,,,,,,
departure,active,brs,eggd,,2022-01-08t07:05:00.000,2022-01-08t07:05:00.000,,,,sof,lbsf,2,2022-01-08t12:15:00.000,,ryanair,fr,ryr,6060,fr6060,ryr6060,,,,,,,,,,,,,
departure,active,brs,eggd,,2022-01-08t07:15:00.000,2022-01-08t07:15:00.000,,,,tfs,gcts,,2022-01-08t11:25:00.000,,ryanair,fr,ryr,4753,fr4753,ryr4753,b1,,,,,,,,,,,,
departure,active,brs,eggd,47.0,2022-01-08t07:45:00.000,2022-01-08t07:45:00.000,2022-01-08t08:31:00.000,2022-01-08t08:31:00.000,2022-01-08t08:31:00.000,gnb,lfls,,2022-01-08t10:30:00.000,2022-01-08t10:53:00.000,ryanair,fr,ryr,1027,fr1027,ryr1027,,,23.0,,,,,,,,,,
departure,active,brs,eggd,16.0,2022-01-08t08:05:00.000,2022-01-08t08:05:00.000,2022-01-08t08:21:00.000,2022-01-08t08:21:00.000,2022-01-08t08:21:00.000,dub,eidw,1,2022-01-08t09:10:00.000,2022-01-08t09:06:00.000,ryanair,fr,ryr,505,fr505,ryr505,8,106,,,,,,,,,,,
departure,active,brs,eggd,,2022-01-08t12:05:00.000,2022-01-08t12:05:00.000,,,,tsf,liph,,2022-01-08t15:20:00.000,,ryanair,fr,ryr,3176,fr3176,ryr3176,,,,,,,,,,,,,
departure,active,brs,eggd,10.0,2022-01-08t13:00:00.000,2022-01-08t13:00:00.000,2022-01-08t13:10:00.000,2022-01-08t13:10:00.000,2022-01-08t13:10:00.000,bud,lhbp,2b,2022-01-08t16:30:00.000,2022-01-08t16:23:00.000,ryanair,fr,ryr,8206,fr8206,ryr8206,,,,,,,,,,,,,
departure,active,brs,eggd,3.0,2022-01-08t14:00:00.000,2022-01-08t14:00:00.000,2022-01-08t14:03:00.000,2022-01-08t14:03:00.000,2022-01-08t14:03:00.000,dub,eidw,1,2022-01-08t15:05:00.000,,ryanair,fr,ryr,507,fr507,ryr507,4,105,,2022-01-08t14:44:00.000,2022-01-08t14:44:00.000,2022-01-08t14:44:00.000,,,,,,,
departure,active,brs,eggd,42.0,2022-01-08t14:20:00.000,2022-01-08t14:30:00.000,2022-01-08t15:02:00.000,2022-01-08t15:02:00.000,2022-01-08t15:02:00.000,mad,lemd,1,2022-01-08t17:25:00.000,2022-01-08t17:55:00.000,ryanair,fr,ryr,155,fr155,ryr155,07,,30.0,,,,,,,,,,
departure,active,brs,eggd,4.0,2022-01-08t14:25:00.000,2022-01-08t14:25:00.000,2022-01-08t14:28:00.000,2022-01-08t14:28:00.000,2022-01-08t14:28:00.000,lpa,gclp,,2022-01-08t18:35:00.000,2022-01-08t18:25:00.000,ryanair,fr,ryr,4757,fr4757,ryr4757,41,,,,,,,,,,,,
departure,active,brs,eggd,4.0,2022-01-08t15:15:00.000,2022-01-08t15:15:00.000,2022-01-08t15:19:00.000,2022-01-08t15:19:00.000,2022-01-08t15:19:00.000,bgy,lime,,2022-01-08t18:20:00.000,2022-01-08t17:55:00.000,ryanair,fr,ryr,8262,fr8262,ryr8262,,,,,,,,,,,,,
departure,active,brs,eggd,40.0,2022-01-08t15:20:00.000,2022-01-08t15:20:00.000,2022-01-08t16:00:00.000,2022-01-08t16:00:00.000,2022-01-08t16:00:00.000,poz,eppo,,2022-01-08t18:30:00.000,,ryanair,fr,ryr,8216,fr8216,ryr8216,,,,,,,,,,,,,
departure,active,brs,eggd,32.0,2022-01-08t17:25:00.000,2022-01-08t17:25:00.000,2022-01-08t17:57:00.000,2022-01-08t17:57:00.000,2022-01-08t17:57:00.000,alc,leal,,2022-01-08t20:50:00.000,2022-01-08t21:09:00.000,ryanair,fr,ryr,8296,fr8296,ryr8296,5b,,20.0,,,,,,,,,,
departure,active,brs,eggd,,2022-01-08t18:00:00.000,2022-01-08t18:00:00.000,,,,bcn,lebl,2,2022-01-08t21:05:00.000,,ryanair,fr,ryr,7514,fr7514,ryr7514,45,,,,,,,,,,,,
departure,active,brs,eggd,7.0,2022-01-08t19:45:00.000,2022-01-08t19:45:00.000,2022-01-08t19:51:00.000,2022-01-08t19:51:00.000,2022-01-08t19:51:00.000,wmi,epmo,,2022-01-08t23:10:00.000,2022-01-08t22:58:00.000,ryanair,fr,ryr,4135,fr4135,ryr4135,,,,,,,,,,,,,
departure,active,brs,eggd,7.0,2022-01-09t07:55:00.000,2022-01-09t07:55:00.000,2022-01-09t08:01:00.000,2022-01-09t08:01:00.000,2022-01-09t08:01:00.000,krk,epkk,t,2022-01-09t11:25:00.000,2022-01-09t11:10:00.000,ryanair,fr,ryr,7226,fr7226,ryr7226,,,,,,,,,,,,,
departure,active,brs,eggd,7.0,2022-01-09t08:10:00.000,2022-01-09t08:10:00.000,2022-01-09t08:16:00.000,2022-01-09t08:16:00.000,2022-01-09t08:16:00.000,ace,gcrr,1,2022-01-09t12:00:00.000,2022-01-09t11:54:00.000,ryanair,fr,ryr,4755,fr4755,ryr4755,4,,,,,,,,,,,,
departure,active,brs,eggd,10.0,2022-01-09t08:25:00.000,2022-01-09t08:25:00.000,2022-01-09t08:34:00.000,2022-01-09t08:34:00.000,2022-01-09t08:34:00.000,fao,lpfr,,2022-01-09t11:00:00.000,,ryanair,fr,ryr,8248,fr8248,ryr8248,,,,,,,,,,,,,
departure,active,brs,eggd,,2022-01-09t08:30:00.000,2022-01-09t08:24:00.000,,,,tsf,liph,,2022-01-09t11:45:00.000,,ryanair,fr,ryr,3176,fr3176,ryr3176,,,,,,,,,,,,,
departure,active,brs,eggd,,2022-01-09t13:55:00.000,2022-01-09t13:55:00.000,,,,mxp,limc,1,2022-01-09t16:55:00.000,,ryanair,fr,ryr,1176,fr1176,ryr1176,,b,,,,,,,,,,,
departure,active,brs,eggd,,2022-01-09t14:00:00.000,2022-01-09t14:00:00.000,2022-01-09t13:55:00.000,2022-01-09t13:55:00.000,2022-01-09t13:55:00.000,dub,eidw,1,2022-01-09t15:05:00.000,2022-01-09t14:41:00.000,ryanair,fr,ryr,507,fr507,ryr507,5,108,,2022-01-09t14:45:00.000,2022-01-09t14:45:00.000,2022-01-09t14:45:00.000,,,,,,,
departure,active,brs,eggd,9.0,2022-01-09t14:00:00.000,2022-01-09t14:00:00.000,2022-01-09t14:08:00.000,2022-01-09t14:08:00.000,2022-01-09t14:08:00.000,noc,eikn,,2022-01-09t15:15:00.000,2022-01-09t15:10:00.000,ryanair,fr,ryr,8202,fr8202,ryr8202,,,,,,,,,,,,,
departure,active,brs,eggd,22.0,2022-01-09t15:05:00.000,2022-01-09t15:05:00.000,2022-01-09t15:26:00.000,2022-01-09t15:26:00.000,2022-01-09t15:26:00.000,wro,epwr,,2022-01-09t18:20:00.000,2022-01-09t18:18:00.000,ryanair,fr,ryr,8212,fr8212,ryr8212,,,,,,,,,,,,,
departure,active,brs,eggd,7.0,2022-01-09t16:05:00.000,2022-01-09t16:05:00.000,2022-01-09t16:11:00.000,2022-01-09t16:11:00.000,2022-01-09t16:11:00.000,otp,lrop,,2022-01-09t21:20:00.000,2022-01-09t21:07:00.000,ryanair,fr,ryr,5341,fr5341,ryr5341,,,,,,,,,,,,,
departure,active,brs,eggd,3.0,2022-01-09t17:00:00.000,2022-01-09t17:00:00.000,2022-01-09t17:03:00.000,2022-01-09t17:03:00.000,2022-01-09t17:03:00.000,agp,lemg,,2022-01-09t20:40:00.000,2022-01-09t20:22:00.000,ryanair,fr,ryr,8121,fr8121,ryr8121,,,,,,,,,,,,,
departure,active,brs,eggd,10.0,2022-01-09t17:35:00.000,2022-01-09t17:35:00.000,2022-01-09t17:44:00.000,2022-01-09t17:44:00.000,2022-01-09t17:44:00.000,rix,evra,,2022-01-09t22:30:00.000,2022-01-09t22:13:00.000,ryanair,fr,ryr,2798,fr2798,ryr2798,,c,,,,,,,,,,,
departure,active,brs,eggd,2.0,2022-01-09t17:45:00.000,2022-01-09t17:45:00.000,2022-01-09t17:47:00.000,2022-01-09t17:47:00.000,2022-01-09t17:47:00.000,alc,leal,,2022-01-09t21:10:00.000,2022-01-09t20:54:00.000,ryanair,fr,ryr,8296,fr8296,ryr8296,3b,,,,,,,,,,,,
departure,active,brs,eggd,19.0,2022-01-09t18:15:00.000,2022-01-09t18:15:00.000,2022-01-09t18:34:00.000,2022-01-09t18:34:00.000,2022-01-09t18:34:00.000,vie,loww,,2022-01-09t21:40:00.000,2022-01-09t21:28:00.000,ryanair,fr,ryr,7307,fr7307,ryr7307,,,,,,,,,,,,,
departure,active,brs,eggd,9.0,2022-01-09t20:25:00.000,2022-01-09t20:25:00.000,2022-01-09t20:34:00.000,2022-01-09t20:34:00.000,2022-01-09t20:34:00.000,bud,lhbp,2b,2022-01-09t23:55:00.000,2022-01-09t23:47:00.000,ryanair,fr,ryr,8206,fr8206,ryr8206,,,,,,,,,,,,,
departure,active,brs,eggd,,2022-01-09t21:15:00.000,2022-01-09t21:15:00.000,2022-01-09t21:11:00.000,2022-01-09t21:11:00.000,2022-01-09t21:11:00.000,dub,eidw,1,2022-01-09t22:20:00.000,2022-01-09t21:56:00.000,ryanair,fr,ryr,509,fr509,ryr509,7,1xs,,2022-01-09t21:57:00.000,2022-01-09t21:57:00.000,2022-01-09t21:57:00.000,,,,,,,
departure,active,brs,eggd,3.0,2022-01-10t06:30:00.000,2022-01-10t06:30:00.000,2022-01-10t06:32:00.000,2022-01-10t06:32:00.000,2022-01-10t06:32:00.000,krk,epkk,t,2022-01-10t10:00:00.000,2022-01-10t09:40:00.000,ryanair,fr,ryr,7226,fr7226,ryr7226,,,,,,,,,,,,,
departure,active,brs,eggd,,2022-01-10t07:15:00.000,2022-01-10t07:15:00.000,,,,alc,leal,,2022-01-10t10:40:00.000,,ryanair,fr,ryr,8296,fr8296,ryr8296,5b,,,,,,,,,,,,
departure,active,brs,eggd,2.0,2022-01-10t08:05:00.000,2022-01-10t08:05:00.000,2022-01-10t08:07:00.000,2022-01-10t08:07:00.000,2022-01-10t08:07:00.000,dub,eidw,1,2022-01-10t09:10:00.000,2022-01-10t08:47:00.000,ryanair,fr,ryr,505,fr505,ryr505,5,105,,,,,,,,,,,
departure,active,brs,eggd,,2022-01-10t16:05:00.000,2022-01-10t16:05:00.000,2022-01-10t16:03:00.000,2022-01-10t16:03:00.000,2022-01-10t16:03:00.000,agp,lemg,,2022-01-10t19:45:00.000,2022-01-10t19:25:00.000,ryanair,fr,ryr,8121,fr8121,ryr8121,,,,,,,,,,,,,
departure,active,brs,eggd,6.0,2022-01-10t21:05:00.000,2022-01-10t21:05:00.000,2022-01-10t21:11:00.000,2022-01-10t21:11:00.000,2022-01-10t21:11:00.000,bcn,lebl,2,2022-01-11t00:10:00.000,2022-01-10t23:58:00.000,ryanair,fr,ryr,7514,fr7514,ryr7514,43,,,,,,,,,,,,
departure,active,brs,eggd,30.0,2022-01-11t07:00:00.000,2022-01-11t07:20:00.000,2022-01-11t07:29:00.000,2022-01-11t07:29:00.000,2022-01-11t07:29:00.000,dub,eidw,1,2022-01-11t08:05:00.000,2022-01-11t08:12:00.000,ryanair,fr,ryr,505,fr505,ryr505,5,107,8.0,,,,,,,,,,
departure,active,brs,eggd,,2022-01-11t07:00:00.000,2022-01-11t07:00:00.000,2022-01-11t06:59:00.000,2022-01-11t06:59:00.000,2022-01-11t06:59:00.000,tfs,gcts,,2022-01-11t11:10:00.000,2022-01-11t10:59:00.000,ryanair,fr,ryr,4753,fr4753,ryr4753,a7,,,,,,,,,,,,
departure,active,brs,eggd,9.0,2022-01-11t13:00:00.000,2022-01-11t13:00:00.000,2022-01-11t13:08:00.000,2022-01-11t13:08:00.000,2022-01-11t13:08:00.000,bud,lhbp,2b,2022-01-11t16:30:00.000,2022-01-11t16:23:00.000,ryanair,fr,ryr,8206,fr8206,ryr8206,,,,,,,,,,,,,
departure,active,brs,eggd,15.0,2022-01-11t14:45:00.000,2022-01-11t14:45:00.000,2022-01-11t14:59:00.000,2022-01-11t14:59:00.000,2022-01-11t14:59:00.000,mad,lemd,1,2022-01-11t17:50:00.000,2022-01-11t17:53:00.000,ryanair,fr,ryr,155,fr155,ryr155,09,,3.0,,,,,,,,,,
departure,active,brs,eggd,3.0,2022-01-11t18:40:00.000,2022-01-11t18:40:00.000,2022-01-11t18:42:00.000,2022-01-11t18:42:00.000,2022-01-11t18:42:00.000,wmi,epmo,,2022-01-11t22:05:00.000,2022-01-11t21:50:00.000,ryanair,fr,ryr,4135,fr4135,ryr4135,,,,,,,,,,,,,
departure,active,brs,eggd,9.0,2022-01-12t10:00:00.000,2022-01-12t10:00:00.000,2022-01-12t10:09:00.000,2022-01-12t10:09:00.000,2022-01-12t10:09:00.000,otp,lrop,,2022-01-12t15:15:00.000,2022-01-12t15:09:00.000,ryanair,fr,ryr,5341,fr5341,ryr5341,,,,,,,,,,,,,
departure,active,brs,eggd,,2022-01-12t13:25:00.000,2022-01-12t13:25:00.000,2022-01-12t13:21:00.000,2022-01-12t13:21:00.000,2022-01-12t13:21:00.000,ace,gcrr,1,2022-01-12t17:15:00.000,2022-01-12t16:59:00.000,ryanair,fr,ryr,4755,fr4755,ryr4755,4,,,,,,,,,,,,
departure,active,brs,eggd,,2022-01-12t18:30:00.000,2022-01-12t18:30:00.000,2022-01-12t18:29:00.000,2022-01-12t18:29:00.000,2022-01-12t18:29:00.000,dub,eidw,1,2022-01-12t19:35:00.000,2022-01-12t19:12:00.000,ryanair,fr,ryr,509,fr509,ryr509,4,104,,2022-01-12t19:08:00.000,2022-01-12t19:08:00.000,2022-01-12t19:08:00.000,,,,,,,
departure,active,brs,eggd,,2022-01-13t07:00:00.000,2022-01-13t07:00:00.000,2022-01-13t06:59:00.000,2022-01-13t06:59:00.000,2022-01-13t06:59:00.000,dub,eidw,1,2022-01-13t08:05:00.000,2022-01-13t07:38:00.000,ryanair,fr,ryr,505,fr505,ryr505,5,107,,2022-01-13t07:41:00.000,2022-01-13t07:41:00.000,2022-01-13t07:41:00.000,,,,,,,
departure,active,brs,eggd,19.0,2022-01-14t06:30:00.000,2022-01-14t06:30:00.000,2022-01-14t06:49:00.000,2022-01-14t06:49:00.000,2022-01-14t06:49:00.000,krk,epkk,t,2022-01-14t10:00:00.000,2022-01-14t09:55:00.000,ryanair,fr,ryr,7226,fr7226,ryr7226,,,,,,,,,,,,,
departure,active,brs,eggd,8.0,2022-01-14t07:50:00.000,2022-01-14t07:50:00.000,2022-01-14t07:57:00.000,2022-01-14t07:57:00.000,2022-01-14t07:57:00.000,dub,eidw,1,2022-01-14t08:55:00.000,,ryanair,fr,ryr,505,fr505,ryr505,7,102,,2022-01-14t08:40:00.000,2022-01-14t08:40:00.000,2022-01-14t08:40:00.000,,,,,,,
departure,active,brs,eggd,20.0,2022-01-14t12:30:00.000,2022-01-14t12:30:00.000,2022-01-14t12:50:00.000,2022-01-14t12:50:00.000,2022-01-14t12:50:00.000,alc,leal,,2022-01-14t15:55:00.000,2022-01-14t16:04:00.000,ryanair,fr,ryr,8296,fr8296,ryr8296,,,10.0,,,,,,,,,,
departure,active,brs,eggd,,2022-01-14t14:25:00.000,2022-01-14t14:25:00.000,,,,bcn,lebl,2,2022-01-14t17:30:00.000,,ryanair,fr,ryr,7514,fr7514,ryr7514,45,,,,,,,,,,,,
departure,active,brs,eggd,1.0,2022-01-14t17:15:00.000,2022-01-14t17:15:00.000,2022-01-14t17:16:00.000,2022-01-14t17:16:00.000,2022-01-14t17:16:00.000,agp,lemg,,2022-01-14t20:55:00.000,2022-01-14t20:41:00.000,ryanair,fr,ryr,8121,fr8121,ryr8121,,,,,,,,,,,,,
departure,active,brs,eggd,9.0,2022-01-14t18:50:00.000,2022-01-14t18:50:00.000,2022-01-14t18:59:00.000,2022-01-14t18:59:00.000,2022-01-14t18:59:00.000,dub,eidw,1,2022-01-14t19:55:00.000,2022-01-14t19:41:00.000,ryanair,fr,ryr,509,fr509,ryr509,5,107,,,,,,,,,,,
departure,active,brs,eggd,2.0,2022-01-15t07:05:00.000,2022-01-15t07:05:00.000,2022-01-15t07:07:00.000,2022-01-15t07:07:00.000,2022-01-15t07:07:00.000,sof,lbsf,2,2022-01-15t12:15:00.000,2022-01-15t11:59:00.000,ryanair,fr,ryr,6060,fr6060,ryr6060,,,,,,,,,,,,,
departure,active,brs,eggd,,2022-01-15t07:15:00.000,2022-01-15t07:15:00.000,,,,tfs,gcts,,2022-01-15t11:25:00.000,,ryanair,fr,ryr,4753,fr4753,ryr4753,a2,,,,,,,,,,,,
departure,active,brs,eggd,9.0,2022-01-15t08:05:00.000,2022-01-15t08:05:00.000,2022-01-15t08:14:00.000,2022-01-15t08:14:00.000,2022-01-15t08:14:00.000,dub,eidw,1,2022-01-15t09:10:00.000,,ryanair,fr,ryr,505,fr505,ryr505,6,104,,2022-01-15t08:53:00.000,2022-01-15t08:53:00.000,2022-01-15t08:53:00.000,,,,,,,
departure,active,brs,eggd,14.0,2022-01-15t08:10:00.000,2022-01-15t08:10:00.000,2022-01-15t08:23:00.000,2022-01-15t08:23:00.000,2022-01-15t08:23:00.000,gnb,lfls,,2022-01-15t10:55:00.000,2022-01-15t10:48:00.000,ryanair,fr,ryr,1027,fr1027,ryr1027,,,,,,,,,,,,,
departure,active,brs,eggd,10.0,2022-01-15t13:00:00.000,2022-01-15t13:00:00.000,2022-01-15t13:09:00.000,2022-01-15t13:09:00.000,2022-01-15t13:09:00.000,bud,lhbp,2b,2022-01-15t16:30:00.000,2022-01-15t16:25:00.000,ryanair,fr,ryr,8206,fr8206,ryr8206,,,,,,,,,,,,,
departure,active,brs,eggd,9.0,2022-01-15t14:20:00.000,2022-01-15t14:20:00.000,2022-01-15t14:28:00.000,2022-01-15t14:28:00.000,2022-01-15t14:28:00.000,mad,lemd,1,2022-01-15t17:25:00.000,2022-01-15t17:19:00.000,ryanair,fr,ryr,155,fr155,ryr155,03,,,,,,,,,,,,
departure,active,brs,eggd,7.0,2022-01-15t14:25:00.000,2022-01-15t14:25:00.000,2022-01-15t14:32:00.000,2022-01-15t14:32:00.000,2022-01-15t14:32:00.000,lpa,gclp,,2022-01-15t18:35:00.000,2022-01-15t18:27:00.000,ryanair,fr,ryr,4757,fr4757,ryr4757,43,,,,,,,,,,,,
departure,active,brs,eggd,13.0,2022-01-15t19:45:00.000,2022-01-15t19:45:00.000,2022-01-15t19:58:00.000,2022-01-15t19:58:00.000,2022-01-15t19:58:00.000,wmi,epmo,,2022-01-15t23:10:00.000,2022-01-15t23:04:00.000,ryanair,fr,ryr,4135,fr4135,ryr4135,,,,,,,,,,,,,
departure,active,brs,eggd,1.0,2022-01-16t07:55:00.000,2022-01-16t07:55:00.000,2022-01-16t07:55:00.000,2022-01-16t07:55:00.000,2022-01-16t07:55:00.000,krk,epkk,t,2022-01-16t11:25:00.000,2022-01-16t11:01:00.000,ryanair,fr,ryr,7226,fr7226,ryr7226,,,,,,,,,,,,,
departure,active,brs,eggd,,2022-01-16t08:10:00.000,2022-01-16t08:10:00.000,2022-01-16t08:10:00.000,2022-01-16t08:10:00.000,2022-01-16t08:10:00.000,ace,gcrr,1,2022-01-16t12:00:00.000,2022-01-16t11:46:00.000,ryanair,fr,ryr,4755,fr4755,ryr4755,2,,,,,,,,,,,,
departure,active,brs,eggd,12.0,2022-01-16t14:00:00.000,2022-01-16t14:00:00.000,2022-01-16t14:12:00.000,2022-01-16t14:12:00.000,2022-01-16t14:12:00.000,dub,eidw,1,2022-01-16t15:05:00.000,2022-01-16t14:50:00.000,ryanair,fr,ryr,507,fr507,ryr507,7,104,,,,,,,,,,,
departure,active,brs,eggd,6.0,2022-01-16t16:05:00.000,2022-01-16t16:05:00.000,2022-01-16t16:11:00.000,2022-01-16t16:11:00.000,2022-01-16t16:11:00.000,otp,lrop,,2022-01-16t21:20:00.000,2022-01-16t21:12:00.000,ryanair,fr,ryr,5341,fr5341,ryr5341,,,,,,,,,,,,,
departure,active,brs,eggd,,2022-01-16t17:00:00.000,2022-01-16t17:00:00.000,2022-01-16t16:59:00.000,2022-01-16t16:59:00.000,2022-01-16t16:59:00.000,agp,lemg,,2022-01-16t20:40:00.000,2022-01-16t20:16:00.000,ryanair,fr,ryr,8121,fr8121,ryr8121,,,,,,,,,,,,,
departure,active,brs,eggd,8.0,2022-01-16t21:15:00.000,2022-01-16t21:15:00.000,2022-01-16t21:23:00.000,2022-01-16t21:23:00.000,2022-01-16t21:23:00.000,dub,eidw,1,2022-01-16t22:20:00.000,2022-01-16t22:06:00.000,ryanair,fr,ryr,509,fr509,ryr509,8,113,,2022-01-16t22:01:00.000,2022-01-16t22:01:00.000,2022-01-16t22:01:00.000,,,,,,,
departure,active,brs,eggd,17.0,2022-01-17t06:30:00.000,2022-01-17t06:30:00.000,2022-01-17t06:47:00.000,2022-01-17t06:47:00.000,2022-01-17t06:47:00.000,krk,epkk,t,2022-01-17t10:00:00.000,2022-01-17t09:57:00.000,ryanair,fr,ryr,7226,fr7226,ryr7226,,,,,,,,,,,,,
departure,active,brs,eggd,5.0,2022-01-17t07:15:00.000,2022-01-17t07:15:00.000,2022-01-17t07:19:00.000,2022-01-17t07:19:00.000,2022-01-17t07:19:00.000,alc,leal,,2022-01-17t10:40:00.000,2022-01-17t10:29:00.000,ryanair,fr,ryr,8296,fr8296,ryr8296,3b,,,,,,,,,,,,
departure,active,brs,eggd,6.0,2022-01-17t08:05:00.000,2022-01-17t08:05:00.000,2022-01-17t08:10:00.000,2022-01-17t08:10:00.000,2022-01-17t08:10:00.000,dub,eidw,1,2022-01-17t09:10:00.000,2022-01-17t08:53:00.000,ryanair,fr,ryr,505,fr505,ryr505,6,107,,2022-01-17t08:51:00.000,2022-01-17t08:51:00.000,2022-01-17t08:51:00.000,,,,,,,
