type,status,departure.iataCode,departure.icaoCode,departure.scheduledTime,departure.estimatedTime,departure.actualTime,departure.estimatedRunway,departure.actualRunway,arrival.iataCode,arrival.icaoCode,arrival.scheduledTime,arrival.estimatedTime,airline.name,airline.iataCode,airline.icaoCode,flight.number,flight.iataNumber,flight.icaoNumber,arrival.baggage,arrival.terminal,departure.delay,arrival.delay,arrival.gate,arrival.actualTime,arrival.estimatedRunway,arrival.actualRunway
departure,active,ext,egte,2022-05-28t16:40:00.000,2022-05-28t16:40:00.000,,,,alc,leal,2022-05-28t20:00:00.000,,ryanair,fr,ryr,2797,fr2797,ryr2797,5b,,,,,,,
departure,active,ext,egte,2022-05-29t08:55:00.000,2022-05-29t08:55:00.000,,,,agp,lemg,2022-05-29t12:25:00.000,,ryanair,fr,ryr,3524,fr3524,ryr3524,,,,,,,,
departure,active,ext,egte,2022-05-31t19:45:00.000,2022-05-31t19:45:00.000,,,,alc,leal,2022-05-31t23:05:00.000,,ryanair,fr,ryr,2797,fr2797,ryr2797,6b,,,,,,,
departure,active,ext,egte,2022-05-02t06:00:00.000,,,,,mah,lemh,2022-05-02t09:10:00.000,,tui airways,by,tom,6138,by6138,tom6138,05,ter1,,,,,,
departure,active,ext,egte,2022-05-03t15:15:00.000,,,,,her,lgir,2022-05-03t21:20:00.000,,tui airways,by,tom,6264,by6264,tom6264,,,,,,,,
departure,unknown,ext,egte,2022-05-04t13:50:00.000,,,,,rho,lgrp,2022-05-04t19:55:00.000,,tui airways,by,tom,6340,by6340,tom6340,,,,,,,,
departure,active,ext,egte,2022-05-06t06:00:00.000,,,,,mah,lemh,2022-05-06t09:10:00.000,,tui airways,by,tom,6500,by6500,tom6500,06,ter1,,,,,,
departure,active,ext,egte,2022-05-08t07:50:00.000,,,,,zth,lgza,2022-05-08t13:15:00.000,,tui airways,by,tom,6788,by6788,tom6788,,,,,,,,
departure,active,ext,egte,2022-05-09t13:10:00.000,,,,,dlm,ltbs,2022-05-09t19:35:00.000,,tui airways,by,tom,676,by676,tom676,,i,,,,,,
departure,active,ext,egte,2022-05-09t15:05:00.000,,,,,cfu,lgkr,2022-05-09t20:20:00.000,,tui airways,by,tom,6128,by6128,tom6128,,,,,,,,
departure,active,ext,egte,2022-05-10t14:35:00.000,,,,,her,lgir,2022-05-10t20:40:00.000,,tui airways,by,tom,6264,by6264,tom6264,,,,,,,,
departure,active,ext,egte,2022-05-11t13:50:00.000,,,,,rho,lgrp,2022-05-11t19:55:00.000,,tui airways,by,tom,6340,by6340,tom6340,,,,,,,,
departure,active,ext,egte,2022-05-12t06:55:00.000,,,,,zth,lgza,2022-05-12t12:25:00.000,,tui airways,by,tom,6442,by6442,tom6442,,,,,,,,
departure,active,ext,egte,2022-05-13t06:00:00.000,,,,,mah,lemh,2022-05-13t09:10:00.000,,tui airways,by,tom,6500,by6500,tom6500,06,ter1,,,,,,
departure,active,ext,egte,2022-05-13t12:40:00.000,,,,,cfu,lgkr,2022-05-13t17:55:00.000,,tui airways,by,tom,6542,by6542,tom6542,,,,,,,,
departure,active,ext,egte,2022-05-21t13:20:00.000,,,,,pfo,lcph,2022-05-21t19:55:00.000,,tui airways,by,tom,6682,by6682,tom6682,,,,,,,,
departure,active,ext,egte,2022-05-25t13:50:00.000,,,,,rho,lgrp,2022-05-25t19:55:00.000,,tui airways,by,tom,6340,by6340,tom6340,,,,,,,,
departure,active,ext,egte,2022-06-01t08:55:00.000,2022-06-01t08:55:00.000,2022-06-01t09:13:00.000,2022-06-01t09:13:00.000,2022-06-01t09:13:00.000,agp,lemg,2022-06-01t12:25:00.000,2022-06-01t12:31:00.000,ryanair,fr,ryr,3524,fr3524,ryr3524,,,18.0,6.0,,,,
departure,active,ext,egte,2022-06-04t16:40:00.000,2022-06-04t17:25:00.000,,,,alc,leal,2022-06-04t20:00:00.000,,ryanair,fr,ryr,2797,fr2797,ryr2797,5b,,45.0,,,,,
departure,active,ext,egte,2022-06-05t08:55:00.000,2022-06-05t08:55:00.000,,,,agp,lemg,2022-06-05t12:25:00.000,,ryanair,fr,ryr,3524,fr3524,ryr3524,,,,,,,,
departure,active,ext,egte,2022-06-07t19:45:00.000,2022-06-07t19:45:00.000,,,,alc,leal,2022-06-07t23:05:00.000,,ryanair,fr,ryr,2797,fr2797,ryr2797,6b,,,,,,,
departure,active,ext,egte,2022-06-08t08:55:00.000,2022-06-08t08:55:00.000,2022-06-08t09:06:00.000,2022-06-08t09:06:00.000,2022-06-08t09:06:00.000,agp,lemg,2022-06-08t12:25:00.000,2022-06-08t12:25:00.000,ryanair,fr,ryr,3524,fr3524,ryr3524,,,11.0,,,,,
departure,active,ext,egte,2022-06-11t16:40:00.000,2022-06-11t16:40:00.000,,,,alc,leal,2022-06-11t20:00:00.000,,ryanair,fr,ryr,2797,fr2797,ryr2797,5b,,,,,,,
departure,active,ext,egte,2022-06-12t08:55:00.000,2022-06-12t08:55:00.000,2022-06-12t08:56:00.000,2022-06-12t08:56:00.000,2022-06-12t08:56:00.000,agp,lemg,2022-06-12t12:25:00.000,2022-06-12t12:14:00.000,ryanair,fr,ryr,3524,fr3524,ryr3524,,,2.0,,,,,
departure,active,ext,egte,2022-06-14t19:45:00.000,2022-06-14t19:45:00.000,2022-06-14t20:05:00.000,2022-06-14t20:05:00.000,2022-06-14t20:05:00.000,alc,leal,2022-06-14t23:05:00.000,2022-06-14t23:05:00.000,ryanair,fr,ryr,2797,fr2797,ryr2797,6b,,21.0,,,,,
departure,active,ext,egte,2022-06-15t08:55:00.000,2022-06-15t08:55:00.000,,,,agp,lemg,2022-06-15t12:25:00.000,,ryanair,fr,ryr,3524,fr3524,ryr3524,,,,,,,,
departure,active,ext,egte,2022-06-18t16:40:00.000,2022-06-18t16:55:00.000,2022-06-18t16:54:00.000,2022-06-18t16:54:00.000,2022-06-18t16:54:00.000,alc,leal,2022-06-18t20:00:00.000,,ryanair,fr,ryr,2797,fr2797,ryr2797,5b,n,14.0,,45,,,
departure,active,ext,egte,2022-06-19t08:55:00.000,2022-06-19t08:55:00.000,2022-06-19t08:55:00.000,2022-06-19t08:55:00.000,2022-06-19t08:55:00.000,agp,lemg,2022-06-19t12:25:00.000,2022-06-19t12:12:00.000,ryanair,fr,ryr,3524,fr3524,ryr3524,,,1.0,,,,,
departure,active,ext,egte,2022-06-21t19:45:00.000,2022-06-21t19:45:00.000,,,,alc,leal,2022-06-21t23:05:00.000,,ryanair,fr,ryr,2797,fr2797,ryr2797,6a,,,,,,,
departure,active,ext,egte,2022-06-22t08:55:00.000,2022-06-22t08:55:00.000,2022-06-22t08:53:00.000,2022-06-22t08:53:00.000,2022-06-22t08:53:00.000,agp,lemg,2022-06-22t12:25:00.000,2022-06-22t12:05:00.000,ryanair,fr,ryr,3524,fr3524,ryr3524,,,,,45,,,
departure,active,ext,egte,2022-06-25t16:40:00.000,2022-06-25t16:40:00.000,2022-06-25t16:31:00.000,2022-06-25t16:31:00.000,2022-06-25t16:31:00.000,alc,leal,2022-06-25t20:00:00.000,2022-06-25t19:36:00.000,ryanair,fr,ryr,2797,fr2797,ryr2797,5b,n,,,45,,,
departure,active,ext,egte,2022-06-26t08:55:00.000,2022-06-26t08:55:00.000,,,,agp,lemg,2022-06-26t12:25:00.000,,ryanair,fr,ryr,3524,fr3524,ryr3524,,,,,45,,,
departure,active,ext,egte,2022-06-28t19:45:00.000,2022-06-28t23:45:00.000,,,,alc,leal,2022-06-28t23:05:00.000,,ryanair,fr,ryr,2797,fr2797,ryr2797,5b,,240.0,,,,,
departure,active,ext,egte,2022-06-29t08:55:00.000,2022-06-29t08:55:00.000,,,,agp,lemg,2022-06-29t12:25:00.000,,ryanair,fr,ryr,3524,fr3524,ryr3524,,,,,,,,
departure,active,ext,egte,2022-06-01t13:50:00.000,,,,,rho,lgrp,2022-06-01t19:55:00.000,,tui airways,by,tom,6340,by6340,tom6340,,,,,,,,
departure,active,ext,egte,2022-06-20t15:05:00.000,,,,,cfu,lgkr,2022-06-20t20:20:00.000,,tui airways,by,tom,6128,by6128,tom6128,,,,,,,,
departure,active,ext,egte,2022-06-22t13:50:00.000,,,,,rho,lgrp,2022-06-22t19:55:00.000,,tui airways,by,tom,6340,by6340,tom6340,,,,,,,,
departure,active,ext,egte,2022-06-25t13:20:00.000,,,,,pfo,lcph,2022-06-25t19:55:00.000,,tui airways,by,tom,6682,by6682,tom6682,,,,,,,,
departure,active,ext,egte,2022-06-29t13:50:00.000,,,,,rho,lgrp,2022-06-29t19:55:00.000,,tui airways,by,tom,6340,by6340,tom6340,,,,,,,,
departure,active,ext,egte,2022-07-02t16:40:00.000,2022-07-02t16:40:00.000,,,,alc,leal,2022-07-02t20:00:00.000,,ryanair,fr,ryr,2797,fr2797,ryr2797,7b,n,,,c45,,,
departure,active,ext,egte,2022-07-03t08:55:00.000,2022-07-03t08:55:00.000,,,,agp,lemg,2022-07-03t12:25:00.000,,ryanair,fr,ryr,3524,fr3524,ryr3524,,,,,45,,,
departure,active,ext,egte,2022-07-05t19:45:00.000,2022-07-05t19:45:00.000,2022-07-05t19:59:00.000,2022-07-05t19:59:00.000,2022-07-05t19:59:00.000,alc,leal,2022-07-05t23:05:00.000,2022-07-05t23:02:00.000,ryanair,fr,ryr,2797,fr2797,ryr2797,6b,n,14.0,,45,,,
departure,active,ext,egte,2022-07-06t08:55:00.000,2022-07-06t08:55:00.000,,,,agp,lemg,2022-07-06t12:25:00.000,,ryanair,fr,ryr,3524,fr3524,ryr3524,,,,,,,,
departure,active,ext,egte,2022-07-09t16:40:00.000,2022-07-09t16:40:00.000,2022-07-09t17:01:00.000,2022-07-09t17:01:00.000,2022-07-09t17:01:00.000,alc,leal,2022-07-09t20:00:00.000,2022-07-09t20:08:00.000,ryanair,fr,ryr,2797,fr2797,ryr2797,7b,n,21.0,8.0,c45,,,
departure,active,ext,egte,2022-07-10t08:55:00.000,2022-07-10t10:45:00.000,,,,agp,lemg,2022-07-10t12:25:00.000,,ryanair,fr,ryr,3524,fr3524,ryr3524,,,110.0,,,,,
departure,active,ext,egte,2022-07-12t19:45:00.000,2022-07-12t19:45:00.000,,,,alc,leal,2022-07-12t23:05:00.000,,ryanair,fr,ryr,2797,fr2797,ryr2797,3b,,,,,,,
departure,active,ext,egte,2022-07-13t08:55:00.000,2022-07-13t08:55:00.000,,,,agp,lemg,2022-07-13t12:25:00.000,,ryanair,fr,ryr,3524,fr3524,ryr3524,,,,,,,,
departure,active,ext,egte,2022-07-16t16:40:00.000,2022-07-16t16:40:00.000,,,,alc,leal,2022-07-16t20:00:00.000,,ryanair,fr,ryr,2797,fr2797,ryr2797,7b,n,,,c45,,,
departure,active,ext,egte,2022-07-17t08:55:00.000,2022-07-17t08:55:00.000,,,,agp,lemg,2022-07-17t12:25:00.000,,ryanair,fr,ryr,3524,fr3524,ryr3524,,,,,45,,,
departure,active,ext,egte,2022-07-19t19:45:00.000,2022-07-19t19:45:00.000,2022-07-19t19:58:00.000,2022-07-19t19:58:00.000,2022-07-19t19:58:00.000,alc,leal,2022-07-19t23:05:00.000,2022-07-19t23:02:00.000,ryanair,fr,ryr,2797,fr2797,ryr2797,6b,n,13.0,,c45,,,
departure,active,ext,egte,2022-07-20t08:55:00.000,2022-07-20t08:55:00.000,,,,agp,lemg,2022-07-20t12:25:00.000,,ryanair,fr,ryr,3524,fr3524,ryr3524,,,,,,,,
departure,active,ext,egte,2022-07-23t16:40:00.000,2022-07-23t16:40:00.000,,,,alc,leal,2022-07-23t20:00:00.000,,ryanair,fr,ryr,2797,fr2797,ryr2797,7b,n,,,c45,,,
departure,active,ext,egte,2022-07-24t08:55:00.000,2022-07-24t08:55:00.000,,,,agp,lemg,2022-07-24t12:25:00.000,,ryanair,fr,ryr,3524,fr3524,ryr3524,,,,,,,,
departure,active,ext,egte,2022-07-26t19:45:00.000,2022-07-26t19:45:00.000,,,,alc,leal,2022-07-26t23:05:00.000,,ryanair,fr,ryr,2797,fr2797,ryr2797,3b,n,,,c45,,,
departure,active,ext,egte,2022-07-27t08:55:00.000,2022-07-27t08:55:00.000,,,,agp,lemg,2022-07-27t12:25:00.000,,ryanair,fr,ryr,3524,fr3524,ryr3524,,,,,,,,
departure,active,ext,egte,2022-07-30t16:40:00.000,2022-07-30t16:40:00.000,,,,alc,leal,2022-07-30t20:00:00.000,,ryanair,fr,ryr,2797,fr2797,ryr2797,3b,,,,,,,
departure,active,ext,egte,2022-07-31t08:55:00.000,2022-07-31t08:55:00.000,,,,agp,lemg,2022-07-31t12:25:00.000,,ryanair,fr,ryr,3524,fr3524,ryr3524,,,,,,,,
departure,active,ext,egte,2022-07-06t13:50:00.000,,,,,rho,lgrp,2022-07-06t19:55:00.000,,tui airways,by,tom,6340,by6340,tom6340,,,,,,,,
departure,active,ext,egte,2022-07-13t13:50:00.000,,,,,rho,lgrp,2022-07-13t19:55:00.000,,tui airways,by,tom,6340,by6340,tom6340,,,,,,,,
departure,active,ext,egte,2022-07-20t13:50:00.000,,,,,rho,lgrp,2022-07-20t19:55:00.000,,tui airways,by,tom,6340,by6340,tom6340,,,,,,,,
departure,active,ext,egte,2022-07-27t13:50:00.000,,,,,rho,lgrp,2022-07-27t19:55:00.000,,tui airways,by,tom,6340,by6340,tom6340,,,,,,,,
departure,active,ext,egte,2022-08-02t19:45:00.000,2022-08-02t19:45:00.000,2022-08-02t19:39:00.000,2022-08-02t19:39:00.000,2022-08-02t19:39:00.000,alc,leal,2022-08-02t23:05:00.000,2022-08-02t22:41:00.000,ryanair,fr,ryr,2797,fr2797,ryr2797,2a,n,,,45,,,
departure,active,ext,egte,2022-08-03t08:55:00.000,,,,,agp,lemg,2022-08-03t12:25:00.000,,ryanair,fr,ryr,3524,fr3524,ryr3524,,,,,,,,
departure,active,ext,egte,2022-08-06t16:40:00.000,2022-08-06t16:40:00.000,2022-08-06t17:03:00.000,2022-08-06t17:03:00.000,2022-08-06t17:03:00.000,alc,leal,2022-08-06t20:00:00.000,2022-08-06t19:44:00.000,ryanair,fr,ryr,2797,fr2797,ryr2797,7b,,24.0,,,,,
departure,active,ext,egte,2022-08-07t08:55:00.000,2022-08-07t08:55:00.000,,,,agp,lemg,2022-08-07t12:25:00.000,,ryanair,fr,ryr,3524,fr3524,ryr3524,,,,,,,,
departure,active,ext,egte,2022-08-09t19:45:00.000,2022-08-09t19:45:00.000,,,,alc,leal,2022-08-09t23:05:00.000,,ryanair,fr,ryr,2797,fr2797,ryr2797,5b,,,,,,,
departure,active,ext,egte,2022-08-10t08:55:00.000,2022-08-10t08:55:00.000,,,,agp,lemg,2022-08-10t12:25:00.000,,ryanair,fr,ryr,3524,fr3524,ryr3524,,,,,,,,
departure,active,ext,egte,2022-08-13t16:40:00.000,2022-08-13t16:40:00.000,2022-08-13t16:43:00.000,2022-08-13t16:43:00.000,2022-08-13t16:43:00.000,alc,leal,2022-08-13t20:00:00.000,2022-08-13t19:44:00.000,ryanair,fr,ryr,2797,fr2797,ryr2797,7b,,3.0,,,,,
departure,active,ext,egte,2022-08-14t08:55:00.000,2022-08-14t08:55:00.000,,,,agp,lemg,2022-08-14t12:25:00.000,,ryanair,fr,ryr,3524,fr3524,ryr3524,,,,,45,,,
departure,active,ext,egte,2022-08-16t19:45:00.000,2022-08-16t19:45:00.000,2022-08-16t20:11:00.000,2022-08-16t20:11:00.000,2022-08-16t20:11:00.000,alc,leal,2022-08-16t23:05:00.000,2022-08-16t23:09:00.000,ryanair,fr,ryr,2797,fr2797,ryr2797,4b,n,27.0,4.0,45,,,
departure,active,ext,egte,2022-08-17t08:55:00.000,2022-08-17t08:55:00.000,,,,agp,lemg,2022-08-17t12:25:00.000,,ryanair,fr,ryr,3524,fr3524,ryr3524,,,,,,,,
departure,active,ext,egte,2022-08-20t16:40:00.000,2022-08-20t16:40:00.000,,,,alc,leal,2022-08-20t20:00:00.000,,ryanair,fr,ryr,2797,fr2797,ryr2797,7b,,,,,,,
departure,active,ext,egte,2022-08-21t08:55:00.000,2022-08-21t08:55:00.000,,,,agp,lemg,2022-08-21t12:25:00.000,,ryanair,fr,ryr,3524,fr3524,ryr3524,,,,,,,,
departure,active,ext,egte,2022-08-23t19:45:00.000,2022-08-23t19:45:00.000,2022-08-23t19:40:00.000,2022-08-23t19:40:00.000,2022-08-23t19:40:00.000,alc,leal,2022-08-23t23:05:00.000,2022-08-23t22:39:00.000,ryanair,fr,ryr,2797,fr2797,ryr2797,5b,,,,,,,
departure,active,ext,egte,2022-08-24t08:55:00.000,2022-08-24t08:55:00.000,,,,agp,lemg,2022-08-24t12:25:00.000,,ryanair,fr,ryr,3524,fr3524,ryr3524,,,,,45,,,
departure,active,ext,egte,2022-08-27t16:40:00.000,2022-08-27t16:40:00.000,2022-08-27t16:55:00.000,2022-08-27t16:55:00.000,2022-08-27t16:55:00.000,alc,leal,2022-08-27t20:00:00.000,2022-08-27t19:55:00.000,ryanair,fr,ryr,2797,fr2797,ryr2797,7b,n,15.0,,c45,,,
departure,active,ext,egte,2022-08-28t08:55:00.000,2022-08-28t08:55:00.000,2022-08-28t09:01:00.000,2022-08-28t09:01:00.000,2022-08-28t09:01:00.000,agp,lemg,2022-08-28t12:25:00.000,2022-08-28t12:12:00.000,ryanair,fr,ryr,3524,fr3524,ryr3524,,,6.0,,45,,,
departure,active,ext,egte,2022-08-30t19:45:00.000,2022-08-30t19:45:00.000,2022-08-30t20:19:00.000,2022-08-30t20:19:00.000,2022-08-30t20:19:00.000,alc,leal,2022-08-30t23:05:00.000,2022-08-30t23:17:00.000,ryanair,fr,ryr,2797,fr2797,ryr2797,5b,n,34.0,13.0,c45,,,
departure,active,ext,egte,2022-08-31t08:55:00.000,2022-08-31t08:55:00.000,,,,agp,lemg,2022-08-31t12:25:00.000,,ryanair,fr,ryr,3524,fr3524,ryr3524,,,,,,,,
departure,active,ext,egte,2022-08-17t13:50:00.000,,,,,rho,lgrp,2022-08-17t19:55:00.000,,tui airways,by,tom,6340,by6340,tom6340,,,,,,,,
departure,active,ext,egte,2022-08-18t17:35:00.000,,,,,dlm,ltbs,2022-08-18t23:50:00.000,,tui airways,by,tom,462,by462,tom462,,i,,,,,,
departure,active,ext,egte,2022-08-19t06:00:00.000,,,,,mah,lemh,2022-08-19t09:10:00.000,,tui airways,by,tom,6500,by6500,tom6500,04,ter1,,,,,,
departure,active,ext,egte,2022-08-22t13:10:00.000,,,,,dlm,ltbs,2022-08-22t19:35:00.000,,tui airways,by,tom,676,by676,tom676,,i,,,,,,
departure,active,ext,egte,2022-09-03t16:40:00.000,2022-09-03t16:40:00.000,2022-09-03t16:43:00.000,2022-09-03t16:43:00.000,2022-09-03t16:43:00.000,alc,leal,2022-09-03t20:00:00.000,2022-09-03t19:42:00.000,ryanair,fr,ryr,2797,fr2797,ryr2797,7b,n,3.0,,45,,,
departure,active,ext,egte,2022-09-06t19:45:00.000,2022-09-06t19:45:00.000,,,,alc,leal,2022-09-06t23:05:00.000,,ryanair,fr,ryr,2797,fr2797,ryr2797,4b,,,,,,,
departure,active,ext,egte,2022-09-10t16:40:00.000,2022-09-10t16:40:00.000,2022-09-10t16:42:00.000,2022-09-10t16:42:00.000,2022-09-10t16:42:00.000,alc,leal,2022-09-10t20:00:00.000,2022-09-10t19:40:00.000,ryanair,fr,ryr,2797,fr2797,ryr2797,3b,n,2.0,,45,,,
departure,active,ext,egte,2022-09-13t19:45:00.000,2022-09-13t19:45:00.000,2022-09-13t20:08:00.000,2022-09-13t20:08:00.000,2022-09-13t20:08:00.000,alc,leal,2022-09-13t23:05:00.000,2022-09-13t23:07:00.000,ryanair,fr,ryr,2797,fr2797,ryr2797,5b,,24.0,2.0,,,,
departure,active,ext,egte,2022-09-17t16:40:00.000,2022-09-17t16:40:00.000,,,,alc,leal,2022-09-17t20:00:00.000,,ryanair,fr,ryr,2797,fr2797,ryr2797,3b,,,,,,,
departure,active,ext,egte,2022-09-20t19:45:00.000,2022-09-20t19:45:00.000,,,,alc,leal,2022-09-20t23:05:00.000,,ryanair,fr,ryr,2797,fr2797,ryr2797,4b,,,,,,,
departure,active,ext,egte,2022-09-24t16:40:00.000,2022-09-24t16:40:00.000,2022-09-24t16:39:00.000,2022-09-24t16:39:00.000,2022-09-24t16:39:00.000,alc,leal,2022-09-24t20:00:00.000,2022-09-24t19:36:00.000,ryanair,fr,ryr,2797,fr2797,ryr2797,4b,n,,,45,,,
departure,active,ext,egte,2022-09-27t19:45:00.000,2022-09-27t20:00:00.000,,,,alc,leal,2022-09-27t23:05:00.000,,ryanair,fr,ryr,2797,fr2797,ryr2797,4b,n,15.0,,c45,,,
departure,active,ext,egte,2022-09-07t13:50:00.000,,,,,rho,lgrp,2022-09-07t19:55:00.000,,tui airways,by,tom,6340,by6340,tom6340,,,,,,,,
departure,active,ext,egte,2022-09-17t13:20:00.000,2022-09-17t14:50:00.000,,,,pfo,lcph,2022-09-17t19:55:00.000,,tui airways,by,tom,6682,by6682,tom6682,,,90.0,,,,,
departure,active,ext,egte,2022-09-18t08:20:00.000,2022-09-18t08:20:00.000,,,,zth,lgza,2022-09-18t13:55:00.000,,tui airways,by,tom,6788,by6788,tom6788,,,,,,,,
departure,active,ext,egte,2022-09-18t17:45:00.000,2022-09-18t17:45:00.000,,,,ace,gcrr,2022-09-18t21:35:00.000,,tui airways,by,tom,6700,by6700,tom6700,4,1,,,,,,
departure,active,ext,egte,2022-09-19t06:00:00.000,,,,,mah,lemh,2022-09-19t09:10:00.000,,tui airways,by,tom,6138,by6138,tom6138,04,ter1,,,,,,
departure,active,ext,egte,2022-09-19t13:10:00.000,2022-09-19t13:10:00.000,,,,dlm,ltbs,2022-09-19t19:35:00.000,,tui airways,by,tom,676,by676,tom676,,i,,,,,,
departure,active,ext,egte,2022-09-20t07:10:00.000,2022-09-20t07:10:00.000,,,,pmi,lepa,2022-09-20t10:20:00.000,,tui airways,by,tom,6200,by6200,tom6200,04,,,,,,,
departure,active,ext,egte,2022-09-20t15:10:00.000,2022-09-20t15:10:00.000,2022-09-20t15:07:00.000,2022-09-20t15:07:00.000,2022-09-20t15:07:00.000,her,lgir,2022-09-20t21:15:00.000,2022-09-20t20:44:00.000,tui airways,by,tom,6264,by6264,tom6264,,,,,,,,
departure,active,ext,egte,2022-09-21t06:30:00.000,,2022-09-21t06:42:00.000,2022-09-21t06:42:00.000,2022-09-21t06:42:00.000,ibz,leib,2022-09-21t09:50:00.000,2022-09-21t09:34:00.000,tui airways,by,tom,6336,by6336,tom6336,08,1,12.0,,,,,
departure,active,ext,egte,2022-09-21t13:50:00.000,2022-09-21t13:50:00.000,,,,rho,lgrp,2022-09-21t19:55:00.000,,tui airways,by,tom,6340,by6340,tom6340,,,,,,,,
departure,active,ext,egte,2022-09-21t13:50:00.000,2022-09-21t14:00:00.000,,,,rho,lgrp,2022-09-21t19:38:00.000,,tui airways,by,tom,340,by340,tom340,,,10.0,,,,,
departure,active,ext,egte,2022-09-22t08:35:00.000,,,,,zth,lgza,2022-09-22t14:00:00.000,,tui airways,by,tom,6442,by6442,tom6442,,,,,,,,
departure,active,ext,egte,2022-09-22t17:35:00.000,2022-09-22t17:35:00.000,2022-09-22t17:49:00.000,2022-09-22t17:49:00.000,2022-09-22t17:49:00.000,dlm,ltbs,2022-09-22t23:50:00.000,2022-09-22t23:41:00.000,tui airways,by,tom,462,by462,tom462,,i,14.0,,,,,
departure,active,ext,egte,2022-09-23t06:00:00.000,2022-09-23t06:00:00.000,,,,mah,lemh,2022-09-23t09:10:00.000,,tui airways,by,tom,6500,by6500,tom6500,05,ter1,,,,,,
departure,active,ext,egte,2022-09-23t12:40:00.000,2022-09-23t12:40:00.000,2022-09-23t12:45:00.000,2022-09-23t12:45:00.000,2022-09-23t12:45:00.000,cfu,lgkr,2022-09-23t17:55:00.000,2022-09-23t17:38:00.000,tui airways,by,tom,6542,by6542,tom6542,,,5.0,,,,,
departure,active,ext,egte,2022-09-24t06:25:00.000,2022-09-24t06:25:00.000,,,,pmi,lepa,2022-09-24t09:35:00.000,,tui airways,by,tom,6600,by6600,tom6600,06,,,,,,,
departure,active,ext,egte,2022-09-24t13:20:00.000,2022-09-24t13:20:00.000,,,,pfo,lcph,2022-09-24t19:55:00.000,,tui airways,by,tom,6682,by6682,tom6682,,,,,,,,
departure,active,ext,egte,2022-09-25t08:20:00.000,2022-09-25t08:20:00.000,,,,zth,lgza,2022-09-25t13:55:00.000,,tui airways,by,tom,6788,by6788,tom6788,,,,,,,,
departure,active,ext,egte,2022-09-25t17:45:00.000,2022-09-25t17:45:00.000,,,,ace,gcrr,2022-09-25t21:35:00.000,,tui airways,by,tom,6700,by6700,tom6700,5,1,,,,,,
departure,active,ext,egte,2022-09-26t06:00:00.000,,,,,mah,lemh,2022-09-26t09:10:00.000,,tui airways,by,tom,6138,by6138,tom6138,04,ter1,,,,,,
departure,active,ext,egte,2022-09-27t07:10:00.000,,2022-09-27t07:11:00.000,2022-09-27t07:11:00.000,2022-09-27t07:11:00.000,pmi,lepa,2022-09-27t10:20:00.000,2022-09-27t10:04:00.000,tui airways,by,tom,6200,by6200,tom6200,01,,2.0,,,,,
departure,active,ext,egte,2022-09-28t06:30:00.000,,,,,ibz,leib,2022-09-28t09:50:00.000,,tui airways,by,tom,6336,by6336,tom6336,09,1,,,,,,
departure,active,ext,egte,2022-09-28t13:50:00.000,2022-09-28t14:00:00.000,,,,rho,lgrp,2022-09-28t19:45:00.000,,tui airways,by,tom,340,by340,tom340,,,10.0,,,,,
departure,active,ext,egte,2022-09-29t08:35:00.000,,2022-09-29t08:53:00.000,2022-09-29t08:53:00.000,2022-09-29t08:53:00.000,zth,lgza,2022-09-29t14:00:00.000,2022-09-29t13:48:00.000,tui airways,by,tom,6442,by6442,tom6442,,,19.0,,,,,
departure,active,ext,egte,2022-09-30t12:40:00.000,2022-09-30t12:40:00.000,2022-09-30t12:51:00.000,2022-09-30t12:51:00.000,2022-09-30t12:51:00.000,cfu,lgkr,2022-09-30t17:55:00.000,2022-09-30t17:43:00.000,tui airways,by,tom,6542,by6542,tom6542,,,11.0,,,,,
departure,active,ext,egte,2022-10-01t16:40:00.000,2022-10-01t16:40:00.000,2022-10-01t16:53:00.000,2022-10-01t16:53:00.000,2022-10-01t16:53:00.000,alc,leal,2022-10-01t20:00:00.000,2022-10-01t19:50:00.000,ryanair,fr,ryr,2797,fr2797,ryr2797,3b,n,13.0,,45,,,
departure,active,ext,egte,2022-10-04t19:45:00.000,2022-10-04t19:45:00.000,,,,alc,leal,2022-10-04t23:05:00.000,,ryanair,fr,ryr,2797,fr2797,ryr2797,4b,n,,,c45,,,
departure,active,ext,egte,2022-10-08t16:40:00.000,2022-10-08t16:40:00.000,2022-10-08t16:40:00.000,2022-10-08t16:40:00.000,2022-10-08t16:40:00.000,alc,leal,2022-10-08t20:00:00.000,2022-10-08t19:38:00.000,ryanair,fr,ryr,2797,fr2797,ryr2797,3b,n,1.0,,45,,,
departure,active,ext,egte,2022-10-11t19:45:00.000,2022-10-11t19:45:00.000,2022-10-11t20:41:00.000,2022-10-11t20:41:00.000,2022-10-11t20:41:00.000,alc,leal,2022-10-11t23:05:00.000,,ryanair,fr,ryr,2797,fr2797,ryr2797,4b,n,57.0,,c45,,,
departure,active,ext,egte,2022-10-15t16:40:00.000,2022-10-15t16:40:00.000,,,,alc,leal,2022-10-15t20:00:00.000,,ryanair,fr,ryr,2797,fr2797,ryr2797,5b,,,,,,,
departure,active,ext,egte,2022-10-18t19:45:00.000,2022-10-18t19:45:00.000,,,,alc,leal,2022-10-18t23:05:00.000,,ryanair,fr,ryr,2797,fr2797,ryr2797,4b,,,,,,,
