type,status,departure.iataCode,departure.icaoCode,departure.scheduledTime,departure.estimatedTime,arrival.iataCode,arrival.icaoCode,arrival.terminal,arrival.baggage,arrival.gate,arrival.scheduledTime,airline.name,airline.iataCode,airline.icaoCode,flight.number,flight.iataNumber,flight.icaoNumber,departure.gate,departure.delay,departure.actualTime,departure.estimatedRunway,departure.actualRunway,arrival.estimatedTime,arrival.actualTime,arrival.estimatedRunway,arrival.actualRunway,arrival.delay,codeshared.airline.name,codeshared.airline.iataCode,codeshared.airline.icaoCode,codeshared.flight.number,codeshared.flight.iataNumber,codeshared.flight.icaoNumber
departure,active,cwl,egff,2022-01-02t21:50:00.000,2022-01-02t21:50:00.000,dub,eidw,1,2,112,2022-01-02t22:45:00.000,ryanair,fr,ryr,9985,fr9985,ryr9985,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-01-03t07:35:00.000,2022-01-03t07:35:00.000,dub,eidw,1,5,112,2022-01-03t08:30:00.000,ryanair,fr,ryr,9985,fr9985,ryr9985,3,1.0,2022-01-03t07:36:00.000,2022-01-03t07:36:00.000,2022-01-03t07:36:00.000,2022-01-03t08:17:00.000,,,,,,,,,,
departure,active,cwl,egff,2022-01-05t13:25:00.000,2022-01-05t13:25:00.000,dub,eidw,1,5,1xs,2022-01-05t14:20:00.000,ryanair,fr,ryr,9985,fr9985,ryr9985,3,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-01-07t13:25:00.000,2022-01-07t13:25:00.000,dub,eidw,1,5,109,2022-01-07t14:20:00.000,ryanair,fr,ryr,9985,fr9985,ryr9985,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-01-09t21:50:00.000,2022-01-09t21:50:00.000,dub,eidw,1,2,109,2022-01-09t22:45:00.000,ryanair,fr,ryr,9985,fr9985,ryr9985,3,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-01-10t07:35:00.000,2022-01-10t07:35:00.000,dub,eidw,1,5,112,2022-01-10t08:30:00.000,ryanair,fr,ryr,9985,fr9985,ryr9985,3,7.0,2022-01-10t07:42:00.000,2022-01-10t07:42:00.000,2022-01-10t07:42:00.000,,2022-01-10t08:25:00.000,2022-01-10t08:25:00.000,2022-01-10t08:25:00.000,,,,,,,
departure,active,cwl,egff,2022-01-14t13:25:00.000,2022-01-14t13:25:00.000,dub,eidw,1,5,107,2022-01-14t14:20:00.000,ryanair,fr,ryr,9985,fr9985,ryr9985,3,8.0,2022-01-14t13:32:00.000,2022-01-14t13:32:00.000,2022-01-14t13:32:00.000,,2022-01-14t14:08:00.000,2022-01-14t14:08:00.000,2022-01-14t14:08:00.000,,,,,,,
departure,active,cwl,egff,2022-01-17t07:35:00.000,2022-01-17t07:35:00.000,dub,eidw,1,5,109,2022-01-17t08:30:00.000,ryanair,fr,ryr,9985,fr9985,ryr9985,3,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-01-21t13:25:00.000,2022-01-21t13:25:00.000,dub,eidw,1,2,111,2022-01-21t14:20:00.000,ryanair,fr,ryr,9985,fr9985,ryr9985,3,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-01-24t07:35:00.000,2022-01-24t07:35:00.000,dub,eidw,1,5,112,2022-01-24t08:30:00.000,ryanair,fr,ryr,9985,fr9985,ryr9985,,1.0,2022-01-24t07:35:00.000,2022-01-24t07:35:00.000,2022-01-24t07:35:00.000,,,,,,,,,,,
departure,active,cwl,egff,2022-01-28t13:25:00.000,2022-01-28t13:25:00.000,dub,eidw,1,2,107,2022-01-28t14:20:00.000,ryanair,fr,ryr,9985,fr9985,ryr9985,3,13.0,2022-01-28t13:37:00.000,2022-01-28t13:37:00.000,2022-01-28t13:37:00.000,,2022-01-28t14:11:00.000,2022-01-28t14:11:00.000,2022-01-28t14:11:00.000,,,,,,,
departure,active,cwl,egff,2022-01-28t23:00:00.000,2022-01-28t23:00:00.000,vce,lipz,,3,,2022-01-29t02:15:00.000,ryanair,fr,ryr,1092,fr1092,ryr1092,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-01-31t07:35:00.000,2022-01-31t07:35:00.000,dub,eidw,1,2,106,2022-01-31t08:30:00.000,ryanair,fr,ryr,9985,fr9985,ryr9985,,,,,,,,,,,,,,,,
departure,scheduled,cwl,egff,2022-01-01t17:25:00.000,2022-01-01t18:15:00.000,ams,eham,,8,a08,2022-01-01t19:45:00.000,klm,kl,klm,1064,kl1064,klm1064,,50.0,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-01-02t17:25:00.000,2022-01-02t17:25:00.000,ams,eham,2,11,d31,2022-01-02t19:45:00.000,klm,kl,klm,1064,kl1064,klm1064,11b,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-01-03t17:25:00.000,2022-01-03t17:25:00.000,ams,eham,,8,a08,2022-01-03t19:45:00.000,klm,kl,klm,1064,kl1064,klm1064,11b,,,,,,,,,,,,,,,
departure,cancelled,cwl,egff,2022-01-04t17:25:00.000,,ams,eham,,,,2022-01-04t19:45:00.000,klm,kl,klm,1064,kl1064,klm1064,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-01-05t17:25:00.000,2022-01-05t17:30:00.000,ams,eham,,9,a08,2022-01-05t19:45:00.000,klm,kl,klm,1064,kl1064,klm1064,11b,21.0,2022-01-05t17:45:00.000,2022-01-05t17:45:00.000,2022-01-05t17:45:00.000,2022-01-05t19:44:00.000,,,,,,,,,,
departure,active,cwl,egff,2022-01-06t17:25:00.000,2022-01-06t17:35:00.000,ams,eham,,9,a08,2022-01-06t19:45:00.000,klm,kl,klm,1064,kl1064,klm1064,11b,10.0,2022-01-06t17:34:00.000,2022-01-06t17:34:00.000,2022-01-06t17:34:00.000,2022-01-06t19:31:00.000,,,,,,,,,,
departure,active,cwl,egff,2022-01-07t17:25:00.000,2022-01-07t17:35:00.000,ams,eham,,8,a08,2022-01-07t19:45:00.000,klm,kl,klm,1064,kl1064,klm1064,11b,10.0,2022-01-07t17:34:00.000,2022-01-07t17:34:00.000,2022-01-07t17:34:00.000,2022-01-07t19:31:00.000,,,,,,,,,,
departure,active,cwl,egff,2022-01-08t17:25:00.000,2022-01-08t17:25:00.000,ams,eham,2,11,d26,2022-01-08t19:45:00.000,klm,kl,klm,1064,kl1064,klm1064,11b,2.0,2022-01-08t17:26:00.000,2022-01-08t17:26:00.000,2022-01-08t17:26:00.000,2022-01-08t19:20:00.000,,,,,,,,,,
departure,active,cwl,egff,2022-01-09t17:25:00.000,2022-01-09t17:25:00.000,ams,eham,,,a08,2022-01-09t19:45:00.000,klm,kl,klm,1064,kl1064,klm1064,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-01-10t17:25:00.000,2022-01-10t17:25:00.000,ams,eham,,13,a08,2022-01-10t19:45:00.000,klm,kl,klm,1064,kl1064,klm1064,11b,4.0,2022-01-10t17:29:00.000,2022-01-10t17:29:00.000,2022-01-10t17:29:00.000,2022-01-10t19:27:00.000,,,,,,,,,,
departure,active,cwl,egff,2022-01-13t17:25:00.000,2022-01-13t17:25:00.000,ams,eham,,13,a08,2022-01-13t19:45:00.000,klm,kl,klm,1064,kl1064,klm1064,11b,1.0,2022-01-13t17:26:00.000,2022-01-13t17:26:00.000,2022-01-13t17:26:00.000,2022-01-13t19:25:00.000,,,,,,,,,,
departure,active,cwl,egff,2022-01-14t17:25:00.000,2022-01-14t17:25:00.000,ams,eham,,,a08,2022-01-14t19:45:00.000,klm,kl,klm,1064,kl1064,klm1064,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-01-16t17:25:00.000,2022-01-16t17:25:00.000,ams,eham,,12,d18,2022-01-16t19:45:00.000,klm,kl,klm,1064,kl1064,klm1064,11b,4.0,2022-01-16t17:28:00.000,2022-01-16t17:28:00.000,2022-01-16t17:28:00.000,2022-01-16t19:29:00.000,,,,,,,,,,
departure,active,cwl,egff,2022-01-17t17:25:00.000,2022-01-17t17:25:00.000,ams,eham,2,9,d27,2022-01-17t19:45:00.000,klm,kl,klm,1064,kl1064,klm1064,11b,,2022-01-17t17:23:00.000,2022-01-17t17:23:00.000,2022-01-17t17:23:00.000,2022-01-17t19:25:00.000,,,,,,,,,,
departure,active,cwl,egff,2022-01-21t17:25:00.000,2022-01-21t17:25:00.000,ams,eham,,8,a08,2022-01-21t19:45:00.000,klm,kl,klm,1064,kl1064,klm1064,11b,,2022-01-21t17:15:00.000,2022-01-21t17:15:00.000,2022-01-21t17:15:00.000,2022-01-21t19:21:00.000,,,,,,,,,,
departure,active,cwl,egff,2022-01-23t17:25:00.000,2022-01-23t17:25:00.000,ams,eham,,13,a08,2022-01-23t19:45:00.000,klm,kl,klm,1064,kl1064,klm1064,11b,12.0,2022-01-23t17:36:00.000,2022-01-23t17:36:00.000,2022-01-23t17:36:00.000,2022-01-23t19:40:00.000,,,,,,,,,,
departure,active,cwl,egff,2022-01-27t17:25:00.000,2022-01-27t17:25:00.000,ams,eham,2,11,d27,2022-01-27t19:45:00.000,klm,kl,klm,1064,kl1064,klm1064,11b,,2022-01-27t17:23:00.000,2022-01-27t17:23:00.000,2022-01-27t17:23:00.000,2022-01-27t19:15:00.000,,,,,,,,,,
departure,active,cwl,egff,2022-01-30t17:25:00.000,2022-01-30t17:25:00.000,ams,eham,2,11,d24,2022-01-30t19:45:00.000,klm,kl,klm,1064,kl1064,klm1064,11b,11.0,2022-01-30t17:35:00.000,2022-01-30t17:35:00.000,2022-01-30t17:35:00.000,2022-01-30t19:29:00.000,,,,,,,,,,
departure,active,cwl,egff,2022-01-31t17:25:00.000,2022-01-31t17:30:00.000,ams,eham,,8,a08,2022-01-31t19:45:00.000,klm,kl,klm,1064,kl1064,klm1064,11b,9.0,2022-01-31t17:33:00.000,2022-01-31t17:33:00.000,2022-01-31t17:33:00.000,2022-01-31t19:33:00.000,,,,,,,,,,
departure,active,cwl,egff,2022-01-01t06:15:00.000,,alc,leal,,,,2022-01-01t09:40:00.000,tui airways,by,tom,6644,by6644,tom6644,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-01-01t13:10:00.000,,man,egcc,2,,,2022-01-01t13:55:00.000,tui airways,by,tom,2621,by2621,tom2621,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-01-01t13:45:00.000,,lpa,gclp,,41,,2022-01-01t17:45:00.000,tui airways,by,tom,6658,by6658,tom6658,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-01-02t07:00:00.000,,agp,lemg,,,,2022-01-02t10:35:00.000,tui airways,by,tom,6714,by6714,tom6714,,,,,,,,,,,,,,,,
departure,scheduled,cwl,egff,2022-01-02t14:55:00.000,2022-01-02t16:30:00.000,ace,gcrr,1,5,,2022-01-02t18:45:00.000,tui airways,by,tom,6706,by6706,tom6706,,95.0,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-01-03t10:45:00.000,,tfs,gcts,,a6,,2022-01-03t14:50:00.000,tui airways,by,tom,6160,by6160,tom6160,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-01-04t06:50:00.000,,alc,leal,,,,2022-01-04t10:15:00.000,tui airways,by,tom,6228,by6228,tom6228,,7.0,2022-01-04t06:57:00.000,2022-01-04t06:57:00.000,2022-01-04t06:57:00.000,2022-01-04t10:08:00.000,,,,,,,,,,
departure,active,cwl,egff,2022-01-04t14:25:00.000,,tfs,gcts,,a7,,2022-01-04t18:30:00.000,tui airways,by,tom,6286,by6286,tom6286,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-01-06t10:30:00.000,,ace,gcrr,1,3,,2022-01-06t14:20:00.000,tui airways,by,tom,6422,by6422,tom6422,,6.0,2022-01-06t10:36:00.000,2022-01-06t10:36:00.000,2022-01-06t10:36:00.000,2022-01-06t14:15:00.000,,,,,,,,,,
departure,active,cwl,egff,2022-01-07t10:30:00.000,,tfs,gcts,,b2,,2022-01-07t14:35:00.000,tui airways,by,tom,6554,by6554,tom6554,,5.0,2022-01-07t10:34:00.000,2022-01-07t10:34:00.000,2022-01-07t10:34:00.000,2022-01-07t14:26:00.000,,,,,,,,,,
departure,active,cwl,egff,2022-01-08t06:15:00.000,,alc,leal,,,,2022-01-08t09:40:00.000,tui airways,by,tom,6644,by6644,tom6644,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-01-08t13:45:00.000,,lpa,gclp,,,,2022-01-08t17:45:00.000,tui airways,by,tom,6658,by6658,tom6658,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-01-08t23:50:00.000,,bhx,egbb,,,,2022-01-09t00:35:00.000,tui airways,by,tom,7675,by7675,tom7675,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-01-09t13:50:00.000,,bhx,egbb,,,,2022-01-09t14:20:00.000,tui airways,by,tom,7751,by7751,tom7751,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-01-09t14:25:00.000,,ace,gcrr,1,3,,2022-01-09t18:15:00.000,tui airways,by,tom,6706,by6706,tom6706,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-01-10t10:45:00.000,,tfs,gcts,,a5,,2022-01-10t14:50:00.000,tui airways,by,tom,6160,by6160,tom6160,,6.0,2022-01-10t10:50:00.000,2022-01-10t10:50:00.000,2022-01-10t10:50:00.000,2022-01-10t14:47:00.000,,,,,,,,,,
departure,active,cwl,egff,2022-01-11t06:50:00.000,,alc,leal,,,,2022-01-11t10:15:00.000,tui airways,by,tom,6228,by6228,tom6228,,3.0,2022-01-11t06:53:00.000,2022-01-11t06:53:00.000,2022-01-11t06:53:00.000,2022-01-11t09:59:00.000,,,,,,,,,,
departure,active,cwl,egff,2022-01-11t14:25:00.000,,tfs,gcts,,a6,,2022-01-11t18:30:00.000,tui airways,by,tom,6286,by6286,tom6286,,12.0,2022-01-11t14:37:00.000,2022-01-11t14:37:00.000,2022-01-11t14:37:00.000,2022-01-11t18:25:00.000,,,,,,,,,,
departure,active,cwl,egff,2022-01-13t10:30:00.000,,ace,gcrr,1,7,,2022-01-13t14:20:00.000,tui airways,by,tom,6422,by6422,tom6422,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-01-14t10:30:00.000,,tfs,gcts,,a5,,2022-01-14t14:35:00.000,tui airways,by,tom,6554,by6554,tom6554,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-01-15t06:15:00.000,,alc,leal,,,,2022-01-15t09:40:00.000,tui airways,by,tom,6644,by6644,tom6644,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-01-15t13:45:00.000,,lpa,gclp,,,,2022-01-15t17:45:00.000,tui airways,by,tom,6658,by6658,tom6658,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-01-16t14:55:00.000,,ace,gcrr,1,,,2022-01-16t18:45:00.000,tui airways,by,tom,6706,by6706,tom6706,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-01-17t00:20:00.000,,dsa,egcn,,,,2022-01-17t01:05:00.000,tui airways,by,tom,3773,by3773,tom3773,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-01-17t10:45:00.000,,tfs,gcts,,a6,,2022-01-17t14:50:00.000,tui airways,by,tom,6160,by6160,tom6160,,17.0,2022-01-17t11:01:00.000,2022-01-17t11:01:00.000,2022-01-17t11:01:00.000,2022-01-17t15:00:00.000,,,,10.0,,,,,,
departure,active,cwl,egff,2022-01-18t13:45:00.000,,gla,egpf,m,,,2022-01-18t14:45:00.000,tui airways,by,tom,1247,by1247,tom1247,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-01-18t14:25:00.000,,tfs,gcts,,,,2022-01-18t18:30:00.000,tui airways,by,tom,6286,by6286,tom6286,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-01-20t10:30:00.000,,ace,gcrr,1,2,,2022-01-20t14:20:00.000,tui airways,by,tom,6422,by6422,tom6422,,9.0,2022-01-20t10:38:00.000,2022-01-20t10:38:00.000,2022-01-20t10:38:00.000,2022-01-20t14:13:00.000,,,,,,,,,,
departure,active,cwl,egff,2022-01-21t10:30:00.000,2022-01-21t10:30:00.000,tfs,gcts,,b3,,2022-01-21t14:35:00.000,tui airways,by,tom,6554,by6554,tom6554,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-01-24t10:45:00.000,2022-01-24t10:45:00.000,tfs,gcts,,a7,,2022-01-24t14:50:00.000,tui airways,by,tom,6160,by6160,tom6160,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-01-27t10:30:00.000,,ace,gcrr,1,3,,2022-01-27t14:20:00.000,tui airways,by,tom,6422,by6422,tom6422,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-01-28t10:05:00.000,2022-01-28t10:15:00.000,bgi,tbpb,,,,2022-01-28t14:30:00.000,tui airways,by,tom,238,by238,tom238,,10.0,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-01-28t10:30:00.000,,tfs,gcts,,a7,,2022-01-28t14:35:00.000,tui airways,by,tom,6554,by6554,tom6554,,3.0,2022-01-28t10:32:00.000,2022-01-28t10:32:00.000,2022-01-28t10:32:00.000,2022-01-28t14:17:00.000,,,,,,,,,,
departure,active,cwl,egff,2022-01-31t10:45:00.000,,tfs,gcts,,a6,,2022-01-31t14:50:00.000,tui airways,by,tom,6160,by6160,tom6160,,7.0,2022-01-31t10:51:00.000,2022-01-31t10:51:00.000,2022-01-31t10:51:00.000,2022-01-31t14:34:00.000,,,,,,,,,,
departure,scheduled,cwl,egff,2022-01-01t17:25:00.000,2022-01-01t18:15:00.000,ams,eham,,8,a08,2022-01-01t19:45:00.000,virgin atlantic,vs,vir,7024,vs7024,vir7024,,50.0,,,,,,,,,klm,kl,klm,1064,kl1064,klm1064
departure,active,cwl,egff,2022-01-02t17:25:00.000,2022-01-02t17:25:00.000,ams,eham,2,11,d31,2022-01-02t19:45:00.000,virgin atlantic,vs,vir,7024,vs7024,vir7024,11b,,,,,,,,,,klm,kl,klm,1064,kl1064,klm1064
departure,active,cwl,egff,2022-01-03t17:25:00.000,2022-01-03t17:25:00.000,ams,eham,,8,a08,2022-01-03t19:45:00.000,virgin atlantic,vs,vir,7024,vs7024,vir7024,11b,,,,,,,,,,klm,kl,klm,1064,kl1064,klm1064
departure,cancelled,cwl,egff,2022-01-04t17:25:00.000,,ams,eham,,,,2022-01-04t19:45:00.000,virgin atlantic,vs,vir,7024,vs7024,vir7024,,,,,,,,,,,klm,kl,klm,1064,kl1064,klm1064
departure,active,cwl,egff,2022-01-05t17:25:00.000,2022-01-05t17:30:00.000,ams,eham,,9,a08,2022-01-05t19:45:00.000,virgin atlantic,vs,vir,7024,vs7024,vir7024,11b,21.0,2022-01-05t17:45:00.000,2022-01-05t17:45:00.000,2022-01-05t17:45:00.000,2022-01-05t19:44:00.000,,,,,klm,kl,klm,1064,kl1064,klm1064
departure,active,cwl,egff,2022-01-06t17:25:00.000,2022-01-06t17:35:00.000,ams,eham,,9,a08,2022-01-06t19:45:00.000,virgin atlantic,vs,vir,7024,vs7024,vir7024,11b,10.0,2022-01-06t17:34:00.000,2022-01-06t17:34:00.000,2022-01-06t17:34:00.000,2022-01-06t19:31:00.000,,,,,klm,kl,klm,1064,kl1064,klm1064
departure,active,cwl,egff,2022-01-07t17:25:00.000,2022-01-07t17:35:00.000,ams,eham,,8,a08,2022-01-07t19:45:00.000,virgin atlantic,vs,vir,7024,vs7024,vir7024,11b,10.0,2022-01-07t17:34:00.000,2022-01-07t17:34:00.000,2022-01-07t17:34:00.000,2022-01-07t19:31:00.000,,,,,klm,kl,klm,1064,kl1064,klm1064
departure,active,cwl,egff,2022-01-08t17:25:00.000,2022-01-08t17:25:00.000,ams,eham,2,11,d26,2022-01-08t19:45:00.000,virgin atlantic,vs,vir,7024,vs7024,vir7024,11b,2.0,2022-01-08t17:26:00.000,2022-01-08t17:26:00.000,2022-01-08t17:26:00.000,2022-01-08t19:20:00.000,,,,,klm,kl,klm,1064,kl1064,klm1064
departure,active,cwl,egff,2022-01-09t17:25:00.000,2022-01-09t17:25:00.000,ams,eham,,,a08,2022-01-09t19:45:00.000,virgin atlantic,vs,vir,7024,vs7024,vir7024,,,,,,,,,,,klm,kl,klm,1064,kl1064,klm1064
departure,active,cwl,egff,2022-01-10t17:25:00.000,2022-01-10t17:25:00.000,ams,eham,,13,a08,2022-01-10t19:45:00.000,virgin atlantic,vs,vir,7024,vs7024,vir7024,11b,4.0,2022-01-10t17:29:00.000,2022-01-10t17:29:00.000,2022-01-10t17:29:00.000,2022-01-10t19:27:00.000,,,,,klm,kl,klm,1064,kl1064,klm1064
departure,active,cwl,egff,2022-01-13t17:25:00.000,2022-01-13t17:25:00.000,ams,eham,,13,a08,2022-01-13t19:45:00.000,virgin atlantic,vs,vir,7024,vs7024,vir7024,11b,1.0,2022-01-13t17:26:00.000,2022-01-13t17:26:00.000,2022-01-13t17:26:00.000,2022-01-13t19:25:00.000,,,,,klm,kl,klm,1064,kl1064,klm1064
departure,active,cwl,egff,2022-01-14t17:25:00.000,2022-01-14t17:25:00.000,ams,eham,,,a08,2022-01-14t19:45:00.000,virgin atlantic,vs,vir,7024,vs7024,vir7024,,,,,,,,,,,klm,kl,klm,1064,kl1064,klm1064
departure,active,cwl,egff,2022-01-16t17:25:00.000,2022-01-16t17:25:00.000,ams,eham,,12,d18,2022-01-16t19:45:00.000,virgin atlantic,vs,vir,7024,vs7024,vir7024,11b,4.0,2022-01-16t17:28:00.000,2022-01-16t17:28:00.000,2022-01-16t17:28:00.000,2022-01-16t19:29:00.000,,,,,klm,kl,klm,1064,kl1064,klm1064
departure,active,cwl,egff,2022-01-17t17:25:00.000,2022-01-17t17:25:00.000,ams,eham,2,9,d27,2022-01-17t19:45:00.000,virgin atlantic,vs,vir,7024,vs7024,vir7024,11b,,2022-01-17t17:23:00.000,2022-01-17t17:23:00.000,2022-01-17t17:23:00.000,2022-01-17t19:25:00.000,,,,,klm,kl,klm,1064,kl1064,klm1064
departure,active,cwl,egff,2022-01-21t17:25:00.000,2022-01-21t17:25:00.000,ams,eham,,8,a08,2022-01-21t19:45:00.000,virgin atlantic,vs,vir,7024,vs7024,vir7024,11b,,2022-01-21t17:15:00.000,2022-01-21t17:15:00.000,2022-01-21t17:15:00.000,2022-01-21t19:21:00.000,,,,,klm,kl,klm,1064,kl1064,klm1064
departure,active,cwl,egff,2022-01-23t17:25:00.000,2022-01-23t17:25:00.000,ams,eham,,13,a08,2022-01-23t19:45:00.000,virgin atlantic,vs,vir,7024,vs7024,vir7024,11b,12.0,2022-01-23t17:36:00.000,2022-01-23t17:36:00.000,2022-01-23t17:36:00.000,2022-01-23t19:40:00.000,,,,,klm,kl,klm,1064,kl1064,klm1064
departure,active,cwl,egff,2022-01-27t17:25:00.000,2022-01-27t17:25:00.000,ams,eham,2,11,d27,2022-01-27t19:45:00.000,virgin atlantic,vs,vir,7024,vs7024,vir7024,11b,,2022-01-27t17:23:00.000,2022-01-27t17:23:00.000,2022-01-27t17:23:00.000,2022-01-27t19:15:00.000,,,,,klm,kl,klm,1064,kl1064,klm1064
departure,active,cwl,egff,2022-01-30t17:25:00.000,2022-01-30t17:25:00.000,ams,eham,2,11,d24,2022-01-30t19:45:00.000,virgin atlantic,vs,vir,7024,vs7024,vir7024,11b,11.0,2022-01-30t17:35:00.000,2022-01-30t17:35:00.000,2022-01-30t17:35:00.000,2022-01-30t19:29:00.000,,,,,klm,kl,klm,1064,kl1064,klm1064
departure,active,cwl,egff,2022-01-31t17:25:00.000,2022-01-31t17:30:00.000,ams,eham,,8,a08,2022-01-31t19:45:00.000,virgin atlantic,vs,vir,7024,vs7024,vir7024,11b,9.0,2022-01-31t17:33:00.000,2022-01-31t17:33:00.000,2022-01-31t17:33:00.000,2022-01-31t19:33:00.000,,,,,klm,kl,klm,1064,kl1064,klm1064
departure,active,cwl,egff,2022-02-02t13:25:00.000,2022-02-02t13:25:00.000,dub,eidw,1,5,108,2022-02-02t14:20:00.000,ryanair,fr,ryr,9985,fr9985,ryr9985,3,3.0,2022-02-02t13:27:00.000,2022-02-02t13:27:00.000,2022-02-02t13:27:00.000,2022-02-02t14:06:00.000,,,,,,,,,,
departure,active,cwl,egff,2022-02-04t08:30:00.000,2022-02-04t08:30:00.000,dub,eidw,1,4,110,2022-02-04t09:25:00.000,ryanair,fr,ryr,731,fr731,ryr731,3,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-02-04t13:25:00.000,2022-02-04t13:25:00.000,dub,eidw,1,2,111,2022-02-04t14:20:00.000,ryanair,fr,ryr,9985,fr9985,ryr9985,3,24.0,2022-02-04t13:49:00.000,2022-02-04t13:49:00.000,2022-02-04t13:49:00.000,2022-02-04t14:30:00.000,,,,10.0,,,,,,
departure,active,cwl,egff,2022-02-04t14:30:00.000,2022-02-04t14:30:00.000,dub,eidw,1,5,107,2022-02-04t15:25:00.000,ryanair,fr,ryr,743,fr743,ryr743,3,,2022-02-04t14:24:00.000,2022-02-04t14:24:00.000,2022-02-04t14:24:00.000,2022-02-04t15:06:00.000,,,,,,,,,,
departure,active,cwl,egff,2022-02-04t21:55:00.000,2022-02-04t21:55:00.000,dub,eidw,1,2,110,2022-02-04t22:50:00.000,ryanair,fr,ryr,679,fr679,ryr679,3,9.0,2022-02-04t22:03:00.000,2022-02-04t22:03:00.000,2022-02-04t22:03:00.000,2022-02-04t22:46:00.000,,,,,,,,,,
departure,active,cwl,egff,2022-02-05t21:20:00.000,2022-02-05t21:20:00.000,dub,eidw,1,4,111,2022-02-05t22:15:00.000,ryanair,fr,ryr,731,fr731,ryr731,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-02-06t12:45:00.000,2022-02-06t12:45:00.000,dub,eidw,1,4,107,2022-02-06t13:40:00.000,ryanair,fr,ryr,743,fr743,ryr743,3,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-02-06t15:10:00.000,2022-02-06t15:10:00.000,dub,eidw,1,5,112,2022-02-06t16:05:00.000,ryanair,fr,ryr,731,fr731,ryr731,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-02-06t21:50:00.000,2022-02-06t21:50:00.000,dub,eidw,1,5,gnib,2022-02-06t22:45:00.000,ryanair,fr,ryr,9985,fr9985,ryr9985,3,3.0,2022-02-06t21:52:00.000,2022-02-06t21:52:00.000,2022-02-06t21:52:00.000,2022-02-06t22:34:00.000,,,,,,,,,,
departure,active,cwl,egff,2022-02-07t07:35:00.000,2022-02-07t07:35:00.000,dub,eidw,1,4,112,2022-02-07t08:30:00.000,ryanair,fr,ryr,9985,fr9985,ryr9985,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-02-09t13:25:00.000,2022-02-09t13:25:00.000,dub,eidw,1,3,107,2022-02-09t14:20:00.000,ryanair,fr,ryr,9985,fr9985,ryr9985,3,,2022-02-09t13:17:00.000,2022-02-09t13:17:00.000,2022-02-09t13:17:00.000,2022-02-09t13:55:00.000,,,,,,,,,,
departure,active,cwl,egff,2022-02-11t13:25:00.000,2022-02-11t13:25:00.000,dub,eidw,1,2,107,2022-02-11t14:20:00.000,ryanair,fr,ryr,9985,fr9985,ryr9985,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-02-13t21:50:00.000,2022-02-13t21:50:00.000,dub,eidw,1,5,104,2022-02-13t22:45:00.000,ryanair,fr,ryr,9985,fr9985,ryr9985,3,2.0,2022-02-13t21:51:00.000,2022-02-13t21:51:00.000,2022-02-13t21:51:00.000,2022-02-13t22:30:00.000,,,,,,,,,,
