type,status,departure.iataCode,departure.icaoCode,departure.scheduledTime,departure.estimatedTime,arrival.iataCode,arrival.icaoCode,arrival.terminal,arrival.baggage,arrival.gate,arrival.scheduledTime,airline.name,airline.iataCode,airline.icaoCode,flight.number,flight.iataNumber,flight.icaoNumber,departure.gate,departure.delay,departure.actualTime,departure.estimatedRunway,departure.actualRunway,arrival.estimatedTime,arrival.actualTime,arrival.estimatedRunway,arrival.actualRunway,arrival.delay,codeshared.airline.name,codeshared.airline.iataCode,codeshared.airline.icaoCode,codeshared.flight.number,codeshared.flight.iataNumber,codeshared.flight.icaoNumber
departure,active,cwl,egff,2022-08-01t10:55:00.000,2022-08-01t10:55:00.000,ams,eham,,,a08,2022-08-01t13:15:00.000,klm,kl,klm,1064,kl1064,klm1064,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-08-02t05:50:00.000,2022-08-02t05:50:00.000,ams,eham,,,a08,2022-08-02t08:15:00.000,klm,kl,klm,1058,kl1058,klm1058,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-08-02t10:55:00.000,2022-08-02t10:55:00.000,ams,eham,,8,a08,2022-08-02t13:15:00.000,klm,kl,klm,1064,kl1064,klm1064,11b,8.0,2022-08-02t11:02:00.000,2022-08-02t11:02:00.000,2022-08-02t11:02:00.000,2022-08-02t12:57:00.000,,,,,,,,,,
departure,active,cwl,egff,2022-08-03t10:55:00.000,2022-08-03t10:55:00.000,ams,eham,,,a08,2022-08-03t13:15:00.000,klm,kl,klm,1064,kl1064,klm1064,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-08-04t05:50:00.000,2022-08-04t05:50:00.000,ams,eham,,10,a08,2022-08-04t08:15:00.000,klm,kl,klm,1058,kl1058,klm1058,11b,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-08-04t10:55:00.000,2022-08-04t10:55:00.000,ams,eham,,,a08,2022-08-04t13:15:00.000,klm,kl,klm,1064,kl1064,klm1064,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-08-05t05:50:00.000,2022-08-05t05:50:00.000,ams,eham,2,12,a08,2022-08-05t08:15:00.000,klm,kl,klm,1058,kl1058,klm1058,11b,13.0,2022-08-05t06:02:00.000,2022-08-05t06:02:00.000,2022-08-05t06:02:00.000,2022-08-05t08:02:00.000,,,,,,,,,,
departure,active,cwl,egff,2022-08-05t10:55:00.000,2022-08-05t11:17:00.000,ams,eham,2,11,a08,2022-08-05t13:15:00.000,klm,kl,klm,1064,kl1064,klm1064,11b,22.0,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-08-06t17:10:00.000,2022-08-06t17:10:00.000,ams,eham,,8,a08,2022-08-06t19:30:00.000,klm,kl,klm,1064,kl1064,klm1064,11b,17.0,2022-08-06t17:26:00.000,2022-08-06t17:26:00.000,2022-08-06t17:26:00.000,2022-08-06t19:21:00.000,,,,,,,,,,
departure,active,cwl,egff,2022-08-07t17:10:00.000,2022-08-07t17:20:00.000,ams,eham,,9,a08,2022-08-07t19:30:00.000,klm,kl,klm,1064,kl1064,klm1064,,10.0,,,,,,,,,,,,,,
departure,cancelled,cwl,egff,2022-08-08t05:50:00.000,,ams,eham,,,,2022-08-08t08:15:00.000,klm,kl,klm,1058,kl1058,klm1058,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-08-08t10:55:00.000,2022-08-08t10:55:00.000,ams,eham,,8,a08,2022-08-08t13:15:00.000,klm,kl,klm,1064,kl1064,klm1064,11b,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-08-09t10:55:00.000,2022-08-09t10:55:00.000,ams,eham,,13,a08,2022-08-09t13:15:00.000,klm,kl,klm,1064,kl1064,klm1064,11b,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-08-10t10:55:00.000,2022-08-10t11:10:00.000,ams,eham,,12,a08,2022-08-10t13:15:00.000,klm,kl,klm,1064,kl1064,klm1064,11b,15.0,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-08-11t05:50:00.000,2022-08-11t06:04:00.000,ams,eham,2,12,a08,2022-08-11t08:15:00.000,klm,kl,klm,1058,kl1058,klm1058,11b,14.0,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-08-11t10:55:00.000,2022-08-11t10:55:00.000,ams,eham,,8,a08,2022-08-11t13:15:00.000,klm,kl,klm,1064,kl1064,klm1064,4,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-08-12t10:55:00.000,2022-08-12t10:55:00.000,ams,eham,2,13,a08,2022-08-12t13:15:00.000,klm,kl,klm,1064,kl1064,klm1064,11b,17.0,2022-08-12t11:11:00.000,2022-08-12t11:11:00.000,2022-08-12t11:11:00.000,2022-08-12t13:07:00.000,,,,,,,,,,
departure,active,cwl,egff,2022-08-13t05:50:00.000,2022-08-13t05:50:00.000,ams,eham,2,10,a08,2022-08-13t08:15:00.000,klm,kl,klm,1058,kl1058,klm1058,11b,15.0,2022-08-13t06:05:00.000,2022-08-13t06:05:00.000,2022-08-13t06:05:00.000,2022-08-13t08:00:00.000,,,,,,,,,,
departure,active,cwl,egff,2022-08-13t17:10:00.000,2022-08-13t17:14:00.000,ams,eham,2,11,a08,2022-08-13t19:30:00.000,klm,kl,klm,1064,kl1064,klm1064,11b,4.0,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-08-14t17:10:00.000,2022-08-14t17:10:00.000,ams,eham,,12,a08,2022-08-14t19:30:00.000,klm,kl,klm,1064,kl1064,klm1064,11b,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-08-15t10:55:00.000,2022-08-15t10:55:00.000,ams,eham,,11,d29,2022-08-15t13:15:00.000,klm,kl,klm,1064,kl1064,klm1064,11b,13.0,2022-08-15t11:07:00.000,2022-08-15t11:07:00.000,2022-08-15t11:07:00.000,2022-08-15t13:03:00.000,,,,,,,,,,
departure,active,cwl,egff,2022-08-16t10:55:00.000,2022-08-16t10:55:00.000,ams,eham,,,a08,2022-08-16t13:15:00.000,klm,kl,klm,1064,kl1064,klm1064,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-08-17t10:55:00.000,2022-08-17t10:55:00.000,ams,eham,2,9,a08,2022-08-17t13:15:00.000,klm,kl,klm,1064,kl1064,klm1064,11b,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-08-18t05:50:00.000,2022-08-18t05:50:00.000,ams,eham,,,a08,2022-08-18t08:15:00.000,klm,kl,klm,1058,kl1058,klm1058,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-08-18t10:55:00.000,2022-08-18t10:55:00.000,ams,eham,,11,a08,2022-08-18t13:15:00.000,klm,kl,klm,1064,kl1064,klm1064,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-08-19t05:50:00.000,2022-08-19t05:50:00.000,ams,eham,,,a08,2022-08-19t08:15:00.000,klm,kl,klm,1058,kl1058,klm1058,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-08-19t10:55:00.000,2022-08-19t10:55:00.000,ams,eham,,,a08,2022-08-19t13:15:00.000,klm,kl,klm,1064,kl1064,klm1064,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-08-20t17:10:00.000,2022-08-20t17:10:00.000,ams,eham,2,13,d31,2022-08-20t19:30:00.000,klm,kl,klm,1064,kl1064,klm1064,11b,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-08-21t17:10:00.000,2022-08-21t17:10:00.000,ams,eham,,10,a08,2022-08-21t19:30:00.000,klm,kl,klm,1064,kl1064,klm1064,11b,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-08-22t10:55:00.000,2022-08-22t10:55:00.000,ams,eham,2,13,a08,2022-08-22t13:15:00.000,klm,kl,klm,1064,kl1064,klm1064,11b,33.0,2022-08-22t11:27:00.000,2022-08-22t11:27:00.000,2022-08-22t11:27:00.000,2022-08-22t13:20:00.000,,,,6.0,,,,,,
departure,active,cwl,egff,2022-08-23t17:15:00.000,2022-08-23t17:15:00.000,ams,eham,,12,a08,2022-08-23t19:35:00.000,klm,kl,klm,1064,kl1064,klm1064,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-08-24t17:15:00.000,2022-08-24t17:15:00.000,ams,eham,,12,d22,2022-08-24t19:35:00.000,klm,kl,klm,1064,kl1064,klm1064,11b,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-08-25t05:50:00.000,2022-08-25t05:50:00.000,ams,eham,,11,a08,2022-08-25t08:15:00.000,klm,kl,klm,1058,kl1058,klm1058,11b,11.0,2022-08-25t06:01:00.000,2022-08-25t06:01:00.000,2022-08-25t06:01:00.000,2022-08-25t07:56:00.000,,,,,,,,,,
departure,active,cwl,egff,2022-08-26t05:50:00.000,2022-08-26t05:50:00.000,ams,eham,,8,a08,2022-08-26t08:15:00.000,klm,kl,klm,1058,kl1058,klm1058,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-08-26t10:55:00.000,2022-08-26t10:55:00.000,ams,eham,,13,a08,2022-08-26t13:15:00.000,klm,kl,klm,1064,kl1064,klm1064,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-08-27t17:10:00.000,2022-08-27t17:10:00.000,ams,eham,,12,a08,2022-08-27t19:30:00.000,klm,kl,klm,1064,kl1064,klm1064,11b,6.0,2022-08-27t17:16:00.000,2022-08-27t17:16:00.000,2022-08-27t17:16:00.000,2022-08-27t19:10:00.000,,,,,,,,,,
departure,active,cwl,egff,2022-08-28t17:10:00.000,2022-08-28t17:25:00.000,ams,eham,,12,a08,2022-08-28t19:30:00.000,klm,kl,klm,1064,kl1064,klm1064,11b,15.0,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-08-29t05:50:00.000,2022-08-29t05:50:00.000,ams,eham,,,a08,2022-08-29t08:15:00.000,klm,kl,klm,1058,kl1058,klm1058,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-08-29t17:15:00.000,2022-08-29t17:27:00.000,ams,eham,,12,a08,2022-08-29t19:35:00.000,klm,kl,klm,1064,kl1064,klm1064,11b,12.0,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-08-30t05:50:00.000,2022-08-30t05:50:00.000,ams,eham,,10,a08,2022-08-30t08:15:00.000,klm,kl,klm,1058,kl1058,klm1058,11b,6.0,2022-08-30t05:55:00.000,2022-08-30t05:55:00.000,2022-08-30t05:55:00.000,2022-08-30t07:59:00.000,,,,,,,,,,
departure,active,cwl,egff,2022-08-30t17:15:00.000,2022-08-30t17:20:00.000,ams,eham,,11,d23,2022-08-30t19:35:00.000,klm,kl,klm,1064,kl1064,klm1064,11b,26.0,2022-08-30t17:41:00.000,2022-08-30t17:41:00.000,2022-08-30t17:41:00.000,2022-08-30t19:25:00.000,,,,,,,,,,
departure,active,cwl,egff,2022-08-31t05:50:00.000,2022-08-31t05:50:00.000,ams,eham,,,a08,2022-08-31t08:15:00.000,klm,kl,klm,1058,kl1058,klm1058,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-08-31t17:15:00.000,2022-08-31t17:15:00.000,ams,eham,,10,a08,2022-08-31t19:35:00.000,klm,kl,klm,1064,kl1064,klm1064,11b,14.0,2022-08-31t17:28:00.000,2022-08-31t17:28:00.000,2022-08-31t17:28:00.000,2022-08-31t19:23:00.000,,,,,,,,,,
departure,active,cwl,egff,2022-08-04t06:00:00.000,2022-08-04t08:10:00.000,pmi,lepa,,05,,2022-08-04t09:15:00.000,tui airways,by,tom,6492,by6492,tom6492,,130.0,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-08-04t13:10:00.000,2022-08-04t16:25:00.000,boj,lbbg,,,,2022-08-04t18:35:00.000,tui airways,by,tom,6412,by6412,tom6412,,195.0,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-08-05t13:30:00.000,2022-08-05t14:10:00.000,zth,lgza,,,,2022-08-05t19:00:00.000,tui airways,by,tom,6592,by6592,tom6592,,40.0,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-08-05t14:10:00.000,,tfs,gcts,,a3,,2022-08-05t18:15:00.000,tui airways,by,tom,6554,by6554,tom6554,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-08-06t06:05:00.000,,ibz,leib,1,09,,2022-08-06t09:30:00.000,tui airways,by,tom,6604,by6604,tom6604,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-08-06t13:45:00.000,,lpa,gclp,,36,,2022-08-06t17:50:00.000,tui airways,by,tom,6658,by6658,tom6658,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-08-08t15:40:00.000,2022-08-08t16:45:00.000,ayt,ltai,2,,,2022-08-08t21:55:00.000,tui airways,by,tom,678,by678,tom678,,65.0,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-08-13t06:05:00.000,,ibz,leib,1,09,,2022-08-13t09:30:00.000,tui airways,by,tom,6604,by6604,tom6604,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-08-15t06:00:00.000,2022-08-15t07:30:00.000,boj,lbbg,,,,2022-08-15t11:25:00.000,tui airways,by,tom,6154,by6154,tom6154,,90.0,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-08-19t06:00:00.000,,nbe,dtnh,,,,2022-08-19t09:00:00.000,tui airways,by,tom,838,by838,tom838,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-08-19t06:00:00.000,,mah,lemh,ter1,05,,2022-08-19t09:15:00.000,tui airways,by,tom,6538,by6538,tom6538,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-08-19t06:10:00.000,,pmi,lepa,,05,,2022-08-19t09:25:00.000,tui airways,by,tom,6548,by6548,tom6548,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-08-19t13:30:00.000,2022-08-19t15:50:00.000,zth,lgza,,,,2022-08-19t19:00:00.000,tui airways,by,tom,6592,by6592,tom6592,,140.0,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-08-19t14:10:00.000,,tfs,gcts,,a2,,2022-08-19t18:15:00.000,tui airways,by,tom,6554,by6554,tom6554,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-08-20t06:00:00.000,,alc,leal,,5b,,2022-08-20t09:25:00.000,tui airways,by,tom,6644,by6644,tom6644,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-08-20t06:05:00.000,,ibz,leib,1,09,,2022-08-20t09:30:00.000,tui airways,by,tom,6604,by6604,tom6604,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-08-20t13:15:00.000,,kgs,lgko,,,,2022-08-20t19:10:00.000,tui airways,by,tom,6684,by6684,tom6684,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-08-20t13:45:00.000,,lpa,gclp,,35,,2022-08-20t17:50:00.000,tui airways,by,tom,6658,by6658,tom6658,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-08-23t14:30:00.000,,zth,lgza,,,,2022-08-23t20:00:00.000,tui airways,by,tom,6214,by6214,tom6214,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-08-27t06:05:00.000,,ibz,leib,1,09,,2022-08-27t09:30:00.000,tui airways,by,tom,6604,by6604,tom6604,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-08-27t14:35:00.000,,rho,lgrp,,,,2022-08-27t20:40:00.000,tui airways,by,tom,6622,by6622,tom6622,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-08-01t10:55:00.000,2022-08-01t10:55:00.000,ams,eham,,,a08,2022-08-01t13:15:00.000,virgin atlantic,vs,vir,7024,vs7024,vir7024,,,,,,,,,,,klm,kl,klm,1064,kl1064,klm1064
departure,active,cwl,egff,2022-08-02t05:50:00.000,2022-08-02t05:50:00.000,ams,eham,,,a08,2022-08-02t08:15:00.000,virgin atlantic,vs,vir,7022,vs7022,vir7022,,,,,,,,,,,klm,kl,klm,1058,kl1058,klm1058
departure,active,cwl,egff,2022-08-02t10:55:00.000,2022-08-02t10:55:00.000,ams,eham,,8,a08,2022-08-02t13:15:00.000,virgin atlantic,vs,vir,7024,vs7024,vir7024,11b,8.0,2022-08-02t11:02:00.000,2022-08-02t11:02:00.000,2022-08-02t11:02:00.000,2022-08-02t12:57:00.000,,,,,klm,kl,klm,1064,kl1064,klm1064
departure,active,cwl,egff,2022-08-03t10:55:00.000,2022-08-03t10:55:00.000,ams,eham,,,a08,2022-08-03t13:15:00.000,virgin atlantic,vs,vir,7024,vs7024,vir7024,,,,,,,,,,,klm,kl,klm,1064,kl1064,klm1064
departure,active,cwl,egff,2022-08-04t05:50:00.000,2022-08-04t05:50:00.000,ams,eham,,10,a08,2022-08-04t08:15:00.000,virgin atlantic,vs,vir,7022,vs7022,vir7022,11b,,,,,,,,,,klm,kl,klm,1058,kl1058,klm1058
departure,active,cwl,egff,2022-08-04t10:55:00.000,2022-08-04t10:55:00.000,ams,eham,,,a08,2022-08-04t13:15:00.000,virgin atlantic,vs,vir,7024,vs7024,vir7024,,,,,,,,,,,klm,kl,klm,1064,kl1064,klm1064
departure,active,cwl,egff,2022-08-05t05:50:00.000,2022-08-05t05:50:00.000,ams,eham,2,12,a08,2022-08-05t08:15:00.000,virgin atlantic,vs,vir,7022,vs7022,vir7022,11b,13.0,2022-08-05t06:02:00.000,2022-08-05t06:02:00.000,2022-08-05t06:02:00.000,2022-08-05t08:02:00.000,,,,,klm,kl,klm,1058,kl1058,klm1058
departure,active,cwl,egff,2022-08-05t10:55:00.000,2022-08-05t11:17:00.000,ams,eham,2,11,a08,2022-08-05t13:15:00.000,virgin atlantic,vs,vir,7024,vs7024,vir7024,11b,22.0,,,,,,,,,klm,kl,klm,1064,kl1064,klm1064
departure,active,cwl,egff,2022-08-06t17:10:00.000,2022-08-06t17:10:00.000,ams,eham,,8,a08,2022-08-06t19:30:00.000,virgin atlantic,vs,vir,7024,vs7024,vir7024,11b,17.0,2022-08-06t17:26:00.000,2022-08-06t17:26:00.000,2022-08-06t17:26:00.000,2022-08-06t19:21:00.000,,,,,klm,kl,klm,1064,kl1064,klm1064
departure,active,cwl,egff,2022-08-07t17:10:00.000,2022-08-07t17:20:00.000,ams,eham,,9,a08,2022-08-07t19:30:00.000,virgin atlantic,vs,vir,7024,vs7024,vir7024,,10.0,,,,,,,,,klm,kl,klm,1064,kl1064,klm1064
departure,cancelled,cwl,egff,2022-08-08t05:50:00.000,,ams,eham,,,,2022-08-08t08:15:00.000,virgin atlantic,vs,vir,7022,vs7022,vir7022,,,,,,,,,,,klm,kl,klm,1058,kl1058,klm1058
departure,active,cwl,egff,2022-08-08t10:55:00.000,2022-08-08t10:55:00.000,ams,eham,,8,a08,2022-08-08t13:15:00.000,virgin atlantic,vs,vir,7024,vs7024,vir7024,11b,,,,,,,,,,klm,kl,klm,1064,kl1064,klm1064
departure,active,cwl,egff,2022-08-09t10:55:00.000,2022-08-09t10:55:00.000,ams,eham,,13,a08,2022-08-09t13:15:00.000,virgin atlantic,vs,vir,7024,vs7024,vir7024,11b,,,,,,,,,,klm,kl,klm,1064,kl1064,klm1064
departure,active,cwl,egff,2022-08-10t10:55:00.000,2022-08-10t11:10:00.000,ams,eham,,12,a08,2022-08-10t13:15:00.000,virgin atlantic,vs,vir,7024,vs7024,vir7024,11b,15.0,,,,,,,,,klm,kl,klm,1064,kl1064,klm1064
departure,active,cwl,egff,2022-08-11t05:50:00.000,2022-08-11t06:04:00.000,ams,eham,2,12,a08,2022-08-11t08:15:00.000,virgin atlantic,vs,vir,7022,vs7022,vir7022,11b,14.0,,,,,,,,,klm,kl,klm,1058,kl1058,klm1058
departure,active,cwl,egff,2022-08-11t10:55:00.000,2022-08-11t10:55:00.000,ams,eham,,8,a08,2022-08-11t13:15:00.000,virgin atlantic,vs,vir,7024,vs7024,vir7024,4,,,,,,,,,,klm,kl,klm,1064,kl1064,klm1064
departure,active,cwl,egff,2022-08-12t10:55:00.000,2022-08-12t10:55:00.000,ams,eham,2,13,a08,2022-08-12t13:15:00.000,virgin atlantic,vs,vir,7024,vs7024,vir7024,11b,17.0,2022-08-12t11:11:00.000,2022-08-12t11:11:00.000,2022-08-12t11:11:00.000,2022-08-12t13:07:00.000,,,,,klm,kl,klm,1064,kl1064,klm1064
departure,active,cwl,egff,2022-08-13t05:50:00.000,2022-08-13t05:50:00.000,ams,eham,2,10,a08,2022-08-13t08:15:00.000,virgin atlantic,vs,vir,7022,vs7022,vir7022,11b,15.0,2022-08-13t06:05:00.000,2022-08-13t06:05:00.000,2022-08-13t06:05:00.000,2022-08-13t08:00:00.000,,,,,klm,kl,klm,1058,kl1058,klm1058
departure,active,cwl,egff,2022-08-13t17:10:00.000,2022-08-13t17:14:00.000,ams,eham,2,11,a08,2022-08-13t19:30:00.000,virgin atlantic,vs,vir,7024,vs7024,vir7024,11b,4.0,,,,,,,,,klm,kl,klm,1064,kl1064,klm1064
departure,active,cwl,egff,2022-08-14t17:10:00.000,2022-08-14t17:10:00.000,ams,eham,,12,a08,2022-08-14t19:30:00.000,virgin atlantic,vs,vir,7024,vs7024,vir7024,11b,,,,,,,,,,klm,kl,klm,1064,kl1064,klm1064
departure,active,cwl,egff,2022-08-15t10:55:00.000,2022-08-15t10:55:00.000,ams,eham,,11,d29,2022-08-15t13:15:00.000,virgin atlantic,vs,vir,7024,vs7024,vir7024,11b,13.0,2022-08-15t11:07:00.000,2022-08-15t11:07:00.000,2022-08-15t11:07:00.000,2022-08-15t13:03:00.000,,,,,klm,kl,klm,1064,kl1064,klm1064
departure,active,cwl,egff,2022-08-16t10:55:00.000,2022-08-16t10:55:00.000,ams,eham,,,a08,2022-08-16t13:15:00.000,virgin atlantic,vs,vir,7024,vs7024,vir7024,,,,,,,,,,,klm,kl,klm,1064,kl1064,klm1064
departure,active,cwl,egff,2022-08-17t10:55:00.000,2022-08-17t10:55:00.000,ams,eham,2,9,a08,2022-08-17t13:15:00.000,virgin atlantic,vs,vir,7024,vs7024,vir7024,11b,,,,,,,,,,klm,kl,klm,1064,kl1064,klm1064
departure,active,cwl,egff,2022-08-18t05:50:00.000,2022-08-18t05:50:00.000,ams,eham,,,a08,2022-08-18t08:15:00.000,virgin atlantic,vs,vir,7022,vs7022,vir7022,,,,,,,,,,,klm,kl,klm,1058,kl1058,klm1058
departure,active,cwl,egff,2022-08-18t10:55:00.000,2022-08-18t10:55:00.000,ams,eham,,11,a08,2022-08-18t13:15:00.000,virgin atlantic,vs,vir,7024,vs7024,vir7024,,,,,,,,,,,klm,kl,klm,1064,kl1064,klm1064
departure,active,cwl,egff,2022-08-19t05:50:00.000,2022-08-19t05:50:00.000,ams,eham,,,a08,2022-08-19t08:15:00.000,virgin atlantic,vs,vir,7022,vs7022,vir7022,,,,,,,,,,,klm,kl,klm,1058,kl1058,klm1058
departure,active,cwl,egff,2022-08-19t10:55:00.000,2022-08-19t10:55:00.000,ams,eham,,,a08,2022-08-19t13:15:00.000,virgin atlantic,vs,vir,7024,vs7024,vir7024,,,,,,,,,,,klm,kl,klm,1064,kl1064,klm1064
departure,active,cwl,egff,2022-08-20t17:10:00.000,2022-08-20t17:10:00.000,ams,eham,2,13,d31,2022-08-20t19:30:00.000,virgin atlantic,vs,vir,7024,vs7024,vir7024,11b,,,,,,,,,,klm,kl,klm,1064,kl1064,klm1064
departure,active,cwl,egff,2022-08-21t17:10:00.000,2022-08-21t17:10:00.000,ams,eham,,10,a08,2022-08-21t19:30:00.000,virgin atlantic,vs,vir,7024,vs7024,vir7024,11b,,,,,,,,,,klm,kl,klm,1064,kl1064,klm1064
departure,active,cwl,egff,2022-08-22t10:55:00.000,2022-08-22t10:55:00.000,ams,eham,2,13,a08,2022-08-22t13:15:00.000,virgin atlantic,vs,vir,7024,vs7024,vir7024,11b,33.0,2022-08-22t11:27:00.000,2022-08-22t11:27:00.000,2022-08-22t11:27:00.000,2022-08-22t13:20:00.000,,,,6.0,klm,kl,klm,1064,kl1064,klm1064
departure,active,cwl,egff,2022-08-23t17:15:00.000,2022-08-23t17:15:00.000,ams,eham,,12,a08,2022-08-23t19:35:00.000,virgin atlantic,vs,vir,7024,vs7024,vir7024,,,,,,,,,,,klm,kl,klm,1064,kl1064,klm1064
departure,active,cwl,egff,2022-08-24t17:15:00.000,2022-08-24t17:15:00.000,ams,eham,,12,d22,2022-08-24t19:35:00.000,virgin atlantic,vs,vir,7024,vs7024,vir7024,11b,,,,,,,,,,klm,kl,klm,1064,kl1064,klm1064
departure,active,cwl,egff,2022-08-25t05:50:00.000,2022-08-25t05:50:00.000,ams,eham,,11,a08,2022-08-25t08:15:00.000,virgin atlantic,vs,vir,7022,vs7022,vir7022,11b,11.0,2022-08-25t06:01:00.000,2022-08-25t06:01:00.000,2022-08-25t06:01:00.000,2022-08-25t07:56:00.000,,,,,klm,kl,klm,1058,kl1058,klm1058
departure,active,cwl,egff,2022-08-26t05:50:00.000,2022-08-26t05:50:00.000,ams,eham,,8,a08,2022-08-26t08:15:00.000,virgin atlantic,vs,vir,7022,vs7022,vir7022,,,,,,,,,,,klm,kl,klm,1058,kl1058,klm1058
departure,active,cwl,egff,2022-08-26t10:55:00.000,2022-08-26t10:55:00.000,ams,eham,,13,a08,2022-08-26t13:15:00.000,virgin atlantic,vs,vir,7024,vs7024,vir7024,,,,,,,,,,,klm,kl,klm,1064,kl1064,klm1064
departure,active,cwl,egff,2022-08-27t17:10:00.000,2022-08-27t17:10:00.000,ams,eham,,12,a08,2022-08-27t19:30:00.000,virgin atlantic,vs,vir,7024,vs7024,vir7024,11b,6.0,2022-08-27t17:16:00.000,2022-08-27t17:16:00.000,2022-08-27t17:16:00.000,2022-08-27t19:10:00.000,,,,,klm,kl,klm,1064,kl1064,klm1064
departure,active,cwl,egff,2022-08-28t17:10:00.000,2022-08-28t17:25:00.000,ams,eham,,12,a08,2022-08-28t19:30:00.000,virgin atlantic,vs,vir,7024,vs7024,vir7024,11b,15.0,,,,,,,,,klm,kl,klm,1064,kl1064,klm1064
departure,active,cwl,egff,2022-08-29t05:50:00.000,2022-08-29t05:50:00.000,ams,eham,,,a08,2022-08-29t08:15:00.000,virgin atlantic,vs,vir,7022,vs7022,vir7022,,,,,,,,,,,klm,kl,klm,1058,kl1058,klm1058
departure,active,cwl,egff,2022-08-29t17:15:00.000,2022-08-29t17:27:00.000,ams,eham,,12,a08,2022-08-29t19:35:00.000,virgin atlantic,vs,vir,7024,vs7024,vir7024,11b,12.0,,,,,,,,,klm,kl,klm,1064,kl1064,klm1064
departure,active,cwl,egff,2022-08-30t05:50:00.000,2022-08-30t05:50:00.000,ams,eham,,10,a08,2022-08-30t08:15:00.000,virgin atlantic,vs,vir,7022,vs7022,vir7022,11b,6.0,2022-08-30t05:55:00.000,2022-08-30t05:55:00.000,2022-08-30t05:55:00.000,2022-08-30t07:59:00.000,,,,,klm,kl,klm,1058,kl1058,klm1058
departure,active,cwl,egff,2022-08-30t17:15:00.000,2022-08-30t17:20:00.000,ams,eham,,11,d23,2022-08-30t19:35:00.000,virgin atlantic,vs,vir,7024,vs7024,vir7024,11b,26.0,2022-08-30t17:41:00.000,2022-08-30t17:41:00.000,2022-08-30t17:41:00.000,2022-08-30t19:25:00.000,,,,,klm,kl,klm,1064,kl1064,klm1064
departure,active,cwl,egff,2022-08-31t05:50:00.000,2022-08-31t05:50:00.000,ams,eham,,,a08,2022-08-31t08:15:00.000,virgin atlantic,vs,vir,7022,vs7022,vir7022,,,,,,,,,,,klm,kl,klm,1058,kl1058,klm1058
departure,active,cwl,egff,2022-08-31t17:15:00.000,2022-08-31t17:15:00.000,ams,eham,,10,a08,2022-08-31t19:35:00.000,virgin atlantic,vs,vir,7024,vs7024,vir7024,11b,14.0,2022-08-31t17:28:00.000,2022-08-31t17:28:00.000,2022-08-31t17:28:00.000,2022-08-31t19:23:00.000,,,,,klm,kl,klm,1064,kl1064,klm1064
