type,status,departure.iataCode,departure.icaoCode,departure.delay,departure.scheduledTime,departure.estimatedTime,departure.actualTime,departure.estimatedRunway,departure.actualRunway,arrival.iataCode,arrival.icaoCode,arrival.scheduledTime,arrival.estimatedTime,airline.name,airline.iataCode,airline.icaoCode,flight.number,flight.iataNumber,flight.icaoNumber,arrival.terminal,arrival.baggage,arrival.delay,departure.gate,arrival.gate,codeshared.airline.name,codeshared.airline.iataCode,codeshared.airline.icaoCode,codeshared.flight.number,codeshared.flight.iataNumber,codeshared.flight.icaoNumber
departure,active,bfs,egaa,17.0,2022-09-19t06:50:00.000,2022-09-19t06:50:00.000,2022-09-19t07:07:00.000,2022-09-19t07:07:00.000,2022-09-19t07:07:00.000,pmi,lepa,2022-09-19t10:50:00.000,2022-09-19t10:34:00.000,jet2,ls,exs,361,ls361,exs361,,08,,,,,,,,,
departure,active,bfs,egaa,8.0,2022-09-19t07:25:00.000,2022-09-19t07:25:00.000,2022-09-19t07:32:00.000,2022-09-19t07:32:00.000,2022-09-19t07:32:00.000,alc,leal,2022-09-19t11:35:00.000,2022-09-19t11:06:00.000,jet2,ls,exs,301,ls301,exs301,,4b,,,,,,,,,
departure,active,bfs,egaa,,2022-09-19t14:45:00.000,2022-09-19t14:45:00.000,,,,tfs,gcts,2022-09-19t19:30:00.000,,jet2,ls,exs,381,ls381,exs381,,a4,,,,,,,,,
departure,active,bfs,egaa,14.0,2022-09-19t15:25:00.000,2022-09-19t15:25:00.000,2022-09-19t15:38:00.000,2022-09-19t15:38:00.000,2022-09-19t15:38:00.000,her,lgir,2022-09-19t22:10:00.000,2022-09-19t21:42:00.000,jet2,ls,exs,321,ls321,exs321,,,,,,,,,,,
departure,active,bfs,egaa,13.0,2022-09-19t15:40:00.000,2022-09-19t15:40:00.000,2022-09-19t15:53:00.000,2022-09-19t15:53:00.000,2022-09-19t15:53:00.000,dlm,ltbs,2022-09-19t22:15:00.000,2022-09-19t22:03:00.000,jet2,ls,exs,379,ls379,exs379,i,,,,,,,,,,
departure,active,bfs,egaa,,2022-09-20t06:50:00.000,2022-09-20t06:50:00.000,,,,ibz,leib,2022-09-20t11:00:00.000,,jet2,ls,exs,397,ls397,exs397,1,07,,,,,,,,,
departure,active,bfs,egaa,,2022-09-20t07:10:00.000,2022-09-20t07:10:00.000,,,,fao,lpfr,2022-09-20t10:20:00.000,,jet2,ls,exs,305,ls305,exs305,,,,,,,,,,,
departure,active,bfs,egaa,7.0,2022-09-20t09:30:00.000,2022-09-20t09:30:00.000,2022-09-20t09:36:00.000,2022-09-20t09:36:00.000,2022-09-20t09:36:00.000,ace,gcrr,2022-09-20t14:00:00.000,2022-09-20t13:39:00.000,jet2,ls,exs,309,ls309,exs309,1,5,,,,,,,,,
departure,active,bfs,egaa,14.0,2022-09-20t15:05:00.000,2022-09-20t15:15:00.000,2022-09-20t15:19:00.000,2022-09-20t15:19:00.000,2022-09-20t15:19:00.000,rho,lgrp,2022-09-20t22:00:00.000,2022-09-20t21:27:00.000,jet2,ls,exs,325,ls325,exs325,,,,,,,,,,,
departure,active,bfs,egaa,17.0,2022-09-20t15:40:00.000,2022-09-20t15:40:00.000,2022-09-20t15:56:00.000,2022-09-20t15:56:00.000,2022-09-20t15:56:00.000,ayt,ltai,2022-09-20t22:40:00.000,2022-09-20t22:14:00.000,jet2,ls,exs,363,ls363,exs363,1,,,,,,,,,,
departure,active,bfs,egaa,11.0,2022-09-21t06:35:00.000,2022-09-21t06:35:00.000,2022-09-21t06:45:00.000,2022-09-21t06:45:00.000,2022-09-21t06:45:00.000,mah,lemh,2022-09-21t10:30:00.000,2022-09-21t10:21:00.000,jet2,ls,exs,395,ls395,exs395,ter1,05,,,,,,,,,
departure,active,bfs,egaa,,2022-09-21t06:50:00.000,2022-09-21t06:50:00.000,,,,pmi,lepa,2022-09-21t10:50:00.000,,jet2,ls,exs,361,ls361,exs361,,05,,,,,,,,,
departure,active,bfs,egaa,5.0,2022-09-21t08:55:00.000,2022-09-21t08:55:00.000,2022-09-21t08:59:00.000,2022-09-21t08:59:00.000,2022-09-21t08:59:00.000,vrn,lipx,2022-09-21t12:30:00.000,2022-09-21t12:14:00.000,jet2,ls,exs,339,ls339,exs339,,,,,,,,,,,
departure,active,bfs,egaa,12.0,2022-09-21t14:40:00.000,2022-09-21t14:40:00.000,2022-09-21t14:52:00.000,2022-09-21t14:52:00.000,2022-09-21t14:52:00.000,fue,gcfv,2022-09-21t19:10:00.000,2022-09-21t18:50:00.000,jet2,ls,exs,307,ls307,exs307,,6,,,,,,,,,
departure,active,bfs,egaa,17.0,2022-09-21t15:05:00.000,2022-09-21t15:05:00.000,2022-09-21t15:22:00.000,2022-09-21t15:22:00.000,2022-09-21t15:22:00.000,zth,lgza,2022-09-21t21:15:00.000,2022-09-21t21:01:00.000,jet2,ls,exs,335,ls335,exs335,,,,,,,,,,,
departure,active,bfs,egaa,32.0,2022-09-21t15:50:00.000,2022-09-21t16:10:00.000,2022-09-21t16:21:00.000,2022-09-21t16:21:00.000,2022-09-21t16:21:00.000,pfo,lcph,2022-09-21t23:10:00.000,2022-09-21t22:56:00.000,jet2,ls,exs,329,ls329,exs329,,,,,,,,,,,
departure,active,bfs,egaa,2.0,2022-09-22t07:10:00.000,2022-09-22t07:10:00.000,2022-09-22t07:11:00.000,2022-09-22t07:11:00.000,2022-09-22t07:11:00.000,fao,lpfr,2022-09-22t10:20:00.000,2022-09-22t09:55:00.000,jet2,ls,exs,305,ls305,exs305,,,,,,,,,,,
departure,active,bfs,egaa,12.0,2022-09-22t07:15:00.000,2022-09-22t07:15:00.000,2022-09-22t07:27:00.000,2022-09-22t07:27:00.000,2022-09-22t07:27:00.000,reu,lers,2022-09-22t11:00:00.000,2022-09-22t10:29:00.000,jet2,ls,exs,303,ls303,exs303,t1,2,,,,,,,,,
departure,active,bfs,egaa,3.0,2022-09-22t08:00:00.000,2022-09-22t08:00:00.000,2022-09-22t08:02:00.000,2022-09-22t08:02:00.000,2022-09-22t08:02:00.000,ibz,leib,2022-09-22t12:10:00.000,2022-09-22t11:42:00.000,jet2,ls,exs,397,ls397,exs397,1,09,,,,,,,,,
departure,active,bfs,egaa,18.0,2022-09-22t14:40:00.000,2022-09-22t14:40:00.000,2022-09-22t14:57:00.000,2022-09-22t14:57:00.000,2022-09-22t14:57:00.000,ace,gcrr,2022-09-22t19:10:00.000,2022-09-22t18:59:00.000,jet2,ls,exs,309,ls309,exs309,1,4,,,,,,,,,
departure,active,bfs,egaa,34.0,2022-09-22t16:10:00.000,2022-09-22t16:34:00.000,2022-09-22t16:44:00.000,2022-09-22t16:44:00.000,2022-09-22t16:44:00.000,dlm,ltbs,2022-09-22t22:45:00.000,,jet2,ls,exs,379,ls379,exs379,i,,,,,,,,,,
departure,active,bfs,egaa,12.0,2022-09-23t06:30:00.000,2022-09-23t06:30:00.000,2022-09-23t06:42:00.000,2022-09-23t06:42:00.000,2022-09-23t06:42:00.000,agp,lemg,2022-09-23t10:55:00.000,2022-09-23t10:27:00.000,jet2,ls,exs,387,ls387,exs387,,,,,,,,,,,
departure,active,bfs,egaa,14.0,2022-09-23t06:50:00.000,2022-09-23t06:50:00.000,2022-09-23t07:03:00.000,2022-09-23t07:03:00.000,2022-09-23t07:03:00.000,pmi,lepa,2022-09-23t10:50:00.000,2022-09-23t10:32:00.000,jet2,ls,exs,361,ls361,exs361,,06,,,,,,,,,
departure,active,bfs,egaa,,2022-09-23t07:25:00.000,2022-09-23t07:25:00.000,,,,alc,leal,2022-09-23t11:35:00.000,,jet2,ls,exs,301,ls301,exs301,,7b,,,,,,,,,
departure,active,bfs,egaa,30.0,2022-09-23t14:45:00.000,,2022-09-23t15:15:00.000,2022-09-23t15:15:00.000,2022-09-23t15:15:00.000,tfs,gcts,2022-09-23t19:30:00.000,2022-09-23t19:25:00.000,jet2,ls,exs,381,ls381,exs381,,b6,,,,,,,,,
departure,active,bfs,egaa,31.0,2022-09-23t15:10:00.000,2022-09-23t15:31:00.000,2022-09-23t15:40:00.000,2022-09-23t15:40:00.000,2022-09-23t15:40:00.000,boj,lbbg,2022-09-23t21:00:00.000,2022-09-23t21:12:00.000,jet2,ls,exs,317,ls317,exs317,,,12.0,,,,,,,,
departure,active,bfs,egaa,38.0,2022-09-23t15:40:00.000,2022-09-23t16:00:00.000,2022-09-23t16:17:00.000,2022-09-23t16:17:00.000,2022-09-23t16:17:00.000,ayt,ltai,2022-09-23t22:40:00.000,2022-09-23t22:18:00.000,jet2,ls,exs,363,ls363,exs363,1,,,,,,,,,,
departure,active,bfs,egaa,45.0,2022-09-24t06:30:00.000,2022-09-24t07:15:00.000,,,,agp,lemg,2022-09-24t10:55:00.000,,jet2,ls,exs,387,ls387,exs387,,,,,,,,,,,
departure,active,bfs,egaa,19.0,2022-09-24t07:10:00.000,,2022-09-24t07:28:00.000,2022-09-24t07:28:00.000,2022-09-24t07:28:00.000,fao,lpfr,2022-09-24t10:20:00.000,2022-09-24t10:10:00.000,jet2,ls,exs,305,ls305,exs305,,,,,,,,,,,
departure,active,bfs,egaa,11.0,2022-09-24t07:25:00.000,,2022-09-24t07:35:00.000,2022-09-24t07:35:00.000,2022-09-24t07:35:00.000,alc,leal,2022-09-24t11:35:00.000,2022-09-24t11:10:00.000,jet2,ls,exs,301,ls301,exs301,,4b,,,,,,,,,
departure,active,bfs,egaa,24.0,2022-09-24t15:10:00.000,2022-09-24t15:10:00.000,2022-09-24t15:34:00.000,2022-09-24t15:34:00.000,2022-09-24t15:34:00.000,dbv,lddu,2022-09-24t19:30:00.000,2022-09-24t19:25:00.000,jet2,ls,exs,333,ls333,exs333,,,,,,,,,,,
departure,active,bfs,egaa,37.0,2022-09-24t15:25:00.000,2022-09-24t15:55:00.000,2022-09-24t16:02:00.000,2022-09-24t16:02:00.000,2022-09-24t16:02:00.000,pmi,lepa,2022-09-24t19:25:00.000,2022-09-24t19:31:00.000,jet2,ls,exs,361,ls361,exs361,,03,7.0,,,,,,,,
departure,active,bfs,egaa,21.0,2022-09-24t15:45:00.000,,2022-09-24t16:06:00.000,2022-09-24t16:06:00.000,2022-09-24t16:06:00.000,tfs,gcts,2022-09-24t20:30:00.000,2022-09-24t20:12:00.000,jet2,ls,exs,381,ls381,exs381,,a3,,,,,,,,,
departure,active,bfs,egaa,27.0,2022-09-25t07:10:00.000,2022-09-25t07:30:00.000,2022-09-25t07:37:00.000,2022-09-25t07:37:00.000,2022-09-25t07:37:00.000,fao,lpfr,2022-09-25t10:20:00.000,2022-09-25t10:18:00.000,jet2,ls,exs,305,ls305,exs305,,,,,,,,,,,
departure,active,bfs,egaa,6.0,2022-09-25t07:30:00.000,2022-09-25t07:30:00.000,2022-09-25t07:36:00.000,2022-09-25t07:36:00.000,2022-09-25t07:36:00.000,reu,lers,2022-09-25t11:15:00.000,2022-09-25t10:49:00.000,jet2,ls,exs,303,ls303,exs303,t1,1,,,,,,,,,
departure,active,bfs,egaa,30.0,2022-09-25t07:50:00.000,2022-09-25t08:33:00.000,2022-09-25t08:19:00.000,2022-09-25t08:19:00.000,2022-09-25t08:19:00.000,pmi,lepa,2022-09-25t11:50:00.000,2022-09-25t11:44:00.000,jet2,ls,exs,361,ls361,exs361,,05,,,,,,,,,
departure,active,bfs,egaa,190.0,2022-09-25t14:40:00.000,2022-09-25t17:50:00.000,,,,ace,gcrr,2022-09-25t19:15:00.000,,jet2,ls,exs,309,ls309,exs309,1,4,,,,,,,,,
departure,active,bfs,egaa,215.0,2022-09-25t15:25:00.000,2022-09-25t19:00:00.000,,,,lpa,gclp,2022-09-25t20:05:00.000,,jet2,ls,exs,371,ls371,exs371,,35,,,,,,,,,
departure,active,bfs,egaa,30.0,2022-09-25t15:40:00.000,2022-09-25t15:50:00.000,2022-09-25t16:09:00.000,2022-09-25t16:09:00.000,2022-09-25t16:09:00.000,ibz,leib,2022-09-25t19:50:00.000,2022-09-25t19:46:00.000,jet2,ls,exs,397,ls397,exs397,1,07,,,,,,,,,
departure,active,bfs,egaa,,2022-09-26t06:30:00.000,2022-09-26t06:30:00.000,,,,agp,lemg,2022-09-26t10:55:00.000,,jet2,ls,exs,387,ls387,exs387,,,,,,,,,,,
departure,active,bfs,egaa,18.0,2022-09-26t06:50:00.000,,2022-09-26t07:07:00.000,2022-09-26t07:07:00.000,2022-09-26t07:07:00.000,pmi,lepa,2022-09-26t10:50:00.000,2022-09-26t10:29:00.000,jet2,ls,exs,361,ls361,exs361,,03,,,,,,,,,
departure,active,bfs,egaa,6.0,2022-09-26t07:25:00.000,,2022-09-26t07:30:00.000,2022-09-26t07:30:00.000,2022-09-26t07:30:00.000,alc,leal,2022-09-26t11:35:00.000,2022-09-26t10:57:00.000,jet2,ls,exs,301,ls301,exs301,,4b,,,,,,,,,
departure,active,bfs,egaa,,2022-09-26t14:45:00.000,,,,,tfs,gcts,2022-09-26t19:30:00.000,,jet2,ls,exs,381,ls381,exs381,,b5,,,,,,,,,
departure,active,bfs,egaa,25.0,2022-09-26t15:25:00.000,2022-09-26t16:05:00.000,2022-09-26t15:50:00.000,2022-09-26t15:50:00.000,2022-09-26t15:50:00.000,her,lgir,2022-09-26t22:10:00.000,2022-09-26t21:42:00.000,jet2,ls,exs,321,ls321,exs321,,,,,,,,,,,
departure,active,bfs,egaa,20.0,2022-09-26t15:40:00.000,2022-09-26t16:00:00.000,,,,dlm,ltbs,2022-09-26t22:15:00.000,,jet2,ls,exs,379,ls379,exs379,i,,,,,,,,,,
departure,active,bfs,egaa,9.0,2022-09-27t07:10:00.000,,2022-09-27t07:18:00.000,2022-09-27t07:18:00.000,2022-09-27t07:18:00.000,fao,lpfr,2022-09-27t10:20:00.000,2022-09-27t09:59:00.000,jet2,ls,exs,305,ls305,exs305,,,,,,,,,,,
departure,active,bfs,egaa,6.0,2022-09-27t09:30:00.000,,2022-09-27t09:35:00.000,2022-09-27t09:35:00.000,2022-09-27t09:35:00.000,ace,gcrr,2022-09-27t14:00:00.000,2022-09-27t13:28:00.000,jet2,ls,exs,309,ls309,exs309,1,5,,,,,,,,,
departure,active,bfs,egaa,10.0,2022-09-27t10:30:00.000,2022-09-27t10:40:00.000,2022-09-27t10:40:00.000,2022-09-27t10:40:00.000,2022-09-27t10:40:00.000,ayt,ltai,2022-09-27t17:30:00.000,2022-09-27t16:52:00.000,jet2,ls,exs,363,ls363,exs363,1,,,,,,,,,,
departure,active,bfs,egaa,41.0,2022-09-27t15:25:00.000,2022-09-27t15:50:00.000,2022-09-27t16:05:00.000,2022-09-27t16:05:00.000,2022-09-27t16:05:00.000,rho,lgrp,2022-09-27t22:20:00.000,2022-09-27t22:07:00.000,jet2,ls,exs,325,ls325,exs325,,,,,,,,,,,
departure,active,bfs,egaa,18.0,2022-09-28t06:50:00.000,,2022-09-28t07:07:00.000,2022-09-28t07:07:00.000,2022-09-28t07:07:00.000,pmi,lepa,2022-09-28t10:50:00.000,2022-09-28t10:36:00.000,jet2,ls,exs,361,ls361,exs361,,03,,,,,,,,,
departure,active,bfs,egaa,11.0,2022-09-28t09:30:00.000,2022-09-28t09:41:00.000,2022-09-28t09:41:00.000,2022-09-28t09:41:00.000,2022-09-28t09:41:00.000,pfo,lcph,2022-09-28t16:50:00.000,2022-09-28t16:11:00.000,jet2,ls,exs,329,ls329,exs329,,,,,,,,,,,
departure,active,bfs,egaa,26.0,2022-09-28t10:30:00.000,2022-09-28t10:35:00.000,2022-09-28t10:56:00.000,2022-09-28t10:56:00.000,2022-09-28t10:56:00.000,fue,gcfv,2022-09-28t15:00:00.000,2022-09-28t14:47:00.000,jet2,ls,exs,307,ls307,exs307,,5,,,,,,,,,
departure,active,bfs,egaa,9.0,2022-09-28t15:05:00.000,2022-09-28t15:47:00.000,2022-09-28t15:14:00.000,2022-09-28t15:14:00.000,2022-09-28t15:14:00.000,zth,lgza,2022-09-28t21:15:00.000,2022-09-28t20:46:00.000,jet2,ls,exs,335,ls335,exs335,,,,,,,,,,,
departure,active,bfs,egaa,50.0,2022-09-29t07:10:00.000,2022-09-29t08:00:00.000,,,,fao,lpfr,2022-09-29t10:20:00.000,,jet2,ls,exs,305,ls305,exs305,,,,,,,,,,,
departure,active,bfs,egaa,33.0,2022-09-29t07:15:00.000,2022-09-29t08:00:00.000,2022-09-29t07:48:00.000,2022-09-29t07:48:00.000,2022-09-29t07:48:00.000,reu,lers,2022-09-29t11:00:00.000,,jet2,ls,exs,303,ls303,exs303,t1,2,,,,,,,,,
departure,active,bfs,egaa,14.0,2022-09-29t08:00:00.000,,2022-09-29t08:13:00.000,2022-09-29t08:13:00.000,2022-09-29t08:13:00.000,kef,bikf,2022-09-29t09:45:00.000,2022-09-29t09:25:00.000,jet2,ls,exs,4093,ls4093,exs4093,,3,,,,,,,,,
departure,active,bfs,egaa,10.0,2022-09-29t14:40:00.000,2022-09-29t14:40:00.000,2022-09-29t14:49:00.000,2022-09-29t14:49:00.000,2022-09-29t14:49:00.000,ace,gcrr,2022-09-29t19:10:00.000,2022-09-29t18:40:00.000,jet2,ls,exs,309,ls309,exs309,1,2,,,,,,,,,
departure,active,bfs,egaa,21.0,2022-09-29t16:10:00.000,2022-09-29t16:39:00.000,2022-09-29t16:30:00.000,2022-09-29t16:30:00.000,2022-09-29t16:30:00.000,dlm,ltbs,2022-09-29t22:45:00.000,2022-09-29t22:37:00.000,jet2,ls,exs,379,ls379,exs379,i,,,,,,,,,,
departure,active,bfs,egaa,,2022-09-30t06:30:00.000,,,,,agp,lemg,2022-09-30t10:55:00.000,,jet2,ls,exs,387,ls387,exs387,,,,,,,,,,,
departure,active,bfs,egaa,16.0,2022-09-30t06:50:00.000,2022-09-30t06:55:00.000,2022-09-30t07:06:00.000,2022-09-30t07:06:00.000,2022-09-30t07:06:00.000,pmi,lepa,2022-09-30t10:50:00.000,2022-09-30t10:29:00.000,jet2,ls,exs,361,ls361,exs361,,07,,,,,,,,,
departure,active,bfs,egaa,8.0,2022-09-30t07:25:00.000,,2022-09-30t07:32:00.000,2022-09-30t07:32:00.000,2022-09-30t07:32:00.000,alc,leal,2022-09-30t11:35:00.000,2022-09-30t11:01:00.000,jet2,ls,exs,301,ls301,exs301,,7b,,,,,,,,,
departure,active,bfs,egaa,50.0,2022-09-30t14:35:00.000,2022-09-30t15:25:00.000,,,,tfs,gcts,2022-09-30t19:05:00.000,,jet2,ls,exs,381,ls381,exs381,,a3,,,,,,,,,
departure,active,bfs,egaa,14.0,2022-09-30t15:10:00.000,2022-09-30t15:47:00.000,2022-09-30t15:23:00.000,2022-09-30t15:23:00.000,2022-09-30t15:23:00.000,boj,lbbg,2022-09-30t21:00:00.000,2022-09-30t20:50:00.000,jet2,ls,exs,317,ls317,exs317,,,,,,,,,,,
departure,active,bfs,egaa,41.0,2022-09-30t15:40:00.000,2022-09-30t16:21:00.000,,,,ayt,ltai,2022-09-30t22:40:00.000,,jet2,ls,exs,363,ls363,exs363,1,,,,,,,,,,
departure,active,bfs,egaa,8.0,2022-10-17t13:35:00.000,,2022-10-17t13:43:00.000,2022-10-17t13:43:00.000,2022-10-17t13:43:00.000,ork,eick,2022-10-17t13:53:00.000,2022-10-17t14:23:00.000,klm,kl,klm,933,kl933,klm933,,,30.0,,,,,,,,
departure,active,bfs,egaa,7.0,2022-10-01t06:30:00.000,,2022-10-01t06:37:00.000,2022-10-01t06:37:00.000,2022-10-01t06:37:00.000,agp,lemg,2022-10-01t10:55:00.000,2022-10-01t10:19:00.000,jet2,ls,exs,387,ls387,exs387,,,,,,,,,,,
departure,active,bfs,egaa,13.0,2022-10-01t07:10:00.000,2022-10-01t07:10:00.000,2022-10-01t07:23:00.000,2022-10-01t07:23:00.000,2022-10-01t07:23:00.000,fao,lpfr,2022-10-01t10:20:00.000,2022-10-01t10:06:00.000,jet2,ls,exs,305,ls305,exs305,,,,,,,,,,,
departure,active,bfs,egaa,10.0,2022-10-01t07:25:00.000,,2022-10-01t07:34:00.000,2022-10-01t07:34:00.000,2022-10-01t07:34:00.000,alc,leal,2022-10-01t11:35:00.000,2022-10-01t11:04:00.000,jet2,ls,exs,301,ls301,exs301,,5b,,,,,,,,,
departure,active,bfs,egaa,16.0,2022-10-01t15:10:00.000,,2022-10-01t15:25:00.000,2022-10-01t15:25:00.000,2022-10-01t15:25:00.000,dbv,lddu,2022-10-01t19:30:00.000,2022-10-01t19:10:00.000,jet2,ls,exs,333,ls333,exs333,,,,,,,,,,,
departure,active,bfs,egaa,24.0,2022-10-01t15:25:00.000,2022-10-01t15:33:00.000,2022-10-01t15:48:00.000,2022-10-01t15:48:00.000,2022-10-01t15:48:00.000,fue,gcfv,2022-10-01t19:55:00.000,2022-10-01t19:42:00.000,jet2,ls,exs,307,ls307,exs307,,5,,,,,,,,,
departure,active,bfs,egaa,25.0,2022-10-01t15:45:00.000,2022-10-01t16:50:00.000,2022-10-01t16:09:00.000,2022-10-01t16:09:00.000,2022-10-01t16:09:00.000,tfs,gcts,2022-10-01t20:30:00.000,2022-10-01t20:18:00.000,jet2,ls,exs,381,ls381,exs381,,b5,,,,,,,,,
departure,active,bfs,egaa,19.0,2022-10-02t07:10:00.000,2022-10-02t07:10:00.000,2022-10-02t07:29:00.000,2022-10-02t07:29:00.000,2022-10-02t07:29:00.000,fao,lpfr,2022-10-02t10:20:00.000,2022-10-02t10:08:00.000,jet2,ls,exs,305,ls305,exs305,,,,,,,,,,,
departure,active,bfs,egaa,5.0,2022-10-02t07:30:00.000,,2022-10-02t07:35:00.000,2022-10-02t07:35:00.000,2022-10-02t07:35:00.000,reu,lers,2022-10-02t11:15:00.000,2022-10-02t10:51:00.000,jet2,ls,exs,303,ls303,exs303,t1,2,,,,,,,,,
departure,active,bfs,egaa,16.0,2022-10-02t07:50:00.000,2022-10-02t07:55:00.000,2022-10-02t08:06:00.000,2022-10-02t08:06:00.000,2022-10-02t08:06:00.000,pmi,lepa,2022-10-02t11:50:00.000,2022-10-02t11:31:00.000,jet2,ls,exs,361,ls361,exs361,,05,,,,,,,,,
departure,active,bfs,egaa,16.0,2022-10-02t14:40:00.000,2022-10-02t14:40:00.000,2022-10-02t14:56:00.000,2022-10-02t14:56:00.000,2022-10-02t14:56:00.000,ace,gcrr,2022-10-02t19:15:00.000,2022-10-02t18:50:00.000,jet2,ls,exs,309,ls309,exs309,1,7,,,,,,,,,
departure,active,bfs,egaa,15.0,2022-10-02t15:25:00.000,2022-10-02t15:40:00.000,,,,lpa,gclp,2022-10-02t20:05:00.000,,jet2,ls,exs,371,ls371,exs371,,35,,,,,,,,,
departure,active,bfs,egaa,11.0,2022-10-02t15:40:00.000,,2022-10-02t15:50:00.000,2022-10-02t15:50:00.000,2022-10-02t15:50:00.000,ibz,leib,2022-10-02t19:50:00.000,2022-10-02t19:27:00.000,jet2,ls,exs,397,ls397,exs397,1,08,,,,,,,,,
departure,active,bfs,egaa,,2022-10-03t06:30:00.000,,,,,agp,lemg,2022-10-03t10:55:00.000,,jet2,ls,exs,387,ls387,exs387,,,,,,,,,,,
departure,active,bfs,egaa,,2022-10-03t06:50:00.000,,,,,pmi,lepa,2022-10-03t10:50:00.000,,jet2,ls,exs,361,ls361,exs361,,07,,,,,,,,,
departure,active,bfs,egaa,1.0,2022-10-03t07:25:00.000,,2022-10-03t07:26:00.000,2022-10-03t07:26:00.000,2022-10-03t07:26:00.000,alc,leal,2022-10-03t11:35:00.000,2022-10-03t10:57:00.000,jet2,ls,exs,301,ls301,exs301,,4b,,,,,,,,,
departure,active,bfs,egaa,,2022-10-03t14:45:00.000,,,,,tfs,gcts,2022-10-03t19:30:00.000,,jet2,ls,exs,381,ls381,exs381,,b6,,,,,,,,,
departure,active,bfs,egaa,13.0,2022-10-03t15:25:00.000,2022-10-03t15:40:00.000,2022-10-03t15:37:00.000,2022-10-03t15:37:00.000,2022-10-03t15:37:00.000,her,lgir,2022-10-03t22:10:00.000,2022-10-03t21:35:00.000,jet2,ls,exs,321,ls321,exs321,,,,,,,,,,,
departure,active,bfs,egaa,66.0,2022-10-03t15:40:00.000,2022-10-03t16:46:00.000,,,,dlm,ltbs,2022-10-03t22:15:00.000,,jet2,ls,exs,379,ls379,exs379,i,,,,,,,,,,
departure,active,bfs,egaa,6.0,2022-10-04t07:10:00.000,,2022-10-04t07:16:00.000,2022-10-04t07:16:00.000,2022-10-04t07:16:00.000,fao,lpfr,2022-10-04t10:20:00.000,2022-10-04t09:59:00.000,jet2,ls,exs,305,ls305,exs305,,,,,,,,,,,
departure,active,bfs,egaa,14.0,2022-10-04t09:30:00.000,2022-10-04t09:30:00.000,2022-10-04t09:43:00.000,2022-10-04t09:43:00.000,2022-10-04t09:43:00.000,ace,gcrr,2022-10-04t14:00:00.000,2022-10-04t13:39:00.000,jet2,ls,exs,309,ls309,exs309,1,5,,,,,,,,,
departure,active,bfs,egaa,12.0,2022-10-04t10:30:00.000,2022-10-04t10:30:00.000,2022-10-04t10:41:00.000,2022-10-04t10:41:00.000,2022-10-04t10:41:00.000,ayt,ltai,2022-10-04t17:30:00.000,2022-10-04t16:47:00.000,jet2,ls,exs,363,ls363,exs363,1,,,,,,,,,,
departure,active,bfs,egaa,14.0,2022-10-04t15:25:00.000,,2022-10-04t15:39:00.000,2022-10-04t15:39:00.000,2022-10-04t15:39:00.000,rho,lgrp,2022-10-04t22:20:00.000,2022-10-04t21:37:00.000,jet2,ls,exs,325,ls325,exs325,,,,,,,,,,,
departure,active,bfs,egaa,1.0,2022-10-05t06:50:00.000,,2022-10-05t06:51:00.000,2022-10-05t06:51:00.000,2022-10-05t06:51:00.000,pmi,lepa,2022-10-05t10:50:00.000,2022-10-05t10:19:00.000,jet2,ls,exs,361,ls361,exs361,,18,,,,,,,,,
departure,active,bfs,egaa,7.0,2022-10-05t09:30:00.000,2022-10-05t09:30:00.000,2022-10-05t09:37:00.000,2022-10-05t09:37:00.000,2022-10-05t09:37:00.000,pfo,lcph,2022-10-05t16:50:00.000,2022-10-05t16:07:00.000,jet2,ls,exs,329,ls329,exs329,,,,,,,,,,,
departure,active,bfs,egaa,2.0,2022-10-05t10:30:00.000,,2022-10-05t10:31:00.000,2022-10-05t10:31:00.000,2022-10-05t10:31:00.000,fue,gcfv,2022-10-05t15:00:00.000,2022-10-05t14:26:00.000,jet2,ls,exs,307,ls307,exs307,,5,,,,,,,,,
departure,active,bfs,egaa,3.0,2022-10-05t15:05:00.000,2022-10-05t15:05:00.000,2022-10-05t15:08:00.000,2022-10-05t15:08:00.000,2022-10-05t15:08:00.000,zth,lgza,2022-10-05t21:15:00.000,2022-10-05t20:53:00.000,jet2,ls,exs,335,ls335,exs335,,,,,,,,,,,
departure,active,bfs,egaa,,2022-10-06t07:10:00.000,,,,,fao,lpfr,2022-10-06t10:20:00.000,,jet2,ls,exs,305,ls305,exs305,,,,,,,,,,,
departure,active,bfs,egaa,,2022-10-06t07:15:00.000,,,,,reu,lers,2022-10-06t11:00:00.000,,jet2,ls,exs,303,ls303,exs303,t1,1,,,,,,,,,
departure,active,bfs,egaa,2.0,2022-10-06t09:25:00.000,,2022-10-06t09:26:00.000,2022-10-06t09:26:00.000,2022-10-06t09:26:00.000,ace,gcrr,2022-10-06t13:55:00.000,2022-10-06t13:20:00.000,jet2,ls,exs,309,ls309,exs309,1,7,,,,,,,,,
departure,active,bfs,egaa,36.0,2022-10-06t16:10:00.000,,2022-10-06t16:45:00.000,2022-10-06t16:45:00.000,2022-10-06t16:45:00.000,dlm,ltbs,2022-10-06t22:45:00.000,2022-10-06t22:50:00.000,jet2,ls,exs,379,ls379,exs379,i,,5.0,,,,,,,,
