type,status,departure.iataCode,departure.icaoCode,departure.delay,departure.scheduledTime,departure.estimatedTime,departure.actualTime,departure.estimatedRunway,departure.actualRunway,arrival.iataCode,arrival.icaoCode,arrival.scheduledTime,arrival.estimatedTime,airline.name,airline.iataCode,airline.icaoCode,flight.number,flight.iataNumber,flight.icaoNumber,arrival.terminal,arrival.baggage,arrival.delay,departure.gate,arrival.gate,codeshared.airline.name,codeshared.airline.iataCode,codeshared.airline.icaoCode,codeshared.flight.number,codeshared.flight.iataNumber,codeshared.flight.icaoNumber
departure,active,bfs,egaa,35.0,2022-04-22t14:45:00.000,2022-04-22t14:45:00.000,2022-04-22t15:19:00.000,2022-04-22t15:19:00.000,2022-04-22t15:19:00.000,agp,lemg,2022-04-22t19:10:00.000,2022-04-22t18:57:00.000,jet2,ls,exs,387,ls387,exs387,,,,,,,,,,,
departure,active,bfs,egaa,15.0,2022-04-22t15:40:00.000,2022-04-22t15:40:00.000,2022-04-22t15:55:00.000,2022-04-22t15:55:00.000,2022-04-22t15:55:00.000,ayt,ltai,2022-04-22t22:40:00.000,2022-04-22t22:14:00.000,jet2,ls,exs,363,ls363,exs363,2,,,,,,,,,,
departure,active,bfs,egaa,6.0,2022-04-23t06:30:00.000,2022-04-23t06:30:00.000,2022-04-23t06:36:00.000,2022-04-23t06:36:00.000,2022-04-23t06:36:00.000,agp,lemg,2022-04-23t10:55:00.000,2022-04-23t10:14:00.000,jet2,ls,exs,387,ls387,exs387,,,,,,,,,,,
departure,active,bfs,egaa,,2022-04-23t07:10:00.000,2022-04-23t07:10:00.000,,,,fao,lpfr,2022-04-23t10:20:00.000,,jet2,ls,exs,305,ls305,exs305,,,,,,,,,,,
departure,active,bfs,egaa,,2022-04-23t07:25:00.000,2022-04-23t07:25:00.000,,,,alc,leal,2022-04-23t11:35:00.000,,jet2,ls,exs,301,ls301,exs301,,3b,,,,,,,,,
departure,active,bfs,egaa,25.0,2022-04-23t15:25:00.000,2022-04-23t15:25:00.000,2022-04-23t15:49:00.000,2022-04-23t15:49:00.000,2022-04-23t15:49:00.000,fue,gcfv,2022-04-23t19:55:00.000,2022-04-23t19:52:00.000,jet2,ls,exs,307,ls307,exs307,,5,,,,,,,,,
departure,active,bfs,egaa,15.0,2022-04-23t15:25:00.000,2022-04-23t15:25:00.000,2022-04-23t15:40:00.000,2022-04-23t15:40:00.000,2022-04-23t15:40:00.000,ace,gcrr,2022-04-23t19:55:00.000,2022-04-23t19:37:00.000,jet2,ls,exs,309,ls309,exs309,1,4,,,,,,,,,
departure,active,bfs,egaa,20.0,2022-04-23t15:45:00.000,2022-04-23t16:00:00.000,2022-04-23t16:05:00.000,2022-04-23t16:05:00.000,2022-04-23t16:05:00.000,tfs,gcts,2022-04-23t20:30:00.000,2022-04-23t20:07:00.000,jet2,ls,exs,381,ls381,exs381,,b4,,,,,,,,,
departure,active,bfs,egaa,25.0,2022-04-24t07:10:00.000,2022-04-24t07:29:00.000,2022-04-24t07:35:00.000,2022-04-24t07:35:00.000,2022-04-24t07:35:00.000,fao,lpfr,2022-04-24t10:20:00.000,2022-04-24t10:04:00.000,jet2,ls,exs,305,ls305,exs305,,,,,,,,,,,
departure,active,bfs,egaa,10.0,2022-04-24t07:30:00.000,2022-04-24t07:30:00.000,2022-04-24t07:40:00.000,2022-04-24t07:40:00.000,2022-04-24t07:40:00.000,reu,lers,2022-04-24t11:15:00.000,2022-04-24t10:57:00.000,jet2,ls,exs,303,ls303,exs303,t1,1,,,,,,,,,
departure,active,bfs,egaa,5.0,2022-04-24t09:25:00.000,2022-04-24t09:25:00.000,2022-04-24t09:29:00.000,2022-04-24t09:29:00.000,2022-04-24t09:29:00.000,ace,gcrr,2022-04-24t13:55:00.000,2022-04-24t13:26:00.000,jet2,ls,exs,309,ls309,exs309,1,5,,,,,,,,,
departure,active,bfs,egaa,6.0,2022-04-24t15:25:00.000,2022-04-24t15:25:00.000,2022-04-24t15:30:00.000,2022-04-24t15:30:00.000,2022-04-24t15:30:00.000,lpa,gclp,2022-04-24t20:05:00.000,2022-04-24t19:48:00.000,jet2,ls,exs,371,ls371,exs371,,37,,,,,,,,,
departure,active,bfs,egaa,2.0,2022-04-24t15:45:00.000,2022-04-24t15:45:00.000,2022-04-24t15:47:00.000,2022-04-24t15:47:00.000,2022-04-24t15:47:00.000,tfs,gcts,2022-04-24t20:30:00.000,2022-04-24t19:54:00.000,jet2,ls,exs,381,ls381,exs381,,b3,,,,,,,,,
departure,active,bfs,egaa,20.0,2022-04-25t06:50:00.000,2022-04-25t06:50:00.000,2022-04-25t07:10:00.000,2022-04-25t07:10:00.000,2022-04-25t07:10:00.000,pmi,lepa,2022-04-25t10:50:00.000,2022-04-25t10:40:00.000,jet2,ls,exs,361,ls361,exs361,,04,,,,,,,,,
departure,active,bfs,egaa,7.0,2022-04-25t07:25:00.000,2022-04-25t07:25:00.000,2022-04-25t07:32:00.000,2022-04-25t07:32:00.000,2022-04-25t07:32:00.000,alc,leal,2022-04-25t11:35:00.000,2022-04-25t11:12:00.000,jet2,ls,exs,301,ls301,exs301,,3b,,,,,,,,,
departure,active,bfs,egaa,26.0,2022-04-25t14:45:00.000,2022-04-25t14:45:00.000,2022-04-25t15:10:00.000,2022-04-25t15:10:00.000,2022-04-25t15:10:00.000,tfs,gcts,2022-04-25t19:30:00.000,2022-04-25t19:18:00.000,jet2,ls,exs,381,ls381,exs381,,a5,,,,,,,,,
departure,active,bfs,egaa,21.0,2022-04-25t15:40:00.000,2022-04-25t15:40:00.000,2022-04-25t16:00:00.000,2022-04-25t16:00:00.000,2022-04-25t16:00:00.000,dlm,ltbs,2022-04-25t22:15:00.000,2022-04-25t22:01:00.000,jet2,ls,exs,379,ls379,exs379,i,,,,,,,,,,
departure,active,bfs,egaa,7.0,2022-04-26t08:25:00.000,2022-04-26t08:25:00.000,2022-04-26t08:32:00.000,2022-04-26t08:32:00.000,2022-04-26t08:32:00.000,tfs,gcts,2022-04-26t13:10:00.000,2022-04-26t12:39:00.000,jet2,ls,exs,381,ls381,exs381,,a7,,,,,,,,,
departure,active,bfs,egaa,8.0,2022-04-26t09:25:00.000,2022-04-26t09:25:00.000,2022-04-26t09:33:00.000,2022-04-26t09:33:00.000,2022-04-26t09:33:00.000,ace,gcrr,2022-04-26t13:55:00.000,2022-04-26t13:35:00.000,jet2,ls,exs,309,ls309,exs309,1,7,,,,,,,,,
departure,active,bfs,egaa,6.0,2022-04-26t10:30:00.000,2022-04-26t10:30:00.000,2022-04-26t10:35:00.000,2022-04-26t10:35:00.000,2022-04-26t10:35:00.000,ayt,ltai,2022-04-26t17:30:00.000,2022-04-26t16:56:00.000,jet2,ls,exs,363,ls363,exs363,2,203,,,,,,,,,
departure,active,bfs,egaa,9.0,2022-04-27t09:30:00.000,2022-04-27t09:30:00.000,2022-04-27t09:38:00.000,2022-04-27t09:38:00.000,2022-04-27t09:38:00.000,pfo,lcph,2022-04-27t16:50:00.000,2022-04-27t16:15:00.000,jet2,ls,exs,329,ls329,exs329,,,,,,,,,,,
departure,active,bfs,egaa,8.0,2022-04-27t10:30:00.000,2022-04-27t10:30:00.000,2022-04-27t10:38:00.000,2022-04-27t10:38:00.000,2022-04-27t10:38:00.000,fue,gcfv,2022-04-27t15:00:00.000,2022-04-27t14:41:00.000,jet2,ls,exs,307,ls307,exs307,,6,,,,,,,,,
departure,active,bfs,egaa,31.0,2022-04-28t07:10:00.000,2022-04-28t07:10:00.000,2022-04-28t07:40:00.000,2022-04-28t07:40:00.000,2022-04-28t07:40:00.000,fao,lpfr,2022-04-28t10:20:00.000,2022-04-28t10:23:00.000,jet2,ls,exs,305,ls305,exs305,,,3.0,,,,,,,,
departure,active,bfs,egaa,15.0,2022-04-28t09:25:00.000,2022-04-28t09:25:00.000,2022-04-28t09:39:00.000,2022-04-28t09:39:00.000,2022-04-28t09:39:00.000,ace,gcrr,2022-04-28t13:55:00.000,2022-04-28t13:39:00.000,jet2,ls,exs,309,ls309,exs309,1,5,,,,,,,,,
departure,active,bfs,egaa,16.0,2022-04-28t10:10:00.000,2022-04-28t10:10:00.000,2022-04-28t10:26:00.000,2022-04-28t10:26:00.000,2022-04-28t10:26:00.000,dlm,ltbs,2022-04-28t16:45:00.000,2022-04-28t16:32:00.000,jet2,ls,exs,379,ls379,exs379,i,,,,,,,,,,
departure,active,bfs,egaa,8.0,2022-04-28t15:25:00.000,2022-04-28t15:25:00.000,2022-04-28t15:33:00.000,2022-04-28t15:33:00.000,2022-04-28t15:33:00.000,lpa,gclp,2022-04-28t20:05:00.000,2022-04-28t19:50:00.000,jet2,ls,exs,371,ls371,exs371,,34,,,,,,,,,
departure,active,bfs,egaa,15.0,2022-04-29t06:30:00.000,2022-04-29t06:30:00.000,2022-04-29t06:45:00.000,2022-04-29t06:45:00.000,2022-04-29t06:45:00.000,agp,lemg,2022-04-29t10:55:00.000,2022-04-29t10:21:00.000,jet2,ls,exs,387,ls387,exs387,,,,,,,,,,,
departure,active,bfs,egaa,24.0,2022-04-29t06:50:00.000,2022-04-29t06:50:00.000,2022-04-29t07:13:00.000,2022-04-29t07:13:00.000,2022-04-29t07:13:00.000,pmi,lepa,2022-04-29t10:50:00.000,2022-04-29t10:42:00.000,jet2,ls,exs,361,ls361,exs361,,2,,,,,,,,,
departure,active,bfs,egaa,125.0,2022-04-29t07:25:00.000,2022-04-29t09:30:00.000,,,,alc,leal,2022-04-29t11:35:00.000,,jet2,ls,exs,301,ls301,exs301,,7b,,,,,,,,,
departure,active,bfs,egaa,46.0,2022-04-29t14:45:00.000,2022-04-29t14:50:00.000,2022-04-29t15:31:00.000,2022-04-29t15:31:00.000,2022-04-29t15:31:00.000,tfs,gcts,2022-04-29t19:30:00.000,2022-04-29t19:42:00.000,jet2,ls,exs,381,ls381,exs381,,a2,12.0,,,,,,,,
departure,active,bfs,egaa,34.0,2022-04-29t15:40:00.000,2022-04-29t16:05:00.000,2022-04-29t16:14:00.000,2022-04-29t16:14:00.000,2022-04-29t16:14:00.000,ayt,ltai,2022-04-29t22:40:00.000,2022-04-29t22:31:00.000,jet2,ls,exs,363,ls363,exs363,1,,,,,,,,,,
departure,active,bfs,egaa,10.0,2022-04-30t06:30:00.000,2022-04-30t06:30:00.000,2022-04-30t06:40:00.000,2022-04-30t06:40:00.000,2022-04-30t06:40:00.000,agp,lemg,2022-04-30t10:55:00.000,2022-04-30t10:19:00.000,jet2,ls,exs,387,ls387,exs387,,,,,,,,,,,
departure,active,bfs,egaa,,2022-04-30t07:10:00.000,2022-04-30t07:10:00.000,,,,fao,lpfr,2022-04-30t10:20:00.000,,jet2,ls,exs,305,ls305,exs305,,,,,,,,,,,
departure,active,bfs,egaa,23.0,2022-04-30t07:25:00.000,2022-04-30t07:48:00.000,,,,alc,leal,2022-04-30t11:35:00.000,,jet2,ls,exs,301,ls301,exs301,,5b,,,,,,,,,
departure,active,bfs,egaa,45.0,2022-04-30t15:10:00.000,2022-04-30t15:55:00.000,,,,dbv,lddu,2022-04-30t19:30:00.000,,jet2,ls,exs,333,ls333,exs333,,,,,,,,,,,
departure,active,bfs,egaa,29.0,2022-04-30t15:25:00.000,2022-04-30t15:45:00.000,2022-04-30t15:53:00.000,2022-04-30t15:53:00.000,2022-04-30t15:53:00.000,pmi,lepa,2022-04-30t19:25:00.000,2022-04-30t19:23:00.000,jet2,ls,exs,361,ls361,exs361,,06,,,,,,,,,
departure,active,bfs,egaa,30.0,2022-04-30t15:45:00.000,2022-04-30t16:00:00.000,2022-04-30t16:15:00.000,2022-04-30t16:15:00.000,2022-04-30t16:15:00.000,tfs,gcts,2022-04-30t20:30:00.000,2022-04-30t20:24:00.000,jet2,ls,exs,381,ls381,exs381,,b4,,,,,,,,,
departure,active,bfs,egaa,,2022-05-01t07:10:00.000,2022-05-01t07:10:00.000,,,,fao,lpfr,2022-05-01t10:20:00.000,,jet2,ls,exs,305,ls305,exs305,,,,,,,,,,,
departure,active,bfs,egaa,,2022-05-01t07:30:00.000,2022-05-01t07:30:00.000,,,,reu,lers,2022-05-01t11:15:00.000,,jet2,ls,exs,303,ls303,exs303,t1,2,,,,,,,,,
departure,active,bfs,egaa,16.0,2022-05-01t07:50:00.000,2022-05-01t07:50:00.000,2022-05-01t08:06:00.000,2022-05-01t08:06:00.000,2022-05-01t08:06:00.000,pmi,lepa,2022-05-01t11:50:00.000,2022-05-01t11:33:00.000,jet2,ls,exs,361,ls361,exs361,,06,,,,,,,,,
departure,active,bfs,egaa,18.0,2022-05-01t14:40:00.000,2022-05-01t14:50:00.000,2022-05-01t14:57:00.000,2022-05-01t14:57:00.000,2022-05-01t14:57:00.000,ace,gcrr,2022-05-01t19:15:00.000,2022-05-01t18:59:00.000,jet2,ls,exs,309,ls309,exs309,1,7,,,,,,,,,
departure,active,bfs,egaa,31.0,2022-05-01t15:25:00.000,2022-05-01t15:25:00.000,2022-05-01t15:55:00.000,2022-05-01t15:55:00.000,2022-05-01t15:55:00.000,lpa,gclp,2022-05-01t20:05:00.000,2022-05-01t20:07:00.000,jet2,ls,exs,371,ls371,exs371,,32,3.0,,,,,,,,
departure,active,bfs,egaa,200.0,2022-05-01t15:40:00.000,2022-05-01t19:00:00.000,,,,ibz,leib,2022-05-01t19:50:00.000,,jet2,ls,exs,397,ls397,exs397,1,08,,,,,,,,,
departure,active,bfs,egaa,9.0,2022-05-02t06:30:00.000,2022-05-02t06:30:00.000,2022-05-02t06:38:00.000,2022-05-02t06:38:00.000,2022-05-02t06:38:00.000,agp,lemg,2022-05-02t10:55:00.000,2022-05-02t10:14:00.000,jet2,ls,exs,387,ls387,exs387,,,,,,,,,,,
departure,active,bfs,egaa,15.0,2022-05-02t06:50:00.000,2022-05-02t06:50:00.000,2022-05-02t07:04:00.000,2022-05-02t07:04:00.000,2022-05-02t07:04:00.000,pmi,lepa,2022-05-02t10:50:00.000,2022-05-02t10:21:00.000,jet2,ls,exs,361,ls361,exs361,,02,,,,,,,,,
departure,active,bfs,egaa,,2022-05-02t07:25:00.000,2022-05-02t07:25:00.000,,,,alc,leal,2022-05-02t11:35:00.000,,jet2,ls,exs,301,ls301,exs301,,3b,,,,,,,,,
departure,active,bfs,egaa,18.0,2022-05-02t14:45:00.000,2022-05-02t14:55:00.000,2022-05-02t15:03:00.000,2022-05-02t15:03:00.000,2022-05-02t15:03:00.000,tfs,gcts,2022-05-02t19:30:00.000,2022-05-02t19:10:00.000,jet2,ls,exs,381,ls381,exs381,,b5,,,,,,,,,
departure,active,bfs,egaa,43.0,2022-05-02t15:25:00.000,2022-05-02t16:08:00.000,,,,her,lgir,2022-05-02t22:10:00.000,,jet2,ls,exs,321,ls321,exs321,,,,,,,,,,,
departure,active,bfs,egaa,58.0,2022-05-02t15:40:00.000,2022-05-02t16:38:00.000,,,,dlm,ltbs,2022-05-02t22:15:00.000,,jet2,ls,exs,379,ls379,exs379,i,,,,,,,,,,
departure,active,bfs,egaa,20.0,2022-05-03t07:15:00.000,2022-05-03t07:15:00.000,2022-05-03t07:35:00.000,2022-05-03t07:35:00.000,2022-05-03t07:35:00.000,reu,lers,2022-05-03t11:00:00.000,2022-05-03t10:51:00.000,jet2,ls,exs,303,ls303,exs303,t1,1,,,,,,,,,
departure,active,bfs,egaa,,2022-05-03t09:25:00.000,2022-05-03t09:25:00.000,,,,ace,gcrr,2022-05-03t13:55:00.000,,jet2,ls,exs,309,ls309,exs309,1,5,,,,,,,,,
departure,active,bfs,egaa,8.0,2022-05-03t10:30:00.000,2022-05-03t10:30:00.000,2022-05-03t10:38:00.000,2022-05-03t10:38:00.000,2022-05-03t10:38:00.000,ayt,ltai,2022-05-03t17:30:00.000,2022-05-03t16:54:00.000,jet2,ls,exs,363,ls363,exs363,1,,,,,,,,,,
departure,active,bfs,egaa,11.0,2022-05-03t15:05:00.000,2022-05-03t15:16:00.000,,,,rho,lgrp,2022-05-03t22:00:00.000,,jet2,ls,exs,325,ls325,exs325,,,,,,,,,,,
departure,active,bfs,egaa,10.0,2022-05-04t06:35:00.000,2022-05-04t06:45:00.000,,,,mah,lemh,2022-05-04t10:30:00.000,,jet2,ls,exs,395,ls395,exs395,ter1,5,,,,,,,,,
departure,active,bfs,egaa,27.0,2022-05-04t06:50:00.000,2022-05-04t06:50:00.000,2022-05-04t07:17:00.000,2022-05-04t07:17:00.000,2022-05-04t07:17:00.000,pmi,lepa,2022-05-04t10:50:00.000,2022-05-04t10:44:00.000,jet2,ls,exs,361,ls361,exs361,,10,,,,,,,,,
departure,active,bfs,egaa,11.0,2022-05-04t09:30:00.000,2022-05-04t09:41:00.000,2022-05-04t09:40:00.000,2022-05-04t09:40:00.000,2022-05-04t09:40:00.000,pfo,lcph,2022-05-04t16:50:00.000,2022-05-04t16:20:00.000,jet2,ls,exs,329,ls329,exs329,,,,,,,,,,,
departure,active,bfs,egaa,9.0,2022-05-04t14:40:00.000,2022-05-04t14:40:00.000,2022-05-04t14:49:00.000,2022-05-04t14:49:00.000,2022-05-04t14:49:00.000,fue,gcfv,2022-05-04t19:10:00.000,2022-05-04t18:44:00.000,jet2,ls,exs,307,ls307,exs307,,3,,,,,,,,,
departure,active,bfs,egaa,20.0,2022-05-04t15:05:00.000,2022-05-04t15:25:00.000,,,,zth,lgza,2022-05-04t21:15:00.000,,jet2,ls,exs,335,ls335,exs335,,,,,,,,,,,
departure,active,bfs,egaa,24.0,2022-05-05t07:10:00.000,2022-05-05t07:10:00.000,2022-05-05t07:33:00.000,2022-05-05t07:33:00.000,2022-05-05t07:33:00.000,fao,lpfr,2022-05-05t10:20:00.000,2022-05-05t10:14:00.000,jet2,ls,exs,305,ls305,exs305,,,,,,,,,,,
departure,active,bfs,egaa,16.0,2022-05-05t07:15:00.000,2022-05-05t07:15:00.000,2022-05-05t07:30:00.000,2022-05-05t07:30:00.000,2022-05-05t07:30:00.000,reu,lers,2022-05-05t11:00:00.000,2022-05-05t10:44:00.000,jet2,ls,exs,303,ls303,exs303,t1,1,,,,,,,,,
departure,active,bfs,egaa,10.0,2022-05-05t08:00:00.000,2022-05-05t08:00:00.000,2022-05-05t08:09:00.000,2022-05-05t08:09:00.000,2022-05-05t08:09:00.000,ibz,leib,2022-05-05t12:10:00.000,2022-05-05t11:42:00.000,jet2,ls,exs,397,ls397,exs397,1,09,,,,,,,,,
departure,active,bfs,egaa,16.0,2022-05-05t14:40:00.000,2022-05-05t14:40:00.000,2022-05-05t14:56:00.000,2022-05-05t14:56:00.000,2022-05-05t14:56:00.000,ace,gcrr,2022-05-05t19:10:00.000,2022-05-05t18:53:00.000,jet2,ls,exs,309,ls309,exs309,1,5,,,,,,,,,
departure,active,bfs,egaa,20.0,2022-05-05t16:10:00.000,2022-05-05t16:10:00.000,2022-05-05t16:29:00.000,2022-05-05t16:29:00.000,2022-05-05t16:29:00.000,dlm,ltbs,2022-05-05t22:45:00.000,2022-05-05t22:46:00.000,jet2,ls,exs,379,ls379,exs379,i,,1.0,,,,,,,,
departure,active,bfs,egaa,11.0,2022-05-06t06:30:00.000,2022-05-06t06:30:00.000,2022-05-06t06:41:00.000,2022-05-06t06:41:00.000,2022-05-06t06:41:00.000,agp,lemg,2022-05-06t10:55:00.000,2022-05-06t10:19:00.000,jet2,ls,exs,387,ls387,exs387,,,,,,,,,,,
departure,active,bfs,egaa,7.0,2022-05-06t06:50:00.000,2022-05-06t06:50:00.000,2022-05-06t06:57:00.000,2022-05-06t06:57:00.000,2022-05-06t06:57:00.000,pmi,lepa,2022-05-06t10:50:00.000,2022-05-06t10:23:00.000,jet2,ls,exs,361,ls361,exs361,,07,,,,,,,,,
departure,active,bfs,egaa,6.0,2022-05-06t07:25:00.000,2022-05-06t07:25:00.000,2022-05-06t07:31:00.000,2022-05-06t07:31:00.000,2022-05-06t07:31:00.000,alc,leal,2022-05-06t11:35:00.000,2022-05-06t11:04:00.000,jet2,ls,exs,301,ls301,exs301,,5b,,,,,,,,,
departure,active,bfs,egaa,43.0,2022-05-06t14:45:00.000,2022-05-06t14:45:00.000,2022-05-06t15:27:00.000,2022-05-06t15:27:00.000,2022-05-06t15:27:00.000,tfs,gcts,2022-05-06t19:30:00.000,2022-05-06t19:42:00.000,jet2,ls,exs,381,ls381,exs381,,a3,12.0,,,,,,,,
departure,active,bfs,egaa,34.0,2022-05-06t15:40:00.000,2022-05-06t15:40:00.000,2022-05-06t16:13:00.000,2022-05-06t16:13:00.000,2022-05-06t16:13:00.000,ayt,ltai,2022-05-06t22:40:00.000,2022-05-06t22:33:00.000,jet2,ls,exs,363,ls363,exs363,1,,,,,,,,,,
departure,active,bfs,egaa,,2022-05-07t06:30:00.000,2022-05-07t06:30:00.000,,,,agp,lemg,2022-05-07t10:55:00.000,,jet2,ls,exs,387,ls387,exs387,,,,,,,,,,,
departure,active,bfs,egaa,160.0,2022-05-07t07:10:00.000,2022-05-07t09:50:00.000,,,,fao,lpfr,2022-05-07t10:20:00.000,,jet2,ls,exs,305,ls305,exs305,,,,,,,,,,,
departure,active,bfs,egaa,24.0,2022-05-07t07:25:00.000,2022-05-07t07:25:00.000,2022-05-07t07:49:00.000,2022-05-07t07:49:00.000,2022-05-07t07:49:00.000,alc,leal,2022-05-07t11:35:00.000,2022-05-07t11:23:00.000,jet2,ls,exs,301,ls301,exs301,,3b,,,,,,,,,
departure,active,bfs,egaa,22.0,2022-05-07t15:10:00.000,2022-05-07t15:10:00.000,2022-05-07t15:31:00.000,2022-05-07t15:31:00.000,2022-05-07t15:31:00.000,dbv,lddu,2022-05-07t19:30:00.000,2022-05-07t19:31:00.000,jet2,ls,exs,333,ls333,exs333,,,2.0,,,,,,,,
departure,active,bfs,egaa,80.0,2022-05-07t15:25:00.000,2022-05-07t16:45:00.000,,,,pmi,lepa,2022-05-07t19:25:00.000,,jet2,ls,exs,361,ls361,exs361,,4,,,,,,,,,
departure,active,bfs,egaa,27.0,2022-05-07t15:45:00.000,2022-05-07t15:45:00.000,2022-05-07t16:11:00.000,2022-05-07t16:11:00.000,2022-05-07t16:11:00.000,tfs,gcts,2022-05-07t20:30:00.000,2022-05-07t20:24:00.000,jet2,ls,exs,381,ls381,exs381,,a7,,,,,,,,,
departure,active,bfs,egaa,,2022-05-08t07:10:00.000,2022-05-08t07:10:00.000,,,,fao,lpfr,2022-05-08t10:20:00.000,,jet2,ls,exs,305,ls305,exs305,,,,,,,,,,,
departure,active,bfs,egaa,25.0,2022-05-08t07:30:00.000,2022-05-08t07:30:00.000,2022-05-08t07:54:00.000,2022-05-08t07:54:00.000,2022-05-08t07:54:00.000,reu,lers,2022-05-08t11:15:00.000,2022-05-08t11:10:00.000,jet2,ls,exs,303,ls303,exs303,t1,1,,,,,,,,,
departure,active,bfs,egaa,15.0,2022-05-08t07:50:00.000,2022-05-08t07:50:00.000,2022-05-08t08:04:00.000,2022-05-08t08:04:00.000,2022-05-08t08:04:00.000,pmi,lepa,2022-05-08t11:50:00.000,2022-05-08t11:33:00.000,jet2,ls,exs,361,ls361,exs361,,05,,,,,,,,,
departure,active,bfs,egaa,20.0,2022-05-08t14:40:00.000,2022-05-08t14:40:00.000,2022-05-08t15:00:00.000,2022-05-08t15:00:00.000,2022-05-08t15:00:00.000,ace,gcrr,2022-05-08t19:15:00.000,2022-05-08t18:57:00.000,jet2,ls,exs,309,ls309,exs309,1,3,,,,,,,,,
departure,active,bfs,egaa,26.0,2022-05-08t15:25:00.000,2022-05-08t15:25:00.000,2022-05-08t15:50:00.000,2022-05-08t15:50:00.000,2022-05-08t15:50:00.000,lpa,gclp,2022-05-08t20:05:00.000,2022-05-08t20:07:00.000,jet2,ls,exs,371,ls371,exs371,,37,3.0,,,,,,,,
departure,active,bfs,egaa,26.0,2022-05-08t15:40:00.000,2022-05-08t15:40:00.000,2022-05-08t16:06:00.000,2022-05-08t16:06:00.000,2022-05-08t16:06:00.000,ibz,leib,2022-05-08t19:50:00.000,2022-05-08t19:40:00.000,jet2,ls,exs,397,ls397,exs397,1,08,,,,,,,,,
departure,active,bfs,egaa,6.0,2022-05-09t06:30:00.000,2022-05-09t06:30:00.000,2022-05-09t06:35:00.000,2022-05-09t06:35:00.000,2022-05-09t06:35:00.000,agp,lemg,2022-05-09t10:55:00.000,2022-05-09t10:12:00.000,jet2,ls,exs,387,ls387,exs387,,,,,,,,,,,
departure,active,bfs,egaa,10.0,2022-05-09t06:50:00.000,2022-05-09t06:50:00.000,2022-05-09t06:59:00.000,2022-05-09t06:59:00.000,2022-05-09t06:59:00.000,pmi,lepa,2022-05-09t10:50:00.000,2022-05-09t10:25:00.000,jet2,ls,exs,361,ls361,exs361,,7,,,,,,,,,
departure,active,bfs,egaa,2.0,2022-05-09t07:25:00.000,2022-05-09t07:25:00.000,2022-05-09t07:26:00.000,2022-05-09t07:26:00.000,2022-05-09t07:26:00.000,alc,leal,2022-05-09t11:35:00.000,2022-05-09t10:55:00.000,jet2,ls,exs,301,ls301,exs301,,3b,,,,,,,,,
departure,active,bfs,egaa,20.0,2022-05-09t14:45:00.000,2022-05-09t14:45:00.000,2022-05-09t15:04:00.000,2022-05-09t15:04:00.000,2022-05-09t15:04:00.000,tfs,gcts,2022-05-09t19:30:00.000,2022-05-09t19:18:00.000,jet2,ls,exs,381,ls381,exs381,,a2,,,,,,,,,
departure,active,bfs,egaa,19.0,2022-05-09t15:25:00.000,2022-05-09t15:30:00.000,2022-05-09t15:44:00.000,2022-05-09t15:44:00.000,2022-05-09t15:44:00.000,her,lgir,2022-05-09t22:10:00.000,2022-05-09t21:59:00.000,jet2,ls,exs,321,ls321,exs321,,,,,,,,,,,
departure,active,bfs,egaa,13.0,2022-05-09t15:40:00.000,2022-05-09t15:55:00.000,2022-05-09t15:52:00.000,2022-05-09t15:52:00.000,2022-05-09t15:52:00.000,dlm,ltbs,2022-05-09t22:15:00.000,2022-05-09t22:03:00.000,jet2,ls,exs,379,ls379,exs379,i,,,,,,,,,,
departure,active,bfs,egaa,20.0,2022-05-10t06:50:00.000,2022-05-10t06:50:00.000,2022-05-10t07:09:00.000,2022-05-10t07:09:00.000,2022-05-10t07:09:00.000,ibz,leib,2022-05-10t11:00:00.000,2022-05-10t10:40:00.000,jet2,ls,exs,397,ls397,exs397,1,06,,,,,,,,,
departure,active,bfs,egaa,14.0,2022-05-10t07:15:00.000,2022-05-10t07:25:00.000,2022-05-10t07:29:00.000,2022-05-10t07:29:00.000,2022-05-10t07:29:00.000,reu,lers,2022-05-10t11:00:00.000,2022-05-10t10:40:00.000,jet2,ls,exs,303,ls303,exs303,t1,1,,,,,,,,,
departure,active,bfs,egaa,11.0,2022-05-10t09:25:00.000,2022-05-10t09:25:00.000,2022-05-10t09:36:00.000,2022-05-10t09:36:00.000,2022-05-10t09:36:00.000,ace,gcrr,2022-05-10t13:55:00.000,2022-05-10t13:37:00.000,jet2,ls,exs,309,ls309,exs309,1,2,,,,,,,,,
departure,active,bfs,egaa,14.0,2022-05-10t15:05:00.000,2022-05-10t15:05:00.000,2022-05-10t15:19:00.000,2022-05-10t15:19:00.000,2022-05-10t15:19:00.000,rho,lgrp,2022-05-10t22:00:00.000,2022-05-10t21:29:00.000,jet2,ls,exs,325,ls325,exs325,,,,,,,,,,,
departure,active,bfs,egaa,25.0,2022-05-10t15:40:00.000,2022-05-10t16:00:00.000,2022-05-10t16:05:00.000,2022-05-10t16:05:00.000,2022-05-10t16:05:00.000,ayt,ltai,2022-05-10t22:40:00.000,2022-05-10t22:22:00.000,jet2,ls,exs,363,ls363,exs363,2,206,,,,,,,,,
