type,status,departure.iataCode,departure.icaoCode,departure.gate,departure.delay,departure.scheduledTime,departure.estimatedTime,departure.actualTime,departure.estimatedRunway,departure.actualRunway,arrival.iataCode,arrival.icaoCode,arrival.baggage,arrival.gate,arrival.scheduledTime,arrival.actualTime,arrival.estimatedRunway,arrival.actualRunway,airline.name,airline.iataCode,airline.icaoCode,flight.number,flight.iataNumber,flight.icaoNumber,arrival.terminal,arrival.estimatedTime,codeshared.airline.name,codeshared.airline.iataCode,codeshared.airline.icaoCode,codeshared.flight.number,codeshared.flight.iataNumber,codeshared.flight.icaoNumber,arrival.delay
departure,active,nwi,egsh,3,12.0,2022-01-02t16:55:00.000,2022-01-02t16:55:00.000,2022-01-02t17:06:00.000,2022-01-02t17:06:00.000,2022-01-02t17:06:00.000,ams,eham,8,a08,2022-01-02t18:50:00.000,2022-01-02t18:37:00.000,2022-01-02t18:37:00.000,2022-01-02t18:37:00.000,klm,kl,klm,1524,kl1524,klm1524,,,,,,,,,
departure,active,nwi,egsh,,,2022-01-03t16:55:00.000,,,,,ams,eham,,,2022-01-03t18:50:00.000,,,,klm,kl,klm,1522,kl1522,klm1522,,,,,,,,,
departure,active,nwi,egsh,3,17.0,2022-01-04t16:55:00.000,2022-01-04t17:12:00.000,,,,ams,eham,8,a08,2022-01-04t18:50:00.000,,,,klm,kl,klm,1522,kl1522,klm1522,,,,,,,,,
departure,active,nwi,egsh,3,20.0,2022-01-05t16:55:00.000,2022-01-05t17:15:00.000,,,,ams,eham,12,a08,2022-01-05t18:50:00.000,,,,klm,kl,klm,1522,kl1522,klm1522,,,,,,,,,
departure,active,nwi,egsh,3,,2022-01-06t16:55:00.000,,,,,ams,eham,11,d18,2022-01-06t18:50:00.000,,,,klm,kl,klm,1522,kl1522,klm1522,,,,,,,,,
departure,cancelled,nwi,egsh,,,2022-01-07t16:55:00.000,,,,,ams,eham,,,2022-01-07t18:50:00.000,,,,klm,kl,klm,1524,kl1524,klm1524,,,,,,,,,
departure,active,nwi,egsh,3,2.0,2022-01-08t16:55:00.000,,2022-01-08t16:57:00.000,2022-01-08t16:57:00.000,2022-01-08t16:57:00.000,ams,eham,9,d18,2022-01-08t18:50:00.000,2022-01-08t18:33:00.000,2022-01-08t18:33:00.000,2022-01-08t18:33:00.000,klm,kl,klm,1524,kl1524,klm1524,2,,,,,,,,
departure,active,nwi,egsh,3,,2022-01-09t16:55:00.000,,,,,ams,eham,10,d29,2022-01-09t18:50:00.000,,,,klm,kl,klm,1524,kl1524,klm1524,,,,,,,,,
departure,active,nwi,egsh,3,11.0,2022-01-10t16:55:00.000,,2022-01-10t17:06:00.000,2022-01-10t17:06:00.000,2022-01-10t17:06:00.000,ams,eham,10,d29,2022-01-10t18:50:00.000,2022-01-10t18:40:00.000,2022-01-10t18:40:00.000,2022-01-10t18:40:00.000,klm,kl,klm,1522,kl1522,klm1522,2,,,,,,,,
departure,active,nwi,egsh,3,,2022-01-13t16:55:00.000,,,,,ams,eham,8,a08,2022-01-13t18:50:00.000,,,,klm,kl,klm,1522,kl1522,klm1522,,,,,,,,,
departure,active,nwi,egsh,3,,2022-01-14t16:55:00.000,,2022-01-14t16:50:00.000,2022-01-14t16:50:00.000,2022-01-14t16:50:00.000,ams,eham,13,a08,2022-01-14t18:50:00.000,,,,klm,kl,klm,1524,kl1524,klm1524,,2022-01-14t18:21:00.000,,,,,,,
departure,active,nwi,egsh,3,20.0,2022-01-16t16:55:00.000,2022-01-16t17:15:00.000,,,,ams,eham,8,a08,2022-01-16t18:50:00.000,,,,klm,kl,klm,1524,kl1524,klm1524,,,,,,,,,
departure,active,nwi,egsh,3,14.0,2022-01-17t16:55:00.000,,2022-01-17t17:08:00.000,2022-01-17t17:08:00.000,2022-01-17t17:08:00.000,ams,eham,9,d23,2022-01-17t18:50:00.000,,,,klm,kl,klm,1522,kl1522,klm1522,2,2022-01-17t18:40:00.000,,,,,,,
departure,active,nwi,egsh,3,1.0,2022-01-20t16:55:00.000,,2022-01-20t16:56:00.000,2022-01-20t16:56:00.000,2022-01-20t16:56:00.000,ams,eham,9,d28,2022-01-20t18:50:00.000,,,,klm,kl,klm,1522,kl1522,klm1522,2,2022-01-20t18:29:00.000,,,,,,,
departure,active,nwi,egsh,3,11.0,2022-01-23t16:55:00.000,,2022-01-23t17:05:00.000,2022-01-23t17:05:00.000,2022-01-23t17:05:00.000,ams,eham,8,a08,2022-01-23t18:50:00.000,,,,klm,kl,klm,1524,kl1524,klm1524,,2022-01-23t18:34:00.000,,,,,,,
departure,active,nwi,egsh,3,9.0,2022-01-24t16:55:00.000,,2022-01-24t17:04:00.000,2022-01-24t17:04:00.000,2022-01-24t17:04:00.000,ams,eham,13,a08,2022-01-24t18:50:00.000,,,,klm,kl,klm,1522,kl1522,klm1522,,2022-01-24t18:36:00.000,,,,,,,
departure,active,nwi,egsh,3,8.0,2022-01-28t16:55:00.000,2022-01-28t17:03:00.000,,,,ams,eham,9,d28,2022-01-28t18:50:00.000,,,,klm,kl,klm,1524,kl1524,klm1524,2,,,,,,,,
departure,active,nwi,egsh,3,,2022-01-30t16:55:00.000,2022-01-30t16:55:00.000,,,,ams,eham,8,a08,2022-01-30t18:50:00.000,,,,klm,kl,klm,1524,kl1524,klm1524,,,,,,,,,
departure,scheduled,nwi,egsh,3,60.0,2022-01-31t16:55:00.000,2022-01-31t17:55:00.000,,,,ams,eham,12,a08,2022-01-31t18:50:00.000,,,,klm,kl,klm,1522,kl1522,klm1522,,,,,,,,,
departure,active,nwi,egsh,,,2022-01-04t14:30:00.000,,,,,tfs,gcts,a6,,2022-01-04t19:00:00.000,,,,tui airways,by,tom,5284,by5284,tom5284,,,,,,,,,
departure,active,nwi,egsh,,,2022-01-07t13:30:00.000,,,,,tfs,gcts,a7,,2022-01-07t18:00:00.000,,,,tui airways,by,tom,5528,by5528,tom5528,,,,,,,,,
departure,active,nwi,egsh,,,2022-01-11t16:45:00.000,,,,,ltn,eggw,,,2022-01-11t17:30:00.000,,,,tui airways,by,tom,5291,by5291,tom5291,,,,,,,,,
departure,active,nwi,egsh,,,2022-01-11t15:40:00.000,,,,,tfs,gcts,,,2022-01-11t20:10:00.000,,,,tui airways,by,tom,5284,by5284,tom5284,,,,,,,,,
departure,active,nwi,egsh,,10.0,2022-01-14t13:10:00.000,,2022-01-14t13:19:00.000,2022-01-14t13:19:00.000,2022-01-14t13:19:00.000,tfs,gcts,a7,,2022-01-14t17:40:00.000,,,,tui airways,by,tom,5528,by5528,tom5528,,2022-01-14t17:40:00.000,,,,,,,
departure,unknown,nwi,egsh,,,2022-01-18t15:40:00.000,,,,,tfs,gcts,,,2022-01-18t20:10:00.000,,,,tui airways,by,tom,5284,by5284,tom5284,,,,,,,,,
departure,active,nwi,egsh,,,2022-01-21t13:10:00.000,,,,,tfs,gcts,a1,,2022-01-21t17:40:00.000,,,,tui airways,by,tom,5528,by5528,tom5528,,,,,,,,,
departure,active,nwi,egsh,,14.0,2022-01-25t15:40:00.000,2022-01-25t15:54:00.000,,,,tfs,gcts,,,2022-01-25t19:57:00.000,,,,tui airways,by,tom,5284,by5284,tom5284,,,,,,,,,
departure,unknown,nwi,egsh,,,2022-01-28t13:10:00.000,,,,,tfs,gcts,a5,,2022-01-28t17:40:00.000,,,,tui airways,by,tom,5528,by5528,tom5528,,,,,,,,,
departure,active,nwi,egsh,3,12.0,2022-01-02t16:55:00.000,2022-01-02t16:55:00.000,2022-01-02t17:06:00.000,2022-01-02t17:06:00.000,2022-01-02t17:06:00.000,ams,eham,8,a08,2022-01-02t18:50:00.000,2022-01-02t18:37:00.000,2022-01-02t18:37:00.000,2022-01-02t18:37:00.000,virgin atlantic,vs,vir,6941,vs6941,vir6941,,,klm,kl,klm,1524,kl1524,klm1524,
departure,active,nwi,egsh,,,2022-01-03t16:55:00.000,,,,,ams,eham,,,2022-01-03t18:50:00.000,,,,virgin atlantic,vs,vir,7086,vs7086,vir7086,,,klm,kl,klm,1522,kl1522,klm1522,
departure,active,nwi,egsh,3,17.0,2022-01-04t16:55:00.000,2022-01-04t17:12:00.000,,,,ams,eham,8,a08,2022-01-04t18:50:00.000,,,,virgin atlantic,vs,vir,7086,vs7086,vir7086,,,klm,kl,klm,1522,kl1522,klm1522,
departure,active,nwi,egsh,3,20.0,2022-01-05t16:55:00.000,2022-01-05t17:15:00.000,,,,ams,eham,12,a08,2022-01-05t18:50:00.000,,,,virgin atlantic,vs,vir,7086,vs7086,vir7086,,,klm,kl,klm,1522,kl1522,klm1522,
departure,active,nwi,egsh,3,,2022-01-06t16:55:00.000,,,,,ams,eham,11,d18,2022-01-06t18:50:00.000,,,,virgin atlantic,vs,vir,7086,vs7086,vir7086,,,klm,kl,klm,1522,kl1522,klm1522,
departure,cancelled,nwi,egsh,,,2022-01-07t16:55:00.000,,,,,ams,eham,,,2022-01-07t18:50:00.000,,,,virgin atlantic,vs,vir,6941,vs6941,vir6941,,,klm,kl,klm,1524,kl1524,klm1524,
departure,active,nwi,egsh,3,2.0,2022-01-08t16:55:00.000,,2022-01-08t16:57:00.000,2022-01-08t16:57:00.000,2022-01-08t16:57:00.000,ams,eham,9,d18,2022-01-08t18:50:00.000,2022-01-08t18:33:00.000,2022-01-08t18:33:00.000,2022-01-08t18:33:00.000,virgin atlantic,vs,vir,6941,vs6941,vir6941,2,,klm,kl,klm,1524,kl1524,klm1524,
departure,active,nwi,egsh,3,,2022-01-09t16:55:00.000,,,,,ams,eham,10,d29,2022-01-09t18:50:00.000,,,,virgin atlantic,vs,vir,6941,vs6941,vir6941,,,klm,kl,klm,1524,kl1524,klm1524,
departure,active,nwi,egsh,3,11.0,2022-01-10t16:55:00.000,,2022-01-10t17:06:00.000,2022-01-10t17:06:00.000,2022-01-10t17:06:00.000,ams,eham,10,d29,2022-01-10t18:50:00.000,2022-01-10t18:40:00.000,2022-01-10t18:40:00.000,2022-01-10t18:40:00.000,virgin atlantic,vs,vir,7086,vs7086,vir7086,2,,klm,kl,klm,1522,kl1522,klm1522,
departure,active,nwi,egsh,3,,2022-01-13t16:55:00.000,,,,,ams,eham,8,a08,2022-01-13t18:50:00.000,,,,virgin atlantic,vs,vir,7086,vs7086,vir7086,,,klm,kl,klm,1522,kl1522,klm1522,
departure,active,nwi,egsh,3,,2022-01-14t16:55:00.000,,2022-01-14t16:50:00.000,2022-01-14t16:50:00.000,2022-01-14t16:50:00.000,ams,eham,13,a08,2022-01-14t18:50:00.000,,,,virgin atlantic,vs,vir,6941,vs6941,vir6941,,2022-01-14t18:21:00.000,klm,kl,klm,1524,kl1524,klm1524,
departure,active,nwi,egsh,3,20.0,2022-01-16t16:55:00.000,2022-01-16t17:15:00.000,,,,ams,eham,8,a08,2022-01-16t18:50:00.000,,,,virgin atlantic,vs,vir,6941,vs6941,vir6941,,,klm,kl,klm,1524,kl1524,klm1524,
departure,active,nwi,egsh,3,14.0,2022-01-17t16:55:00.000,,2022-01-17t17:08:00.000,2022-01-17t17:08:00.000,2022-01-17t17:08:00.000,ams,eham,9,d23,2022-01-17t18:50:00.000,,,,virgin atlantic,vs,vir,7086,vs7086,vir7086,2,2022-01-17t18:40:00.000,klm,kl,klm,1522,kl1522,klm1522,
departure,active,nwi,egsh,3,1.0,2022-01-20t16:55:00.000,,2022-01-20t16:56:00.000,2022-01-20t16:56:00.000,2022-01-20t16:56:00.000,ams,eham,9,d28,2022-01-20t18:50:00.000,,,,virgin atlantic,vs,vir,7086,vs7086,vir7086,2,2022-01-20t18:29:00.000,klm,kl,klm,1522,kl1522,klm1522,
departure,active,nwi,egsh,3,11.0,2022-01-23t16:55:00.000,,2022-01-23t17:05:00.000,2022-01-23t17:05:00.000,2022-01-23t17:05:00.000,ams,eham,8,a08,2022-01-23t18:50:00.000,,,,virgin atlantic,vs,vir,6941,vs6941,vir6941,,2022-01-23t18:34:00.000,klm,kl,klm,1524,kl1524,klm1524,
departure,active,nwi,egsh,3,9.0,2022-01-24t16:55:00.000,,2022-01-24t17:04:00.000,2022-01-24t17:04:00.000,2022-01-24t17:04:00.000,ams,eham,13,a08,2022-01-24t18:50:00.000,,,,virgin atlantic,vs,vir,7086,vs7086,vir7086,,2022-01-24t18:36:00.000,klm,kl,klm,1522,kl1522,klm1522,
departure,active,nwi,egsh,3,8.0,2022-01-28t16:55:00.000,2022-01-28t17:03:00.000,,,,ams,eham,9,d28,2022-01-28t18:50:00.000,,,,virgin atlantic,vs,vir,6941,vs6941,vir6941,2,,klm,kl,klm,1524,kl1524,klm1524,
departure,active,nwi,egsh,3,,2022-01-30t16:55:00.000,2022-01-30t16:55:00.000,,,,ams,eham,8,a08,2022-01-30t18:50:00.000,,,,virgin atlantic,vs,vir,6941,vs6941,vir6941,,,klm,kl,klm,1524,kl1524,klm1524,
departure,scheduled,nwi,egsh,3,60.0,2022-01-31t16:55:00.000,2022-01-31t17:55:00.000,,,,ams,eham,12,a08,2022-01-31t18:50:00.000,,,,virgin atlantic,vs,vir,7086,vs7086,vir7086,,,klm,kl,klm,1522,kl1522,klm1522,
departure,active,nwi,egsh,3,12.0,2022-02-04t16:55:00.000,,2022-02-04t17:07:00.000,2022-02-04t17:07:00.000,2022-02-04t17:07:00.000,ams,eham,11,d23,2022-02-04t18:50:00.000,2022-02-04t18:36:00.000,2022-02-04t18:36:00.000,2022-02-04t18:36:00.000,klm,kl,klm,1524,kl1524,klm1524,2,,,,,,,,
departure,active,nwi,egsh,3,,2022-02-06t16:55:00.000,,,,,ams,eham,,a08,2022-02-06t18:50:00.000,,,,klm,kl,klm,1524,kl1524,klm1524,,,,,,,,,
departure,active,nwi,egsh,3,,2022-02-07t16:55:00.000,,,,,ams,eham,,a08,2022-02-07t18:50:00.000,,,,klm,kl,klm,1522,kl1522,klm1522,,,,,,,,,
departure,active,nwi,egsh,3,,2022-02-10t16:55:00.000,,2022-02-10t16:55:00.000,2022-02-10t16:55:00.000,2022-02-10t16:55:00.000,ams,eham,9,d29,2022-02-10t18:50:00.000,,,,klm,kl,klm,1522,kl1522,klm1522,2,2022-02-10t18:27:00.000,,,,,,,
departure,active,nwi,egsh,3,25.0,2022-02-11t16:55:00.000,,2022-02-11t17:19:00.000,2022-02-11t17:19:00.000,2022-02-11t17:19:00.000,ams,eham,13,a08,2022-02-11t18:50:00.000,,,,klm,kl,klm,1524,kl1524,klm1524,,2022-02-11t18:48:00.000,,,,,,,
departure,active,nwi,egsh,3,,2022-02-13t16:55:00.000,,2022-02-13t16:55:00.000,2022-02-13t16:55:00.000,2022-02-13t16:55:00.000,ams,eham,9,d25,2022-02-13t18:50:00.000,,,,klm,kl,klm,1524,kl1524,klm1524,2,2022-02-13t18:27:00.000,,,,,,,
departure,active,nwi,egsh,3,6.0,2022-02-14t16:55:00.000,,2022-02-14t17:01:00.000,2022-02-14t17:01:00.000,2022-02-14t17:01:00.000,ams,eham,8,a08,2022-02-14t18:50:00.000,,,,klm,kl,klm,1522,kl1522,klm1522,,2022-02-14t18:31:00.000,,,,,,,
departure,cancelled,nwi,egsh,3,,2022-02-18t16:55:00.000,,,,,ams,eham,,,2022-02-18t18:50:00.000,,,,klm,kl,klm,1524,kl1524,klm1524,,,,,,,,,
departure,cancelled,nwi,egsh,3,,2022-02-20t16:55:00.000,,,,,ams,eham,,a08,2022-02-20t18:50:00.000,,,,klm,kl,klm,1524,kl1524,klm1524,,,,,,,,,
departure,cancelled,nwi,egsh,,,2022-02-21t16:55:00.000,,,,,ams,eham,,,2022-02-21t18:50:00.000,,,,klm,kl,klm,1522,kl1522,klm1522,,,,,,,,,
departure,active,nwi,egsh,3,25.0,2022-02-24t16:55:00.000,2022-02-24t17:20:00.000,,,,ams,eham,13,a08,2022-02-24t18:50:00.000,,,,klm,kl,klm,1522,kl1522,klm1522,2,,,,,,,,
departure,active,nwi,egsh,3,10.0,2022-02-25t16:55:00.000,,2022-02-25t17:04:00.000,2022-02-25t17:04:00.000,2022-02-25t17:04:00.000,ams,eham,8,a08,2022-02-25t18:50:00.000,2022-02-25t18:31:00.000,2022-02-25t18:31:00.000,2022-02-25t18:31:00.000,klm,kl,klm,1524,kl1524,klm1524,,,,,,,,,
departure,active,nwi,egsh,3,25.0,2022-02-27t16:55:00.000,2022-02-27t17:20:00.000,,,,ams,eham,8,a08,2022-02-27t18:50:00.000,,,,klm,kl,klm,1524,kl1524,klm1524,,,,,,,,,
departure,active,nwi,egsh,3,,2022-02-28t16:55:00.000,2022-02-28t16:55:00.000,2022-02-28t16:52:00.000,2022-02-28t16:52:00.000,2022-02-28t16:52:00.000,ams,eham,9,d23,2022-02-28t18:50:00.000,2022-02-28t18:24:00.000,2022-02-28t18:24:00.000,2022-02-28t18:24:00.000,klm,kl,klm,1522,kl1522,klm1522,2,,,,,,,,
departure,active,nwi,egsh,,14.0,2022-02-01t15:40:00.000,2022-02-01t15:54:00.000,,,,tfs,gcts,,,2022-02-01t20:10:00.000,,,,tui airways,by,tom,5284,by5284,tom5284,,,,,,,,,
departure,active,nwi,egsh,3,12.0,2022-02-04t16:55:00.000,,2022-02-04t17:07:00.000,2022-02-04t17:07:00.000,2022-02-04t17:07:00.000,ams,eham,11,d23,2022-02-04t18:50:00.000,2022-02-04t18:36:00.000,2022-02-04t18:36:00.000,2022-02-04t18:36:00.000,virgin atlantic,vs,vir,6941,vs6941,vir6941,2,,klm,kl,klm,1524,kl1524,klm1524,
departure,active,nwi,egsh,3,,2022-02-06t16:55:00.000,,,,,ams,eham,,a08,2022-02-06t18:50:00.000,,,,virgin atlantic,vs,vir,6941,vs6941,vir6941,,,klm,kl,klm,1524,kl1524,klm1524,
departure,active,nwi,egsh,3,,2022-02-07t16:55:00.000,,,,,ams,eham,,a08,2022-02-07t18:50:00.000,,,,virgin atlantic,vs,vir,7086,vs7086,vir7086,,,klm,kl,klm,1522,kl1522,klm1522,
departure,active,nwi,egsh,3,,2022-02-10t16:55:00.000,,2022-02-10t16:55:00.000,2022-02-10t16:55:00.000,2022-02-10t16:55:00.000,ams,eham,9,d29,2022-02-10t18:50:00.000,,,,virgin atlantic,vs,vir,7086,vs7086,vir7086,2,2022-02-10t18:27:00.000,klm,kl,klm,1522,kl1522,klm1522,
departure,active,nwi,egsh,3,25.0,2022-02-11t16:55:00.000,,2022-02-11t17:19:00.000,2022-02-11t17:19:00.000,2022-02-11t17:19:00.000,ams,eham,13,a08,2022-02-11t18:50:00.000,,,,virgin atlantic,vs,vir,6941,vs6941,vir6941,,2022-02-11t18:48:00.000,klm,kl,klm,1524,kl1524,klm1524,
departure,active,nwi,egsh,3,,2022-02-13t16:55:00.000,,2022-02-13t16:55:00.000,2022-02-13t16:55:00.000,2022-02-13t16:55:00.000,ams,eham,9,d25,2022-02-13t18:50:00.000,,,,virgin atlantic,vs,vir,6941,vs6941,vir6941,2,2022-02-13t18:27:00.000,klm,kl,klm,1524,kl1524,klm1524,
departure,active,nwi,egsh,3,6.0,2022-02-14t16:55:00.000,,2022-02-14t17:01:00.000,2022-02-14t17:01:00.000,2022-02-14t17:01:00.000,ams,eham,8,a08,2022-02-14t18:50:00.000,,,,virgin atlantic,vs,vir,7086,vs7086,vir7086,,2022-02-14t18:31:00.000,klm,kl,klm,1522,kl1522,klm1522,
departure,cancelled,nwi,egsh,3,,2022-02-18t16:55:00.000,,,,,ams,eham,,,2022-02-18t18:50:00.000,,,,virgin atlantic,vs,vir,6941,vs6941,vir6941,,,klm,kl,klm,1524,kl1524,klm1524,
departure,cancelled,nwi,egsh,3,,2022-02-20t16:55:00.000,,,,,ams,eham,,a08,2022-02-20t18:50:00.000,,,,virgin atlantic,vs,vir,6941,vs6941,vir6941,,,klm,kl,klm,1524,kl1524,klm1524,
departure,cancelled,nwi,egsh,,,2022-02-21t16:55:00.000,,,,,ams,eham,,,2022-02-21t18:50:00.000,,,,virgin atlantic,vs,vir,7086,vs7086,vir7086,,,klm,kl,klm,1522,kl1522,klm1522,
departure,active,nwi,egsh,3,25.0,2022-02-24t16:55:00.000,2022-02-24t17:20:00.000,,,,ams,eham,13,a08,2022-02-24t18:50:00.000,,,,virgin atlantic,vs,vir,7086,vs7086,vir7086,2,,klm,kl,klm,1522,kl1522,klm1522,
departure,active,nwi,egsh,3,10.0,2022-02-25t16:55:00.000,,2022-02-25t17:04:00.000,2022-02-25t17:04:00.000,2022-02-25t17:04:00.000,ams,eham,8,a08,2022-02-25t18:50:00.000,2022-02-25t18:31:00.000,2022-02-25t18:31:00.000,2022-02-25t18:31:00.000,virgin atlantic,vs,vir,6941,vs6941,vir6941,,,klm,kl,klm,1524,kl1524,klm1524,
departure,active,nwi,egsh,3,25.0,2022-02-27t16:55:00.000,2022-02-27t17:20:00.000,,,,ams,eham,8,a08,2022-02-27t18:50:00.000,,,,virgin atlantic,vs,vir,6941,vs6941,vir6941,,,klm,kl,klm,1524,kl1524,klm1524,
departure,active,nwi,egsh,3,,2022-02-28t16:55:00.000,2022-02-28t16:55:00.000,2022-02-28t16:52:00.000,2022-02-28t16:52:00.000,2022-02-28t16:52:00.000,ams,eham,9,d23,2022-02-28t18:50:00.000,2022-02-28t18:24:00.000,2022-02-28t18:24:00.000,2022-02-28t18:24:00.000,virgin atlantic,vs,vir,7086,vs7086,vir7086,2,,klm,kl,klm,1522,kl1522,klm1522,
departure,active,nwi,egsh,,10.0,2022-03-22t16:00:00.000,2022-03-22t16:10:00.000,,,,fra,eddf,,,2022-03-22t18:28:00.000,,,,lufthansa,lh,dlh,9921,lh9921,dlh9921,,,,,,,,,
departure,active,nwi,egsh,3,10.0,2022-03-03t16:55:00.000,,2022-03-03t17:05:00.000,2022-03-03t17:05:00.000,2022-03-03t17:05:00.000,ams,eham,13,a08,2022-03-03t18:50:00.000,2022-03-03t18:39:00.000,2022-03-03t18:39:00.000,2022-03-03t18:39:00.000,klm,kl,klm,1522,kl1522,klm1522,,,,,,,,,
departure,active,nwi,egsh,3,10.0,2022-03-04t16:55:00.000,2022-03-04t17:05:00.000,,,,ams,eham,13,a08,2022-03-04t18:50:00.000,,,,klm,kl,klm,1524,kl1524,klm1524,,,,,,,,,
departure,active,nwi,egsh,3,7.0,2022-03-06t16:55:00.000,,2022-03-06t17:02:00.000,2022-03-06t17:02:00.000,2022-03-06t17:02:00.000,ams,eham,11,d29,2022-03-06t18:50:00.000,,,,klm,kl,klm,1524,kl1524,klm1524,2,2022-03-06t18:34:00.000,,,,,,,
departure,active,nwi,egsh,3,3.0,2022-03-07t16:55:00.000,2022-03-07t16:58:00.000,,,,ams,eham,13,a08,2022-03-07t18:50:00.000,,,,klm,kl,klm,1522,kl1522,klm1522,,,,,,,,,
departure,active,nwi,egsh,3,2.0,2022-03-10t16:55:00.000,,2022-03-10t16:56:00.000,2022-03-10t16:56:00.000,2022-03-10t16:56:00.000,ams,eham,8,a08,2022-03-10t18:50:00.000,,,,klm,kl,klm,1522,kl1522,klm1522,,2022-03-10t18:30:00.000,,,,,,,
departure,active,nwi,egsh,3,,2022-03-11t16:55:00.000,,2022-03-11t16:51:00.000,2022-03-11t16:51:00.000,2022-03-11t16:51:00.000,ams,eham,8,a08,2022-03-11t18:50:00.000,2022-03-11t18:24:00.000,2022-03-11t18:24:00.000,2022-03-11t18:24:00.000,klm,kl,klm,1524,kl1524,klm1524,,,,,,,,,
departure,active,nwi,egsh,3,4.0,2022-03-13t16:55:00.000,2022-03-13t16:55:00.000,2022-03-13t16:59:00.000,2022-03-13t16:59:00.000,2022-03-13t16:59:00.000,ams,eham,8,a08,2022-03-13t18:50:00.000,,,,klm,kl,klm,1524,kl1524,klm1524,,2022-03-13t18:32:00.000,,,,,,,
departure,active,nwi,egsh,3,4.0,2022-03-14t16:55:00.000,,2022-03-14t16:58:00.000,2022-03-14t16:58:00.000,2022-03-14t16:58:00.000,ams,eham,11,d25,2022-03-14t18:50:00.000,2022-03-14t18:32:00.000,2022-03-14t18:32:00.000,2022-03-14t18:32:00.000,klm,kl,klm,1522,kl1522,klm1522,2,,,,,,,,
departure,active,nwi,egsh,3,,2022-03-16t16:55:00.000,,,,,ams,eham,9,d14,2022-03-16t18:50:00.000,,,,klm,kl,klm,1522,kl1522,klm1522,,,,,,,,,
departure,active,nwi,egsh,3,15.0,2022-03-18t16:55:00.000,2022-03-18t17:10:00.000,,,,ams,eham,13,a08,2022-03-18t18:50:00.000,,,,klm,kl,klm,1524,kl1524,klm1524,,,,,,,,,
departure,active,nwi,egsh,3,7.0,2022-03-20t16:55:00.000,,2022-03-20t17:01:00.000,2022-03-20t17:01:00.000,2022-03-20t17:01:00.000,ams,eham,8,a08,2022-03-20t18:50:00.000,,,,klm,kl,klm,1524,kl1524,klm1524,,2022-03-20t18:33:00.000,,,,,,,
departure,active,nwi,egsh,3,8.0,2022-03-21t16:55:00.000,,2022-03-21t17:03:00.000,2022-03-21t17:03:00.000,2022-03-21t17:03:00.000,ams,eham,9,a08,2022-03-21t18:50:00.000,,,,klm,kl,klm,1522,kl1522,klm1522,,2022-03-21t18:40:00.000,,,,,,,
departure,active,nwi,egsh,3,16.0,2022-03-24t16:55:00.000,,2022-03-24t17:11:00.000,2022-03-24t17:11:00.000,2022-03-24t17:11:00.000,ams,eham,12,d23,2022-03-24t18:50:00.000,,,,klm,kl,klm,1522,kl1522,klm1522,2,2022-03-24t18:45:00.000,,,,,,,
departure,active,nwi,egsh,3,9.0,2022-03-25t16:55:00.000,,2022-03-25t17:04:00.000,2022-03-25t17:04:00.000,2022-03-25t17:04:00.000,ams,eham,11,d29,2022-03-25t18:50:00.000,,,,klm,kl,klm,1524,kl1524,klm1524,,2022-03-25t18:38:00.000,,,,,,,
departure,active,nwi,egsh,3,5.0,2022-03-26t16:55:00.000,,2022-03-26t17:00:00.000,2022-03-26t17:00:00.000,2022-03-26t17:00:00.000,ams,eham,8,a08,2022-03-26t18:50:00.000,2022-03-26t18:29:00.000,2022-03-26t18:29:00.000,2022-03-26t18:29:00.000,klm,kl,klm,1524,kl1524,klm1524,2,,,,,,,,
departure,active,nwi,egsh,3,16.0,2022-03-27t17:20:00.000,,2022-03-27t17:35:00.000,2022-03-27t17:35:00.000,2022-03-27t17:35:00.000,ams,eham,10,d25,2022-03-27t19:15:00.000,,,,klm,kl,klm,1524,kl1524,klm1524,,2022-03-27t19:07:00.000,,,,,,,
departure,active,nwi,egsh,,,2022-03-27t20:00:00.000,,2022-03-27t19:56:00.000,2022-03-27t19:56:00.000,2022-03-27t19:56:00.000,ams,eham,,,2022-03-27t21:39:00.000,2022-03-27t21:31:00.000,2022-03-27t21:31:00.000,2022-03-27t21:31:00.000,klm,kl,klm,1522,kl1522,klm1522,,,,,,,,,
departure,active,nwi,egsh,3,50.0,2022-03-28t17:20:00.000,2022-03-28t18:10:00.000,,,,ams,eham,13,a08,2022-03-28t19:15:00.000,,,,klm,kl,klm,1522,kl1522,klm1522,2,,,,,,,,
departure,active,nwi,egsh,3,,2022-03-30t17:20:00.000,,,,,ams,eham,12,d29,2022-03-30t19:15:00.000,,,,klm,kl,klm,1524,kl1524,klm1524,2,,,,,,,,
departure,active,nwi,egsh,3,22.0,2022-03-31t17:20:00.000,2022-03-31t17:42:00.000,,,,ams,eham,8,a08,2022-03-31t19:15:00.000,,,,klm,kl,klm,1524,kl1524,klm1524,,,,,,,,,
departure,active,nwi,egsh,,,2022-03-01t15:40:00.000,,,,,tfs,gcts,a4,,2022-03-01t20:10:00.000,,,,tui airways,by,tom,5284,by5284,tom5284,,,,,,,,,
