type,status,departure.iataCode,departure.icaoCode,departure.gate,departure.delay,departure.scheduledTime,departure.estimatedTime,departure.actualTime,departure.estimatedRunway,departure.actualRunway,arrival.iataCode,arrival.icaoCode,arrival.baggage,arrival.gate,arrival.scheduledTime,arrival.actualTime,arrival.estimatedRunway,arrival.actualRunway,airline.name,airline.iataCode,airline.icaoCode,flight.number,flight.iataNumber,flight.icaoNumber,arrival.terminal,arrival.estimatedTime,codeshared.airline.name,codeshared.airline.iataCode,codeshared.airline.icaoCode,codeshared.flight.number,codeshared.flight.iataNumber,codeshared.flight.icaoNumber,arrival.delay
departure,active,nwi,egsh,3,15.0,2022-05-28t09:30:00.000,2022-05-28t09:45:00.000,,,,ams,eham,13,a08,2022-05-28t11:25:00.000,,,,klm,kl,klm,1516,kl1516,klm1516,2,,,,,,,,
departure,active,nwi,egsh,1,4.0,2022-05-29t06:05:00.000,2022-05-29t06:05:00.000,2022-05-29t06:09:00.000,2022-05-29t06:09:00.000,2022-05-29t06:09:00.000,ams,eham,10,a08,2022-05-29t08:00:00.000,,,,klm,kl,klm,1514,kl1514,klm1514,2,2022-05-29t07:43:00.000,,,,,,,
departure,active,nwi,egsh,3,,2022-05-29t17:20:00.000,2022-05-29t17:20:00.000,,,,ams,eham,13,d24,2022-05-29t19:15:00.000,,,,klm,kl,klm,1524,kl1524,klm1524,2,,,,,,,,
departure,active,nwi,egsh,3,,2022-05-30t06:05:00.000,,,,,ams,eham,11,a08,2022-05-30t08:00:00.000,,,,klm,kl,klm,1514,kl1514,klm1514,2,,,,,,,,
departure,active,nwi,egsh,2,60.0,2022-05-30t17:20:00.000,2022-05-30t18:20:00.000,,,,ams,eham,13,a08,2022-05-30t19:15:00.000,,,,klm,kl,klm,1522,kl1522,klm1522,,,,,,,,,
departure,active,nwi,egsh,1,9.0,2022-05-31t06:05:00.000,,2022-05-31t06:13:00.000,2022-05-31t06:13:00.000,2022-05-31t06:13:00.000,ams,eham,12,a08,2022-05-31t08:00:00.000,2022-05-31t07:49:00.000,2022-05-31t07:49:00.000,2022-05-31t07:49:00.000,klm,kl,klm,1514,kl1514,klm1514,2,,,,,,,,
departure,active,nwi,egsh,3,5.0,2022-05-31t17:20:00.000,2022-05-31t17:25:00.000,,,,ams,eham,11,a08,2022-05-31t19:15:00.000,,,,klm,kl,klm,1524,kl1524,klm1524,2,,,,,,,,
departure,active,nwi,egsh,,,2022-05-05t09:00:00.000,,,,,pfo,lcph,,,2022-05-05t15:20:00.000,,,,tui airways,by,tom,5482,by5482,tom5482,,,,,,,,,
departure,active,nwi,egsh,,,2022-05-13t06:00:00.000,,,,,cfu,lgkr,,,2022-05-13t10:55:00.000,,,,tui airways,by,tom,5528,by5528,tom5528,,,,,,,,,
departure,active,nwi,egsh,,,2022-05-13t14:30:00.000,,,,,pmi,lepa,05,,2022-05-13t17:55:00.000,,,,tui airways,by,tom,5506,by5506,tom5506,,,,,,,,,
departure,active,nwi,egsh,,,2022-05-24t06:00:00.000,,,,,pmi,lepa,03,,2022-05-24t09:25:00.000,,,,tui airways,by,tom,5248,by5248,tom5248,,,,,,,,,
departure,active,nwi,egsh,,,2022-05-27t06:00:00.000,,,,,cfu,lgkr,,,2022-05-27t11:00:00.000,,,,tui airways,by,tom,5528,by5528,tom5528,,,,,,,,,
departure,active,nwi,egsh,,,2022-05-29t13:15:00.000,,,,,tfs,gcts,a2,,2022-05-29t17:40:00.000,,,,tui airways,by,tom,5750,by5750,tom5750,,,,,,,,,
departure,cancelled,nwi,egsh,,,2022-05-01t17:20:00.000,,,,,ams,eham,,,2022-05-01t19:15:00.000,,,,virgin atlantic,vs,vir,6941,vs6941,vir6941,,,klm,kl,klm,1524,kl1524,klm1524,
departure,active,nwi,egsh,3,18.0,2022-05-02t17:20:00.000,,2022-05-02t17:38:00.000,2022-05-02t17:38:00.000,2022-05-02t17:38:00.000,ams,eham,9,a08,2022-05-02t19:15:00.000,2022-05-02t19:06:00.000,2022-05-02t19:06:00.000,2022-05-02t19:06:00.000,virgin atlantic,vs,vir,7086,vs7086,vir7086,,,klm,kl,klm,1522,kl1522,klm1522,
departure,active,nwi,egsh,3,,2022-05-03t06:05:00.000,,,,,ams,eham,8,a08,2022-05-03t08:00:00.000,,,,virgin atlantic,vs,vir,6938,vs6938,vir6938,,,klm,kl,klm,1514,kl1514,klm1514,
departure,active,nwi,egsh,3,19.0,2022-05-03t17:20:00.000,,2022-05-03t17:38:00.000,2022-05-03t17:38:00.000,2022-05-03t17:38:00.000,ams,eham,13,a08,2022-05-03t19:15:00.000,,,,virgin atlantic,vs,vir,6941,vs6941,vir6941,2,2022-05-03t19:08:00.000,klm,kl,klm,1524,kl1524,klm1524,
departure,active,nwi,egsh,3,,2022-05-04t06:05:00.000,,,,,ams,eham,9,a08,2022-05-04t08:00:00.000,,,,virgin atlantic,vs,vir,6938,vs6938,vir6938,,,klm,kl,klm,1514,kl1514,klm1514,
departure,active,nwi,egsh,3,12.0,2022-05-04t17:20:00.000,,2022-05-04t17:32:00.000,2022-05-04t17:32:00.000,2022-05-04t17:32:00.000,ams,eham,13,a08,2022-05-04t19:15:00.000,,,,virgin atlantic,vs,vir,6941,vs6941,vir6941,2,2022-05-04t19:00:00.000,klm,kl,klm,1524,kl1524,klm1524,
departure,active,nwi,egsh,3,5.0,2022-05-05t06:05:00.000,,2022-05-05t06:09:00.000,2022-05-05t06:09:00.000,2022-05-05t06:09:00.000,ams,eham,8,a08,2022-05-05t08:00:00.000,,,,virgin atlantic,vs,vir,6938,vs6938,vir6938,2,2022-05-05t07:39:00.000,klm,kl,klm,1514,kl1514,klm1514,
departure,active,nwi,egsh,3,11.0,2022-05-05t17:20:00.000,,2022-05-05t17:30:00.000,2022-05-05t17:30:00.000,2022-05-05t17:30:00.000,ams,eham,22,a08,2022-05-05t19:15:00.000,,,,virgin atlantic,vs,vir,6941,vs6941,vir6941,2,2022-05-05t19:05:00.000,klm,kl,klm,1524,kl1524,klm1524,
departure,active,nwi,egsh,1,8.0,2022-05-06t06:05:00.000,,2022-05-06t06:13:00.000,2022-05-06t06:13:00.000,2022-05-06t06:13:00.000,ams,eham,13,a08,2022-05-06t08:00:00.000,,,,virgin atlantic,vs,vir,6938,vs6938,vir6938,2,2022-05-06t07:44:00.000,klm,kl,klm,1514,kl1514,klm1514,
departure,active,nwi,egsh,3,27.0,2022-05-06t17:20:00.000,,2022-05-06t17:46:00.000,2022-05-06t17:46:00.000,2022-05-06t17:46:00.000,ams,eham,10,a08,2022-05-06t19:15:00.000,,,,virgin atlantic,vs,vir,6941,vs6941,vir6941,2,2022-05-06t19:18:00.000,klm,kl,klm,1524,kl1524,klm1524,4.0
departure,active,nwi,egsh,,,2022-05-07t06:05:00.000,2022-05-07t06:05:00.000,,,,ams,eham,,a08,2022-05-07t08:00:00.000,,,,virgin atlantic,vs,vir,6938,vs6938,vir6938,,,klm,kl,klm,1514,kl1514,klm1514,
departure,active,nwi,egsh,3,,2022-05-07t09:30:00.000,2022-05-07t09:30:00.000,,,,ams,eham,10,d27,2022-05-07t11:25:00.000,,,,virgin atlantic,vs,vir,6939,vs6939,vir6939,2,,klm,kl,klm,1516,kl1516,klm1516,
departure,active,nwi,egsh,1,4.0,2022-05-08t06:05:00.000,2022-05-08t06:05:00.000,2022-05-08t06:08:00.000,2022-05-08t06:08:00.000,2022-05-08t06:08:00.000,ams,eham,8,a08,2022-05-08t08:00:00.000,2022-05-08t07:39:00.000,2022-05-08t07:39:00.000,2022-05-08t07:39:00.000,virgin atlantic,vs,vir,6938,vs6938,vir6938,2,,klm,kl,klm,1514,kl1514,klm1514,
departure,active,nwi,egsh,3,17.0,2022-05-08t17:20:00.000,,2022-05-08t17:36:00.000,2022-05-08t17:36:00.000,2022-05-08t17:36:00.000,ams,eham,9,a08,2022-05-08t19:15:00.000,,,,virgin atlantic,vs,vir,6941,vs6941,vir6941,2,2022-05-08t19:12:00.000,klm,kl,klm,1524,kl1524,klm1524,
departure,active,nwi,egsh,3,4.0,2022-05-09t06:05:00.000,,2022-05-09t06:09:00.000,2022-05-09t06:09:00.000,2022-05-09t06:09:00.000,ams,eham,9,a08,2022-05-09t08:00:00.000,,,,virgin atlantic,vs,vir,6938,vs6938,vir6938,2,2022-05-09t07:43:00.000,klm,kl,klm,1514,kl1514,klm1514,
departure,active,nwi,egsh,3,15.0,2022-05-09t17:20:00.000,2022-05-09t17:35:00.000,,,,ams,eham,10,a08,2022-05-09t19:15:00.000,,,,virgin atlantic,vs,vir,7086,vs7086,vir7086,2,,klm,kl,klm,1522,kl1522,klm1522,
departure,active,nwi,egsh,1,8.0,2022-05-10t06:05:00.000,2022-05-10t06:05:00.000,2022-05-10t06:13:00.000,2022-05-10t06:13:00.000,2022-05-10t06:13:00.000,ams,eham,10,a08,2022-05-10t08:00:00.000,,,,virgin atlantic,vs,vir,6938,vs6938,vir6938,2,2022-05-10t07:41:00.000,klm,kl,klm,1514,kl1514,klm1514,
departure,active,nwi,egsh,3,2.0,2022-05-10t17:20:00.000,2022-05-10t17:22:00.000,,,,ams,eham,13,a08,2022-05-10t19:15:00.000,,,,virgin atlantic,vs,vir,6941,vs6941,vir6941,2,,klm,kl,klm,1524,kl1524,klm1524,
departure,active,nwi,egsh,3,3.0,2022-05-11t06:05:00.000,,2022-05-11t06:07:00.000,2022-05-11t06:07:00.000,2022-05-11t06:07:00.000,ams,eham,10,a08,2022-05-11t08:00:00.000,,,,virgin atlantic,vs,vir,6938,vs6938,vir6938,2,2022-05-11t07:35:00.000,klm,kl,klm,1514,kl1514,klm1514,
departure,active,nwi,egsh,3,25.0,2022-05-11t17:20:00.000,2022-05-11t17:45:00.000,,,,ams,eham,12,a08,2022-05-11t19:15:00.000,,,,virgin atlantic,vs,vir,6941,vs6941,vir6941,2,,klm,kl,klm,1524,kl1524,klm1524,
departure,active,nwi,egsh,3,,2022-05-12t06:05:00.000,2022-05-12t06:05:00.000,,,,ams,eham,8,a08,2022-05-12t08:00:00.000,,,,virgin atlantic,vs,vir,6938,vs6938,vir6938,,,klm,kl,klm,1514,kl1514,klm1514,
departure,active,nwi,egsh,3,,2022-05-12t17:20:00.000,2022-05-12t17:20:00.000,,,,ams,eham,8,d31,2022-05-12t19:15:00.000,,,,virgin atlantic,vs,vir,6941,vs6941,vir6941,2,,klm,kl,klm,1524,kl1524,klm1524,
departure,active,nwi,egsh,1,,2022-05-13t06:05:00.000,,,,,ams,eham,9,a08,2022-05-13t08:00:00.000,,,,virgin atlantic,vs,vir,6938,vs6938,vir6938,,,klm,kl,klm,1514,kl1514,klm1514,
departure,active,nwi,egsh,3,35.0,2022-05-13t17:20:00.000,2022-05-13t17:55:00.000,,,,ams,eham,12,a08,2022-05-13t19:15:00.000,,,,virgin atlantic,vs,vir,6941,vs6941,vir6941,2,,klm,kl,klm,1524,kl1524,klm1524,
departure,active,nwi,egsh,3,8.0,2022-05-14t06:05:00.000,,2022-05-14t06:13:00.000,2022-05-14t06:13:00.000,2022-05-14t06:13:00.000,ams,eham,8,a08,2022-05-14t08:00:00.000,,,,virgin atlantic,vs,vir,6938,vs6938,vir6938,2,2022-05-14t07:45:00.000,klm,kl,klm,1514,kl1514,klm1514,
departure,active,nwi,egsh,3,,2022-05-14t09:30:00.000,,,,,ams,eham,11,a08,2022-05-14t11:25:00.000,,,,virgin atlantic,vs,vir,6939,vs6939,vir6939,,,klm,kl,klm,1516,kl1516,klm1516,
departure,active,nwi,egsh,,,2022-05-15t06:05:00.000,2022-05-15t06:05:00.000,,,,ams,eham,,a08,2022-05-15t08:00:00.000,,,,virgin atlantic,vs,vir,6938,vs6938,vir6938,,,klm,kl,klm,1514,kl1514,klm1514,
departure,active,nwi,egsh,3,55.0,2022-05-15t17:20:00.000,2022-05-15t18:15:00.000,,,,ams,eham,9,d27,2022-05-15t19:15:00.000,,,,virgin atlantic,vs,vir,6941,vs6941,vir6941,2,,klm,kl,klm,1524,kl1524,klm1524,
departure,active,nwi,egsh,3,,2022-05-16t06:05:00.000,,,,,ams,eham,13,a08,2022-05-16t08:00:00.000,,,,virgin atlantic,vs,vir,6938,vs6938,vir6938,,,klm,kl,klm,1514,kl1514,klm1514,
departure,active,nwi,egsh,3,80.0,2022-05-16t17:20:00.000,2022-05-16t18:40:00.000,,,,ams,eham,11,d31,2022-05-16t19:15:00.000,,,,virgin atlantic,vs,vir,7086,vs7086,vir7086,2,,klm,kl,klm,1522,kl1522,klm1522,
departure,active,nwi,egsh,1,,2022-05-17t06:05:00.000,,,,,ams,eham,8,a08,2022-05-17t08:00:00.000,,,,virgin atlantic,vs,vir,6938,vs6938,vir6938,,,klm,kl,klm,1514,kl1514,klm1514,
departure,active,nwi,egsh,3,,2022-05-17t17:20:00.000,,,,,ams,eham,11,a08,2022-05-17t19:15:00.000,,,,virgin atlantic,vs,vir,6941,vs6941,vir6941,,,klm,kl,klm,1524,kl1524,klm1524,
departure,active,nwi,egsh,3,7.0,2022-05-18t06:05:00.000,2022-05-18t06:05:00.000,2022-05-18t06:11:00.000,2022-05-18t06:11:00.000,2022-05-18t06:11:00.000,ams,eham,9,a08,2022-05-18t08:00:00.000,,,,virgin atlantic,vs,vir,6938,vs6938,vir6938,2,2022-05-18t07:38:00.000,klm,kl,klm,1514,kl1514,klm1514,
departure,active,nwi,egsh,3,46.0,2022-05-18t17:20:00.000,,2022-05-18t18:06:00.000,2022-05-18t18:06:00.000,2022-05-18t18:06:00.000,ams,eham,11,a08,2022-05-18t19:15:00.000,,,,virgin atlantic,vs,vir,6941,vs6941,vir6941,2,2022-05-18t19:40:00.000,klm,kl,klm,1524,kl1524,klm1524,25.0
departure,active,nwi,egsh,3,,2022-05-19t06:05:00.000,,,,,ams,eham,,a08,2022-05-19t08:00:00.000,,,,virgin atlantic,vs,vir,6938,vs6938,vir6938,,,klm,kl,klm,1514,kl1514,klm1514,
departure,active,nwi,egsh,3,34.0,2022-05-19t17:20:00.000,2022-05-19t17:45:00.000,2022-05-19t17:53:00.000,2022-05-19t17:53:00.000,2022-05-19t17:53:00.000,ams,eham,8,a08,2022-05-19t19:15:00.000,,,,virgin atlantic,vs,vir,6941,vs6941,vir6941,2,2022-05-19t19:23:00.000,klm,kl,klm,1524,kl1524,klm1524,8.0
departure,active,nwi,egsh,3,,2022-05-20t06:05:00.000,,,,,ams,eham,,a08,2022-05-20t08:00:00.000,,,,virgin atlantic,vs,vir,6938,vs6938,vir6938,,,klm,kl,klm,1514,kl1514,klm1514,
departure,active,nwi,egsh,3,30.0,2022-05-20t17:20:00.000,2022-05-20t17:50:00.000,,,,ams,eham,10,a08,2022-05-20t19:15:00.000,,,,virgin atlantic,vs,vir,6941,vs6941,vir6941,2,,klm,kl,klm,1524,kl1524,klm1524,
departure,active,nwi,egsh,3,,2022-05-21t06:05:00.000,,,,,ams,eham,8,a08,2022-05-21t08:00:00.000,,,,virgin atlantic,vs,vir,6938,vs6938,vir6938,2,,klm,kl,klm,1514,kl1514,klm1514,
departure,active,nwi,egsh,3,,2022-05-21t09:30:00.000,,,,,ams,eham,11,a08,2022-05-21t11:25:00.000,,,,virgin atlantic,vs,vir,6939,vs6939,vir6939,,,klm,kl,klm,1516,kl1516,klm1516,
departure,active,nwi,egsh,1,4.0,2022-05-22t06:05:00.000,,2022-05-22t06:09:00.000,2022-05-22t06:09:00.000,2022-05-22t06:09:00.000,ams,eham,13,a08,2022-05-22t08:00:00.000,2022-05-22t07:43:00.000,2022-05-22t07:43:00.000,2022-05-22t07:43:00.000,virgin atlantic,vs,vir,6938,vs6938,vir6938,2,,klm,kl,klm,1514,kl1514,klm1514,
departure,active,nwi,egsh,3,75.0,2022-05-22t17:20:00.000,2022-05-22t18:35:00.000,,,,ams,eham,9,a08,2022-05-22t19:15:00.000,,,,virgin atlantic,vs,vir,6941,vs6941,vir6941,2,,klm,kl,klm,1524,kl1524,klm1524,
departure,active,nwi,egsh,3,15.0,2022-05-23t06:05:00.000,2022-05-23t06:20:00.000,,,,ams,eham,10,a08,2022-05-23t08:00:00.000,,,,virgin atlantic,vs,vir,6938,vs6938,vir6938,2,,klm,kl,klm,1514,kl1514,klm1514,
departure,active,nwi,egsh,3,80.0,2022-05-23t17:20:00.000,2022-05-23t18:40:00.000,,,,ams,eham,12,a08,2022-05-23t19:15:00.000,,,,virgin atlantic,vs,vir,7086,vs7086,vir7086,2,,klm,kl,klm,1522,kl1522,klm1522,
departure,active,nwi,egsh,,,2022-05-24t06:05:00.000,2022-05-24t06:05:00.000,,,,ams,eham,,a08,2022-05-24t08:00:00.000,,,,virgin atlantic,vs,vir,6938,vs6938,vir6938,,,klm,kl,klm,1514,kl1514,klm1514,
departure,active,nwi,egsh,3,24.0,2022-05-24t17:20:00.000,2022-05-24t17:35:00.000,2022-05-24t17:44:00.000,2022-05-24t17:44:00.000,2022-05-24t17:44:00.000,ams,eham,8,d28,2022-05-24t19:15:00.000,2022-05-24t19:13:00.000,2022-05-24t19:13:00.000,2022-05-24t19:13:00.000,virgin atlantic,vs,vir,6941,vs6941,vir6941,,,klm,kl,klm,1524,kl1524,klm1524,
departure,active,nwi,egsh,1,,2022-05-25t06:05:00.000,,,,,ams,eham,13,a08,2022-05-25t08:00:00.000,,,,virgin atlantic,vs,vir,6938,vs6938,vir6938,,,klm,kl,klm,1514,kl1514,klm1514,
departure,active,nwi,egsh,3,65.0,2022-05-25t17:20:00.000,2022-05-25t18:25:00.000,,,,ams,eham,11,a08,2022-05-25t19:15:00.000,,,,virgin atlantic,vs,vir,6941,vs6941,vir6941,2,,klm,kl,klm,1524,kl1524,klm1524,
departure,active,nwi,egsh,3,,2022-05-26t06:05:00.000,2022-05-26t06:05:00.000,,,,ams,eham,12,a08,2022-05-26t08:00:00.000,,,,virgin atlantic,vs,vir,6938,vs6938,vir6938,3,,klm,kl,klm,1514,kl1514,klm1514,
departure,active,nwi,egsh,3,15.0,2022-05-26t17:20:00.000,2022-05-26t17:35:00.000,,,,ams,eham,11,a08,2022-05-26t19:15:00.000,,,,virgin atlantic,vs,vir,6941,vs6941,vir6941,,,klm,kl,klm,1524,kl1524,klm1524,
departure,active,nwi,egsh,,,2022-05-27t06:05:00.000,2022-05-27t06:05:00.000,,,,ams,eham,,a08,2022-05-27t08:00:00.000,,,,virgin atlantic,vs,vir,6938,vs6938,vir6938,,,klm,kl,klm,1514,kl1514,klm1514,
departure,active,nwi,egsh,3,29.0,2022-05-27t17:20:00.000,2022-05-27t17:30:00.000,2022-05-27t17:48:00.000,2022-05-27t17:48:00.000,2022-05-27t17:48:00.000,ams,eham,13,a08,2022-05-27t19:15:00.000,,,,virgin atlantic,vs,vir,6941,vs6941,vir6941,,2022-05-27t19:18:00.000,klm,kl,klm,1524,kl1524,klm1524,4.0
departure,active,nwi,egsh,3,,2022-05-28t06:05:00.000,,,,,ams,eham,8,a08,2022-05-28t08:00:00.000,,,,virgin atlantic,vs,vir,6938,vs6938,vir6938,2,,klm,kl,klm,1514,kl1514,klm1514,
departure,active,nwi,egsh,3,15.0,2022-05-28t09:30:00.000,2022-05-28t09:45:00.000,,,,ams,eham,13,a08,2022-05-28t11:25:00.000,,,,virgin atlantic,vs,vir,6939,vs6939,vir6939,2,,klm,kl,klm,1516,kl1516,klm1516,
departure,active,nwi,egsh,1,4.0,2022-05-29t06:05:00.000,2022-05-29t06:05:00.000,2022-05-29t06:09:00.000,2022-05-29t06:09:00.000,2022-05-29t06:09:00.000,ams,eham,10,a08,2022-05-29t08:00:00.000,,,,virgin atlantic,vs,vir,6938,vs6938,vir6938,2,2022-05-29t07:43:00.000,klm,kl,klm,1514,kl1514,klm1514,
departure,active,nwi,egsh,3,,2022-05-29t17:20:00.000,2022-05-29t17:20:00.000,,,,ams,eham,13,d24,2022-05-29t19:15:00.000,,,,virgin atlantic,vs,vir,6941,vs6941,vir6941,2,,klm,kl,klm,1524,kl1524,klm1524,
departure,active,nwi,egsh,3,,2022-05-30t06:05:00.000,,,,,ams,eham,11,a08,2022-05-30t08:00:00.000,,,,virgin atlantic,vs,vir,6938,vs6938,vir6938,2,,klm,kl,klm,1514,kl1514,klm1514,
departure,active,nwi,egsh,2,60.0,2022-05-30t17:20:00.000,2022-05-30t18:20:00.000,,,,ams,eham,13,a08,2022-05-30t19:15:00.000,,,,virgin atlantic,vs,vir,7086,vs7086,vir7086,,,klm,kl,klm,1522,kl1522,klm1522,
departure,active,nwi,egsh,1,9.0,2022-05-31t06:05:00.000,,2022-05-31t06:13:00.000,2022-05-31t06:13:00.000,2022-05-31t06:13:00.000,ams,eham,12,a08,2022-05-31t08:00:00.000,2022-05-31t07:49:00.000,2022-05-31t07:49:00.000,2022-05-31t07:49:00.000,virgin atlantic,vs,vir,6938,vs6938,vir6938,2,,klm,kl,klm,1514,kl1514,klm1514,
departure,active,nwi,egsh,3,5.0,2022-05-31t17:20:00.000,2022-05-31t17:25:00.000,,,,ams,eham,11,a08,2022-05-31t19:15:00.000,,,,virgin atlantic,vs,vir,6941,vs6941,vir6941,2,,klm,kl,klm,1524,kl1524,klm1524,
departure,active,nwi,egsh,1,6.0,2022-06-01t06:05:00.000,,2022-06-01t06:11:00.000,2022-06-01t06:11:00.000,2022-06-01t06:11:00.000,ams,eham,12,a08,2022-06-01t08:00:00.000,2022-06-01t07:43:00.000,2022-06-01t07:43:00.000,2022-06-01t07:43:00.000,klm,kl,klm,1514,kl1514,klm1514,2,,,,,,,,
departure,active,nwi,egsh,3,20.0,2022-06-01t17:20:00.000,2022-06-01t17:40:00.000,,,,ams,eham,9,a08,2022-06-01t19:15:00.000,,,,klm,kl,klm,1524,kl1524,klm1524,,,,,,,,,
departure,active,nwi,egsh,3,,2022-06-02t06:05:00.000,,,,,ams,eham,8,a08,2022-06-02t08:00:00.000,,,,klm,kl,klm,1514,kl1514,klm1514,,,,,,,,,
departure,active,nwi,egsh,3,19.0,2022-06-02t17:20:00.000,2022-06-02t17:39:00.000,,,,ams,eham,11,a08,2022-06-02t19:15:00.000,,,,klm,kl,klm,1524,kl1524,klm1524,2,,,,,,,,
departure,active,nwi,egsh,,,2022-06-03t06:05:00.000,2022-06-03t06:05:00.000,,,,ams,eham,,a08,2022-06-03t08:00:00.000,,,,klm,kl,klm,1514,kl1514,klm1514,,,,,,,,,
departure,cancelled,nwi,egsh,,,2022-06-03t17:20:00.000,,,,,ams,eham,,,2022-06-03t19:15:00.000,,,,klm,kl,klm,1524,kl1524,klm1524,,,,,,,,,
departure,active,nwi,egsh,3,,2022-06-04t06:05:00.000,,,,,ams,eham,11,a08,2022-06-04t08:00:00.000,,,,klm,kl,klm,1514,kl1514,klm1514,,,,,,,,,
departure,active,nwi,egsh,3,20.0,2022-06-04t09:30:00.000,2022-06-04t09:50:00.000,,,,ams,eham,12,a08,2022-06-04t11:25:00.000,,,,klm,kl,klm,1516,kl1516,klm1516,,,,,,,,,
departure,active,nwi,egsh,1,7.0,2022-06-05t06:05:00.000,,2022-06-05t06:11:00.000,2022-06-05t06:11:00.000,2022-06-05t06:11:00.000,ams,eham,12,a08,2022-06-05t08:00:00.000,,,,klm,kl,klm,1514,kl1514,klm1514,,2022-06-05t07:46:00.000,,,,,,,
departure,active,nwi,egsh,3,22.0,2022-06-05t17:20:00.000,,2022-06-05t17:42:00.000,2022-06-05t17:42:00.000,2022-06-05t17:42:00.000,ams,eham,11,a08,2022-06-05t19:15:00.000,2022-06-05t19:13:00.000,2022-06-05t19:13:00.000,2022-06-05t19:13:00.000,klm,kl,klm,1524,kl1524,klm1524,2,,,,,,,,
departure,cancelled,nwi,egsh,,,2022-06-06t06:05:00.000,,,,,ams,eham,,,2022-06-06t08:00:00.000,,,,klm,kl,klm,1514,kl1514,klm1514,,,,,,,,,
departure,active,nwi,egsh,3,25.0,2022-06-06t17:20:00.000,2022-06-06t17:45:00.000,,,,ams,eham,12,d29,2022-06-06t19:15:00.000,,,,klm,kl,klm,1522,kl1522,klm1522,2,,,,,,,,
departure,active,nwi,egsh,1,15.0,2022-06-07t06:05:00.000,,2022-06-07t06:19:00.000,2022-06-07t06:19:00.000,2022-06-07t06:19:00.000,ams,eham,11,a08,2022-06-07t08:00:00.000,,,,klm,kl,klm,1514,kl1514,klm1514,2,2022-06-07t07:54:00.000,,,,,,,
departure,active,nwi,egsh,3,37.0,2022-06-07t17:20:00.000,2022-06-07t17:40:00.000,2022-06-07t17:57:00.000,2022-06-07t17:57:00.000,2022-06-07t17:57:00.000,ams,eham,8,a08,2022-06-07t19:15:00.000,,,,klm,kl,klm,1524,kl1524,klm1524,2,2022-06-07t19:29:00.000,,,,,,,15.0
departure,active,nwi,egsh,3,,2022-06-08t06:05:00.000,,,,,ams,eham,9,a08,2022-06-08t08:00:00.000,,,,klm,kl,klm,1514,kl1514,klm1514,,,,,,,,,
departure,active,nwi,egsh,3,80.0,2022-06-08t17:20:00.000,2022-06-08t18:40:00.000,,,,ams,eham,8,a08,2022-06-08t19:15:00.000,,,,klm,kl,klm,1524,kl1524,klm1524,2,,,,,,,,
departure,active,nwi,egsh,3,,2022-06-09t06:05:00.000,,,,,ams,eham,9,a08,2022-06-09t08:00:00.000,,,,klm,kl,klm,1514,kl1514,klm1514,2,,,,,,,,
departure,active,nwi,egsh,3,5.0,2022-06-09t17:20:00.000,2022-06-09t17:25:00.000,,,,ams,eham,8,a08,2022-06-09t19:15:00.000,,,,klm,kl,klm,1524,kl1524,klm1524,2,,,,,,,,
departure,active,nwi,egsh,3,,2022-06-10t06:05:00.000,,,,,ams,eham,10,a08,2022-06-10t08:00:00.000,,,,klm,kl,klm,1514,kl1514,klm1514,2,,,,,,,,
departure,active,nwi,egsh,3,10.0,2022-06-10t17:20:00.000,2022-06-10t17:30:00.000,,,,ams,eham,8,a08,2022-06-10t19:15:00.000,,,,klm,kl,klm,1524,kl1524,klm1524,2,,,,,,,,
departure,cancelled,nwi,egsh,,,2022-06-11t06:05:00.000,,,,,ams,eham,,,2022-06-11t08:00:00.000,,,,klm,kl,klm,1514,kl1514,klm1514,,,,,,,,,
departure,active,nwi,egsh,3,5.0,2022-06-11t09:30:00.000,2022-06-11t09:35:00.000,,,,ams,eham,12,a08,2022-06-11t11:25:00.000,,,,klm,kl,klm,1516,kl1516,klm1516,2,,,,,,,,
departure,active,nwi,egsh,1,,2022-06-12t06:05:00.000,2022-06-12t06:05:00.000,,,,ams,eham,11,a08,2022-06-12t08:00:00.000,,,,klm,kl,klm,1514,kl1514,klm1514,2,,,,,,,,
departure,active,nwi,egsh,3,,2022-06-12t17:20:00.000,,,,,ams,eham,8,a08,2022-06-12t19:15:00.000,,,,klm,kl,klm,1524,kl1524,klm1524,2,,,,,,,,
departure,active,nwi,egsh,3,10.0,2022-06-13t06:05:00.000,,2022-06-13t06:14:00.000,2022-06-13t06:14:00.000,2022-06-13t06:14:00.000,ams,eham,10,a08,2022-06-13t08:00:00.000,2022-06-13t07:48:00.000,2022-06-13t07:48:00.000,2022-06-13t07:48:00.000,klm,kl,klm,1514,kl1514,klm1514,2,,,,,,,,
departure,active,nwi,egsh,3,8.0,2022-06-13t17:20:00.000,,2022-06-13t17:27:00.000,2022-06-13t17:27:00.000,2022-06-13t17:27:00.000,ams,eham,10,a08,2022-06-13t19:15:00.000,2022-06-13t18:57:00.000,2022-06-13t18:57:00.000,2022-06-13t18:57:00.000,klm,kl,klm,1522,kl1522,klm1522,2,,,,,,,,
departure,active,nwi,egsh,1,6.0,2022-06-14t06:05:00.000,,2022-06-14t06:10:00.000,2022-06-14t06:10:00.000,2022-06-14t06:10:00.000,ams,eham,8,a08,2022-06-14t08:00:00.000,,,,klm,kl,klm,1514,kl1514,klm1514,2,2022-06-14t07:39:00.000,,,,,,,
