type,status,departure.iataCode,departure.icaoCode,departure.terminal,departure.gate,departure.scheduledTime,departure.estimatedTime,departure.actualTime,departure.estimatedRunway,departure.actualRunway,arrival.iataCode,arrival.icaoCode,arrival.terminal,arrival.baggage,arrival.gate,arrival.scheduledTime,arrival.estimatedTime,airline.name,airline.iataCode,airline.icaoCode,flight.number,flight.iataNumber,flight.icaoNumber,departure.delay,arrival.actualTime,arrival.estimatedRunway,arrival.actualRunway,arrival.delay,codeshared.airline.name,codeshared.airline.iataCode,codeshared.airline.icaoCode,codeshared.flight.number,codeshared.flight.iataNumber,codeshared.flight.icaoNumber
departure,active,gla,egpf,m,27c,2022-07-03t07:15:00.000,2022-07-03t07:15:00.000,2022-07-03t07:30:00.000,2022-07-03t07:30:00.000,2022-07-03t07:30:00.000,alc,leal,,4b,,2022-07-03t11:30:00.000,2022-07-03t11:16:00.000,jet2,ls,exs,177,ls177,exs177,15.0,,,,,,,,,,
departure,active,gla,egpf,m,34,2022-07-03t08:00:00.000,2022-07-03t08:00:00.000,2022-07-03t08:34:00.000,2022-07-03t08:34:00.000,2022-07-03t08:34:00.000,pmi,lepa,,05,,2022-07-03t12:00:00.000,2022-07-03t11:50:00.000,jet2,ls,exs,139,ls139,exs139,34.0,,,,,,,,,,
departure,active,gla,egpf,m,32,2022-07-03t08:15:00.000,2022-07-03t08:15:00.000,2022-07-03t08:43:00.000,2022-07-03t08:43:00.000,2022-07-03t08:43:00.000,reu,lers,t1,2,,2022-07-03t12:00:00.000,2022-07-03t12:05:00.000,jet2,ls,exs,121,ls121,exs121,29.0,,,,6.0,,,,,,
departure,active,gla,egpf,m,27c,2022-07-03t15:20:00.000,,2022-07-03t15:44:00.000,2022-07-03t15:44:00.000,2022-07-03t15:44:00.000,tfs,gcts,,a1,,2022-07-03t20:05:00.000,2022-07-03t20:09:00.000,jet2,ls,exs,155,ls155,exs155,25.0,,,,5.0,,,,,,
departure,active,gla,egpf,m,33,2022-07-03t15:30:00.000,2022-07-03t16:50:00.000,,,,ayt,ltai,1,,,2022-07-03t22:20:00.000,,jet2,ls,exs,109,ls109,exs109,80.0,,,,,,,,,,
departure,active,gla,egpf,m,29,2022-07-03t15:30:00.000,,2022-07-03t15:36:00.000,2022-07-03t15:36:00.000,2022-07-03t15:36:00.000,ace,gcrr,1,7,,2022-07-03t20:10:00.000,2022-07-03t19:42:00.000,jet2,ls,exs,167,ls167,exs167,7.0,,,,,,,,,,
departure,active,gla,egpf,m,32,2022-07-03t15:40:00.000,,2022-07-03t16:21:00.000,2022-07-03t16:21:00.000,2022-07-03t16:21:00.000,lpa,gclp,,37,,2022-07-03t20:35:00.000,,jet2,ls,exs,143,ls143,exs143,42.0,,,,,,,,,,
departure,active,gla,egpf,m,34,2022-07-03t15:45:00.000,2022-07-03t17:35:00.000,,,,dlm,ltbs,i,,,2022-07-03t22:20:00.000,,jet2,ls,exs,151,ls151,exs151,110.0,,,,,,,,,,
departure,active,gla,egpf,m,28,2022-07-03t15:55:00.000,2022-07-03t17:15:00.000,,,,her,lgir,,,,2022-07-03t22:20:00.000,,jet2,ls,exs,193,ls193,exs193,80.0,,,,,,,,,,
departure,active,gla,egpf,m,30b,2022-07-03t16:10:00.000,2022-07-03t17:20:00.000,,,,fue,gcfv,,3,,2022-07-03t20:55:00.000,,jet2,ls,exs,137,ls137,exs137,70.0,,,,,,,,,,
departure,active,gla,egpf,m,41,2022-07-04t07:00:00.000,2022-07-04t07:00:00.000,,,,pmi,lepa,,8,,2022-07-04t11:00:00.000,,jet2,ls,exs,189,ls189,exs189,,,,,,,,,,,
departure,active,gla,egpf,m,30b,2022-07-04t06:15:00.000,2022-07-04t06:15:00.000,,,,ibz,leib,1,06,,2022-07-04t10:25:00.000,,jet2,ls,exs,119,ls119,exs119,,,,,,,,,,,
departure,active,gla,egpf,m,26,2022-07-04t06:15:00.000,2022-07-04t06:15:00.000,,,,dlm,ltbs,i,,,2022-07-04t12:50:00.000,,jet2,ls,exs,163,ls163,exs163,,,,,,,,,,,
departure,active,gla,egpf,m,34,2022-07-04t06:40:00.000,2022-07-04t06:40:00.000,,,,fao,lpfr,,,,2022-07-04t10:05:00.000,,jet2,ls,exs,173,ls173,exs173,,,,,,,,,,,
departure,active,gla,egpf,m,30a,2022-07-04t06:45:00.000,2022-07-04t06:45:00.000,,,,agp,lemg,,,,2022-07-04t11:10:00.000,,jet2,ls,exs,133,ls133,exs133,,,,,,,,,,,
departure,active,gla,egpf,m,41,2022-07-04t07:15:00.000,2022-07-04t07:15:00.000,,,,alc,leal,,7b,,2022-07-04t11:30:00.000,,jet2,ls,exs,177,ls177,exs177,,,,,,,,,,,
departure,active,gla,egpf,m,25,2022-07-04t08:00:00.000,2022-07-04t08:00:00.000,2022-07-04t08:10:00.000,2022-07-04t08:10:00.000,2022-07-04t08:10:00.000,pmi,lepa,,04,,2022-07-04t12:00:00.000,2022-07-04t11:50:00.000,jet2,ls,exs,139,ls139,exs139,11.0,,,,,,,,,,
departure,active,gla,egpf,m,28,2022-07-04t15:15:00.000,2022-07-04t15:35:00.000,,,,bjv,ltfe,i,,,2022-07-04t21:50:00.000,,jet2,ls,exs,123,ls123,exs123,20.0,,,,,,,,,,
departure,active,gla,egpf,m,32,2022-07-04t15:20:00.000,2022-07-04t15:35:00.000,,,,tfs,gcts,,a4,,2022-07-04t20:05:00.000,,jet2,ls,exs,155,ls155,exs155,15.0,,,,,,,,,,
departure,active,gla,egpf,m,27c,2022-07-04t15:25:00.000,2022-07-04t15:55:00.000,2022-07-04t16:04:00.000,2022-07-04t16:04:00.000,2022-07-04t16:04:00.000,fnc,lpma,,,,2022-07-04t19:35:00.000,2022-07-04t19:46:00.000,jet2,ls,exs,129,ls129,exs129,39.0,,,,11.0,,,,,,
departure,active,gla,egpf,m,33,2022-07-04t15:30:00.000,2022-07-04t16:16:00.000,,,,rho,lgrp,,,,2022-07-04t22:00:00.000,,jet2,ls,exs,181,ls181,exs181,46.0,,,,,,,,,,
departure,active,gla,egpf,m,34,2022-07-04t15:45:00.000,2022-07-04t16:30:00.000,,,,dlm,ltbs,i,,,2022-07-04t22:20:00.000,,jet2,ls,exs,151,ls151,exs151,45.0,,,,,,,,,,
departure,active,gla,egpf,m,29,2022-07-04t16:20:00.000,2022-07-04t17:05:00.000,2022-07-04t16:59:00.000,2022-07-04t16:59:00.000,2022-07-04t16:59:00.000,ayt,ltai,1,,,2022-07-04t23:10:00.000,2022-07-04t23:03:00.000,jet2,ls,exs,199,ls199,exs199,40.0,,,,,,,,,,
departure,active,gla,egpf,m,28,2022-07-04t17:20:00.000,2022-07-04t17:45:00.000,,,,tfs,gcts,,a4,,2022-07-04t22:05:00.000,,jet2,ls,exs,125,ls125,exs125,25.0,,,,,,,,,,
departure,active,gla,egpf,m,30b,2022-07-05t06:30:00.000,2022-07-05t06:30:00.000,2022-07-05t06:42:00.000,2022-07-05t06:42:00.000,2022-07-05t06:42:00.000,boj,lbbg,,,,2022-07-05t12:15:00.000,2022-07-05t12:12:00.000,jet2,ls,exs,117,ls117,exs117,13.0,,,,,,,,,,
departure,active,gla,egpf,m,34,2022-07-05t06:40:00.000,2022-07-05t06:57:00.000,,,,mah,lemh,ter1,05,,2022-07-05t10:40:00.000,,jet2,ls,exs,145,ls145,exs145,17.0,,,,,,,,,,
departure,active,gla,egpf,m,36,2022-07-05t06:40:00.000,2022-07-05t06:40:00.000,2022-07-05t07:02:00.000,2022-07-05t07:02:00.000,2022-07-05t07:02:00.000,fao,lpfr,,,,2022-07-05t10:05:00.000,2022-07-05t09:57:00.000,jet2,ls,exs,173,ls173,exs173,22.0,,,,,,,,,,
departure,active,gla,egpf,m,28,2022-07-05t06:50:00.000,2022-07-05t06:50:00.000,2022-07-05t07:22:00.000,2022-07-05t07:22:00.000,2022-07-05t07:22:00.000,cfu,lgkr,,,,2022-07-05t12:35:00.000,2022-07-05t12:44:00.000,jet2,ls,exs,111,ls111,exs111,32.0,,,,10.0,,,,,,
departure,active,gla,egpf,m,30a,2022-07-05t07:00:00.000,2022-07-05t07:00:00.000,2022-07-05t07:13:00.000,2022-07-05t07:13:00.000,2022-07-05t07:13:00.000,pmi,lepa,,18,,2022-07-05t11:00:00.000,2022-07-05t10:49:00.000,jet2,ls,exs,189,ls189,exs189,13.0,,,,,,,,,,
departure,active,gla,egpf,m,25,2022-07-05t07:15:00.000,2022-07-05t07:15:00.000,2022-07-05t07:30:00.000,2022-07-05t07:30:00.000,2022-07-05t07:30:00.000,alc,leal,,5b,,2022-07-05t11:30:00.000,2022-07-05t11:16:00.000,jet2,ls,exs,177,ls177,exs177,15.0,,,,,,,,,,
departure,active,gla,egpf,m,41,2022-07-05t08:15:00.000,2022-07-05t10:20:00.000,,,,reu,lers,t1,3,,2022-07-05t12:00:00.000,,jet2,ls,exs,121,ls121,exs121,125.0,,,,,,,,,,
departure,active,gla,egpf,m,33,2022-07-05t15:20:00.000,2022-07-05t15:37:00.000,,,,tfs,gcts,,a2,,2022-07-05t20:05:00.000,,jet2,ls,exs,155,ls155,exs155,17.0,,,,,,,,,,
departure,active,gla,egpf,m,27c,2022-07-05t15:30:00.000,2022-07-05t17:40:00.000,,,,ayt,ltai,1,,,2022-07-05t22:20:00.000,,jet2,ls,exs,109,ls109,exs109,130.0,,,,,,,,,,
departure,active,gla,egpf,m,32,2022-07-05t15:30:00.000,2022-07-05t15:40:00.000,2022-07-05t15:44:00.000,2022-07-05t15:44:00.000,2022-07-05t15:44:00.000,ace,gcrr,1,2,,2022-07-05t20:10:00.000,2022-07-05t19:54:00.000,jet2,ls,exs,167,ls167,exs167,14.0,,,,,,,,,,
departure,active,gla,egpf,m,29,2022-07-05t15:30:00.000,2022-07-05t18:40:00.000,,,,rho,lgrp,,,,2022-07-05t22:00:00.000,,jet2,ls,exs,181,ls181,exs181,190.0,,,,,,,,,,
departure,active,gla,egpf,m,28,2022-07-05t15:40:00.000,2022-07-05t15:50:00.000,2022-07-05t15:57:00.000,2022-07-05t15:57:00.000,2022-07-05t15:57:00.000,lpa,gclp,,35,,2022-07-05t20:35:00.000,2022-07-05t20:16:00.000,jet2,ls,exs,143,ls143,exs143,18.0,,,,,,,,,,
departure,active,gla,egpf,m,,2022-07-05t16:20:00.000,2022-07-05t18:00:00.000,,,,dlm,ltbs,i,,,2022-07-05t22:55:00.000,,jet2,ls,exs,151,ls151,exs151,100.0,,,,,,,,,,
departure,active,gla,egpf,m,,2022-07-05t16:35:00.000,2022-07-05t17:55:00.000,,,,her,lgir,,,,2022-07-05t23:00:00.000,,jet2,ls,exs,193,ls193,exs193,80.0,,,,,,,,,,
departure,active,gla,egpf,m,29,2022-07-06t06:00:00.000,2022-07-06t06:06:00.000,,,,efl,lgkf,,,,2022-07-06t12:10:00.000,,jet2,ls,exs,165,ls165,exs165,6.0,,,,,,,,,,
departure,active,gla,egpf,m,24,2022-07-06t06:15:00.000,2022-07-06t06:35:00.000,,,,zth,lgza,,,,2022-07-06t12:20:00.000,,jet2,ls,exs,183,ls183,exs183,20.0,,,,,,,,,,
departure,active,gla,egpf,m,28,2022-07-06t06:15:00.000,2022-07-06t07:00:00.000,,,,pmi,lepa,,05,,2022-07-06t10:15:00.000,,jet2,ls,exs,189,ls189,exs189,45.0,,,,,,,,,,
departure,active,gla,egpf,m,27c,2022-07-06t06:40:00.000,2022-07-06t06:40:00.000,,,,fao,lpfr,,,,2022-07-06t10:05:00.000,,jet2,ls,exs,173,ls173,exs173,,,,,,,,,,,
departure,active,gla,egpf,m,23,2022-07-06t07:15:00.000,2022-07-06t07:20:00.000,2022-07-06t07:34:00.000,2022-07-06t07:34:00.000,2022-07-06t07:34:00.000,alc,leal,,5b,,2022-07-06t11:30:00.000,2022-07-06t11:16:00.000,jet2,ls,exs,177,ls177,exs177,19.0,,,,,,,,,,
departure,active,gla,egpf,m,32,2022-07-06t07:35:00.000,2022-07-06t08:10:00.000,2022-07-06t07:39:00.000,2022-07-06t07:39:00.000,2022-07-06t07:39:00.000,ibz,leib,1,04,,2022-07-06t11:45:00.000,2022-07-06t11:18:00.000,jet2,ls,exs,119,ls119,exs119,4.0,,,,,,,,,,
departure,active,gla,egpf,m,28,2022-07-06t14:25:00.000,2022-07-06t14:40:00.000,2022-07-06t14:48:00.000,2022-07-06t14:48:00.000,2022-07-06t14:48:00.000,lca,lclk,,,,2022-07-06t21:35:00.000,2022-07-06t21:33:00.000,jet2,ls,exs,141,ls141,exs141,24.0,,,,,,,,,,
departure,active,gla,egpf,m,32,2022-07-06t15:20:00.000,2022-07-06t15:20:00.000,2022-07-06t15:41:00.000,2022-07-06t15:41:00.000,2022-07-06t15:41:00.000,tfs,gcts,,a3,,2022-07-06t20:05:00.000,2022-07-06t20:03:00.000,jet2,ls,exs,155,ls155,exs155,22.0,,,,,,,,,,
departure,active,gla,egpf,m,27c,2022-07-06t15:30:00.000,,2022-07-06t15:43:00.000,2022-07-06t15:43:00.000,2022-07-06t15:43:00.000,fue,gcfv,,5,,2022-07-06t20:15:00.000,2022-07-06t19:54:00.000,jet2,ls,exs,137,ls137,exs137,14.0,,,,,,,,,,
departure,active,gla,egpf,m,36,2022-07-06t16:00:00.000,2022-07-06t16:40:00.000,2022-07-06t16:33:00.000,2022-07-06t16:33:00.000,2022-07-06t16:33:00.000,kgs,lgko,,,,2022-07-06t22:35:00.000,2022-07-06t22:33:00.000,jet2,ls,exs,147,ls147,exs147,33.0,,,,,,,,,,
departure,active,gla,egpf,m,29,2022-07-06t16:10:00.000,2022-07-06t17:45:00.000,,,,pfo,lcph,,,,2022-07-06t23:00:00.000,,jet2,ls,exs,157,ls157,exs157,95.0,,,,,,,,,,
departure,active,gla,egpf,m,30a,2022-07-06t16:15:00.000,2022-07-06t18:15:00.000,,,,ayt,ltai,1,,,2022-07-06t23:05:00.000,,jet2,ls,exs,109,ls109,exs109,120.0,,,,,,,,,,
departure,active,gla,egpf,m,28,2022-07-07t06:35:00.000,2022-07-07t06:45:00.000,2022-07-07t06:49:00.000,2022-07-07t06:49:00.000,2022-07-07t06:49:00.000,mla,lmml,,,,2022-07-07t11:30:00.000,2022-07-07t11:08:00.000,jet2,ls,exs,131,ls131,exs131,14.0,,,,,,,,,,
departure,active,gla,egpf,m,36,2022-07-07t06:40:00.000,2022-07-07t06:40:00.000,2022-07-07t06:56:00.000,2022-07-07t06:56:00.000,2022-07-07t06:56:00.000,fao,lpfr,,,,2022-07-07t10:10:00.000,2022-07-07t09:53:00.000,jet2,ls,exs,173,ls173,exs173,17.0,,,,,,,,,,
departure,active,gla,egpf,m,34,2022-07-07t06:45:00.000,2022-07-07t06:45:00.000,2022-07-07t07:07:00.000,2022-07-07t07:07:00.000,2022-07-07t07:07:00.000,agp,lemg,,,,2022-07-07t11:10:00.000,2022-07-07t11:06:00.000,jet2,ls,exs,133,ls133,exs133,22.0,,,,,,,,,,
departure,active,gla,egpf,m,24,2022-07-07t07:00:00.000,2022-07-07t07:00:00.000,,,,pmi,lepa,,02,,2022-07-07t11:00:00.000,,jet2,ls,exs,189,ls189,exs189,,,,,,,,,,,
departure,active,gla,egpf,m,27c,2022-07-07t07:15:00.000,2022-07-07t07:15:00.000,2022-07-07t07:26:00.000,2022-07-07t07:26:00.000,2022-07-07t07:26:00.000,alc,leal,,7b,,2022-07-07t11:30:00.000,2022-07-07t11:10:00.000,jet2,ls,exs,177,ls177,exs177,12.0,,,,,,,,,,
departure,active,gla,egpf,m,32,2022-07-07t08:15:00.000,2022-07-07t08:15:00.000,2022-07-07t08:23:00.000,2022-07-07t08:23:00.000,2022-07-07t08:23:00.000,reu,lers,t1,1,,2022-07-07t12:00:00.000,2022-07-07t11:40:00.000,jet2,ls,exs,121,ls121,exs121,9.0,,,,,,,,,,
departure,active,gla,egpf,m,25,2022-07-07t09:00:00.000,2022-07-07t09:00:00.000,2022-07-07t09:18:00.000,2022-07-07t09:18:00.000,2022-07-07t09:18:00.000,ibz,leib,1,09,,2022-07-07t13:10:00.000,2022-07-07t13:01:00.000,jet2,ls,exs,119,ls119,exs119,18.0,,,,,,,,,,
departure,active,gla,egpf,m,28,2022-07-07t15:20:00.000,,,,,tfs,gcts,,a4,,2022-07-07t20:05:00.000,,jet2,ls,exs,155,ls155,exs155,,,,,,,,,,,
departure,active,gla,egpf,m,29,2022-07-07t15:30:00.000,2022-07-07t15:40:00.000,,,,ayt,ltai,1,,,2022-07-07t22:20:00.000,,jet2,ls,exs,109,ls109,exs109,10.0,,,,,,,,,,
departure,active,gla,egpf,m,34,2022-07-07t15:30:00.000,2022-07-07t16:00:00.000,,,,ace,gcrr,1,5,,2022-07-07t20:10:00.000,,jet2,ls,exs,167,ls167,exs167,30.0,,,,,,,,,,
departure,active,gla,egpf,m,32,2022-07-07t15:40:00.000,,,,,her,lgir,,,,2022-07-07t22:05:00.000,,jet2,ls,exs,193,ls193,exs193,,,,,,,,,,,
departure,active,gla,egpf,m,27c,2022-07-07t15:45:00.000,,,,,dlm,ltbs,i,,,2022-07-07t22:20:00.000,,jet2,ls,exs,151,ls151,exs151,,,,,,,,,,,
departure,active,gla,egpf,m,30a,2022-07-07t16:15:00.000,2022-07-07t16:40:00.000,,,,lpa,gclp,,34,,2022-07-07t21:10:00.000,,jet2,ls,exs,143,ls143,exs143,25.0,,,,,,,,,,
departure,active,gla,egpf,m,33,2022-07-07t17:00:00.000,2022-07-07t17:45:00.000,,,,dlm,ltbs,i,,,2022-07-07t23:35:00.000,,jet2,ls,exs,163,ls163,exs163,45.0,,,,,,,,,,
departure,active,gla,egpf,m,27c,2022-07-08t06:40:00.000,2022-07-08t06:40:00.000,2022-07-08t06:48:00.000,2022-07-08t06:48:00.000,2022-07-08t06:48:00.000,fao,lpfr,,,,2022-07-08t10:05:00.000,2022-07-08t09:44:00.000,jet2,ls,exs,173,ls173,exs173,8.0,,,,,,,,,,
departure,active,gla,egpf,m,33,2022-07-08t06:45:00.000,2022-07-08t07:00:00.000,2022-07-08t07:06:00.000,2022-07-08t07:06:00.000,2022-07-08t07:06:00.000,agp,lemg,,,,2022-07-08t11:10:00.000,2022-07-08t11:06:00.000,jet2,ls,exs,133,ls133,exs133,21.0,,,,,,,,,,
departure,active,gla,egpf,m,25,2022-07-08t07:00:00.000,2022-07-08t07:00:00.000,2022-07-08t07:13:00.000,2022-07-08t07:13:00.000,2022-07-08t07:13:00.000,pmi,lepa,,10,,2022-07-08t11:00:00.000,2022-07-08t10:49:00.000,jet2,ls,exs,189,ls189,exs189,13.0,,,,,,,,,,
departure,active,gla,egpf,m,28,2022-07-08t07:15:00.000,2022-07-08t07:09:00.000,2022-07-08t07:24:00.000,2022-07-08t07:24:00.000,2022-07-08t07:24:00.000,alc,leal,,4b,,2022-07-08t11:30:00.000,2022-07-08t11:08:00.000,jet2,ls,exs,177,ls177,exs177,10.0,,,,,,,,,,
departure,active,gla,egpf,m,32,2022-07-08t07:35:00.000,2022-07-08t07:35:00.000,2022-07-08t07:45:00.000,2022-07-08t07:45:00.000,2022-07-08t07:45:00.000,nap,lirn,,,,2022-07-08t12:00:00.000,2022-07-08t11:44:00.000,jet2,ls,exs,187,ls187,exs187,10.0,,,,,,,,,,
departure,active,gla,egpf,m,34,2022-07-08t07:40:00.000,2022-07-08t08:45:00.000,2022-07-08t07:51:00.000,2022-07-08t07:51:00.000,2022-07-08t07:51:00.000,ibz,leib,1,08,,2022-07-08t11:50:00.000,2022-07-08t11:36:00.000,jet2,ls,exs,119,ls119,exs119,12.0,,,,,,,,,,
departure,active,gla,egpf,m,36,2022-07-08t08:00:00.000,2022-07-08t08:00:00.000,2022-07-08t08:15:00.000,2022-07-08t08:15:00.000,2022-07-08t08:15:00.000,pmi,lepa,,07,,2022-07-08t12:00:00.000,2022-07-08t11:55:00.000,jet2,ls,exs,139,ls139,exs139,16.0,,,,,,,,,,
departure,active,gla,egpf,m,28,2022-07-08t15:20:00.000,2022-07-08t15:20:00.000,2022-07-08t15:34:00.000,2022-07-08t15:34:00.000,2022-07-08t15:34:00.000,tfs,gcts,,b2,,2022-07-08t20:05:00.000,2022-07-08t19:57:00.000,jet2,ls,exs,155,ls155,exs155,15.0,,,,,,,,,,
departure,active,gla,egpf,m,36,2022-07-08t15:25:00.000,,2022-07-08t15:42:00.000,2022-07-08t15:42:00.000,2022-07-08t15:42:00.000,adb,ltbj,i,3,,2022-07-08t22:00:00.000,2022-07-08t21:37:00.000,jet2,ls,exs,107,ls107,exs107,17.0,,,,,,,,,,
departure,active,gla,egpf,m,27c,2022-07-08t15:30:00.000,2022-07-08t15:35:00.000,2022-07-08t15:49:00.000,2022-07-08t15:49:00.000,2022-07-08t15:49:00.000,rho,lgrp,,,,2022-07-08t22:00:00.000,2022-07-08t21:52:00.000,jet2,ls,exs,181,ls181,exs181,19.0,,,,,,,,,,
departure,active,gla,egpf,m,34,2022-07-08t15:45:00.000,2022-07-08t15:58:00.000,2022-07-08t16:10:00.000,2022-07-08t16:10:00.000,2022-07-08t16:10:00.000,dlm,ltbs,i,,,2022-07-08t22:20:00.000,2022-07-08t22:18:00.000,jet2,ls,exs,151,ls151,exs151,25.0,,,,,,,,,,
departure,active,gla,egpf,m,29,2022-07-08t16:00:00.000,2022-07-08t15:43:00.000,,,,ayt,ltai,1,,,2022-07-08t22:50:00.000,,jet2,ls,exs,109,ls109,exs109,,,,,,,,,,,
departure,active,gla,egpf,m,23,2022-07-08t16:10:00.000,,2022-07-08t16:25:00.000,2022-07-08t16:25:00.000,2022-07-08t16:25:00.000,ace,gcrr,1,5,,2022-07-08t20:50:00.000,2022-07-08t20:39:00.000,jet2,ls,exs,167,ls167,exs167,16.0,,,,,,,,,,
departure,active,gla,egpf,m,28,2022-07-08t16:20:00.000,,2022-07-08t16:51:00.000,2022-07-08t16:51:00.000,2022-07-08t16:51:00.000,tfs,gcts,,a4,,2022-07-08t21:05:00.000,2022-07-08t21:13:00.000,jet2,ls,exs,125,ls125,exs125,31.0,,,,9.0,,,,,,
departure,active,gla,egpf,m,29,2022-07-09t05:30:00.000,2022-07-09t05:30:00.000,2022-07-09t05:50:00.000,2022-07-09t05:50:00.000,2022-07-09t05:50:00.000,zth,lgza,,,,2022-07-09t11:35:00.000,2022-07-09t11:23:00.000,jet2,ls,exs,183,ls183,exs183,21.0,,,,,,,,,,
departure,active,gla,egpf,m,33,2022-07-09t06:40:00.000,2022-07-09t06:38:00.000,,,,fao,lpfr,,,,2022-07-09t10:05:00.000,,jet2,ls,exs,173,ls173,exs173,,,,,,,,,,,
departure,active,gla,egpf,m,24,2022-07-09t06:45:00.000,2022-07-09t06:46:00.000,,,,agp,lemg,,,,2022-07-09t11:10:00.000,,jet2,ls,exs,133,ls133,exs133,1.0,,,,,,,,,,
departure,active,gla,egpf,m,34,2022-07-09t07:00:00.000,2022-07-09t07:15:00.000,2022-07-09t07:23:00.000,2022-07-09t07:23:00.000,2022-07-09t07:23:00.000,pmi,lepa,,10,,2022-07-09t11:00:00.000,2022-07-09t10:57:00.000,jet2,ls,exs,189,ls189,exs189,23.0,,,,,,,,,,
departure,active,gla,egpf,m,25,2022-07-09t07:15:00.000,2022-07-09t07:15:00.000,2022-07-09t07:31:00.000,2022-07-09t07:31:00.000,2022-07-09t07:31:00.000,alc,leal,,7a,,2022-07-09t11:30:00.000,2022-07-09t11:16:00.000,jet2,ls,exs,177,ls177,exs177,17.0,,,,,,,,,,
departure,active,gla,egpf,m,28,2022-07-09t08:00:00.000,2022-07-09t08:00:00.000,2022-07-09t08:08:00.000,2022-07-09t08:08:00.000,2022-07-09t08:08:00.000,mah,lemh,ter1,05,,2022-07-09t12:00:00.000,2022-07-09t11:44:00.000,jet2,ls,exs,145,ls145,exs145,8.0,,,,,,,,,,
departure,active,gla,egpf,m,32,2022-07-09t09:30:00.000,2022-07-09t09:30:00.000,,,,ibz,leib,1,09,,2022-07-09t13:40:00.000,,jet2,ls,exs,119,ls119,exs119,,,,,,,,,,,
departure,active,gla,egpf,m,27c,2022-07-09t15:15:00.000,2022-07-09t16:20:00.000,,,,pfo,lcph,,,,2022-07-09t22:05:00.000,,jet2,ls,exs,157,ls157,exs157,65.0,,,,,,,,,,
departure,active,gla,egpf,m,32,2022-07-09t15:20:00.000,,2022-07-09t15:47:00.000,2022-07-09t15:47:00.000,2022-07-09t15:47:00.000,tfs,gcts,,b3,,2022-07-09t20:05:00.000,2022-07-09t20:09:00.000,jet2,ls,exs,155,ls155,exs155,27.0,,,,5.0,,,,,,
departure,active,gla,egpf,m,29,2022-07-09t15:30:00.000,2022-07-09t16:15:00.000,2022-07-09t15:38:00.000,2022-07-09t15:38:00.000,2022-07-09t15:38:00.000,ayt,ltai,1,,,2022-07-09t22:20:00.000,2022-07-09t21:52:00.000,jet2,ls,exs,109,ls109,exs109,9.0,,,,,,,,,,
departure,active,gla,egpf,m,28,2022-07-09t15:30:00.000,,2022-07-09t15:42:00.000,2022-07-09t15:42:00.000,2022-07-09t15:42:00.000,ace,gcrr,1,5,,2022-07-09t20:10:00.000,2022-07-09t19:54:00.000,jet2,ls,exs,167,ls167,exs167,13.0,,,,,,,,,,
departure,active,gla,egpf,m,30a,2022-07-09t15:45:00.000,2022-07-09t15:50:00.000,2022-07-09t16:15:00.000,2022-07-09t16:15:00.000,2022-07-09t16:15:00.000,dlm,ltbs,i,,,2022-07-09t22:20:00.000,2022-07-09t22:20:00.000,jet2,ls,exs,151,ls151,exs151,31.0,,,,1.0,,,,,,
departure,active,gla,egpf,m,36,2022-07-09t16:00:00.000,2022-07-09t16:04:00.000,2022-07-09t16:17:00.000,2022-07-09t16:17:00.000,2022-07-09t16:17:00.000,fue,gcfv,,3,,2022-07-09t20:45:00.000,2022-07-09t20:31:00.000,jet2,ls,exs,137,ls137,exs137,18.0,,,,,,,,,,
departure,active,gla,egpf,m,29,2022-07-09t17:40:00.000,2022-07-09t18:00:00.000,,,,pmi,lepa,,04,,2022-07-09t21:40:00.000,,jet2,ls,exs,139,ls139,exs139,20.0,,,,,,,,,,
departure,active,gla,egpf,m,28,2022-07-10t06:40:00.000,2022-07-10t06:40:00.000,,,,fao,lpfr,,,,2022-07-10t10:05:00.000,,jet2,ls,exs,173,ls173,exs173,,,,,,,,,,,
departure,active,gla,egpf,m,24,2022-07-10t06:45:00.000,2022-07-10t06:53:00.000,,,,agp,lemg,,,,2022-07-10t11:10:00.000,,jet2,ls,exs,133,ls133,exs133,8.0,,,,,,,,,,
departure,active,gla,egpf,m,27c,2022-07-10t07:00:00.000,2022-07-10t07:00:00.000,2022-07-10t07:20:00.000,2022-07-10t07:20:00.000,2022-07-10t07:20:00.000,pmi,lepa,,04,,2022-07-10t11:00:00.000,2022-07-10t10:51:00.000,jet2,ls,exs,189,ls189,exs189,20.0,,,,,,,,,,
departure,active,gla,egpf,m,36,2022-07-10t07:05:00.000,2022-07-10t07:38:00.000,2022-07-10t07:27:00.000,2022-07-10t07:27:00.000,2022-07-10t07:27:00.000,ibz,leib,1,09,,2022-07-10t11:15:00.000,2022-07-10t11:12:00.000,jet2,ls,exs,119,ls119,exs119,22.0,,,,,,,,,,
departure,active,gla,egpf,m,34,2022-07-10t07:15:00.000,2022-07-10t07:15:00.000,2022-07-10t07:31:00.000,2022-07-10t07:31:00.000,2022-07-10t07:31:00.000,alc,leal,,4a,,2022-07-10t11:30:00.000,2022-07-10t11:18:00.000,jet2,ls,exs,177,ls177,exs177,17.0,,,,,,,,,,
