type,status,departure.iataCode,departure.icaoCode,departure.terminal,departure.gate,departure.scheduledTime,departure.estimatedTime,departure.actualTime,departure.estimatedRunway,departure.actualRunway,arrival.iataCode,arrival.icaoCode,arrival.terminal,arrival.baggage,arrival.gate,arrival.scheduledTime,arrival.estimatedTime,airline.name,airline.iataCode,airline.icaoCode,flight.number,flight.iataNumber,flight.icaoNumber,departure.delay,arrival.actualTime,arrival.estimatedRunway,arrival.actualRunway,arrival.delay,codeshared.airline.name,codeshared.airline.iataCode,codeshared.airline.icaoCode,codeshared.flight.number,codeshared.flight.iataNumber,codeshared.flight.icaoNumber
departure,active,gla,egpf,m,34,2022-04-01t15:20:00.000,2022-04-01t15:20:00.000,2022-04-01t15:53:00.000,2022-04-01t15:53:00.000,2022-04-01t15:53:00.000,tfs,gcts,,a1,,2022-04-01t20:05:00.000,2022-04-01t20:12:00.000,jet2,ls,exs,155,ls155,exs155,33.0,,,,7.0,,,,,,
departure,active,gla,egpf,m,32,2022-04-01t15:40:00.000,2022-04-01t15:49:00.000,,,,ibz,leib,1,07,,2022-04-01t19:50:00.000,,jet2,ls,exs,119,ls119,exs119,9.0,,,,,,,,,,
departure,unknown,gla,egpf,m,33,2022-04-01t15:45:00.000,,,,,dlm,ltbs,i,,,2022-04-01t22:20:00.000,,jet2,ls,exs,151,ls151,exs151,,,,,,,,,,,
departure,active,gla,egpf,m,41,2022-04-02t06:40:00.000,2022-04-02t06:50:00.000,2022-04-02t07:06:00.000,2022-04-02t07:06:00.000,2022-04-02t07:06:00.000,fao,lpfr,,,,2022-04-02t10:05:00.000,2022-04-02t10:01:00.000,jet2,ls,exs,173,ls173,exs173,26.0,,,,,,,,,,
departure,active,gla,egpf,m,30b,2022-04-02t06:45:00.000,2022-04-02t06:45:00.000,2022-04-02t07:39:00.000,2022-04-02t07:39:00.000,2022-04-02t07:39:00.000,agp,lemg,,,,2022-04-02t11:10:00.000,2022-04-02t10:55:00.000,jet2,ls,exs,133,ls133,exs133,55.0,,,,,,,,,,
departure,active,gla,egpf,m,25,2022-04-02t07:00:00.000,2022-04-02t07:10:00.000,2022-04-02t07:27:00.000,2022-04-02t07:27:00.000,2022-04-02t07:27:00.000,pmi,lepa,,02,,2022-04-02t11:00:00.000,2022-04-02t11:04:00.000,jet2,ls,exs,189,ls189,exs189,28.0,,,,4.0,,,,,,
departure,active,gla,egpf,m,36,2022-04-02t07:15:00.000,2022-04-02t10:30:00.000,,,,alc,leal,,6b,,2022-04-02t11:30:00.000,,jet2,ls,exs,177,ls177,exs177,195.0,,,,,,,,,,
departure,active,gla,egpf,m,41,2022-04-02t08:40:00.000,2022-04-02t09:08:00.000,,,,gva,lsgg,2,24,,2022-04-02t12:00:00.000,,jet2,ls,exs,203,ls203,exs203,28.0,,,,,,,,,,
departure,active,gla,egpf,m,34,2022-04-02t09:20:00.000,2022-04-02t09:47:00.000,,,,gva,lsgg,2,23,,2022-04-02t12:40:00.000,,jet2,ls,exs,211,ls211,exs211,27.0,,,,,,,,,,
departure,active,gla,egpf,m,29,2022-04-02t15:15:00.000,2022-04-02t15:40:00.000,,,,pfo,lcph,,,,2022-04-02t22:05:00.000,,jet2,ls,exs,157,ls157,exs157,25.0,,,,,,,,,,
departure,active,gla,egpf,m,28,2022-04-02t15:20:00.000,2022-04-02t16:15:00.000,,,,tfs,gcts,,a6,,2022-04-02t20:05:00.000,,jet2,ls,exs,155,ls155,exs155,55.0,,,,,,,,,,
departure,active,gla,egpf,m,36,2022-04-02t15:30:00.000,,2022-04-02t16:09:00.000,2022-04-02t16:09:00.000,2022-04-02t16:09:00.000,ayt,ltai,1,,,2022-04-02t22:20:00.000,2022-04-02t22:33:00.000,jet2,ls,exs,109,ls109,exs109,39.0,,,,13.0,,,,,,
departure,active,gla,egpf,m,27c,2022-04-02t15:30:00.000,2022-04-02t15:55:00.000,2022-04-02t16:14:00.000,2022-04-02t16:14:00.000,2022-04-02t16:14:00.000,ace,gcrr,1,3,,2022-04-02t20:10:00.000,2022-04-02t20:24:00.000,jet2,ls,exs,167,ls167,exs167,44.0,,,,15.0,,,,,,
departure,active,gla,egpf,m,34,2022-04-02t15:40:00.000,2022-04-02t15:40:00.000,,,,lpa,gclp,,35,,2022-04-02t20:35:00.000,,jet2,ls,exs,143,ls143,exs143,,,,,,,,,,,
departure,active,gla,egpf,m,33,2022-04-02t16:00:00.000,2022-04-02t17:00:00.000,,,,fue,gcfv,,5,,2022-04-02t20:45:00.000,,jet2,ls,exs,137,ls137,exs137,60.0,,,,,,,,,,
departure,active,gla,egpf,m,36,2022-04-03t06:30:00.000,2022-04-03t06:55:00.000,,,,her,lgir,,,,2022-04-03t12:55:00.000,,jet2,ls,exs,193,ls193,exs193,25.0,,,,,,,,,,
departure,active,gla,egpf,m,44,2022-04-03t06:40:00.000,2022-04-03t06:40:00.000,2022-04-03t07:01:00.000,2022-04-03t07:01:00.000,2022-04-03t07:01:00.000,fao,lpfr,,,,2022-04-03t10:05:00.000,2022-04-03t09:30:00.000,jet2,ls,exs,173,ls173,exs173,22.0,,,,,,,,,,
departure,active,gla,egpf,m,47,2022-04-03t06:45:00.000,2022-04-03t06:50:00.000,2022-04-03t07:06:00.000,2022-04-03t07:06:00.000,2022-04-03t07:06:00.000,agp,lemg,,,,2022-04-03t11:10:00.000,2022-04-03t10:55:00.000,jet2,ls,exs,133,ls133,exs133,21.0,,,,,,,,,,
departure,active,gla,egpf,m,50,2022-04-03t07:00:00.000,2022-04-03t07:20:00.000,2022-04-03t07:38:00.000,2022-04-03t07:38:00.000,2022-04-03t07:38:00.000,pmi,lepa,,7,,2022-04-03t11:00:00.000,2022-04-03t10:57:00.000,jet2,ls,exs,189,ls189,exs189,39.0,,,,,,,,,,
departure,active,gla,egpf,m,34,2022-04-03t07:15:00.000,2022-04-03t07:15:00.000,2022-04-03t07:32:00.000,2022-04-03t07:32:00.000,2022-04-03t07:32:00.000,alc,leal,,4b,,2022-04-03t11:30:00.000,2022-04-03t11:16:00.000,jet2,ls,exs,177,ls177,exs177,17.0,,,,,,,,,,
departure,active,gla,egpf,m,30a,2022-04-03t08:15:00.000,2022-04-03t08:24:00.000,,,,reu,lers,t1,1,,2022-04-03t12:00:00.000,,jet2,ls,exs,121,ls121,exs121,9.0,,,,,,,,,,
departure,active,gla,egpf,m,29,2022-04-03t15:20:00.000,2022-04-03t15:35:00.000,2022-04-03t15:59:00.000,2022-04-03t15:59:00.000,2022-04-03t15:59:00.000,tfs,gcts,,a2,,2022-04-03t20:05:00.000,2022-04-03t19:59:00.000,jet2,ls,exs,155,ls155,exs155,40.0,,,,,,,,,,
departure,active,gla,egpf,m,25,2022-04-03t15:30:00.000,2022-04-03t15:32:00.000,2022-04-03t15:49:00.000,2022-04-03t15:49:00.000,2022-04-03t15:49:00.000,ayt,ltai,1,,,2022-04-03t22:20:00.000,2022-04-03t22:14:00.000,jet2,ls,exs,109,ls109,exs109,20.0,,,,,,,,,,
departure,active,gla,egpf,m,33,2022-04-03t15:30:00.000,,2022-04-03t15:57:00.000,2022-04-03t15:57:00.000,2022-04-03t15:57:00.000,ace,gcrr,1,4,,2022-04-03t20:10:00.000,2022-04-03t20:07:00.000,jet2,ls,exs,167,ls167,exs167,27.0,,,,,,,,,,
departure,active,gla,egpf,m,32,2022-04-03t15:40:00.000,2022-04-03t15:53:00.000,2022-04-03t16:08:00.000,2022-04-03t16:08:00.000,2022-04-03t16:08:00.000,lpa,gclp,,36,,2022-04-03t20:35:00.000,2022-04-03t20:29:00.000,jet2,ls,exs,143,ls143,exs143,29.0,,,,,,,,,,
departure,active,gla,egpf,m,28,2022-04-03t15:50:00.000,2022-04-03t16:01:00.000,2022-04-03t16:19:00.000,2022-04-03t16:19:00.000,2022-04-03t16:19:00.000,fue,gcfv,,5,,2022-04-03t20:35:00.000,2022-04-03t20:33:00.000,jet2,ls,exs,137,ls137,exs137,30.0,,,,,,,,,,
departure,active,gla,egpf,m,29,2022-04-03t17:25:00.000,2022-04-03t17:40:00.000,2022-04-03t17:49:00.000,2022-04-03t17:49:00.000,2022-04-03t17:49:00.000,prg,lkpr,1,13,,2022-04-03t20:55:00.000,2022-04-03t20:54:00.000,jet2,ls,exs,153,ls153,exs153,24.0,,,,,,,,,,
departure,active,gla,egpf,m,33,2022-04-04t06:40:00.000,2022-04-04t10:45:00.000,,,,fao,lpfr,,,,2022-04-04t10:05:00.000,,jet2,ls,exs,173,ls173,exs173,245.0,,,,,,,,,,
departure,active,gla,egpf,m,44,2022-04-04t06:45:00.000,2022-04-04t06:45:00.000,2022-04-04t06:56:00.000,2022-04-04t06:56:00.000,2022-04-04t06:56:00.000,agp,lemg,,,,2022-04-04t11:10:00.000,2022-04-04t10:44:00.000,jet2,ls,exs,133,ls133,exs133,11.0,,,,,,,,,,
departure,active,gla,egpf,m,28,2022-04-04t07:00:00.000,2022-04-04t07:00:00.000,2022-04-04t07:15:00.000,2022-04-04t07:15:00.000,2022-04-04t07:15:00.000,pmi,lepa,,5,,2022-04-04t11:00:00.000,2022-04-04t10:46:00.000,jet2,ls,exs,189,ls189,exs189,16.0,,,,,,,,,,
departure,active,gla,egpf,m,36,2022-04-04t07:15:00.000,2022-04-04t07:15:00.000,2022-04-04t07:33:00.000,2022-04-04t07:33:00.000,2022-04-04t07:33:00.000,alc,leal,,4b,,2022-04-04t11:30:00.000,2022-04-04t11:18:00.000,jet2,ls,exs,177,ls177,exs177,18.0,,,,,,,,,,
departure,active,gla,egpf,m,29,2022-04-04t07:30:00.000,2022-04-04t07:51:00.000,,,,fco,lirf,3,4,,2022-04-04t11:40:00.000,,jet2,ls,exs,135,ls135,exs135,21.0,,,,,,,,,,
departure,active,gla,egpf,m,33,2022-04-04t15:10:00.000,,2022-04-04t15:21:00.000,2022-04-04t15:21:00.000,2022-04-04t15:21:00.000,ibz,leib,1,09,,2022-04-04t19:20:00.000,2022-04-04t18:53:00.000,jet2,ls,exs,119,ls119,exs119,11.0,,,,,,,,,,
departure,active,gla,egpf,m,36,2022-04-04t15:20:00.000,2022-04-04t15:20:00.000,2022-04-04t15:40:00.000,2022-04-04t15:40:00.000,2022-04-04t15:40:00.000,tfs,gcts,,a3,,2022-04-04t20:05:00.000,2022-04-04t19:59:00.000,jet2,ls,exs,155,ls155,exs155,20.0,,,,,,,,,,
departure,unknown,gla,egpf,m,32,2022-04-04t15:25:00.000,,,,,fnc,lpma,,,,2022-04-04t19:35:00.000,,jet2,ls,exs,129,ls129,exs129,,,,,,,,,,,
departure,active,gla,egpf,m,28,2022-04-04t15:45:00.000,2022-04-04t15:45:00.000,2022-04-04t16:03:00.000,2022-04-04t16:03:00.000,2022-04-04t16:03:00.000,dlm,ltbs,i,,,2022-04-04t22:20:00.000,2022-04-04t22:22:00.000,jet2,ls,exs,151,ls151,exs151,19.0,,,,3.0,,,,,,
departure,active,gla,egpf,m,34,2022-04-05t08:50:00.000,2022-04-05t08:50:00.000,2022-04-05t09:11:00.000,2022-04-05t09:11:00.000,2022-04-05t09:11:00.000,ace,gcrr,1,5,,2022-04-05t13:30:00.000,2022-04-05t13:18:00.000,jet2,ls,exs,167,ls167,exs167,22.0,,,,,,,,,,
departure,active,gla,egpf,m,30a,2022-04-05t09:00:00.000,2022-04-05t09:15:00.000,2022-04-05t09:21:00.000,2022-04-05t09:21:00.000,2022-04-05t09:21:00.000,lpa,gclp,,36,,2022-04-05t13:55:00.000,2022-04-05t13:43:00.000,jet2,ls,exs,143,ls143,exs143,22.0,,,,,,,,,,
departure,active,gla,egpf,m,32,2022-04-05t09:45:00.000,2022-04-05t09:45:00.000,2022-04-05t09:50:00.000,2022-04-05t09:50:00.000,2022-04-05t09:50:00.000,tfs,gcts,,a4,,2022-04-05t14:30:00.000,2022-04-05t14:12:00.000,jet2,ls,exs,125,ls125,exs125,5.0,,,,,,,,,,
departure,active,gla,egpf,m,28,2022-04-05t10:30:00.000,2022-04-05t10:27:00.000,2022-04-05t10:41:00.000,2022-04-05t10:41:00.000,2022-04-05t10:41:00.000,ayt,ltai,1,101,,2022-04-05t17:20:00.000,2022-04-05t17:02:00.000,jet2,ls,exs,109,ls109,exs109,12.0,,,,,,,,,,
departure,active,gla,egpf,m,25,2022-04-05t15:20:00.000,2022-04-05t15:20:00.000,2022-04-05t15:37:00.000,2022-04-05t15:37:00.000,2022-04-05t15:37:00.000,tfs,gcts,,a3,,2022-04-05t20:05:00.000,2022-04-05t19:59:00.000,jet2,ls,exs,155,ls155,exs155,17.0,,,,,,,,,,
departure,active,gla,egpf,m,25,2022-04-06t07:15:00.000,2022-04-06t07:13:00.000,2022-04-06t07:25:00.000,2022-04-06t07:25:00.000,2022-04-06t07:25:00.000,alc,leal,,7b,,2022-04-06t11:30:00.000,2022-04-06t11:10:00.000,jet2,ls,exs,177,ls177,exs177,11.0,,,,,,,,,,
departure,active,gla,egpf,m,41,2022-04-06t09:30:00.000,2022-04-06t09:30:00.000,2022-04-06t09:46:00.000,2022-04-06t09:46:00.000,2022-04-06t09:46:00.000,lca,lclk,,,,2022-04-06t16:40:00.000,2022-04-06t16:22:00.000,jet2,ls,exs,141,ls141,exs141,16.0,,,,,,,,,,
departure,active,gla,egpf,m,44,2022-04-06t09:45:00.000,2022-04-06t09:45:00.000,2022-04-06t09:55:00.000,2022-04-06t09:55:00.000,2022-04-06t09:55:00.000,tfs,gcts,,a5,,2022-04-06t14:30:00.000,2022-04-06t14:17:00.000,jet2,ls,exs,125,ls125,exs125,11.0,,,,,,,,,,
departure,active,gla,egpf,m,47,2022-04-06t10:10:00.000,2022-04-06t10:10:00.000,2022-04-06t10:18:00.000,2022-04-06t10:18:00.000,2022-04-06t10:18:00.000,pfo,lcph,,,,2022-04-06t17:00:00.000,2022-04-06t17:04:00.000,jet2,ls,exs,157,ls157,exs157,8.0,,,,5.0,,,,,,
departure,active,gla,egpf,m,30a,2022-04-06t10:55:00.000,2022-04-06t10:55:00.000,2022-04-06t11:05:00.000,2022-04-06t11:05:00.000,2022-04-06t11:05:00.000,fue,gcfv,,3,,2022-04-06t15:40:00.000,2022-04-06t15:19:00.000,jet2,ls,exs,137,ls137,exs137,11.0,,,,,,,,,,
departure,active,gla,egpf,m,41,2022-04-07t06:40:00.000,2022-04-07t06:40:00.000,2022-04-07t06:56:00.000,2022-04-07t06:56:00.000,2022-04-07t06:56:00.000,fao,lpfr,,,,2022-04-07t10:05:00.000,2022-04-07t09:51:00.000,jet2,ls,exs,173,ls173,exs173,16.0,,,,,,,,,,
departure,active,gla,egpf,m,44,2022-04-07t06:45:00.000,2022-04-07t06:45:00.000,2022-04-07t07:06:00.000,2022-04-07t07:06:00.000,2022-04-07t07:06:00.000,agp,lemg,,,,2022-04-07t11:00:00.000,2022-04-07t11:01:00.000,jet2,ls,exs,133,ls133,exs133,22.0,,,,2.0,,,,,,
departure,active,gla,egpf,m,47,2022-04-07t07:00:00.000,2022-04-07t07:00:00.000,2022-04-07t07:18:00.000,2022-04-07t07:18:00.000,2022-04-07t07:18:00.000,pmi,lepa,,5,,2022-04-07t11:00:00.000,2022-04-07t10:53:00.000,jet2,ls,exs,189,ls189,exs189,19.0,,,,,,,,,,
departure,active,gla,egpf,m,50,2022-04-07t07:15:00.000,2022-04-07t07:15:00.000,2022-04-07t07:39:00.000,2022-04-07t07:39:00.000,2022-04-07t07:39:00.000,alc,leal,,5b,,2022-04-07t11:30:00.000,2022-04-07t11:25:00.000,jet2,ls,exs,177,ls177,exs177,24.0,,,,,,,,,,
departure,active,gla,egpf,m,27c,2022-04-07t08:00:00.000,2022-04-07t08:00:00.000,,,,prg,lkpr,1,12,,2022-04-07t11:30:00.000,,jet2,ls,exs,153,ls153,exs153,,,,,,,,,,,
departure,active,gla,egpf,m,32,2022-04-07t10:00:00.000,2022-04-07t10:12:00.000,,,,mla,lmml,,,,2022-04-07t14:55:00.000,,jet2,ls,exs,131,ls131,exs131,12.0,,,,,,,,,,
departure,active,gla,egpf,m,28,2022-04-07t15:30:00.000,2022-04-07t15:25:00.000,2022-04-07t15:36:00.000,2022-04-07t15:36:00.000,2022-04-07t15:36:00.000,ace,gcrr,1,4,,2022-04-07t20:10:00.000,2022-04-07t19:50:00.000,jet2,ls,exs,167,ls167,exs167,7.0,,,,,,,,,,
departure,active,gla,egpf,m,27c,2022-04-07t15:20:00.000,2022-04-07t15:11:00.000,2022-04-07t15:22:00.000,2022-04-07t15:22:00.000,2022-04-07t15:22:00.000,tfs,gcts,,a1,,2022-04-07t20:05:00.000,2022-04-07t19:48:00.000,jet2,ls,exs,155,ls155,exs155,2.0,,,,,,,,,,
departure,active,gla,egpf,m,32,2022-04-07t15:30:00.000,2022-04-07t15:52:00.000,2022-04-07t15:49:00.000,2022-04-07t15:49:00.000,2022-04-07t15:49:00.000,ayt,ltai,1,104,,2022-04-07t22:20:00.000,2022-04-07t22:09:00.000,jet2,ls,exs,109,ls109,exs109,20.0,,,,,,,,,,
departure,active,gla,egpf,m,29,2022-04-07t16:15:00.000,2022-04-07t16:19:00.000,,,,lpa,gclp,,34,,2022-04-07t21:10:00.000,,jet2,ls,exs,143,ls143,exs143,4.0,,,,,,,,,,
departure,active,gla,egpf,,,2022-04-07t08:15:00.000,2022-04-07t08:25:00.000,,,,reu,lers,,,,2022-04-07t11:38:00.000,,jet2,ls,exs,121,ls121,exs121,10.0,,,,,,,,,,
departure,active,gla,egpf,m,30a,2022-04-08t06:40:00.000,2022-04-08t06:40:00.000,2022-04-08t06:51:00.000,2022-04-08t06:51:00.000,2022-04-08t06:51:00.000,fao,lpfr,,,,2022-04-08t10:05:00.000,2022-04-08t09:44:00.000,jet2,ls,exs,173,ls173,exs173,12.0,,,,,,,,,,
departure,active,gla,egpf,m,53,2022-04-08t06:45:00.000,2022-04-08t06:45:00.000,2022-04-08t06:58:00.000,2022-04-08t06:58:00.000,2022-04-08t06:58:00.000,agp,lemg,,,,2022-04-08t11:10:00.000,2022-04-08t10:51:00.000,jet2,ls,exs,133,ls133,exs133,14.0,,,,,,,,,,
departure,active,gla,egpf,m,47,2022-04-08t07:00:00.000,2022-04-08t07:00:00.000,2022-04-08t07:14:00.000,2022-04-08t07:14:00.000,2022-04-08t07:14:00.000,pmi,lepa,,5,,2022-04-08t11:00:00.000,,jet2,ls,exs,189,ls189,exs189,14.0,,,,,,,,,,
departure,active,gla,egpf,m,33,2022-04-08t07:15:00.000,2022-04-08t07:15:00.000,2022-04-08t07:34:00.000,2022-04-08t07:34:00.000,2022-04-08t07:34:00.000,alc,leal,,7a,,2022-04-08t11:30:00.000,2022-04-08t11:18:00.000,jet2,ls,exs,177,ls177,exs177,20.0,,,,,,,,,,
departure,active,gla,egpf,m,30b,2022-04-08t07:30:00.000,2022-04-08t07:30:00.000,2022-04-08t07:54:00.000,2022-04-08t07:54:00.000,2022-04-08t07:54:00.000,fco,lirf,3,4,,2022-04-08t11:40:00.000,2022-04-08t11:38:00.000,jet2,ls,exs,135,ls135,exs135,25.0,,,,,,,,,,
departure,active,gla,egpf,m,36,2022-04-08t09:45:00.000,2022-04-08t09:45:00.000,2022-04-08t09:51:00.000,2022-04-08t09:51:00.000,2022-04-08t09:51:00.000,tfs,gcts,,a1,,2022-04-08t14:30:00.000,2022-04-08t14:09:00.000,jet2,ls,exs,125,ls125,exs125,7.0,,,,,,,,,,
departure,active,gla,egpf,m,32,2022-04-08t15:10:00.000,,2022-04-08t15:24:00.000,2022-04-08t15:24:00.000,2022-04-08t15:24:00.000,tfs,gcts,,a5,,2022-04-08t19:55:00.000,,jet2,ls,exs,159,ls159,exs159,14.0,,,,,,,,,,
departure,active,gla,egpf,m,27c,2022-04-08t15:20:00.000,2022-04-08t15:20:00.000,2022-04-08t16:02:00.000,2022-04-08t16:02:00.000,2022-04-08t16:02:00.000,tfs,gcts,,b6,,2022-04-08t20:05:00.000,2022-04-08t20:24:00.000,jet2,ls,exs,155,ls155,exs155,43.0,,,,20.0,,,,,,
departure,active,gla,egpf,m,26,2022-04-08t15:40:00.000,,,,,ibz,leib,1,09,,2022-04-08t19:50:00.000,,jet2,ls,exs,119,ls119,exs119,,,,,,,,,,,
departure,active,gla,egpf,m,36,2022-04-08t15:45:00.000,2022-04-08t15:45:00.000,2022-04-08t16:15:00.000,2022-04-08t16:15:00.000,2022-04-08t16:15:00.000,dlm,ltbs,i,,,2022-04-08t22:20:00.000,2022-04-08t22:29:00.000,jet2,ls,exs,151,ls151,exs151,31.0,,,,9.0,,,,,,
departure,active,gla,egpf,,,2022-04-08t07:40:00.000,2022-04-08t07:50:00.000,,,,ibz,leib,,,,2022-04-08t11:35:00.000,,jet2,ls,exs,119,ls119,exs119,10.0,,,,,,,,,,
departure,active,gla,egpf,,,2022-04-08t15:45:00.000,2022-04-08t15:55:00.000,,,,nap,lirn,,,,2022-04-08t19:47:00.000,,jet2,ls,exs,187,ls187,exs187,10.0,,,,,,,,,,
departure,active,gla,egpf,m,30a,2022-04-09t06:40:00.000,2022-04-09t06:40:00.000,2022-04-09t06:50:00.000,2022-04-09t06:50:00.000,2022-04-09t06:50:00.000,fao,lpfr,,,,2022-04-09t10:05:00.000,2022-04-09t09:42:00.000,jet2,ls,exs,173,ls173,exs173,11.0,,,,,,,,,,
departure,active,gla,egpf,m,28,2022-04-09t06:45:00.000,2022-04-09t06:45:00.000,2022-04-09t06:54:00.000,2022-04-09t06:54:00.000,2022-04-09t06:54:00.000,agp,lemg,,,,2022-04-09t11:10:00.000,2022-04-09t10:46:00.000,jet2,ls,exs,133,ls133,exs133,10.0,,,,,,,,,,
departure,active,gla,egpf,m,47,2022-04-09t07:00:00.000,2022-04-09t07:00:00.000,,,,pmi,lepa,,5,,2022-04-09t11:00:00.000,,jet2,ls,exs,189,ls189,exs189,,,,,,,,,,,
departure,active,gla,egpf,m,25,2022-04-09t07:15:00.000,2022-04-09t07:15:00.000,2022-04-09t07:26:00.000,2022-04-09t07:26:00.000,2022-04-09t07:26:00.000,alc,leal,,4a,,2022-04-09t11:30:00.000,2022-04-09t11:10:00.000,jet2,ls,exs,177,ls177,exs177,12.0,,,,,,,,,,
departure,active,gla,egpf,m,30b,2022-04-09t08:40:00.000,,2022-04-09t08:54:00.000,2022-04-09t08:54:00.000,2022-04-09t08:54:00.000,gva,lsgg,2,24,,2022-04-09t12:00:00.000,2022-04-09t11:46:00.000,jet2,ls,exs,203,ls203,exs203,14.0,,,,,,,,,,
departure,active,gla,egpf,m,33,2022-04-09t09:20:00.000,,2022-04-09t09:22:00.000,2022-04-09t09:22:00.000,2022-04-09t09:22:00.000,gva,lsgg,2,24,,2022-04-09t12:40:00.000,2022-04-09t12:12:00.000,jet2,ls,exs,211,ls211,exs211,2.0,,,,,,,,,,
departure,active,gla,egpf,m,27c,2022-04-09t15:15:00.000,2022-04-09t15:32:00.000,2022-04-09t15:45:00.000,2022-04-09t15:45:00.000,2022-04-09t15:45:00.000,pfo,lcph,,,,2022-04-09t22:05:00.000,2022-04-09t22:24:00.000,jet2,ls,exs,157,ls157,exs157,31.0,,,,20.0,,,,,,
departure,active,gla,egpf,m,29,2022-04-09t15:20:00.000,2022-04-09t15:30:00.000,,,,tfs,gcts,,a1,,2022-04-09t20:05:00.000,,jet2,ls,exs,155,ls155,exs155,10.0,,,,,,,,,,
departure,active,gla,egpf,m,34,2022-04-09t15:30:00.000,2022-04-09t15:54:00.000,,,,ayt,ltai,1,105,,2022-04-09t22:20:00.000,,jet2,ls,exs,109,ls109,exs109,24.0,,,,,,,,,,
departure,active,gla,egpf,m,28,2022-04-09t15:30:00.000,,2022-04-09t15:48:00.000,2022-04-09t15:48:00.000,2022-04-09t15:48:00.000,ace,gcrr,1,3,,2022-04-09t20:10:00.000,2022-04-09t19:57:00.000,jet2,ls,exs,167,ls167,exs167,18.0,,,,,,,,,,
departure,active,gla,egpf,m,33,2022-04-09t15:40:00.000,2022-04-09t16:05:00.000,2022-04-09t15:59:00.000,2022-04-09t15:59:00.000,2022-04-09t15:59:00.000,lpa,gclp,,34,,2022-04-09t20:35:00.000,2022-04-09t20:20:00.000,jet2,ls,exs,143,ls143,exs143,19.0,,,,,,,,,,
departure,active,gla,egpf,m,30a,2022-04-09t16:00:00.000,,,,,fue,gcfv,,5,,2022-04-09t20:45:00.000,,jet2,ls,exs,137,ls137,exs137,,,,,,,,,,,
departure,active,gla,egpf,,,2022-04-09t07:10:00.000,2022-04-09t07:20:00.000,,,,ibz,leib,,,,2022-04-09t10:52:00.000,,jet2,ls,exs,119,ls119,exs119,10.0,,,,,,,,,,
departure,active,gla,egpf,m,30a,2022-04-09t16:00:00.000,,2022-04-09t16:38:00.000,2022-04-09t16:38:00.000,2022-04-09t16:38:00.000,agp,lemg,,5,,2022-04-09t21:45:00.000,,jet2,ls,exs,137,ls137,exs137,39.0,,,,,,,,,,
departure,active,gla,egpf,m,28,2022-04-09t16:00:00.000,,2022-04-09t16:38:00.000,2022-04-09t16:38:00.000,2022-04-09t16:38:00.000,agp,lemg,,29,,2022-04-09t11:10:00.000,,jet2,ls,exs,133,ls133,exs133,39.0,,,,,,,,,,
departure,active,gla,egpf,m,32,2022-04-10t06:30:00.000,2022-04-10t06:30:00.000,,,,her,lgir,,,,2022-04-10t12:55:00.000,,jet2,ls,exs,193,ls193,exs193,,,,,,,,,,,
departure,active,gla,egpf,m,30b,2022-04-10t06:40:00.000,2022-04-10t06:37:00.000,2022-04-10t06:49:00.000,2022-04-10t06:49:00.000,2022-04-10t06:49:00.000,fao,lpfr,,,,2022-04-10t10:05:00.000,2022-04-10t09:46:00.000,jet2,ls,exs,173,ls173,exs173,9.0,,,,,,,,,,
departure,active,gla,egpf,m,28,2022-04-10t06:45:00.000,2022-04-10t06:45:00.000,2022-04-10t07:08:00.000,2022-04-10t07:08:00.000,2022-04-10t07:08:00.000,agp,lemg,,,,2022-04-10t11:10:00.000,2022-04-10t11:01:00.000,jet2,ls,exs,133,ls133,exs133,24.0,,,,,,,,,,
departure,active,gla,egpf,m,33,2022-04-10t07:00:00.000,2022-04-10t07:00:00.000,2022-04-10t07:17:00.000,2022-04-10t07:17:00.000,2022-04-10t07:17:00.000,pmi,lepa,,06,,2022-04-10t11:00:00.000,2022-04-10t10:49:00.000,jet2,ls,exs,189,ls189,exs189,18.0,,,,,,,,,,
departure,active,gla,egpf,m,36,2022-04-10t07:15:00.000,2022-04-10t07:22:00.000,2022-04-10t07:22:00.000,2022-04-10t07:22:00.000,2022-04-10t07:22:00.000,alc,leal,,6b,,2022-04-10t11:30:00.000,2022-04-10t11:06:00.000,jet2,ls,exs,177,ls177,exs177,8.0,,,,,,,,,,
departure,active,gla,egpf,m,30a,2022-04-10t08:15:00.000,2022-04-10t08:27:00.000,,,,reu,lers,t1,1-2,,2022-04-10t12:00:00.000,,jet2,ls,exs,121,ls121,exs121,12.0,,,,,,,,,,
departure,active,gla,egpf,m,34,2022-04-10t15:20:00.000,2022-04-10t15:20:00.000,2022-04-10t15:25:00.000,2022-04-10t15:25:00.000,2022-04-10t15:25:00.000,tfs,gcts,,b3,,2022-04-10t20:05:00.000,2022-04-10t19:50:00.000,jet2,ls,exs,155,ls155,exs155,6.0,,,,,,,,,,
departure,active,gla,egpf,m,33,2022-04-10t15:30:00.000,,2022-04-10t15:59:00.000,2022-04-10t15:59:00.000,2022-04-10t15:59:00.000,ayt,ltai,1,101,,2022-04-10t22:20:00.000,2022-04-10t22:22:00.000,jet2,ls,exs,109,ls109,exs109,29.0,,,,3.0,,,,,,
