type,status,departure.iataCode,departure.icaoCode,departure.gate,departure.scheduledTime,departure.estimatedTime,departure.actualTime,departure.estimatedRunway,departure.actualRunway,arrival.iataCode,arrival.icaoCode,arrival.scheduledTime,arrival.estimatedTime,airline.name,airline.iataCode,airline.icaoCode,flight.number,flight.iataNumber,flight.icaoNumber,departure.delay,arrival.baggage,arrival.gate,arrival.terminal,codeshared.airline.name,codeshared.airline.iataCode,codeshared.airline.icaoCode,codeshared.flight.number,codeshared.flight.iataNumber,codeshared.flight.icaoNumber,arrival.actualTime,arrival.estimatedRunway,arrival.actualRunway,arrival.delay
departure,active,abz,egpd,1,2022-12-05t14:30:00.000,2022-12-05t14:30:00.000,2022-12-05t14:48:00.000,2022-12-05t14:48:00.000,2022-12-05t14:48:00.000,lsi,egpb,2022-12-05t15:30:00.000,2022-12-05t15:40:00.000,klm,kl,klm,3823,kl3823,klm3823,19.0,,,,loganair,lm,log,78,lm78,log78,,,,11.0
departure,active,abz,egpd,10,2022-12-05t14:40:00.000,2022-12-05t14:40:00.000,2022-12-05t14:55:00.000,2022-12-05t14:55:00.000,2022-12-05t14:55:00.000,koi,egpa,2022-12-05t15:35:00.000,2022-12-05t15:32:00.000,klm,kl,klm,3829,kl3829,klm3829,15.0,,,,loganair,lm,log,36,lm36,log36,,,,
departure,active,abz,egpd,2,2022-12-05t17:20:00.000,2022-12-05t17:43:00.000,2022-12-05t17:43:00.000,2022-12-05t17:43:00.000,2022-12-05t17:43:00.000,ams,eham,2022-12-05t20:00:00.000,2022-12-05t19:52:00.000,klm,kl,klm,1448,kl1448,klm1448,23.0,13,d51,,,,,,,,,,,
departure,active,abz,egpd,9,2022-12-05t18:00:00.000,2022-12-05t18:10:00.000,2022-12-05t18:32:00.000,2022-12-05t18:32:00.000,2022-12-05t18:32:00.000,lsi,egpb,2022-12-05t19:05:00.000,2022-12-05t19:07:00.000,klm,kl,klm,3825,kl3825,klm3825,32.0,,,,loganair,lm,log,80,lm80,log80,,,,3.0
departure,active,abz,egpd,10,2022-12-05t18:25:00.000,2022-12-05t18:25:00.000,2022-12-05t18:50:00.000,2022-12-05t18:50:00.000,2022-12-05t18:50:00.000,koi,egpa,2022-12-05t19:20:00.000,2022-12-05t19:24:00.000,klm,kl,klm,3173,kl3173,klm3173,25.0,,,,loganair,lm,log,38,lm38,log38,,,,5.0
departure,active,abz,egpd,1,2022-12-06t06:00:00.000,2022-12-06t06:10:00.000,2022-12-06t06:13:00.000,2022-12-06t06:13:00.000,2022-12-06t06:13:00.000,ams,eham,2022-12-06t08:40:00.000,2022-12-06t08:21:00.000,klm,kl,klm,1440,kl1440,klm1440,14.0,9,a08,,,,,,,,,,,
departure,active,abz,egpd,1,2022-12-06t09:00:00.000,2022-12-06t09:00:00.000,2022-12-06t09:25:00.000,2022-12-06t09:25:00.000,2022-12-06t09:25:00.000,ams,eham,2022-12-06t11:35:00.000,2022-12-06t11:35:00.000,klm,kl,klm,1442,kl1442,klm1442,26.0,8,a08,,,,,,,,,,,1.0
departure,active,abz,egpd,1,2022-12-06t12:20:00.000,2022-12-06t12:30:00.000,2022-12-06t12:40:00.000,2022-12-06t12:40:00.000,2022-12-06t12:40:00.000,ams,eham,2022-12-06t15:00:00.000,2022-12-06t14:47:00.000,klm,kl,klm,1446,kl1446,klm1446,21.0,8,a08,,,,,,,,,,,
departure,active,abz,egpd,11,2022-12-06t14:30:00.000,2022-12-06t14:40:00.000,2022-12-06t15:01:00.000,2022-12-06t15:01:00.000,2022-12-06t15:01:00.000,lsi,egpb,2022-12-06t15:30:00.000,2022-12-06t15:49:00.000,klm,kl,klm,3823,kl3823,klm3823,31.0,,,,loganair,lm,log,78,lm78,log78,,,,19.0
departure,active,abz,egpd,8,2022-12-06t14:40:00.000,2022-12-06t14:42:00.000,2022-12-06t15:05:00.000,2022-12-06t15:05:00.000,2022-12-06t15:05:00.000,koi,egpa,2022-12-06t15:35:00.000,2022-12-06t15:45:00.000,klm,kl,klm,3829,kl3829,klm3829,26.0,,,,loganair,lm,log,36,lm36,log36,,,,10.0
departure,active,abz,egpd,1,2022-12-06t17:20:00.000,2022-12-06t17:20:00.000,2022-12-06t17:31:00.000,2022-12-06t17:31:00.000,2022-12-06t17:31:00.000,ams,eham,2022-12-06t20:00:00.000,2022-12-06t19:46:00.000,klm,kl,klm,1448,kl1448,klm1448,11.0,8,d41,,,,,,,,,,,
departure,active,abz,egpd,11,2022-12-06t18:00:00.000,2022-12-06t18:00:00.000,2022-12-06t18:08:00.000,2022-12-06t18:08:00.000,2022-12-06t18:08:00.000,lsi,egpb,2022-12-06t19:05:00.000,2022-12-06t18:55:00.000,klm,kl,klm,3825,kl3825,klm3825,8.0,,,,loganair,lm,log,80,lm80,log80,,,,
departure,active,abz,egpd,9,2022-12-06t18:25:00.000,2022-12-06t18:30:00.000,2022-12-06t18:41:00.000,2022-12-06t18:41:00.000,2022-12-06t18:41:00.000,koi,egpa,2022-12-06t19:20:00.000,2022-12-06t19:16:00.000,klm,kl,klm,3173,kl3173,klm3173,16.0,,,,loganair,lm,log,38,lm38,log38,,,,
departure,active,abz,egpd,1,2022-12-07t06:00:00.000,2022-12-07t06:00:00.000,2022-12-07t06:10:00.000,2022-12-07t06:10:00.000,2022-12-07t06:10:00.000,ams,eham,2022-12-07t08:40:00.000,2022-12-07t08:14:00.000,klm,kl,klm,1440,kl1440,klm1440,10.0,10,a08,,,,,,,,,,,
departure,active,abz,egpd,1,2022-12-07t09:00:00.000,2022-12-07t09:00:00.000,2022-12-07t09:08:00.000,2022-12-07t09:08:00.000,2022-12-07t09:08:00.000,ams,eham,2022-12-07t11:35:00.000,2022-12-07t11:20:00.000,klm,kl,klm,1442,kl1442,klm1442,9.0,12,a08,,,,,,,,,,,
departure,active,abz,egpd,1,2022-12-07t12:20:00.000,2022-12-07t12:54:00.000,2022-12-07t12:53:00.000,2022-12-07t12:53:00.000,2022-12-07t12:53:00.000,ams,eham,2022-12-07t15:00:00.000,2022-12-07t15:00:00.000,klm,kl,klm,1446,kl1446,klm1446,34.0,8,a08,,,,,,,,,,,1.0
departure,active,abz,egpd,2,2022-12-07t14:30:00.000,2022-12-07t14:30:00.000,2022-12-07t14:40:00.000,2022-12-07t14:40:00.000,2022-12-07t14:40:00.000,lsi,egpb,2022-12-07t15:30:00.000,2022-12-07t15:34:00.000,klm,kl,klm,3823,kl3823,klm3823,10.0,,,,loganair,lm,log,78,lm78,log78,,,,4.0
departure,active,abz,egpd,8,2022-12-07t14:40:00.000,2022-12-07t14:40:00.000,2022-12-07t14:52:00.000,2022-12-07t14:52:00.000,2022-12-07t14:52:00.000,koi,egpa,2022-12-07t15:35:00.000,2022-12-07t15:37:00.000,klm,kl,klm,3829,kl3829,klm3829,13.0,,,,loganair,lm,log,36,lm36,log36,,,,2.0
departure,active,abz,egpd,1,2022-12-07t17:20:00.000,2022-12-07t17:35:00.000,2022-12-07t17:46:00.000,2022-12-07t17:46:00.000,2022-12-07t17:46:00.000,ams,eham,2022-12-07t20:00:00.000,2022-12-07t19:57:00.000,klm,kl,klm,1448,kl1448,klm1448,27.0,8,e17,,,,,,,,,,,
departure,active,abz,egpd,10,2022-12-07t18:00:00.000,2022-12-07t18:30:00.000,2022-12-07t18:38:00.000,2022-12-07t18:38:00.000,2022-12-07t18:38:00.000,lsi,egpb,2022-12-07t19:05:00.000,2022-12-07t19:20:00.000,klm,kl,klm,3825,kl3825,klm3825,38.0,,,,loganair,lm,log,80,lm80,log80,,,,16.0
departure,active,abz,egpd,11,2022-12-07t18:25:00.000,2022-12-07t19:20:00.000,,,,koi,egpa,2022-12-07t19:20:00.000,,klm,kl,klm,3173,kl3173,klm3173,55.0,,,,loganair,lm,log,38,lm38,log38,,,,
departure,active,abz,egpd,1,2022-12-08t06:00:00.000,2022-12-08t07:55:00.000,,,,ams,eham,2022-12-08t08:40:00.000,,klm,kl,klm,1440,kl1440,klm1440,115.0,12,a08,,,,,,,,,,,
departure,active,abz,egpd,1,2022-12-08t09:00:00.000,2022-12-08t09:40:00.000,,,,ams,eham,2022-12-08t11:35:00.000,,klm,kl,klm,1442,kl1442,klm1442,40.0,8,a08,,,,,,,,,,,
departure,active,abz,egpd,1,2022-12-08t12:20:00.000,2022-12-08t12:45:00.000,2022-12-08t13:10:00.000,2022-12-08t13:10:00.000,2022-12-08t13:10:00.000,ams,eham,2022-12-08t15:00:00.000,2022-12-08t15:00:00.000,klm,kl,klm,1446,kl1446,klm1446,50.0,9,a08,,,,,,,,,,,1.0
departure,active,abz,egpd,,2022-12-08t14:30:00.000,2022-12-08t16:17:00.000,2022-12-08t14:33:00.000,2022-12-08t14:33:00.000,2022-12-08t14:33:00.000,lsi,egpb,2022-12-08t15:30:00.000,2022-12-08t15:17:00.000,klm,kl,klm,3823,kl3823,klm3823,3.0,,,,loganair,lm,log,78,lm78,log78,,,,
departure,active,abz,egpd,10,2022-12-08t14:40:00.000,2022-12-08t14:40:00.000,2022-12-08t14:54:00.000,2022-12-08t14:54:00.000,2022-12-08t14:54:00.000,koi,egpa,2022-12-08t15:35:00.000,2022-12-08t15:30:00.000,klm,kl,klm,3829,kl3829,klm3829,15.0,,,,loganair,lm,log,36,lm36,log36,,,,
departure,active,abz,egpd,1,2022-12-08t17:20:00.000,2022-12-08t17:20:00.000,2022-12-08t17:21:00.000,2022-12-08t17:21:00.000,2022-12-08t17:21:00.000,ams,eham,2022-12-08t20:00:00.000,2022-12-08t19:32:00.000,klm,kl,klm,1448,kl1448,klm1448,1.0,8,d28,,,,,,,,,,,
departure,active,abz,egpd,9,2022-12-08t18:00:00.000,2022-12-08t18:00:00.000,2022-12-08t18:06:00.000,2022-12-08t18:06:00.000,2022-12-08t18:06:00.000,lsi,egpb,2022-12-08t19:05:00.000,2022-12-08t18:59:00.000,klm,kl,klm,3825,kl3825,klm3825,7.0,,,,loganair,lm,log,80,lm80,log80,,,,
departure,active,abz,egpd,11,2022-12-08t18:25:00.000,2022-12-08t18:25:00.000,2022-12-08t18:37:00.000,2022-12-08t18:37:00.000,2022-12-08t18:37:00.000,koi,egpa,2022-12-08t19:20:00.000,2022-12-08t19:18:00.000,klm,kl,klm,3173,kl3173,klm3173,13.0,,,,loganair,lm,log,38,lm38,log38,,,,
departure,active,abz,egpd,1,2022-12-09t06:00:00.000,2022-12-09t06:00:00.000,2022-12-09t06:09:00.000,2022-12-09t06:09:00.000,2022-12-09t06:09:00.000,ams,eham,2022-12-09t08:40:00.000,2022-12-09t08:13:00.000,klm,kl,klm,1440,kl1440,klm1440,10.0,8,a08,,,,,,,,,,,
departure,active,abz,egpd,1,2022-12-09t09:00:00.000,2022-12-09t09:50:00.000,,,,ams,eham,2022-12-09t11:35:00.000,,klm,kl,klm,1442,kl1442,klm1442,50.0,9,a08,,,,,,,,,,,
departure,active,abz,egpd,1,2022-12-09t12:20:00.000,2022-12-09t13:07:00.000,,,,ams,eham,2022-12-09t15:00:00.000,,klm,kl,klm,1446,kl1446,klm1446,47.0,9,a08,,,,,,,,,,,
departure,active,abz,egpd,1,2022-12-09t14:30:00.000,2022-12-09t15:40:00.000,,,,lsi,egpb,2022-12-09t15:30:00.000,,klm,kl,klm,3823,kl3823,klm3823,70.0,,,,loganair,lm,log,78,lm78,log78,,,,
departure,active,abz,egpd,8,2022-12-09t14:40:00.000,2022-12-09t14:40:00.000,2022-12-09t15:09:00.000,2022-12-09t15:09:00.000,2022-12-09t15:09:00.000,koi,egpa,2022-12-09t15:35:00.000,2022-12-09t15:51:00.000,klm,kl,klm,3829,kl3829,klm3829,30.0,,,,loganair,lm,log,36,lm36,log36,,,,16.0
departure,active,abz,egpd,1,2022-12-09t17:20:00.000,2022-12-09t17:35:00.000,2022-12-09t17:37:00.000,2022-12-09t17:37:00.000,2022-12-09t17:37:00.000,ams,eham,2022-12-09t20:00:00.000,2022-12-09t19:44:00.000,klm,kl,klm,1448,kl1448,klm1448,17.0,10,d16,,,,,,,,,,,
departure,active,abz,egpd,8,2022-12-09t17:35:00.000,2022-12-09t17:35:00.000,2022-12-09t17:49:00.000,2022-12-09t17:49:00.000,2022-12-09t17:49:00.000,koi,egpa,2022-12-09t18:30:00.000,2022-12-09t18:22:00.000,klm,kl,klm,3173,kl3173,klm3173,14.0,,,,loganair,lm,log,38,lm38,log38,2022-12-09t18:22:00.000,2022-12-09t18:22:00.000,2022-12-09t18:22:00.000,
departure,active,abz,egpd,11,2022-12-09t18:00:00.000,2022-12-09t18:40:00.000,,,,lsi,egpb,2022-12-09t19:05:00.000,,klm,kl,klm,3825,kl3825,klm3825,40.0,,,,loganair,lm,log,80,lm80,log80,,,,
departure,active,abz,egpd,1,2022-12-10t06:00:00.000,2022-12-10t06:20:00.000,2022-12-10t06:41:00.000,2022-12-10t06:41:00.000,2022-12-10t06:41:00.000,ams,eham,2022-12-10t08:40:00.000,,klm,kl,klm,1440,kl1440,klm1440,41.0,12,a08,,,,,,,,,,,
departure,active,abz,egpd,1,2022-12-10t10:55:00.000,2022-12-10t11:22:00.000,2022-12-10t11:33:00.000,2022-12-10t11:33:00.000,2022-12-10t11:33:00.000,ams,eham,2022-12-10t13:30:00.000,2022-12-10t13:43:00.000,klm,kl,klm,1444,kl1444,klm1444,39.0,8,a08,,,,,,,,,,,14.0
departure,active,abz,egpd,1,2022-12-10t17:20:00.000,2022-12-10t17:20:00.000,2022-12-10t17:23:00.000,2022-12-10t17:23:00.000,2022-12-10t17:23:00.000,ams,eham,2022-12-10t19:55:00.000,2022-12-10t19:31:00.000,klm,kl,klm,1448,kl1448,klm1448,4.0,8,a08,,,,,,,,,,,
departure,active,abz,egpd,1,2022-12-11t06:00:00.000,2022-12-11t06:00:00.000,2022-12-11t06:09:00.000,2022-12-11t06:09:00.000,2022-12-11t06:09:00.000,ams,eham,2022-12-11t08:40:00.000,2022-12-11t08:13:00.000,klm,kl,klm,1440,kl1440,klm1440,10.0,9,a08,,,,,,,,,,,
departure,active,abz,egpd,1,2022-12-11t10:55:00.000,2022-12-11t11:05:00.000,2022-12-11t11:06:00.000,2022-12-11t11:06:00.000,2022-12-11t11:06:00.000,ams,eham,2022-12-11t13:30:00.000,2022-12-11t13:15:00.000,klm,kl,klm,1444,kl1444,klm1444,12.0,9,d31,,,,,,,,,,,
departure,active,abz,egpd,8,2022-12-11t11:50:00.000,2022-12-11t12:30:00.000,2022-12-11t12:28:00.000,2022-12-11t12:28:00.000,2022-12-11t12:28:00.000,koi,egpa,2022-12-11t12:45:00.000,2022-12-11t13:02:00.000,klm,kl,klm,3829,kl3829,klm3829,38.0,,,,loganair,lm,log,36,lm36,log36,,,,18.0
departure,active,abz,egpd,1,2022-12-11t17:20:00.000,2022-12-11t17:20:00.000,2022-12-11t17:16:00.000,2022-12-11t17:16:00.000,2022-12-11t17:16:00.000,ams,eham,2022-12-11t20:00:00.000,2022-12-11t19:22:00.000,klm,kl,klm,1448,kl1448,klm1448,,10,a08,,,,,,,,,,,
departure,active,abz,egpd,3,2022-12-11t18:00:00.000,2022-12-11t18:00:00.000,2022-12-11t18:23:00.000,2022-12-11t18:23:00.000,2022-12-11t18:23:00.000,lsi,egpb,2022-12-11t19:05:00.000,2022-12-11t19:12:00.000,klm,kl,klm,3825,kl3825,klm3825,23.0,,,,loganair,lm,log,80,lm80,log80,,,,7.0
departure,active,abz,egpd,11,2022-12-11t18:25:00.000,2022-12-11t18:55:00.000,,,,koi,egpa,2022-12-11t19:20:00.000,,klm,kl,klm,3173,kl3173,klm3173,30.0,,,,loganair,lm,log,38,lm38,log38,,,,
departure,active,abz,egpd,1,2022-12-12t06:00:00.000,2022-12-12t07:15:00.000,,,,ams,eham,2022-12-12t08:40:00.000,,klm,kl,klm,1440,kl1440,klm1440,75.0,12,a08,,,,,,,,,,,
departure,active,abz,egpd,1,2022-12-12t09:00:00.000,2022-12-12t09:20:00.000,2022-12-12t09:30:00.000,2022-12-12t09:30:00.000,2022-12-12t09:30:00.000,ams,eham,2022-12-12t11:35:00.000,2022-12-12t11:40:00.000,klm,kl,klm,1442,kl1442,klm1442,31.0,10,a08,,,,,,,,,,,5.0
departure,active,abz,egpd,1,2022-12-12t12:20:00.000,2022-12-12t12:20:00.000,2022-12-12t12:38:00.000,2022-12-12t12:38:00.000,2022-12-12t12:38:00.000,ams,eham,2022-12-12t15:00:00.000,2022-12-12t14:43:00.000,klm,kl,klm,1446,kl1446,klm1446,19.0,12,a08,,,,,,,,,,,
departure,active,abz,egpd,4,2022-12-12t14:30:00.000,2022-12-12t15:40:00.000,,,,lsi,egpb,2022-12-12t15:30:00.000,,klm,kl,klm,3823,kl3823,klm3823,70.0,,,,loganair,lm,log,78,lm78,log78,,,,
departure,active,abz,egpd,11,2022-12-12t14:40:00.000,2022-12-12t15:06:00.000,2022-12-12t15:22:00.000,2022-12-12t15:22:00.000,2022-12-12t15:22:00.000,koi,egpa,2022-12-12t15:35:00.000,2022-12-12t16:02:00.000,klm,kl,klm,3829,kl3829,klm3829,42.0,,,,loganair,lm,log,36,lm36,log36,,,,27.0
departure,active,abz,egpd,1,2022-12-12t17:20:00.000,2022-12-12t17:52:00.000,2022-12-12t17:49:00.000,2022-12-12t17:49:00.000,2022-12-12t17:49:00.000,ams,eham,2022-12-12t20:00:00.000,2022-12-12t19:57:00.000,klm,kl,klm,1448,kl1448,klm1448,29.0,13,d23,,,,,,,,,,,
departure,active,abz,egpd,11,2022-12-12t18:00:00.000,2022-12-12t18:40:00.000,,,,lsi,egpb,2022-12-12t19:05:00.000,,klm,kl,klm,3825,kl3825,klm3825,40.0,,,,loganair,lm,log,80,lm80,log80,,,,
departure,active,abz,egpd,10,2022-12-12t18:25:00.000,2022-12-12t18:58:00.000,,,,koi,egpa,2022-12-12t19:20:00.000,,klm,kl,klm,3173,kl3173,klm3173,33.0,,,,loganair,lm,log,38,lm38,log38,,,,
departure,active,abz,egpd,1,2022-12-13t17:20:00.000,2022-12-13t17:30:00.000,2022-12-13t17:32:00.000,2022-12-13t17:32:00.000,2022-12-13t17:32:00.000,ams,eham,2022-12-13t20:00:00.000,2022-12-13t19:37:00.000,klm,kl,klm,1448,kl1448,klm1448,13.0,8,e07,,,,,,,,,,,
departure,active,abz,egpd,1,2022-12-13t06:00:00.000,2022-12-13t06:10:00.000,2022-12-13t06:36:00.000,2022-12-13t06:36:00.000,2022-12-13t06:36:00.000,ams,eham,2022-12-13t08:40:00.000,2022-12-13t08:45:00.000,klm,kl,klm,1440,kl1440,klm1440,37.0,11,a08,,,,,,,,,,,5.0
departure,active,abz,egpd,1,2022-12-13t09:00:00.000,2022-12-13t09:15:00.000,2022-12-13t09:48:00.000,2022-12-13t09:48:00.000,2022-12-13t09:48:00.000,ams,eham,2022-12-13t11:35:00.000,2022-12-13t11:59:00.000,klm,kl,klm,1442,kl1442,klm1442,48.0,9,a08,,,,,,,,,,,24.0
departure,active,abz,egpd,1,2022-12-13t12:20:00.000,2022-12-13t12:50:00.000,,,,ams,eham,2022-12-13t15:00:00.000,,klm,kl,klm,1446,kl1446,klm1446,30.0,13,a08,,,,,,,,,,,
departure,cancelled,abz,egpd,,2022-12-13t14:30:00.000,2022-12-13t14:30:00.000,,,,lsi,egpb,2022-12-13t15:30:00.000,,klm,kl,klm,3823,kl3823,klm3823,,,,,loganair,lm,log,78,lm78,log78,,,,
departure,active,abz,egpd,8,2022-12-13t14:40:00.000,2022-12-13t15:20:00.000,,,,koi,egpa,2022-12-13t15:35:00.000,,klm,kl,klm,3829,kl3829,klm3829,40.0,,,,loganair,lm,log,36,lm36,log36,,,,
departure,active,abz,egpd,4,2022-12-13t18:00:00.000,2022-12-13t18:00:00.000,,,,lsi,egpb,2022-12-13t19:05:00.000,,klm,kl,klm,3825,kl3825,klm3825,,,,,loganair,lm,log,80,lm80,log80,,,,
departure,active,abz,egpd,8,2022-12-13t18:25:00.000,2022-12-13t19:05:00.000,2022-12-13t19:00:00.000,2022-12-13t19:00:00.000,2022-12-13t19:00:00.000,koi,egpa,2022-12-13t19:20:00.000,2022-12-13t19:39:00.000,klm,kl,klm,3173,kl3173,klm3173,36.0,,,,loganair,lm,log,38,lm38,log38,,,,20.0
departure,active,abz,egpd,1,2022-12-14t06:00:00.000,2022-12-14t06:10:00.000,,,,ams,eham,2022-12-14t08:40:00.000,,klm,kl,klm,1440,kl1440,klm1440,10.0,12,a08,,,,,,,,,,,
departure,active,abz,egpd,1,2022-12-14t09:00:00.000,2022-12-14t07:28:00.000,2022-12-14t09:39:00.000,2022-12-14t09:39:00.000,2022-12-14t09:39:00.000,ams,eham,2022-12-14t11:35:00.000,2022-12-14t11:50:00.000,klm,kl,klm,1442,kl1442,klm1442,40.0,13,a08,,,,,,,,,,,16.0
departure,active,abz,egpd,1,2022-12-14t12:20:00.000,2022-12-14t12:35:00.000,2022-12-14t13:10:00.000,2022-12-14t13:10:00.000,2022-12-14t13:10:00.000,ams,eham,2022-12-14t15:00:00.000,,klm,kl,klm,1446,kl1446,klm1446,51.0,9,a08,,,,,,,,,,,
departure,active,abz,egpd,9,2022-12-14t14:30:00.000,2022-12-14t14:40:00.000,,,,lsi,egpb,2022-12-14t15:30:00.000,,klm,kl,klm,3823,kl3823,klm3823,10.0,,,,loganair,lm,log,78,lm78,log78,,,,
departure,active,abz,egpd,,2022-12-14t14:40:00.000,2022-12-14t14:50:00.000,,,,koi,egpa,2022-12-14t15:35:00.000,,klm,kl,klm,3829,kl3829,klm3829,10.0,,,,loganair,lm,log,36,lm36,log36,,,,
departure,active,abz,egpd,1,2022-12-14t17:20:00.000,2022-12-14t17:51:00.000,2022-12-14t17:48:00.000,2022-12-14t17:48:00.000,2022-12-14t17:48:00.000,ams,eham,2022-12-14t20:00:00.000,2022-12-14t19:57:00.000,klm,kl,klm,1448,kl1448,klm1448,28.0,8,d26,,,,,,,,,,,
departure,cancelled,abz,egpd,,2022-12-14t18:00:00.000,2022-12-14t18:10:00.000,,,,lsi,egpb,2022-12-14t19:05:00.000,,klm,kl,klm,3825,kl3825,klm3825,10.0,,,,loganair,lm,log,80,lm80,log80,,,,
departure,active,abz,egpd,9,2022-12-14t18:25:00.000,2022-12-14t18:25:00.000,,,,koi,egpa,2022-12-14t19:20:00.000,,klm,kl,klm,3173,kl3173,klm3173,,,,,loganair,lm,log,38,lm38,log38,,,,
departure,active,abz,egpd,1,2022-12-15t06:00:00.000,2022-12-15t06:10:00.000,2022-12-15t06:27:00.000,2022-12-15t06:27:00.000,2022-12-15t06:27:00.000,ams,eham,2022-12-15t08:40:00.000,2022-12-15t08:36:00.000,klm,kl,klm,1440,kl1440,klm1440,27.0,11,a08,,,,,,,,,,,
departure,active,abz,egpd,1,2022-12-15t09:00:00.000,2022-12-15t10:10:00.000,,,,ams,eham,2022-12-15t11:35:00.000,,klm,kl,klm,1442,kl1442,klm1442,70.0,10,a08,,,,,,,,,,,
departure,active,abz,egpd,2,2022-12-15t12:20:00.000,2022-12-15t12:30:00.000,2022-12-15t12:49:00.000,2022-12-15t12:49:00.000,2022-12-15t12:49:00.000,ams,eham,2022-12-15t15:00:00.000,2022-12-15t14:56:00.000,klm,kl,klm,1446,kl1446,klm1446,29.0,11,a08,,,,,,,,,,,
departure,active,abz,egpd,5,2022-12-15t14:30:00.000,2022-12-15t14:36:00.000,,,,lsi,egpb,2022-12-15t15:30:00.000,,klm,kl,klm,3823,kl3823,klm3823,6.0,,,,loganair,lm,log,78,lm78,log78,,,,
departure,active,abz,egpd,,2022-12-15t14:40:00.000,2022-12-15t15:49:00.000,2022-12-15t14:38:00.000,2022-12-15t14:38:00.000,2022-12-15t14:38:00.000,koi,egpa,2022-12-15t15:35:00.000,2022-12-15t15:08:00.000,klm,kl,klm,3829,kl3829,klm3829,,,,,loganair,lm,log,36,lm36,log36,2022-12-15t15:09:00.000,2022-12-15t15:09:00.000,2022-12-15t15:09:00.000,
departure,active,abz,egpd,2,2022-12-15t17:20:00.000,2022-12-15t17:50:00.000,2022-12-15t18:03:00.000,2022-12-15t18:03:00.000,2022-12-15t18:03:00.000,ams,eham,2022-12-15t20:00:00.000,2022-12-15t20:14:00.000,klm,kl,klm,1448,kl1448,klm1448,43.0,12,e08,,,,,,,,,,,14.0
departure,cancelled,abz,egpd,,2022-12-15t18:00:00.000,,,,,lsi,egpb,2022-12-15t19:05:00.000,,klm,kl,klm,3825,kl3825,klm3825,,,,,loganair,lm,log,80,lm80,log80,,,,
departure,active,abz,egpd,,2022-12-15t18:25:00.000,2022-12-15t19:15:00.000,2022-12-15t18:38:00.000,2022-12-15t18:38:00.000,2022-12-15t18:38:00.000,koi,egpa,2022-12-15t19:20:00.000,2022-12-15t19:14:00.000,klm,kl,klm,3173,kl3173,klm3173,14.0,,,,loganair,lm,log,38,lm38,log38,,,,
departure,active,abz,egpd,1,2022-12-16t06:00:00.000,2022-12-16t06:10:00.000,2022-12-16t06:33:00.000,2022-12-16t06:33:00.000,2022-12-16t06:33:00.000,ams,eham,2022-12-16t08:40:00.000,2022-12-16t08:40:00.000,klm,kl,klm,1440,kl1440,klm1440,34.0,11,a08,2,,,,,,,,,,1.0
departure,active,abz,egpd,1,2022-12-16t09:00:00.000,2022-12-16t09:00:00.000,2022-12-16t09:17:00.000,2022-12-16t09:17:00.000,2022-12-16t09:17:00.000,ams,eham,2022-12-16t11:35:00.000,2022-12-16t11:27:00.000,klm,kl,klm,1442,kl1442,klm1442,17.0,11,a08,,,,,,,,,,,
departure,active,abz,egpd,1,2022-12-16t12:20:00.000,2022-12-16t12:55:00.000,,,,ams,eham,2022-12-16t15:00:00.000,,klm,kl,klm,1446,kl1446,klm1446,35.0,9,a08,,,,,,,,,,,
departure,active,abz,egpd,1,2022-12-16t14:30:00.000,2022-12-16t14:40:00.000,2022-12-16t14:59:00.000,2022-12-16t14:59:00.000,2022-12-16t14:59:00.000,lsi,egpb,2022-12-16t15:30:00.000,2022-12-16t15:47:00.000,klm,kl,klm,3823,kl3823,klm3823,30.0,,,,loganair,lm,log,78,lm78,log78,,,,17.0
departure,active,abz,egpd,9,2022-12-16t14:40:00.000,2022-12-16t14:50:00.000,,,,koi,egpa,2022-12-16t15:35:00.000,,klm,kl,klm,3829,kl3829,klm3829,10.0,,,,loganair,lm,log,36,lm36,log36,,,,
departure,active,abz,egpd,1,2022-12-16t17:20:00.000,2022-12-16t17:45:00.000,2022-12-16t17:46:00.000,2022-12-16t17:46:00.000,2022-12-16t17:46:00.000,ams,eham,2022-12-16t20:00:00.000,2022-12-16t19:52:00.000,klm,kl,klm,1448,kl1448,klm1448,27.0,10,d52,,,,,,,,,,,
departure,cancelled,abz,egpd,9,2022-12-16t17:35:00.000,2022-12-16t17:35:00.000,,,,koi,egpa,2022-12-16t18:30:00.000,,klm,kl,klm,3173,kl3173,klm3173,,,,,loganair,lm,log,38,lm38,log38,,,,
departure,active,abz,egpd,10,2022-12-16t18:00:00.000,2022-12-16t18:23:00.000,2022-12-16t18:31:00.000,2022-12-16t18:31:00.000,2022-12-16t18:31:00.000,lsi,egpb,2022-12-16t19:05:00.000,2022-12-16t19:16:00.000,klm,kl,klm,3825,kl3825,klm3825,31.0,,,,loganair,lm,log,80,lm80,log80,,,,11.0
departure,active,abz,egpd,1,2022-12-17t06:00:00.000,2022-12-17t06:00:00.000,2022-12-17t06:16:00.000,2022-12-17t06:16:00.000,2022-12-17t06:16:00.000,ams,eham,2022-12-17t08:40:00.000,2022-12-17t08:21:00.000,klm,kl,klm,1440,kl1440,klm1440,17.0,11,a08,,,,,,,,,,,
departure,active,abz,egpd,1,2022-12-17t10:55:00.000,2022-12-17t11:52:00.000,,,,ams,eham,2022-12-17t13:30:00.000,,klm,kl,klm,1444,kl1444,klm1444,57.0,9,a08,,,,,,,,,,,
