type,status,departure.iataCode,departure.icaoCode,departure.gate,departure.scheduledTime,departure.estimatedTime,departure.actualTime,departure.estimatedRunway,departure.actualRunway,arrival.iataCode,arrival.icaoCode,arrival.scheduledTime,arrival.estimatedTime,airline.name,airline.iataCode,airline.icaoCode,flight.number,flight.iataNumber,flight.icaoNumber,departure.delay,arrival.baggage,arrival.gate,arrival.terminal,codeshared.airline.name,codeshared.airline.iataCode,codeshared.airline.icaoCode,codeshared.flight.number,codeshared.flight.iataNumber,codeshared.flight.icaoNumber,arrival.actualTime,arrival.estimatedRunway,arrival.actualRunway,arrival.delay
departure,active,abz,egpd,15,2022-01-02t11:45:00.000,2022-01-02t11:45:00.000,2022-01-02t11:44:00.000,2022-01-02t11:44:00.000,2022-01-02t11:44:00.000,alc,leal,2022-01-02t16:00:00.000,2022-01-02t15:38:00.000,ryanair,fr,ryr,8006,fr8006,ryr8006,,,,,,,,,,,,,,
departure,active,abz,egpd,13,2022-01-06t17:40:00.000,2022-01-06t17:40:00.000,2022-01-06t17:49:00.000,2022-01-06t17:49:00.000,2022-01-06t17:49:00.000,alc,leal,2022-01-06t21:55:00.000,2022-01-06t21:48:00.000,ryanair,fr,ryr,8006,fr8006,ryr8006,9.0,,,,,,,,,,,,,
departure,active,abz,egpd,14,2022-01-09t11:45:00.000,2022-01-09t11:45:00.000,2022-01-09t12:04:00.000,2022-01-09t12:04:00.000,2022-01-09t12:04:00.000,alc,leal,2022-01-09t16:00:00.000,2022-01-09t15:56:00.000,ryanair,fr,ryr,8006,fr8006,ryr8006,20.0,,,,,,,,,,,,,
departure,active,abz,egpd,1,2022-01-01t06:00:00.000,2022-01-01t06:00:00.000,2022-01-01t05:57:00.000,2022-01-01t05:57:00.000,2022-01-01t05:57:00.000,ams,eham,2022-01-01t08:40:00.000,2022-01-01t08:06:00.000,klm,kl,klm,1440,kl1440,klm1440,,8,a08,,,,,,,,,,,
departure,active,abz,egpd,1,2022-01-01t10:55:00.000,2022-01-01t10:55:00.000,2022-01-01t11:01:00.000,2022-01-01t11:01:00.000,2022-01-01t11:01:00.000,ams,eham,2022-01-01t13:30:00.000,2022-01-01t13:11:00.000,klm,kl,klm,1444,kl1444,klm1444,7.0,8,a08,,,,,,,,,,,
departure,cancelled,abz,egpd,,2022-01-01t17:20:00.000,2022-01-01t17:20:00.000,,,,ams,eham,2022-01-01t19:55:00.000,,klm,kl,klm,1448,kl1448,klm1448,,,d29,,,,,,,,,,,
departure,active,abz,egpd,1,2022-01-02t06:00:00.000,2022-01-02t06:00:00.000,2022-01-02t06:10:00.000,2022-01-02t06:10:00.000,2022-01-02t06:10:00.000,ams,eham,2022-01-02t08:40:00.000,2022-01-02t08:17:00.000,klm,kl,klm,1440,kl1440,klm1440,10.0,12,d25,2,,,,,,,,,,
departure,active,abz,egpd,1,2022-01-02t10:55:00.000,2022-01-02t10:55:00.000,2022-01-02t10:53:00.000,2022-01-02t10:53:00.000,2022-01-02t10:53:00.000,ams,eham,2022-01-02t13:30:00.000,2022-01-02t12:58:00.000,klm,kl,klm,1444,kl1444,klm1444,,8,a08,,,,,,,,,,,
departure,active,abz,egpd,10,2022-01-02t14:20:00.000,2022-01-02t14:20:00.000,2022-01-02t14:36:00.000,2022-01-02t14:36:00.000,2022-01-02t14:36:00.000,koi,egpa,2022-01-02t15:15:00.000,2022-01-02t15:10:00.000,klm,kl,klm,3829,kl3829,klm3829,16.0,,,,loganair,lm,log,34,lm34,log34,,,,
departure,active,abz,egpd,10,2022-01-02t17:15:00.000,2022-01-02t17:14:00.000,,,,lsi,egpb,2022-01-02t18:20:00.000,,klm,kl,klm,3825,kl3825,klm3825,,,,,loganair,lm,log,80,lm80,log80,,,,
departure,active,abz,egpd,1,2022-01-02t17:20:00.000,2022-01-02t17:32:00.000,2022-01-02t17:32:00.000,2022-01-02t17:32:00.000,2022-01-02t17:32:00.000,ams,eham,2022-01-02t20:00:00.000,2022-01-02t19:37:00.000,klm,kl,klm,1448,kl1448,klm1448,13.0,13,a08,,,,,,,,,,,
departure,active,abz,egpd,1,2022-01-03t06:00:00.000,2022-01-03t06:00:00.000,2022-01-03t06:11:00.000,2022-01-03t06:11:00.000,2022-01-03t06:11:00.000,ams,eham,2022-01-03t08:40:00.000,2022-01-03t08:17:00.000,klm,kl,klm,1440,kl1440,klm1440,11.0,8,a08,,,,,,,,,,,
departure,active,abz,egpd,1,2022-01-03t10:55:00.000,2022-01-03t10:55:00.000,2022-01-03t10:46:00.000,2022-01-03t10:46:00.000,2022-01-03t10:46:00.000,ams,eham,2022-01-03t13:30:00.000,2022-01-03t12:52:00.000,klm,kl,klm,1444,kl1444,klm1444,,8,a08,,,,,,,,,,,
departure,active,abz,egpd,1,2022-01-03t12:40:00.000,2022-01-03t12:40:00.000,,,,ams,eham,2022-01-03t15:20:00.000,,klm,kl,klm,1446,kl1446,klm1446,,8,a08,,,,,,,,,,,
departure,active,abz,egpd,11,2022-01-03t14:20:00.000,2022-01-03t14:34:00.000,2022-01-03t14:10:00.000,2022-01-03t14:10:00.000,2022-01-03t14:10:00.000,lsi,egpb,2022-01-03t15:25:00.000,2022-01-03t14:56:00.000,klm,kl,klm,3823,kl3823,klm3823,,,,,loganair,lm,log,78,lm78,log78,2022-01-03t14:54:00.000,2022-01-03t14:54:00.000,2022-01-03t14:54:00.000,
departure,active,abz,egpd,12,2022-01-03t17:00:00.000,2022-01-03t17:00:00.000,,,,koi,egpa,2022-01-03t17:55:00.000,,klm,kl,klm,3829,kl3829,klm3829,,,,,loganair,lm,log,36,lm36,log36,,,,
departure,active,abz,egpd,1,2022-01-03t17:20:00.000,2022-01-03t17:20:00.000,,,,ams,eham,2022-01-03t20:00:00.000,,klm,kl,klm,1448,kl1448,klm1448,,9,d27,2,,,,,,,,,,
departure,active,abz,egpd,,2022-01-03t17:35:00.000,2022-01-03t17:35:00.000,,,,lsi,egpb,2022-01-03t18:40:00.000,,klm,kl,klm,3825,kl3825,klm3825,,,,,loganair,lm,log,80,lm80,log80,,,,
departure,active,abz,egpd,1,2022-01-04t06:00:00.000,2022-01-04t06:00:00.000,,,,ams,eham,2022-01-04t08:40:00.000,,klm,kl,klm,1440,kl1440,klm1440,,13,a08,,,,,,,,,,,
departure,active,abz,egpd,1,2022-01-04t10:55:00.000,2022-01-04t10:55:00.000,2022-01-04t11:26:00.000,2022-01-04t11:26:00.000,2022-01-04t11:26:00.000,ams,eham,2022-01-04t13:30:00.000,2022-01-04t13:30:00.000,klm,kl,klm,1444,kl1444,klm1444,31.0,8,a08,,,,,,,,,,,1.0
departure,active,abz,egpd,1,2022-01-04t12:40:00.000,2022-01-04t12:40:00.000,2022-01-04t13:05:00.000,2022-01-04t13:05:00.000,2022-01-04t13:05:00.000,ams,eham,2022-01-04t15:20:00.000,2022-01-04t15:13:00.000,klm,kl,klm,1446,kl1446,klm1446,26.0,11,d18,2,,,,,,,,,,
departure,active,abz,egpd,12,2022-01-04t13:45:00.000,2022-01-04t13:45:00.000,2022-01-04t14:06:00.000,2022-01-04t14:06:00.000,2022-01-04t14:06:00.000,koi,egpa,2022-01-04t14:40:00.000,2022-01-04t14:46:00.000,klm,kl,klm,3829,kl3829,klm3829,22.0,,,,loganair,lm,log,36,lm36,log36,,,,7.0
departure,active,abz,egpd,9,2022-01-04t14:20:00.000,2022-01-04t14:27:00.000,2022-01-04t14:42:00.000,2022-01-04t14:42:00.000,2022-01-04t14:42:00.000,lsi,egpb,2022-01-04t15:25:00.000,2022-01-04t15:34:00.000,klm,kl,klm,3823,kl3823,klm3823,22.0,,,,loganair,lm,log,78,lm78,log78,,,,9.0
departure,active,abz,egpd,1,2022-01-04t17:20:00.000,2022-01-04t17:20:00.000,2022-01-04t17:49:00.000,2022-01-04t17:49:00.000,2022-01-04t17:49:00.000,ams,eham,2022-01-04t20:00:00.000,2022-01-04t19:57:00.000,klm,kl,klm,1448,kl1448,klm1448,29.0,8,a08,,,,,,,,,,,
departure,active,abz,egpd,11,2022-01-04t17:35:00.000,2022-01-04t17:35:00.000,,,,lsi,egpb,2022-01-04t18:40:00.000,,klm,kl,klm,3825,kl3825,klm3825,,,,,loganair,lm,log,80,lm80,log80,,,,
departure,active,abz,egpd,1,2022-01-05t06:00:00.000,2022-01-05t06:00:00.000,,,,ams,eham,2022-01-05t08:40:00.000,,klm,kl,klm,1440,kl1440,klm1440,,8,a08,,,,,,,,,,,
departure,active,abz,egpd,1,2022-01-05t10:55:00.000,2022-01-05t10:55:00.000,,,,ams,eham,2022-01-05t13:30:00.000,,klm,kl,klm,1444,kl1444,klm1444,,9,d18,2,,,,,,,,,,
departure,active,abz,egpd,1,2022-01-05t12:40:00.000,2022-01-05t12:50:00.000,2022-01-05t13:13:00.000,2022-01-05t13:13:00.000,2022-01-05t13:13:00.000,ams,eham,2022-01-05t15:15:00.000,2022-01-05t15:19:00.000,klm,kl,klm,1446,kl1446,klm1446,34.0,10,d22,2,,,,,,,,,,5.0
departure,active,abz,egpd,12,2022-01-05t13:45:00.000,2022-01-05t13:45:00.000,,,,koi,egpa,2022-01-05t14:40:00.000,,klm,kl,klm,3829,kl3829,klm3829,,,,,loganair,lm,log,36,lm36,log36,,,,
departure,active,abz,egpd,8,2022-01-05t14:20:00.000,2022-01-05t13:30:00.000,2022-01-05t14:43:00.000,2022-01-05t14:43:00.000,2022-01-05t14:43:00.000,lsi,egpb,2022-01-05t15:25:00.000,2022-01-05t15:32:00.000,klm,kl,klm,3823,kl3823,klm3823,23.0,,,,loganair,lm,log,78,lm78,log78,,,,7.0
departure,active,abz,egpd,1,2022-01-05t17:20:00.000,2022-01-05t17:20:00.000,2022-01-05t17:45:00.000,2022-01-05t17:45:00.000,2022-01-05t17:45:00.000,ams,eham,2022-01-05t20:00:00.000,2022-01-05t19:52:00.000,klm,kl,klm,1448,kl1448,klm1448,26.0,9,d24,,,,,,,,,,,
departure,active,abz,egpd,11,2022-01-05t17:35:00.000,2022-01-05t15:55:00.000,2022-01-05t17:32:00.000,2022-01-05t17:32:00.000,2022-01-05t17:32:00.000,lsi,egpb,2022-01-05t18:40:00.000,2022-01-05t18:25:00.000,klm,kl,klm,3825,kl3825,klm3825,,,,,loganair,lm,log,80,lm80,log80,,,,
departure,active,abz,egpd,1,2022-01-06t06:00:00.000,2022-01-06t06:00:00.000,2022-01-06t06:19:00.000,2022-01-06t06:19:00.000,2022-01-06t06:19:00.000,ams,eham,2022-01-06t08:40:00.000,2022-01-06t08:25:00.000,klm,kl,klm,1440,kl1440,klm1440,20.0,9,a08,,,,,,,,,,,
departure,active,abz,egpd,1,2022-01-06t10:55:00.000,2022-01-06t11:07:00.000,2022-01-06t11:08:00.000,2022-01-06t11:08:00.000,2022-01-06t11:08:00.000,ams,eham,2022-01-06t13:30:00.000,2022-01-06t13:13:00.000,klm,kl,klm,1444,kl1444,klm1444,13.0,8,a08,,,,,,,,,,,
departure,active,abz,egpd,1,2022-01-06t12:40:00.000,2022-01-06t13:02:00.000,2022-01-06t13:10:00.000,2022-01-06t13:10:00.000,2022-01-06t13:10:00.000,ams,eham,2022-01-06t15:20:00.000,2022-01-06t15:15:00.000,klm,kl,klm,1446,kl1446,klm1446,30.0,13,a08,,,,,,,,,,,
departure,active,abz,egpd,11,2022-01-06t14:50:00.000,2022-01-06t14:28:00.000,2022-01-06t14:26:00.000,2022-01-06t14:26:00.000,2022-01-06t14:26:00.000,lsi,egpb,2022-01-06t15:55:00.000,2022-01-06t15:13:00.000,klm,kl,klm,3823,kl3823,klm3823,,,,,loganair,lm,log,78,lm78,log78,2022-01-06t15:08:00.000,2022-01-06t15:08:00.000,2022-01-06t15:08:00.000,
departure,active,abz,egpd,11,2022-01-06t17:00:00.000,2022-01-06t17:00:00.000,2022-01-06t17:22:00.000,2022-01-06t17:22:00.000,2022-01-06t17:22:00.000,koi,egpa,2022-01-06t17:55:00.000,2022-01-06t18:22:00.000,klm,kl,klm,3829,kl3829,klm3829,23.0,,,,loganair,lm,log,36,lm36,log36,,,,27.0
departure,active,abz,egpd,1,2022-01-06t17:20:00.000,2022-01-06t17:45:00.000,2022-01-06t18:03:00.000,2022-01-06t18:03:00.000,2022-01-06t18:03:00.000,ams,eham,2022-01-06t20:00:00.000,2022-01-06t20:12:00.000,klm,kl,klm,1448,kl1448,klm1448,43.0,8,a08,,,,,,,,,,,12.0
departure,active,abz,egpd,1,2022-01-07t06:00:00.000,2022-01-07t06:00:00.000,2022-01-07t06:02:00.000,2022-01-07t06:02:00.000,2022-01-07t06:02:00.000,ams,eham,2022-01-07t08:40:00.000,2022-01-07t08:13:00.000,klm,kl,klm,1440,kl1440,klm1440,2.0,8,a08,,,,,,,,,,,
departure,active,abz,egpd,1,2022-01-07t10:55:00.000,2022-01-07t10:55:00.000,2022-01-07t10:51:00.000,2022-01-07t10:51:00.000,2022-01-07t10:51:00.000,ams,eham,2022-01-07t13:30:00.000,2022-01-07t12:58:00.000,klm,kl,klm,1444,kl1444,klm1444,,8,a08,,,,,,,,,,,
departure,active,abz,egpd,1,2022-01-07t12:40:00.000,2022-01-07t12:40:00.000,2022-01-07t12:46:00.000,2022-01-07t12:46:00.000,2022-01-07t12:46:00.000,ams,eham,2022-01-07t15:20:00.000,2022-01-07t14:52:00.000,klm,kl,klm,1446,kl1446,klm1446,7.0,10,a08,,,,,,,,,,,
departure,scheduled,abz,egpd,8,2022-01-07t14:45:00.000,2022-01-07t16:15:00.000,,,,koi,egpa,2022-01-07t15:40:00.000,,klm,kl,klm,3829,kl3829,klm3829,90.0,,,,loganair,lm,log,36,lm36,log36,,,,
departure,active,abz,egpd,11,2022-01-07t14:50:00.000,2022-01-07t14:05:00.000,,,,lsi,egpb,2022-01-07t15:55:00.000,,klm,kl,klm,3823,kl3823,klm3823,,,,,loganair,lm,log,78,lm78,log78,,,,
departure,active,abz,egpd,1,2022-01-07t17:20:00.000,2022-01-07t17:05:00.000,2022-01-07t17:14:00.000,2022-01-07t17:14:00.000,2022-01-07t17:14:00.000,ams,eham,2022-01-07t20:00:00.000,2022-01-07t19:20:00.000,klm,kl,klm,1448,kl1448,klm1448,,8,a08,,,,,,,,,,,
departure,active,abz,egpd,1,2022-01-08t06:00:00.000,2022-01-08t06:00:00.000,2022-01-08t06:13:00.000,2022-01-08t06:13:00.000,2022-01-08t06:13:00.000,ams,eham,2022-01-08t08:40:00.000,,klm,kl,klm,1440,kl1440,klm1440,13.0,8,a08,,,,,,,,,,,
departure,active,abz,egpd,1,2022-01-08t10:55:00.000,2022-01-08t10:55:00.000,2022-01-08t11:04:00.000,2022-01-08t11:04:00.000,2022-01-08t11:04:00.000,ams,eham,2022-01-08t13:30:00.000,2022-01-08t13:09:00.000,klm,kl,klm,1444,kl1444,klm1444,10.0,8,a08,,,,,,,,,,,
departure,active,abz,egpd,1,2022-01-08t17:20:00.000,2022-01-08t17:20:00.000,2022-01-08t17:14:00.000,2022-01-08t17:14:00.000,2022-01-08t17:14:00.000,ams,eham,2022-01-08t19:55:00.000,2022-01-08t19:23:00.000,klm,kl,klm,1448,kl1448,klm1448,,11,d24,2,,,,,,,,,,
departure,active,abz,egpd,1,2022-01-09t06:00:00.000,2022-01-09t06:00:00.000,2022-01-09t06:15:00.000,2022-01-09t06:15:00.000,2022-01-09t06:15:00.000,ams,eham,2022-01-09t08:40:00.000,2022-01-09t08:25:00.000,klm,kl,klm,1440,kl1440,klm1440,16.0,13,a08,,,,,,,,,,,
departure,active,abz,egpd,1,2022-01-09t10:55:00.000,2022-01-09t10:55:00.000,2022-01-09t10:56:00.000,2022-01-09t10:56:00.000,2022-01-09t10:56:00.000,ams,eham,2022-01-09t13:30:00.000,2022-01-09t13:07:00.000,klm,kl,klm,1444,kl1444,klm1444,1.0,13,a08,,,,,,,,,,,
departure,active,abz,egpd,11,2022-01-09t14:20:00.000,2022-01-09t14:20:00.000,2022-01-09t14:33:00.000,2022-01-09t14:33:00.000,2022-01-09t14:33:00.000,koi,egpa,2022-01-09t15:15:00.000,2022-01-09t15:08:00.000,klm,kl,klm,3829,kl3829,klm3829,13.0,,,,loganair,lm,log,34,lm34,log34,,,,
departure,active,abz,egpd,11,2022-01-09t17:15:00.000,2022-01-09t17:15:00.000,2022-01-09t17:14:00.000,2022-01-09t17:14:00.000,2022-01-09t17:14:00.000,lsi,egpb,2022-01-09t18:20:00.000,2022-01-09t18:01:00.000,klm,kl,klm,3825,kl3825,klm3825,,,,,loganair,lm,log,80,lm80,log80,,,,
departure,active,abz,egpd,1,2022-01-09t17:20:00.000,2022-01-09t17:55:00.000,,,,ams,eham,2022-01-09t20:00:00.000,,klm,kl,klm,1448,kl1448,klm1448,35.0,9,d23,,,,,,,,,,,
departure,active,abz,egpd,1,2022-01-10t06:00:00.000,2022-01-10t06:03:00.000,2022-01-10t06:06:00.000,2022-01-10t06:06:00.000,2022-01-10t06:06:00.000,ams,eham,2022-01-10t08:40:00.000,2022-01-10t08:10:00.000,klm,kl,klm,1440,kl1440,klm1440,6.0,8,a08,,,,,,,,,,,
departure,active,abz,egpd,1,2022-01-10t10:55:00.000,2022-01-10t10:55:00.000,2022-01-10t11:10:00.000,2022-01-10t11:10:00.000,2022-01-10t11:10:00.000,ams,eham,2022-01-10t13:30:00.000,2022-01-10t13:13:00.000,klm,kl,klm,1444,kl1444,klm1444,16.0,13,a08,,,,,,,,,,,
departure,active,abz,egpd,12,2022-01-10t17:00:00.000,2022-01-10t17:00:00.000,2022-01-10t17:24:00.000,2022-01-10t17:24:00.000,2022-01-10t17:24:00.000,koi,egpa,2022-01-10t17:55:00.000,2022-01-10t17:57:00.000,klm,kl,klm,3829,kl3829,klm3829,24.0,,,,loganair,lm,log,36,lm36,log36,,,,2.0
departure,active,abz,egpd,9,2022-01-10t17:15:00.000,2022-01-10t17:15:00.000,2022-01-10t17:28:00.000,2022-01-10t17:28:00.000,2022-01-10t17:28:00.000,lsi,egpb,2022-01-10t18:20:00.000,2022-01-10t18:12:00.000,klm,kl,klm,3825,kl3825,klm3825,13.0,,,,loganair,lm,log,80,lm80,log80,2022-01-10t18:11:00.000,2022-01-10t18:11:00.000,2022-01-10t18:11:00.000,
departure,active,abz,egpd,1,2022-01-10t17:20:00.000,2022-01-10t17:20:00.000,2022-01-10t17:31:00.000,2022-01-10t17:31:00.000,2022-01-10t17:31:00.000,ams,eham,2022-01-10t20:00:00.000,2022-01-10t19:39:00.000,klm,kl,klm,1448,kl1448,klm1448,12.0,10,d18,2,,,,,,,,,,
departure,active,abz,egpd,1,2022-01-11t06:00:00.000,2022-01-11t06:00:00.000,,,,ams,eham,2022-01-11t08:40:00.000,,klm,kl,klm,1440,kl1440,klm1440,,13,a08,,,,,,,,,,,
departure,active,abz,egpd,1,2022-01-11t10:55:00.000,2022-01-11t10:55:00.000,2022-01-11t10:58:00.000,2022-01-11t10:58:00.000,2022-01-11t10:58:00.000,ams,eham,2022-01-11t13:30:00.000,2022-01-11t13:13:00.000,klm,kl,klm,1444,kl1444,klm1444,4.0,13,a08,,,,,,,,,,,
departure,active,abz,egpd,11,2022-01-11t17:00:00.000,2022-01-11t17:00:00.000,2022-01-11t17:15:00.000,2022-01-11t17:15:00.000,2022-01-11t17:15:00.000,koi,egpa,2022-01-11t17:55:00.000,2022-01-11t17:55:00.000,klm,kl,klm,3829,kl3829,klm3829,15.0,,,,loganair,lm,log,36,lm36,log36,,,,
departure,active,abz,egpd,12,2022-01-11t17:15:00.000,2022-01-11t17:15:00.000,2022-01-11t16:56:00.000,2022-01-11t16:56:00.000,2022-01-11t16:56:00.000,lsi,egpb,2022-01-11t18:20:00.000,2022-01-11t17:44:00.000,klm,kl,klm,3825,kl3825,klm3825,,,,,loganair,lm,log,80,lm80,log80,2022-01-11t17:39:00.000,2022-01-11t17:39:00.000,2022-01-11t17:39:00.000,
departure,active,abz,egpd,1,2022-01-11t17:20:00.000,2022-01-11t17:30:00.000,2022-01-11t17:43:00.000,2022-01-11t17:43:00.000,2022-01-11t17:43:00.000,ams,eham,2022-01-11t20:00:00.000,2022-01-11t19:44:00.000,klm,kl,klm,1448,kl1448,klm1448,24.0,11,d10,2,,,,,,,,,,
departure,active,abz,egpd,1,2022-01-12t06:00:00.000,2022-01-12t06:00:00.000,,,,ams,eham,2022-01-12t08:40:00.000,,klm,kl,klm,1440,kl1440,klm1440,,13,a08,,,,,,,,,,,
departure,active,abz,egpd,1,2022-01-12t10:55:00.000,2022-01-12t11:00:00.000,2022-01-12t11:10:00.000,2022-01-12t11:10:00.000,2022-01-12t11:10:00.000,ams,eham,2022-01-12t13:30:00.000,2022-01-12t13:18:00.000,klm,kl,klm,1444,kl1444,klm1444,15.0,13,a08,,,,,,,,,,,
departure,active,abz,egpd,9,2022-01-12t17:00:00.000,2022-01-12t17:00:00.000,2022-01-12t17:13:00.000,2022-01-12t17:13:00.000,2022-01-12t17:13:00.000,koi,egpa,2022-01-12t17:55:00.000,2022-01-12t17:51:00.000,klm,kl,klm,3829,kl3829,klm3829,14.0,,,,loganair,lm,log,36,lm36,log36,,,,
departure,active,abz,egpd,10,2022-01-12t17:15:00.000,2022-01-12t17:19:00.000,,,,lsi,egpb,2022-01-12t18:20:00.000,,klm,kl,klm,3825,kl3825,klm3825,4.0,,,,loganair,lm,log,80,lm80,log80,,,,
departure,active,abz,egpd,1,2022-01-12t17:20:00.000,2022-01-12t17:22:00.000,2022-01-12t17:44:00.000,2022-01-12t17:44:00.000,2022-01-12t17:44:00.000,ams,eham,2022-01-12t20:00:00.000,2022-01-12t19:46:00.000,klm,kl,klm,1448,kl1448,klm1448,24.0,12,e22,,,,,,,,,,,
departure,active,abz,egpd,1,2022-01-13t06:00:00.000,2022-01-13t06:09:00.000,2022-01-13t06:19:00.000,2022-01-13t06:19:00.000,2022-01-13t06:19:00.000,ams,eham,2022-01-13t08:40:00.000,2022-01-13t08:25:00.000,klm,kl,klm,1440,kl1440,klm1440,20.0,8,a08,,,,,,,,,,,
departure,active,abz,egpd,1,2022-01-13t10:55:00.000,2022-01-13t10:55:00.000,2022-01-13t11:13:00.000,2022-01-13t11:13:00.000,2022-01-13t11:13:00.000,ams,eham,2022-01-13t13:30:00.000,2022-01-13t13:20:00.000,klm,kl,klm,1444,kl1444,klm1444,18.0,8,a08,,,,,,,,,,,
departure,active,abz,egpd,9,2022-01-13t17:00:00.000,2022-01-13t17:00:00.000,2022-01-13t17:15:00.000,2022-01-13t17:15:00.000,2022-01-13t17:15:00.000,koi,egpa,2022-01-13t17:55:00.000,,klm,kl,klm,3829,kl3829,klm3829,15.0,,,,loganair,lm,log,36,lm36,log36,2022-01-13t17:50:00.000,2022-01-13t17:50:00.000,2022-01-13t17:50:00.000,
departure,scheduled,abz,egpd,12,2022-01-13t17:15:00.000,2022-01-13t18:30:00.000,,,,lsi,egpb,2022-01-13t18:20:00.000,,klm,kl,klm,3825,kl3825,klm3825,75.0,,,,loganair,lm,log,80,lm80,log80,,,,
departure,active,abz,egpd,1,2022-01-13t17:20:00.000,2022-01-13t17:35:00.000,2022-01-13t17:49:00.000,2022-01-13t17:49:00.000,2022-01-13t17:49:00.000,ams,eham,2022-01-13t20:00:00.000,2022-01-13t19:57:00.000,klm,kl,klm,1448,kl1448,klm1448,30.0,10,d12,2,,,,,,,,,,
departure,active,abz,egpd,1,2022-01-14t06:00:00.000,2022-01-14t06:00:00.000,2022-01-14t06:02:00.000,2022-01-14t06:02:00.000,2022-01-14t06:02:00.000,ams,eham,2022-01-14t08:40:00.000,2022-01-14t08:10:00.000,klm,kl,klm,1440,kl1440,klm1440,2.0,8,a08,,,,,,,,,,,
departure,active,abz,egpd,1,2022-01-14t10:55:00.000,2022-01-14t10:53:00.000,2022-01-14t11:05:00.000,2022-01-14t11:05:00.000,2022-01-14t11:05:00.000,ams,eham,2022-01-14t13:30:00.000,2022-01-14t13:18:00.000,klm,kl,klm,1444,kl1444,klm1444,10.0,8,a08,,,,,,,,,,,
departure,active,abz,egpd,10,2022-01-14t17:00:00.000,2022-01-14t17:00:00.000,2022-01-14t17:12:00.000,2022-01-14t17:12:00.000,2022-01-14t17:12:00.000,koi,egpa,2022-01-14t17:55:00.000,2022-01-14t17:46:00.000,klm,kl,klm,3829,kl3829,klm3829,13.0,,,,loganair,lm,log,36,lm36,log36,,,,
departure,active,abz,egpd,4,2022-01-14t17:15:00.000,2022-01-14t17:15:00.000,2022-01-14t17:34:00.000,2022-01-14t17:34:00.000,2022-01-14t17:34:00.000,lsi,egpb,2022-01-14t18:20:00.000,2022-01-14t18:22:00.000,klm,kl,klm,3825,kl3825,klm3825,20.0,,,,loganair,lm,log,80,lm80,log80,,,,3.0
departure,active,abz,egpd,1,2022-01-14t17:20:00.000,2022-01-14t17:30:00.000,2022-01-14t17:29:00.000,2022-01-14t17:29:00.000,2022-01-14t17:29:00.000,ams,eham,2022-01-14t20:00:00.000,2022-01-14t19:37:00.000,klm,kl,klm,1448,kl1448,klm1448,10.0,11,d03,2,,,,,,,,,,
departure,active,abz,egpd,1,2022-01-15t06:00:00.000,2022-01-15t06:00:00.000,2022-01-15t06:27:00.000,2022-01-15t06:27:00.000,2022-01-15t06:27:00.000,ams,eham,2022-01-15t08:40:00.000,2022-01-15t08:34:00.000,klm,kl,klm,1440,kl1440,klm1440,28.0,8,a08,,,,,,,,,,,
departure,active,abz,egpd,1,2022-01-15t10:55:00.000,2022-01-15t11:04:00.000,2022-01-15t11:05:00.000,2022-01-15t11:05:00.000,2022-01-15t11:05:00.000,ams,eham,2022-01-15t13:30:00.000,2022-01-15t13:11:00.000,klm,kl,klm,1444,kl1444,klm1444,10.0,8,a08,,,,,,,,,,,
departure,active,abz,egpd,1,2022-01-15t17:20:00.000,2022-01-15t17:20:00.000,2022-01-15t17:26:00.000,2022-01-15t17:26:00.000,2022-01-15t17:26:00.000,ams,eham,2022-01-15t19:55:00.000,2022-01-15t19:35:00.000,klm,kl,klm,1448,kl1448,klm1448,6.0,11,d25,2,,,,,,,,,,
departure,active,abz,egpd,1,2022-01-16t06:00:00.000,2022-01-16t06:00:00.000,2022-01-16t06:02:00.000,2022-01-16t06:02:00.000,2022-01-16t06:02:00.000,ams,eham,2022-01-16t08:40:00.000,2022-01-16t08:08:00.000,klm,kl,klm,1440,kl1440,klm1440,3.0,13,a08,,,,,,,,,,,
departure,active,abz,egpd,1,2022-01-16t11:00:00.000,2022-01-16t11:00:00.000,2022-01-16t11:10:00.000,2022-01-16t11:10:00.000,2022-01-16t11:10:00.000,ams,eham,2022-01-16t13:35:00.000,2022-01-16t13:14:00.000,klm,kl,klm,1444,kl1444,klm1444,10.0,13,a08,,,,,,,,,,,
departure,active,abz,egpd,10,2022-01-16t14:20:00.000,2022-01-16t14:20:00.000,2022-01-16t14:41:00.000,2022-01-16t14:41:00.000,2022-01-16t14:41:00.000,koi,egpa,2022-01-16t15:15:00.000,2022-01-16t15:21:00.000,klm,kl,klm,3829,kl3829,klm3829,22.0,,,,loganair,lm,log,34,lm34,log34,,,,7.0
departure,active,abz,egpd,10,2022-01-16t17:15:00.000,2022-01-16t17:26:00.000,2022-01-16t17:39:00.000,2022-01-16t17:39:00.000,2022-01-16t17:39:00.000,lsi,egpb,2022-01-16t18:20:00.000,2022-01-16t18:31:00.000,klm,kl,klm,3825,kl3825,klm3825,25.0,,,,loganair,lm,log,80,lm80,log80,,,,11.0
departure,active,abz,egpd,1,2022-01-16t17:20:00.000,2022-01-16t17:20:00.000,2022-01-16t17:26:00.000,2022-01-16t17:26:00.000,2022-01-16t17:26:00.000,ams,eham,2022-01-16t20:00:00.000,2022-01-16t19:33:00.000,klm,kl,klm,1448,kl1448,klm1448,7.0,12,e09,2,,,,,,,,,,
