type,status,departure.iataCode,departure.icaoCode,departure.terminal,departure.gate,departure.delay,departure.scheduledTime,departure.estimatedTime,departure.actualTime,departure.estimatedRunway,departure.actualRunway,arrival.iataCode,arrival.icaoCode,arrival.delay,arrival.scheduledTime,arrival.estimatedTime,airline.name,airline.iataCode,airline.icaoCode,flight.number,flight.iataNumber,flight.icaoNumber,arrival.terminal,arrival.baggage,arrival.gate,arrival.actualTime,arrival.estimatedRunway,arrival.actualRunway,codeshared.airline.name,codeshared.airline.iataCode,codeshared.airline.icaoCode,codeshared.flight.number,codeshared.flight.iataNumber,codeshared.flight.icaoNumber
departure,active,lgw,egkk,s,3,35.0,2022-09-19t17:35:00.000,2022-09-19t18:10:00.000,,,,dub,eidw,,2022-09-19t18:50:00.000,,ryanair,fr,ryr,117,fr117,ryr117,1,8,113,,,,,,,,,
departure,active,lgw,egkk,s,3,,2022-09-19t18:55:00.000,2022-09-19t19:10:00.000,2022-09-19t18:31:00.000,2022-09-19t18:31:00.000,2022-09-19t18:31:00.000,dub,eidw,,2022-09-19t20:10:00.000,,ryanair,fr,ryr,143,fr143,ryr143,1,7,112,2022-09-19t19:23:00.000,2022-09-19t19:23:00.000,2022-09-19t19:23:00.000,,,,,,
departure,active,lgw,egkk,s,4,22.0,2022-09-19t20:45:00.000,2022-09-19t20:45:00.000,2022-09-19t21:07:00.000,2022-09-19t21:07:00.000,2022-09-19t21:07:00.000,snn,einn,4.0,2022-09-19t22:05:00.000,2022-09-19t22:09:00.000,ryanair,fr,ryr,1183,fr1183,ryr1183,,,04,,,,,,,,,
departure,active,lgw,egkk,s,,65.0,2022-09-19t21:35:00.000,2022-09-19t22:40:00.000,,,,dub,eidw,,2022-09-19t22:50:00.000,,ryanair,fr,ryr,119,fr119,ryr119,1,4,104,,,,,,,,,
departure,active,lgw,egkk,s,2,15.0,2022-09-20t08:50:00.000,2022-09-20t08:50:00.000,2022-09-20t09:04:00.000,2022-09-20t09:04:00.000,2022-09-20t09:04:00.000,dub,eidw,,2022-09-20t10:10:00.000,2022-09-20t10:01:00.000,ryanair,fr,ryr,121,fr121,ryr121,1,3,02,,,,,,,,,
departure,active,lgw,egkk,s,2,23.0,2022-09-20t09:45:00.000,2022-09-20t09:43:00.000,2022-09-20t10:08:00.000,2022-09-20t10:08:00.000,2022-09-20t10:08:00.000,dub,eidw,8.0,2022-09-20t11:00:00.000,2022-09-20t11:08:00.000,ryanair,fr,ryr,113,fr113,ryr113,1,5,113,,,,,,,,,
departure,active,lgw,egkk,s,28,14.0,2022-09-20t10:20:00.000,2022-09-20t10:20:00.000,2022-09-20t10:34:00.000,2022-09-20t10:34:00.000,2022-09-20t10:34:00.000,alc,leal,,2022-09-20t13:45:00.000,2022-09-20t13:35:00.000,ryanair,fr,ryr,2715,fr2715,ryr2715,,3b,,,,,,,,,,
departure,active,lgw,egkk,s,2,,2022-09-20t13:10:00.000,2022-09-20t13:10:00.000,,,,dub,eidw,,2022-09-20t14:25:00.000,,ryanair,fr,ryr,115,fr115,ryr115,1,2,02,,,,,,,,,
departure,active,lgw,egkk,s,5,23.0,2022-09-20t14:55:00.000,2022-09-20t14:55:00.000,2022-09-20t15:18:00.000,2022-09-20t15:18:00.000,2022-09-20t15:18:00.000,dub,eidw,5.0,2022-09-20t16:10:00.000,2022-09-20t16:15:00.000,ryanair,fr,ryr,123,fr123,ryr123,1,7,05,,,,,,,,,
departure,active,lgw,egkk,s,2,,2022-09-20t17:35:00.000,2022-09-20t17:35:00.000,,,,dub,eidw,,2022-09-20t18:50:00.000,,ryanair,fr,ryr,117,fr117,ryr117,1,8,108,,,,,,,,,
departure,active,lgw,egkk,s,4,19.0,2022-09-20t19:00:00.000,2022-09-20t19:00:00.000,2022-09-20t19:18:00.000,2022-09-20t19:18:00.000,2022-09-20t19:18:00.000,dub,eidw,,2022-09-20t20:15:00.000,2022-09-20t20:09:00.000,ryanair,fr,ryr,143,fr143,ryr143,1,4,102,,,,,,,,,
departure,active,lgw,egkk,s,3,2.0,2022-09-20t19:55:00.000,2022-09-20t19:57:00.000,,,,snn,einn,,2022-09-20t21:15:00.000,,ryanair,fr,ryr,1183,fr1183,ryr1183,,,03,,,,,,,,,
departure,active,lgw,egkk,s,4,13.0,2022-09-20t20:35:00.000,2022-09-20t20:35:00.000,2022-09-20t20:47:00.000,2022-09-20t20:47:00.000,2022-09-20t20:47:00.000,ork,eick,,2022-09-20t22:00:00.000,2022-09-20t21:52:00.000,ryanair,fr,ryr,9853,fr9853,ryr9853,,1,04,,,,,,,,,
departure,active,lgw,egkk,s,5,51.0,2022-09-20t21:35:00.000,2022-09-20t21:35:00.000,2022-09-20t22:25:00.000,2022-09-20t22:25:00.000,2022-09-20t22:25:00.000,dub,eidw,15.0,2022-09-20t22:50:00.000,2022-09-20t23:04:00.000,ryanair,fr,ryr,119,fr119,ryr119,1,6,104,,,,,,,,,
departure,active,lgw,egkk,s,3,9.0,2022-09-21t08:50:00.000,2022-09-21t08:50:00.000,2022-09-21t08:59:00.000,2022-09-21t08:59:00.000,2022-09-21t08:59:00.000,dub,eidw,,2022-09-21t10:10:00.000,2022-09-21t10:01:00.000,ryanair,fr,ryr,121,fr121,ryr121,1,4,03,,,,,,,,,
departure,active,lgw,egkk,s,3,15.0,2022-09-21t09:40:00.000,2022-09-21t09:38:00.000,2022-09-21t09:54:00.000,2022-09-21t09:54:00.000,2022-09-21t09:54:00.000,dub,eidw,,2022-09-21t10:55:00.000,2022-09-21t10:53:00.000,ryanair,fr,ryr,113,fr113,ryr113,1,5,03,,,,,,,,,
departure,active,lgw,egkk,s,4,27.0,2022-09-21t12:35:00.000,2022-09-21t12:35:00.000,2022-09-21t13:02:00.000,2022-09-21t13:02:00.000,2022-09-21t13:02:00.000,ork,eick,5.0,2022-09-21t14:00:00.000,2022-09-21t14:05:00.000,ryanair,fr,ryr,9853,fr9853,ryr9853,,2,04,,,,,,,,,
departure,active,lgw,egkk,s,5,,2022-09-21t13:10:00.000,2022-09-21t13:10:00.000,,,,dub,eidw,,2022-09-21t14:25:00.000,,ryanair,fr,ryr,115,fr115,ryr115,1,6,111,,,,,,,,,
departure,active,lgw,egkk,s,5,40.0,2022-09-21t15:35:00.000,2022-09-21t16:15:00.000,,,,dub,eidw,,2022-09-21t16:50:00.000,,ryanair,fr,ryr,123,fr123,ryr123,1,9,05,,,,,,,,,
departure,active,lgw,egkk,s,5,50.0,2022-09-21t17:35:00.000,2022-09-21t17:35:00.000,2022-09-21t18:25:00.000,2022-09-21t18:25:00.000,2022-09-21t18:25:00.000,dub,eidw,31.0,2022-09-21t18:50:00.000,2022-09-21t19:20:00.000,ryanair,fr,ryr,117,fr117,ryr117,1,2,107,,,,,,,,,
departure,active,lgw,egkk,s,4,,2022-09-21t18:45:00.000,2022-09-21t18:45:00.000,,,,dub,eidw,,2022-09-21t20:00:00.000,,ryanair,fr,ryr,266,fr266,ryr266,1,7,108,,,,,,,,,
departure,active,lgw,egkk,s,2,7.0,2022-09-21t19:45:00.000,2022-09-21t19:45:00.000,2022-09-21t19:51:00.000,2022-09-21t19:51:00.000,2022-09-21t19:51:00.000,dub,eidw,,2022-09-21t20:55:00.000,2022-09-21t20:41:00.000,ryanair,fr,ryr,143,fr143,ryr143,1,2,102,,,,,,,,,
departure,active,lgw,egkk,s,4,22.0,2022-09-21t20:10:00.000,2022-09-21t20:10:00.000,2022-09-21t20:31:00.000,2022-09-21t20:31:00.000,2022-09-21t20:31:00.000,snn,einn,3.0,2022-09-21t21:30:00.000,2022-09-21t21:33:00.000,ryanair,fr,ryr,1183,fr1183,ryr1183,,,04,,,,,,,,,
departure,active,lgw,egkk,s,3,1.0,2022-09-21t22:00:00.000,2022-09-21t21:11:00.000,2022-09-21t22:01:00.000,2022-09-21t22:01:00.000,2022-09-21t22:01:00.000,dub,eidw,,2022-09-21t23:15:00.000,2022-09-21t22:54:00.000,ryanair,fr,ryr,119,fr119,ryr119,1,9,108,,,,,,,,,
departure,active,lgw,egkk,s,4,30.0,2022-09-22t08:55:00.000,2022-09-22t09:25:00.000,,,,dub,eidw,,2022-09-22t10:10:00.000,,ryanair,fr,ryr,121,fr121,ryr121,1,5,103,,,,,,,,,
departure,active,lgw,egkk,s,4,,2022-09-22t09:45:00.000,2022-09-22t09:45:00.000,,,,dub,eidw,,2022-09-22t11:00:00.000,,ryanair,fr,ryr,113,fr113,ryr113,1,5,106,,,,,,,,,
departure,active,lgw,egkk,s,18,17.0,2022-09-22t11:00:00.000,2022-09-22t11:06:00.000,2022-09-22t11:17:00.000,2022-09-22t11:17:00.000,2022-09-22t11:17:00.000,alc,leal,,2022-09-22t14:25:00.000,2022-09-22t14:18:00.000,ryanair,fr,ryr,2715,fr2715,ryr2715,,4b,,,,,,,,,,
departure,active,lgw,egkk,s,4,47.0,2022-09-22t13:10:00.000,2022-09-22t13:10:00.000,2022-09-22t13:56:00.000,2022-09-22t13:56:00.000,2022-09-22t13:56:00.000,dub,eidw,27.0,2022-09-22t14:25:00.000,2022-09-22t14:52:00.000,ryanair,fr,ryr,115,fr115,ryr115,1,9,04,,,,,,,,,
departure,active,lgw,egkk,s,4,47.0,2022-09-22t14:50:00.000,2022-09-22t15:07:00.000,2022-09-22t15:37:00.000,2022-09-22t15:37:00.000,2022-09-22t15:37:00.000,dub,eidw,27.0,2022-09-22t16:05:00.000,2022-09-22t16:32:00.000,ryanair,fr,ryr,123,fr123,ryr123,1,7,04,,,,,,,,,
departure,active,lgw,egkk,s,2,36.0,2022-09-22t17:35:00.000,2022-09-22t18:11:00.000,,,,dub,eidw,,2022-09-22t18:50:00.000,,ryanair,fr,ryr,117,fr117,ryr117,1,8,02,,,,,,,,,
departure,active,lgw,egkk,s,5,17.0,2022-09-22t19:00:00.000,2022-09-22t19:00:00.000,2022-09-22t19:16:00.000,2022-09-22t19:16:00.000,2022-09-22t19:16:00.000,dub,eidw,,2022-09-22t20:15:00.000,2022-09-22t20:12:00.000,ryanair,fr,ryr,143,fr143,ryr143,1,4,112,,,,,,,,,
departure,active,lgw,egkk,s,4,17.0,2022-09-22t20:10:00.000,2022-09-22t20:10:00.000,2022-09-22t20:26:00.000,2022-09-22t20:26:00.000,2022-09-22t20:26:00.000,snn,einn,1.0,2022-09-22t21:30:00.000,2022-09-22t21:30:00.000,ryanair,fr,ryr,1183,fr1183,ryr1183,,,04,,,,,,,,,
departure,active,lgw,egkk,s,3,,2022-09-22t20:35:00.000,2022-09-22t20:35:00.000,,,,ork,eick,,2022-09-22t22:00:00.000,,ryanair,fr,ryr,9853,fr9853,ryr9853,,2,05,,,,,,,,,
departure,active,lgw,egkk,s,4,,2022-09-22t21:30:00.000,2022-09-22t21:30:00.000,,,,dub,eidw,,2022-09-22t22:45:00.000,,ryanair,fr,ryr,119,fr119,ryr119,1,10,104,,,,,,,,,
departure,active,lgw,egkk,s,5,31.0,2022-09-23t08:50:00.000,2022-09-23t08:50:00.000,2022-09-23t09:20:00.000,2022-09-23t09:20:00.000,2022-09-23t09:20:00.000,dub,eidw,5.0,2022-09-23t10:10:00.000,2022-09-23t10:14:00.000,ryanair,fr,ryr,121,fr121,ryr121,1,3,108,,,,,,,,,
departure,active,lgw,egkk,s,5,,2022-09-23t09:45:00.000,2022-09-23t09:45:00.000,,,,dub,eidw,,2022-09-23t11:00:00.000,,ryanair,fr,ryr,113,fr113,ryr113,1,3,05,,,,,,,,,
departure,active,lgw,egkk,s,4,,2022-09-23t12:25:00.000,2022-09-23t12:25:00.000,,,,ork,eick,,2022-09-23t13:50:00.000,,ryanair,fr,ryr,9853,fr9853,ryr9853,,1,04,,,,,,,,,
departure,active,lgw,egkk,s,5,25.0,2022-09-23t13:15:00.000,2022-09-23t13:40:00.000,,,,dub,eidw,,2022-09-23t14:30:00.000,,ryanair,fr,ryr,115,fr115,ryr115,1,8,05,,,,,,,,,
departure,active,lgw,egkk,s,3,26.0,2022-09-23t14:55:00.000,2022-09-23t14:55:00.000,2022-09-23t15:20:00.000,2022-09-23t15:20:00.000,2022-09-23t15:20:00.000,dub,eidw,5.0,2022-09-23t16:10:00.000,2022-09-23t16:15:00.000,ryanair,fr,ryr,123,fr123,ryr123,1,8,04,,,,,,,,,
departure,active,lgw,egkk,s,4,,2022-09-23t17:35:00.000,2022-09-23t17:35:00.000,,,,dub,eidw,,2022-09-23t18:50:00.000,,ryanair,fr,ryr,117,fr117,ryr117,1,9,104,,,,,,,,,
departure,active,lgw,egkk,s,1,33.0,2022-09-23t17:35:00.000,2022-09-23t17:35:00.000,2022-09-23t18:08:00.000,2022-09-23t18:08:00.000,2022-09-23t18:08:00.000,alc,leal,10.0,2022-09-23t21:00:00.000,2022-09-23t21:09:00.000,ryanair,fr,ryr,2715,fr2715,ryr2715,,3a,,,,,,,,,,
departure,active,lgw,egkk,s,5,41.0,2022-09-23t19:10:00.000,2022-09-23t19:10:00.000,2022-09-23t19:51:00.000,2022-09-23t19:51:00.000,2022-09-23t19:51:00.000,dub,eidw,21.0,2022-09-23t20:25:00.000,2022-09-23t20:46:00.000,ryanair,fr,ryr,143,fr143,ryr143,1,7,109,,,,,,,,,
departure,active,lgw,egkk,s,2,,2022-09-23t21:35:00.000,2022-09-23t21:35:00.000,,,,dub,eidw,,2022-09-23t22:50:00.000,,ryanair,fr,ryr,119,fr119,ryr119,1,9,104,,,,,,,,,
departure,active,lgw,egkk,s,3,4.0,2022-09-23t22:00:00.000,2022-09-23t22:00:00.000,2022-09-23t22:04:00.000,2022-09-23t22:04:00.000,2022-09-23t22:04:00.000,snn,einn,,2022-09-23t23:20:00.000,2022-09-23t23:08:00.000,ryanair,fr,ryr,1183,fr1183,ryr1183,,,04,,,,,,,,,
departure,active,lgw,egkk,s,4,25.0,2022-09-24t08:55:00.000,2022-09-24t08:55:00.000,2022-09-24t09:19:00.000,2022-09-24t09:19:00.000,2022-09-24t09:19:00.000,dub,eidw,6.0,2022-09-24t10:10:00.000,2022-09-24t10:15:00.000,ryanair,fr,ryr,121,fr121,ryr121,1,5,111,,,,,,,,,
departure,active,lgw,egkk,s,4,32.0,2022-09-24t09:45:00.000,2022-09-24t09:45:00.000,2022-09-24t10:16:00.000,2022-09-24t10:16:00.000,2022-09-24t10:16:00.000,dub,eidw,12.0,2022-09-24t11:00:00.000,2022-09-24t11:12:00.000,ryanair,fr,ryr,113,fr113,ryr113,1,5,113,,,,,,,,,
departure,active,lgw,egkk,s,19,,2022-09-24t10:10:00.000,2022-09-24t10:10:00.000,,,,alc,leal,,2022-09-24t13:35:00.000,,ryanair,fr,ryr,2715,fr2715,ryr2715,,6b,,,,,,,,,,
departure,active,lgw,egkk,s,,115.0,2022-09-24t13:10:00.000,2022-09-24t15:05:00.000,,,,dub,eidw,,2022-09-24t14:25:00.000,,ryanair,fr,ryr,115,fr115,ryr115,1,2,113,,,,,,,,,
departure,active,lgw,egkk,s,5,,2022-09-24t15:50:00.000,2022-09-24t15:50:00.000,,,,dub,eidw,,2022-09-24t17:05:00.000,,ryanair,fr,ryr,123,fr123,ryr123,1,3,105,,,,,,,,,
departure,active,lgw,egkk,s,4,10.0,2022-09-24t17:35:00.000,2022-09-24t17:35:00.000,2022-09-24t17:45:00.000,2022-09-24t17:45:00.000,2022-09-24t17:45:00.000,dub,eidw,,2022-09-24t18:50:00.000,2022-09-24t18:39:00.000,ryanair,fr,ryr,117,fr117,ryr117,1,2,04,,,,,,,,,
departure,active,lgw,egkk,s,3,10.0,2022-09-24t18:40:00.000,2022-09-24t18:38:00.000,2022-09-24t18:49:00.000,2022-09-24t18:49:00.000,2022-09-24t18:49:00.000,ork,eick,,2022-09-24t20:05:00.000,2022-09-24t19:52:00.000,ryanair,fr,ryr,9853,fr9853,ryr9853,,2,03,,,,,,,,,
departure,active,lgw,egkk,s,4,23.0,2022-09-24t18:45:00.000,2022-09-24t18:55:00.000,2022-09-24t19:08:00.000,2022-09-24t19:08:00.000,2022-09-24t19:08:00.000,dub,eidw,1.0,2022-09-24t20:00:00.000,2022-09-24t20:01:00.000,ryanair,fr,ryr,266,fr266,ryr266,1,6,04,,,,,,,,,
departure,active,lgw,egkk,s,5,18.0,2022-09-24t18:55:00.000,2022-09-24t18:55:00.000,2022-09-24t19:13:00.000,2022-09-24t19:13:00.000,2022-09-24t19:13:00.000,dub,eidw,,2022-09-24t20:10:00.000,2022-09-24t20:07:00.000,ryanair,fr,ryr,143,fr143,ryr143,1,2,107,,,,,,,,,
departure,active,lgw,egkk,s,4,17.0,2022-09-24t20:25:00.000,2022-09-24t20:25:00.000,2022-09-24t20:41:00.000,2022-09-24t20:41:00.000,2022-09-24t20:41:00.000,snn,einn,,2022-09-24t21:45:00.000,2022-09-24t21:43:00.000,ryanair,fr,ryr,1183,fr1183,ryr1183,,,04,,,,,,,,,
departure,active,lgw,egkk,s,4,,2022-09-24t21:35:00.000,2022-09-24t21:23:00.000,2022-09-24t21:35:00.000,2022-09-24t21:35:00.000,2022-09-24t21:35:00.000,dub,eidw,,2022-09-24t22:50:00.000,,ryanair,fr,ryr,119,fr119,ryr119,1,6,04,2022-09-24t22:26:00.000,2022-09-24t22:26:00.000,2022-09-24t22:26:00.000,,,,,,
departure,active,lgw,egkk,s,4,13.0,2022-09-25t08:50:00.000,2022-09-25t08:46:00.000,2022-09-25t09:02:00.000,2022-09-25t09:02:00.000,2022-09-25t09:02:00.000,dub,eidw,,2022-09-25t10:10:00.000,2022-09-25t09:59:00.000,ryanair,fr,ryr,121,fr121,ryr121,1,3,04,,,,,,,,,
departure,active,lgw,egkk,s,4,47.0,2022-09-25t09:45:00.000,2022-09-25t09:45:00.000,2022-09-25t10:31:00.000,2022-09-25t10:31:00.000,2022-09-25t10:31:00.000,dub,eidw,27.0,2022-09-25t11:00:00.000,2022-09-25t11:27:00.000,ryanair,fr,ryr,113,fr113,ryr113,1,6,04,,,,,,,,,
departure,active,lgw,egkk,s,4,33.0,2022-09-25t12:10:00.000,2022-09-25t12:35:00.000,2022-09-25t12:42:00.000,2022-09-25t12:42:00.000,2022-09-25t12:42:00.000,ork,eick,4.0,2022-09-25t13:35:00.000,2022-09-25t13:39:00.000,ryanair,fr,ryr,9853,fr9853,ryr9853,,2,7,,,,,,,,,
departure,active,lgw,egkk,s,5,,2022-09-25t13:10:00.000,2022-09-25t13:10:00.000,,,,dub,eidw,,2022-09-25t14:25:00.000,,ryanair,fr,ryr,115,fr115,ryr115,1,4,05,,,,,,,,,
departure,active,lgw,egkk,s,3,15.0,2022-09-25t14:55:00.000,2022-09-25t14:55:00.000,2022-09-25t15:10:00.000,2022-09-25t15:10:00.000,2022-09-25t15:10:00.000,dub,eidw,,2022-09-25t16:10:00.000,2022-09-25t16:06:00.000,ryanair,fr,ryr,123,fr123,ryr123,1,6,03,,,,,,,,,
departure,active,lgw,egkk,s,4,,2022-09-25t17:35:00.000,2022-09-25t17:35:00.000,,,,dub,eidw,,2022-09-25t18:50:00.000,,ryanair,fr,ryr,117,fr117,ryr117,1,10,04,,,,,,,,,
departure,active,lgw,egkk,s,5,35.0,2022-09-25t19:00:00.000,2022-09-25t19:17:00.000,2022-09-25t19:35:00.000,2022-09-25t19:35:00.000,2022-09-25t19:35:00.000,dub,eidw,12.0,2022-09-25t20:15:00.000,2022-09-25t20:26:00.000,ryanair,fr,ryr,143,fr143,ryr143,1,4,05,,,,,,,,,
departure,active,lgw,egkk,s,5,30.0,2022-09-25t20:20:00.000,2022-09-25t20:50:00.000,,,,snn,einn,,2022-09-25t21:40:00.000,,ryanair,fr,ryr,1183,fr1183,ryr1183,,,05,,,,,,,,,
departure,active,lgw,egkk,s,4,,2022-09-25t21:35:00.000,2022-09-25t21:35:00.000,,,,dub,eidw,,2022-09-25t22:50:00.000,,ryanair,fr,ryr,119,fr119,ryr119,1,8,104,,,,,,,,,
departure,active,lgw,egkk,s,5,,2022-09-26t08:50:00.000,2022-09-26t08:50:00.000,,,,dub,eidw,,2022-09-26t10:10:00.000,,ryanair,fr,ryr,121,fr121,ryr121,1,5,05,,,,,,,,,
departure,active,lgw,egkk,s,4,14.0,2022-09-26t09:45:00.000,2022-09-26t09:45:00.000,2022-09-26t09:58:00.000,2022-09-26t09:58:00.000,2022-09-26t09:58:00.000,dub,eidw,,2022-09-26t11:00:00.000,2022-09-26t10:50:00.000,ryanair,fr,ryr,113,fr113,ryr113,1,5,04,,,,,,,,,
departure,active,lgw,egkk,s,4,22.0,2022-09-26t12:10:00.000,2022-09-26t12:10:00.000,2022-09-26t12:32:00.000,2022-09-26t12:32:00.000,2022-09-26t12:32:00.000,ork,eick,,2022-09-26t13:35:00.000,2022-09-26t13:33:00.000,ryanair,fr,ryr,9853,fr9853,ryr9853,,2,04,,,,,,,,,
departure,active,lgw,egkk,s,4,29.0,2022-09-26t13:10:00.000,2022-09-26t13:10:00.000,2022-09-26t13:38:00.000,2022-09-26t13:38:00.000,2022-09-26t13:38:00.000,dub,eidw,8.0,2022-09-26t14:25:00.000,2022-09-26t14:32:00.000,ryanair,fr,ryr,115,fr115,ryr115,1,8,04,,,,,,,,,
departure,active,lgw,egkk,s,3,15.0,2022-09-26t14:55:00.000,2022-09-26t15:10:00.000,,,,dub,eidw,,2022-09-26t16:10:00.000,,ryanair,fr,ryr,123,fr123,ryr123,1,6,112,,,,,,,,,
departure,active,lgw,egkk,s,5,45.0,2022-09-26t16:50:00.000,2022-09-26t17:35:00.000,,,,dub,eidw,,2022-09-26t18:05:00.000,,ryanair,fr,ryr,266,fr266,ryr266,1,2,05,,,,,,,,,
departure,active,lgw,egkk,s,5,,2022-09-26t17:35:00.000,2022-09-26t17:35:00.000,,,,dub,eidw,,2022-09-26t18:50:00.000,,ryanair,fr,ryr,117,fr117,ryr117,1,8,102,,,,,,,,,
departure,active,lgw,egkk,s,4,4.0,2022-09-26t18:55:00.000,2022-09-26t18:55:00.000,2022-09-26t18:59:00.000,2022-09-26t18:59:00.000,2022-09-26t18:59:00.000,dub,eidw,,2022-09-26t20:10:00.000,2022-09-26t19:46:00.000,ryanair,fr,ryr,143,fr143,ryr143,1,10,04,,,,,,,,,
departure,active,lgw,egkk,s,3,36.0,2022-09-26t20:45:00.000,2022-09-26t20:45:00.000,2022-09-26t21:20:00.000,2022-09-26t21:20:00.000,2022-09-26t21:20:00.000,snn,einn,19.0,2022-09-26t22:05:00.000,2022-09-26t22:24:00.000,ryanair,fr,ryr,1183,fr1183,ryr1183,,,,,,,,,,,,
departure,active,lgw,egkk,s,3,27.0,2022-09-26t21:35:00.000,2022-09-26t22:02:00.000,,,,dub,eidw,,2022-09-26t22:50:00.000,,ryanair,fr,ryr,119,fr119,ryr119,1,3,111,,,,,,,,,
departure,active,lgw,egkk,s,5,,2022-09-27t08:50:00.000,2022-09-27t08:50:00.000,,,,dub,eidw,,2022-09-27t10:10:00.000,,ryanair,fr,ryr,121,fr121,ryr121,1,3,03,,,,,,,,,
departure,active,lgw,egkk,s,5,,2022-09-27t09:45:00.000,2022-09-27t09:45:00.000,,,,dub,eidw,,2022-09-27t11:00:00.000,,ryanair,fr,ryr,113,fr113,ryr113,1,6,102,,,,,,,,,
departure,active,lgw,egkk,s,,115.0,2022-09-27t10:20:00.000,2022-09-27t12:15:00.000,,,,alc,leal,,2022-09-27t13:45:00.000,,ryanair,fr,ryr,2715,fr2715,ryr2715,,3b,,,,,,,,,,
departure,active,lgw,egkk,s,4,27.0,2022-09-27t13:10:00.000,2022-09-27t13:37:00.000,,,,dub,eidw,,2022-09-27t14:25:00.000,,ryanair,fr,ryr,115,fr115,ryr115,1,6,05,,,,,,,,,
departure,active,lgw,egkk,s,4,36.0,2022-09-27t14:55:00.000,2022-09-27t14:55:00.000,2022-09-27t15:30:00.000,2022-09-27t15:30:00.000,2022-09-27t15:30:00.000,dub,eidw,16.0,2022-09-27t16:10:00.000,2022-09-27t16:25:00.000,ryanair,fr,ryr,123,fr123,ryr123,1,7,04,,,,,,,,,
departure,active,lgw,egkk,s,4,40.0,2022-09-27t17:35:00.000,2022-09-27t17:59:00.000,2022-09-27t18:14:00.000,2022-09-27t18:14:00.000,2022-09-27t18:14:00.000,dub,eidw,18.0,2022-09-27t18:50:00.000,2022-09-27t19:08:00.000,ryanair,fr,ryr,117,fr117,ryr117,1,9,1xn,,,,,,,,,
departure,active,lgw,egkk,s,5,11.0,2022-09-27t19:00:00.000,2022-09-27t19:00:00.000,2022-09-27t19:10:00.000,2022-09-27t19:10:00.000,2022-09-27t19:10:00.000,dub,eidw,,2022-09-27t20:15:00.000,2022-09-27t20:09:00.000,ryanair,fr,ryr,143,fr143,ryr143,1,2,109,,,,,,,,,
departure,active,lgw,egkk,s,5,28.0,2022-09-27t19:55:00.000,2022-09-27t20:08:00.000,2022-09-27t20:22:00.000,2022-09-27t20:22:00.000,2022-09-27t20:22:00.000,snn,einn,12.0,2022-09-27t21:15:00.000,2022-09-27t21:26:00.000,ryanair,fr,ryr,1183,fr1183,ryr1183,,,05,,,,,,,,,
departure,active,lgw,egkk,s,4,10.0,2022-09-27t20:35:00.000,2022-09-27t20:35:00.000,2022-09-27t20:45:00.000,2022-09-27t20:45:00.000,2022-09-27t20:45:00.000,ork,eick,,2022-09-27t22:00:00.000,2022-09-27t21:48:00.000,ryanair,fr,ryr,9853,fr9853,ryr9853,,1,04,,,,,,,,,
departure,active,lgw,egkk,s,5,45.0,2022-09-27t21:35:00.000,2022-09-27t21:35:00.000,2022-09-27t22:19:00.000,2022-09-27t22:19:00.000,2022-09-27t22:19:00.000,dub,eidw,13.0,2022-09-27t22:50:00.000,2022-09-27t23:02:00.000,ryanair,fr,ryr,119,fr119,ryr119,1,8,05,,,,,,,,,
departure,active,lgw,egkk,s,4,5.0,2022-09-28t08:50:00.000,2022-09-28t08:50:00.000,2022-09-28t08:54:00.000,2022-09-28t08:54:00.000,2022-09-28t08:54:00.000,dub,eidw,,2022-09-28t10:10:00.000,2022-09-28t09:56:00.000,ryanair,fr,ryr,121,fr121,ryr121,1,5,04,,,,,,,,,
departure,active,lgw,egkk,s,4,6.0,2022-09-28t09:40:00.000,2022-09-28t09:40:00.000,2022-09-28t09:45:00.000,2022-09-28t09:45:00.000,2022-09-28t09:45:00.000,dub,eidw,,2022-09-28t10:55:00.000,2022-09-28t10:42:00.000,ryanair,fr,ryr,113,fr113,ryr113,1,5,04,,,,,,,,,
departure,active,lgw,egkk,s,4,8.0,2022-09-28t12:35:00.000,2022-09-28t12:35:00.000,2022-09-28t12:43:00.000,2022-09-28t12:43:00.000,2022-09-28t12:43:00.000,ork,eick,,2022-09-28t14:00:00.000,2022-09-28t13:51:00.000,ryanair,fr,ryr,9853,fr9853,ryr9853,,2,04,,,,,,,,,
departure,active,lgw,egkk,s,5,30.0,2022-09-28t13:10:00.000,2022-09-28t13:27:00.000,2022-09-28t13:40:00.000,2022-09-28t13:40:00.000,2022-09-28t13:40:00.000,dub,eidw,12.0,2022-09-28t14:25:00.000,2022-09-28t14:37:00.000,ryanair,fr,ryr,115,fr115,ryr115,1,5,05,,,,,,,,,
departure,active,lgw,egkk,s,5,43.0,2022-09-28t15:35:00.000,2022-09-28t16:00:00.000,2022-09-28t16:18:00.000,2022-09-28t16:18:00.000,2022-09-28t16:18:00.000,dub,eidw,25.0,2022-09-28t16:50:00.000,2022-09-28t17:14:00.000,ryanair,fr,ryr,123,fr123,ryr123,1,8,05,,,,,,,,,
departure,active,lgw,egkk,s,4,,2022-09-28t17:35:00.000,2022-09-28t17:35:00.000,,,,dub,eidw,,2022-09-28t18:50:00.000,,ryanair,fr,ryr,117,fr117,ryr117,1,4,04,,,,,,,,,
