type,status,departure.iataCode,departure.icaoCode,departure.terminal,departure.gate,departure.delay,departure.scheduledTime,departure.estimatedTime,departure.actualTime,departure.estimatedRunway,departure.actualRunway,arrival.iataCode,arrival.icaoCode,arrival.delay,arrival.scheduledTime,arrival.estimatedTime,airline.name,airline.iataCode,airline.icaoCode,flight.number,flight.iataNumber,flight.icaoNumber,arrival.terminal,arrival.baggage,arrival.gate,arrival.actualTime,arrival.estimatedRunway,arrival.actualRunway,codeshared.airline.name,codeshared.airline.iataCode,codeshared.airline.icaoCode,codeshared.flight.number,codeshared.flight.iataNumber,codeshared.flight.icaoNumber
departure,active,lgw,egkk,n,50,22.0,2022-01-01t07:55:00.000,2022-01-01t07:55:00.000,2022-01-01t08:17:00.000,2022-01-01t08:17:00.000,2022-01-01t08:17:00.000,ork,eick,11.0,2022-01-01t09:10:00.000,2022-01-01t09:21:00.000,ryanair,fr,ryr,9853,fr9853,ryr9853,,,,,,,,,,,,
departure,active,lgw,egkk,n,51,4.0,2022-01-01t09:40:00.000,2022-01-01t09:40:00.000,2022-01-01t09:43:00.000,2022-01-01t09:43:00.000,2022-01-01t09:43:00.000,dub,eidw,,2022-01-01t11:05:00.000,2022-01-01t10:42:00.000,ryanair,fr,ryr,113,fr113,ryr113,1,6,1xs,2022-01-01t10:36:00.000,2022-01-01t10:36:00.000,2022-01-01t10:36:00.000,,,,,,
departure,active,lgw,egkk,n,48,9.0,2022-01-01t13:25:00.000,2022-01-01t13:25:00.000,2022-01-01t13:34:00.000,2022-01-01t13:34:00.000,2022-01-01t13:34:00.000,dub,eidw,,2022-01-01t14:50:00.000,2022-01-01t14:26:00.000,ryanair,fr,ryr,115,fr115,ryr115,1,7,1xs,,,,,,,,,
departure,active,lgw,egkk,n,50,5.0,2022-01-01t15:10:00.000,2022-01-01t15:10:00.000,2022-01-01t15:15:00.000,2022-01-01t15:15:00.000,2022-01-01t15:15:00.000,dub,eidw,,2022-01-01t16:35:00.000,2022-01-01t16:12:00.000,ryanair,fr,ryr,123,fr123,ryr123,1,7,113,,,,,,,,,
departure,active,lgw,egkk,n,49,3.0,2022-01-01t16:40:00.000,2022-01-01t16:40:00.000,2022-01-01t16:42:00.000,2022-01-01t16:42:00.000,2022-01-01t16:42:00.000,dub,eidw,,2022-01-01t18:05:00.000,2022-01-01t17:38:00.000,ryanair,fr,ryr,158,fr158,ryr158,1,7,1xn,,,,,,,,,
departure,active,lgw,egkk,n,50,1.0,2022-01-01t17:45:00.000,2022-01-01t17:45:00.000,2022-01-01t17:45:00.000,2022-01-01t17:45:00.000,2022-01-01t17:45:00.000,dub,eidw,,2022-01-01t19:10:00.000,2022-01-01t18:37:00.000,ryanair,fr,ryr,117,fr117,ryr117,1,6,103,2022-01-01t18:38:00.000,2022-01-01t18:38:00.000,2022-01-01t18:38:00.000,,,,,,
departure,active,lgw,egkk,n,53,,2022-01-01t18:55:00.000,2022-01-01t18:55:00.000,2022-01-01t18:53:00.000,2022-01-01t18:53:00.000,2022-01-01t18:53:00.000,alc,leal,,2022-01-01t22:25:00.000,2022-01-01t21:56:00.000,ryanair,fr,ryr,2715,fr2715,ryr2715,,,,,,,,,,,,
departure,active,lgw,egkk,n,52,11.0,2022-01-01t19:55:00.000,2022-01-01t19:55:00.000,2022-01-01t20:05:00.000,2022-01-01t20:05:00.000,2022-01-01t20:05:00.000,dub,eidw,,2022-01-01t21:20:00.000,2022-01-01t21:00:00.000,ryanair,fr,ryr,143,fr143,ryr143,1,6,109,,,,,,,,,
departure,active,lgw,egkk,n,50,,2022-01-01t19:55:00.000,2022-01-01t19:55:00.000,2022-01-01t19:51:00.000,2022-01-01t19:51:00.000,2022-01-01t19:51:00.000,agp,lemg,,2022-01-01t23:35:00.000,2022-01-01t23:17:00.000,ryanair,fr,ryr,160,fr160,ryr160,,,,,,,,,,,,
departure,active,lgw,egkk,n,53,,2022-01-01t20:10:00.000,2022-01-01t20:10:00.000,2022-01-01t20:09:00.000,2022-01-01t20:09:00.000,2022-01-01t20:09:00.000,snn,einn,,2022-01-01t21:40:00.000,2022-01-01t21:13:00.000,ryanair,fr,ryr,1183,fr1183,ryr1183,,,,,,,,,,,,
departure,active,lgw,egkk,n,52,,2022-01-01t21:30:00.000,2022-01-01t21:30:00.000,,,,dub,eidw,,2022-01-01t22:50:00.000,,ryanair,fr,ryr,119,fr119,ryr119,1,8,vcc1,,,,,,,,,
departure,active,lgw,egkk,n,46,9.0,2022-01-02t07:45:00.000,2022-01-02t07:45:00.000,2022-01-02t07:54:00.000,2022-01-02t07:54:00.000,2022-01-02t07:54:00.000,dub,eidw,,2022-01-02t09:10:00.000,2022-01-02t08:49:00.000,ryanair,fr,ryr,158,fr158,ryr158,1,6,103,,,,,,,,,
departure,active,lgw,egkk,n,46,17.0,2022-01-02t09:20:00.000,2022-01-02t09:20:00.000,2022-01-02t09:36:00.000,2022-01-02t09:36:00.000,2022-01-02t09:36:00.000,dub,eidw,,2022-01-02t11:00:00.000,2022-01-02t10:33:00.000,ryanair,fr,ryr,121,fr121,ryr121,1,6,107,,,,,,,,,
departure,active,lgw,egkk,n,55e,3.0,2022-01-02t10:10:00.000,2022-01-02t10:03:00.000,2022-01-02t10:12:00.000,2022-01-02t10:12:00.000,2022-01-02t10:12:00.000,dub,eidw,,2022-01-02t11:35:00.000,2022-01-02t11:07:00.000,ryanair,fr,ryr,113,fr113,ryr113,1,8,110,,,,,,,,,
departure,active,lgw,egkk,n,51,4.0,2022-01-02t11:05:00.000,2022-01-02t11:05:00.000,2022-01-02t11:08:00.000,2022-01-02t11:08:00.000,2022-01-02t11:08:00.000,alc,leal,,2022-01-02t14:35:00.000,2022-01-02t14:13:00.000,ryanair,fr,ryr,2715,fr2715,ryr2715,,,,,,,,,,,,
departure,active,lgw,egkk,n,47,14.0,2022-01-02t11:55:00.000,2022-01-02t11:59:00.000,2022-01-02t12:08:00.000,2022-01-02t12:08:00.000,2022-01-02t12:08:00.000,ork,eick,6.0,2022-01-02t13:10:00.000,2022-01-02t13:15:00.000,ryanair,fr,ryr,9853,fr9853,ryr9853,,,,,,,,,,,,
departure,active,lgw,egkk,n,50,12.0,2022-01-02t13:30:00.000,2022-01-02t13:31:00.000,2022-01-02t13:41:00.000,2022-01-02t13:41:00.000,2022-01-02t13:41:00.000,dub,eidw,,2022-01-02t14:55:00.000,2022-01-02t14:38:00.000,ryanair,fr,ryr,115,fr115,ryr115,1,6,113,,,,,,,,,
departure,active,lgw,egkk,n,52,7.0,2022-01-02t15:45:00.000,2022-01-02t15:45:00.000,2022-01-02t15:52:00.000,2022-01-02t15:52:00.000,2022-01-02t15:52:00.000,dub,eidw,,2022-01-02t17:10:00.000,2022-01-02t16:49:00.000,ryanair,fr,ryr,123,fr123,ryr123,1,6,104,,,,,,,,,
departure,active,lgw,egkk,n,51,20.0,2022-01-02t17:45:00.000,2022-01-02t17:52:00.000,2022-01-02t18:05:00.000,2022-01-02t18:05:00.000,2022-01-02t18:05:00.000,dub,eidw,,2022-01-02t19:10:00.000,2022-01-02t19:03:00.000,ryanair,fr,ryr,117,fr117,ryr117,1,6,103,,,,,,,,,
departure,active,lgw,egkk,n,50,2.0,2022-01-02t18:30:00.000,2022-01-02t18:30:00.000,2022-01-02t18:32:00.000,2022-01-02t18:32:00.000,2022-01-02t18:32:00.000,dub,eidw,,2022-01-02t19:55:00.000,2022-01-02t19:24:00.000,ryanair,fr,ryr,143,fr143,ryr143,1,6,106,,,,,,,,,
departure,active,lgw,egkk,n,51,8.0,2022-01-02t19:00:00.000,2022-01-02t19:00:00.000,2022-01-02t19:07:00.000,2022-01-02t19:07:00.000,2022-01-02t19:07:00.000,dub,eidw,,2022-01-02t20:25:00.000,2022-01-02t20:03:00.000,ryanair,fr,ryr,127,fr127,ryr127,1,8,109,,,,,,,,,
departure,active,lgw,egkk,n,50,5.0,2022-01-02t19:50:00.000,2022-01-02t19:55:00.000,,,,agp,lemg,,2022-01-02t23:30:00.000,,ryanair,fr,ryr,160,fr160,ryr160,,,,,,,,,,,,
departure,active,lgw,egkk,n,51,20.0,2022-01-02t20:10:00.000,2022-01-02t20:10:00.000,2022-01-02t20:30:00.000,2022-01-02t20:30:00.000,2022-01-02t20:30:00.000,snn,einn,,2022-01-02t21:40:00.000,2022-01-02t21:32:00.000,ryanair,fr,ryr,1183,fr1183,ryr1183,,,,,,,,,,,,
departure,active,lgw,egkk,n,53,10.0,2022-01-02t21:30:00.000,2022-01-02t21:30:00.000,2022-01-02t21:40:00.000,2022-01-02t21:40:00.000,2022-01-02t21:40:00.000,dub,eidw,,2022-01-02t22:50:00.000,2022-01-02t22:34:00.000,ryanair,fr,ryr,119,fr119,ryr119,1,6,104,,,,,,,,,
departure,active,lgw,egkk,n,49,25.0,2022-01-03t07:55:00.000,2022-01-03t07:55:00.000,2022-01-03t08:19:00.000,2022-01-03t08:19:00.000,2022-01-03t08:19:00.000,ork,eick,11.0,2022-01-03t09:10:00.000,2022-01-03t09:21:00.000,ryanair,fr,ryr,9853,fr9853,ryr9853,,,,,,,,,,,,
departure,active,lgw,egkk,n,48,,2022-01-03t08:35:00.000,2022-01-03t08:35:00.000,,,,dub,eidw,,2022-01-03t09:55:00.000,,ryanair,fr,ryr,121,fr121,ryr121,1,7,109,,,,,,,,,
departure,active,lgw,egkk,n,50,10.0,2022-01-03t09:40:00.000,2022-01-03t09:40:00.000,2022-01-03t09:50:00.000,2022-01-03t09:50:00.000,2022-01-03t09:50:00.000,dub,eidw,,2022-01-03t11:05:00.000,2022-01-03t10:50:00.000,ryanair,fr,ryr,113,fr113,ryr113,1,7,1xs,,,,,,,,,
departure,active,lgw,egkk,n,52,,2022-01-03t13:10:00.000,2022-01-03t13:10:00.000,,,,snn,einn,,2022-01-03t14:40:00.000,,ryanair,fr,ryr,1183,fr1183,ryr1183,,,,,,,,,,,,
departure,active,lgw,egkk,n,55f,26.0,2022-01-03t13:20:00.000,2022-01-03t13:20:00.000,2022-01-03t13:45:00.000,2022-01-03t13:45:00.000,2022-01-03t13:45:00.000,dub,eidw,,2022-01-03t14:45:00.000,2022-01-03t14:43:00.000,ryanair,fr,ryr,115,fr115,ryr115,1,7,104,,,,,,,,,
departure,active,lgw,egkk,n,52,17.0,2022-01-03t14:55:00.000,2022-01-03t14:55:00.000,2022-01-03t15:12:00.000,2022-01-03t15:12:00.000,2022-01-03t15:12:00.000,dub,eidw,,2022-01-03t16:20:00.000,2022-01-03t16:10:00.000,ryanair,fr,ryr,123,fr123,ryr123,1,8,110,,,,,,,,,
departure,active,lgw,egkk,n,562,,2022-01-03t17:35:00.000,2022-01-03t17:35:00.000,,,,alc,leal,,2022-01-03t21:05:00.000,,ryanair,fr,ryr,2715,fr2715,ryr2715,,,,,,,,,,,,
departure,active,lgw,egkk,n,50,9.0,2022-01-03t17:45:00.000,2022-01-03t17:45:00.000,2022-01-03t17:53:00.000,2022-01-03t17:53:00.000,2022-01-03t17:53:00.000,dub,eidw,,2022-01-03t19:10:00.000,2022-01-03t18:48:00.000,ryanair,fr,ryr,117,fr117,ryr117,1,8,102,,,,,,,,,
departure,active,lgw,egkk,n,51,3.0,2022-01-03t19:00:00.000,2022-01-03t19:00:00.000,2022-01-03t19:03:00.000,2022-01-03t19:03:00.000,2022-01-03t19:03:00.000,agp,lemg,,2022-01-03t22:40:00.000,2022-01-03t22:30:00.000,ryanair,fr,ryr,160,fr160,ryr160,,,,,,,,,,,,
departure,active,lgw,egkk,n,52,,2022-01-03t19:30:00.000,2022-01-03t19:24:00.000,,,,dub,eidw,,2022-01-03t20:55:00.000,,ryanair,fr,ryr,143,fr143,ryr143,1,6,104,,,,,,,,,
departure,active,lgw,egkk,n,51,1.0,2022-01-03t21:30:00.000,2022-01-03t21:30:00.000,2022-01-03t21:30:00.000,2022-01-03t21:30:00.000,2022-01-03t21:30:00.000,dub,eidw,,2022-01-03t22:50:00.000,2022-01-03t22:28:00.000,ryanair,fr,ryr,119,fr119,ryr119,1,6,105,,,,,,,,,
departure,active,lgw,egkk,n,560,1.0,2022-01-04t08:50:00.000,2022-01-04t08:37:00.000,2022-01-04t08:50:00.000,2022-01-04t08:50:00.000,2022-01-04t08:50:00.000,dub,eidw,,2022-01-04t10:30:00.000,2022-01-04t09:44:00.000,ryanair,fr,ryr,121,fr121,ryr121,1,8,109,,,,,,,,,
departure,active,lgw,egkk,n,55e,13.0,2022-01-04t09:40:00.000,2022-01-04t09:40:00.000,2022-01-04t09:52:00.000,2022-01-04t09:52:00.000,2022-01-04t09:52:00.000,dub,eidw,,2022-01-04t11:05:00.000,2022-01-04t10:50:00.000,ryanair,fr,ryr,113,fr113,ryr113,1,8,108,,,,,,,,,
departure,active,lgw,egkk,n,51,5.0,2022-01-04t11:00:00.000,2022-01-04t10:54:00.000,2022-01-04t11:05:00.000,2022-01-04t11:05:00.000,2022-01-04t11:05:00.000,dub,eidw,,2022-01-04t12:25:00.000,2022-01-04t12:01:00.000,ryanair,fr,ryr,158,fr158,ryr158,1,7,105,,,,,,,,,
departure,active,lgw,egkk,n,55g,,2022-01-04t11:10:00.000,2022-01-04t11:10:00.000,,,,ork,eick,,2022-01-04t12:25:00.000,,ryanair,fr,ryr,9853,fr9853,ryr9853,,,,,,,,,,,,
departure,active,lgw,egkk,n,55e,16.0,2022-01-04t12:50:00.000,2022-01-04t12:50:00.000,2022-01-04t13:06:00.000,2022-01-04t13:06:00.000,2022-01-04t13:06:00.000,snn,einn,,2022-01-04t14:20:00.000,2022-01-04t14:11:00.000,ryanair,fr,ryr,1183,fr1183,ryr1183,,,,,,,,,,,,
departure,active,lgw,egkk,n,54,9.0,2022-01-04t13:20:00.000,2022-01-04t13:20:00.000,2022-01-04t13:28:00.000,2022-01-04t13:28:00.000,2022-01-04t13:28:00.000,dub,eidw,,2022-01-04t14:45:00.000,2022-01-04t14:24:00.000,ryanair,fr,ryr,115,fr115,ryr115,1,7,109,,,,,,,,,
departure,active,lgw,egkk,n,53,9.0,2022-01-04t14:55:00.000,2022-01-04t14:55:00.000,2022-01-04t15:03:00.000,2022-01-04t15:03:00.000,2022-01-04t15:03:00.000,dub,eidw,,2022-01-04t16:20:00.000,2022-01-04t16:08:00.000,ryanair,fr,ryr,123,fr123,ryr123,1,8,109,,,,,,,,,
departure,active,lgw,egkk,n,50,4.0,2022-01-04t17:45:00.000,2022-01-04t17:45:00.000,2022-01-04t17:48:00.000,2022-01-04t17:48:00.000,2022-01-04t17:48:00.000,dub,eidw,,2022-01-04t19:10:00.000,2022-01-04t18:50:00.000,ryanair,fr,ryr,117,fr117,ryr117,1,6,105,,,,,,,,,
departure,active,lgw,egkk,n,52,3.0,2022-01-04t19:55:00.000,2022-01-04t19:55:00.000,2022-01-04t19:57:00.000,2022-01-04t19:57:00.000,2022-01-04t19:57:00.000,dub,eidw,,2022-01-04t21:20:00.000,2022-01-04t20:50:00.000,ryanair,fr,ryr,143,fr143,ryr143,1,6,109,,,,,,,,,
departure,active,lgw,egkk,n,52,,2022-01-04t21:30:00.000,2022-01-04t21:22:00.000,,,,dub,eidw,,2022-01-04t22:50:00.000,,ryanair,fr,ryr,119,fr119,ryr119,1,6,106,,,,,,,,,
departure,active,lgw,egkk,n,562,8.0,2022-01-05t08:45:00.000,2022-01-05t08:45:00.000,2022-01-05t08:53:00.000,2022-01-05t08:53:00.000,2022-01-05t08:53:00.000,dub,eidw,,2022-01-05t10:25:00.000,2022-01-05t09:53:00.000,ryanair,fr,ryr,121,fr121,ryr121,1,6,109,,,,,,,,,
departure,active,lgw,egkk,n,55e,,2022-01-05t09:40:00.000,2022-01-05t09:40:00.000,,,,dub,eidw,,2022-01-05t11:05:00.000,,ryanair,fr,ryr,113,fr113,ryr113,1,6,108,,,,,,,,,
departure,active,lgw,egkk,n,50,10.0,2022-01-05t11:15:00.000,2022-01-05t11:15:00.000,2022-01-05t11:24:00.000,2022-01-05t11:24:00.000,2022-01-05t11:24:00.000,dub,eidw,,2022-01-05t12:40:00.000,2022-01-05t12:22:00.000,ryanair,fr,ryr,158,fr158,ryr158,1,7,112,,,,,,,,,
departure,active,lgw,egkk,n,48,33.0,2022-01-05t11:20:00.000,2022-01-05t11:41:00.000,2022-01-05t11:52:00.000,2022-01-05t11:52:00.000,2022-01-05t11:52:00.000,ork,eick,19.0,2022-01-05t12:35:00.000,2022-01-05t12:54:00.000,ryanair,fr,ryr,9853,fr9853,ryr9853,,,,,,,,,,,,
departure,active,lgw,egkk,n,49,9.0,2022-01-05t12:35:00.000,2022-01-05t12:35:00.000,2022-01-05t12:43:00.000,2022-01-05t12:43:00.000,2022-01-05t12:43:00.000,snn,einn,,2022-01-05t14:05:00.000,2022-01-05t13:49:00.000,ryanair,fr,ryr,1183,fr1183,ryr1183,,,,,,,,,,,,
departure,active,lgw,egkk,n,50,3.0,2022-01-05t13:20:00.000,2022-01-05t13:15:00.000,2022-01-05t13:23:00.000,2022-01-05t13:23:00.000,2022-01-05t13:23:00.000,dub,eidw,,2022-01-05t14:45:00.000,2022-01-05t14:19:00.000,ryanair,fr,ryr,115,fr115,ryr115,1,6,1xs,,,,,,,,,
departure,active,lgw,egkk,n,50,11.0,2022-01-05t14:55:00.000,2022-01-05t14:55:00.000,2022-01-05t15:05:00.000,2022-01-05t15:05:00.000,2022-01-05t15:05:00.000,dub,eidw,,2022-01-05t16:20:00.000,2022-01-05t16:02:00.000,ryanair,fr,ryr,123,fr123,ryr123,1,6,105,,,,,,,,,
departure,active,lgw,egkk,n,51,,2022-01-05t17:15:00.000,2022-01-05t17:15:00.000,,,,alc,leal,,2022-01-05t20:45:00.000,,ryanair,fr,ryr,2715,fr2715,ryr2715,,,,,,,,,,,,
departure,active,lgw,egkk,n,53,4.0,2022-01-05t17:45:00.000,2022-01-05t17:45:00.000,2022-01-05t17:49:00.000,2022-01-05t17:49:00.000,2022-01-05t17:49:00.000,dub,eidw,,2022-01-05t19:10:00.000,2022-01-05t18:48:00.000,ryanair,fr,ryr,117,fr117,ryr117,1,7,109,,,,,,,,,
departure,active,lgw,egkk,n,53,7.0,2022-01-05t18:55:00.000,2022-01-05t18:55:00.000,2022-01-05t19:01:00.000,2022-01-05t19:01:00.000,2022-01-05t19:01:00.000,agp,lemg,,2022-01-05t22:35:00.000,2022-01-05t22:20:00.000,ryanair,fr,ryr,160,fr160,ryr160,,,,,,,,,,,,
departure,active,lgw,egkk,n,53,,2022-01-05t19:55:00.000,2022-01-05t19:55:00.000,2022-01-05t19:52:00.000,2022-01-05t19:52:00.000,2022-01-05t19:52:00.000,dub,eidw,,2022-01-05t21:20:00.000,2022-01-05t20:45:00.000,ryanair,fr,ryr,143,fr143,ryr143,1,6,1xn,,,,,,,,,
departure,active,lgw,egkk,n,52,1.0,2022-01-05t21:30:00.000,2022-01-05t21:18:00.000,2022-01-05t21:31:00.000,2022-01-05t21:31:00.000,2022-01-05t21:31:00.000,dub,eidw,,2022-01-05t22:50:00.000,2022-01-05t22:23:00.000,ryanair,fr,ryr,119,fr119,ryr119,1,9,105,,,,,,,,,
departure,active,lgw,egkk,n,47,,2022-01-06t08:50:00.000,2022-01-06t08:50:00.000,,,,dub,eidw,,2022-01-06t10:30:00.000,,ryanair,fr,ryr,121,fr121,ryr121,1,8,105,,,,,,,,,
departure,scheduled,lgw,egkk,n,47,47.0,2022-01-06t09:40:00.000,2022-01-06t10:27:00.000,,,,dub,eidw,,2022-01-06t11:05:00.000,,ryanair,fr,ryr,113,fr113,ryr113,1,6,108,,,,,,,,,
departure,active,lgw,egkk,n,48,10.0,2022-01-06t10:25:00.000,2022-01-06t10:25:00.000,2022-01-06t10:35:00.000,2022-01-06t10:35:00.000,2022-01-06t10:35:00.000,alc,leal,,2022-01-06t13:55:00.000,2022-01-06t13:33:00.000,ryanair,fr,ryr,2715,fr2715,ryr2715,,,,,,,,,,,,
departure,active,lgw,egkk,n,46,25.0,2022-01-06t11:00:00.000,2022-01-06t11:25:00.000,,,,ork,eick,,2022-01-06t12:15:00.000,,ryanair,fr,ryr,9853,fr9853,ryr9853,,,,,,,,,,,,
departure,active,lgw,egkk,n,47,5.0,2022-01-06t11:35:00.000,2022-01-06t11:35:00.000,2022-01-06t11:39:00.000,2022-01-06t11:39:00.000,2022-01-06t11:39:00.000,dub,eidw,,2022-01-06t13:00:00.000,2022-01-06t12:34:00.000,ryanair,fr,ryr,158,fr158,ryr158,1,9,1xn,,,,,,,,,
departure,active,lgw,egkk,n,53,3.0,2022-01-06t13:10:00.000,2022-01-06t13:10:00.000,2022-01-06t13:13:00.000,2022-01-06t13:13:00.000,2022-01-06t13:13:00.000,snn,einn,,2022-01-06t14:40:00.000,2022-01-06t14:17:00.000,ryanair,fr,ryr,1183,fr1183,ryr1183,,,,,,,,,,,,
departure,active,lgw,egkk,n,49,,2022-01-06t13:20:00.000,2022-01-06t13:14:00.000,,,,dub,eidw,,2022-01-06t14:45:00.000,,ryanair,fr,ryr,115,fr115,ryr115,1,6,113,,,,,,,,,
departure,active,lgw,egkk,n,53,,2022-01-06t14:55:00.000,2022-01-06t14:55:00.000,2022-01-06t14:51:00.000,2022-01-06t14:51:00.000,2022-01-06t14:51:00.000,dub,eidw,,2022-01-06t16:20:00.000,2022-01-06t15:49:00.000,ryanair,fr,ryr,123,fr123,ryr123,1,9,103,,,,,,,,,
departure,active,lgw,egkk,n,53,,2022-01-06t17:45:00.000,2022-01-06t17:45:00.000,2022-01-06t17:42:00.000,2022-01-06t17:42:00.000,2022-01-06t17:42:00.000,dub,eidw,,2022-01-06t19:10:00.000,2022-01-06t18:37:00.000,ryanair,fr,ryr,117,fr117,ryr117,1,9,102,2022-01-06t18:35:00.000,2022-01-06t18:35:00.000,2022-01-06t18:35:00.000,,,,,,
departure,active,lgw,egkk,n,51,4.0,2022-01-06t19:20:00.000,2022-01-06t19:12:00.000,2022-01-06t19:23:00.000,2022-01-06t19:23:00.000,2022-01-06t19:23:00.000,agp,lemg,,2022-01-06t23:00:00.000,2022-01-06t22:45:00.000,ryanair,fr,ryr,160,fr160,ryr160,,,,,,,,,,,,
departure,active,lgw,egkk,n,50,,2022-01-06t20:10:00.000,2022-01-06t20:10:00.000,,,,dub,eidw,,2022-01-06t21:35:00.000,,ryanair,fr,ryr,143,fr143,ryr143,1,7,106,,,,,,,,,
departure,active,lgw,egkk,n,50,,2022-01-06t21:30:00.000,2022-01-06t21:30:00.000,,,,dub,eidw,,2022-01-06t22:50:00.000,,ryanair,fr,ryr,119,fr119,ryr119,1,8,112,,,,,,,,,
departure,active,lgw,egkk,n,,,2022-01-07t09:00:00.000,2022-01-07t09:00:00.000,,,,dub,eidw,,2022-01-07t10:20:00.000,,ryanair,fr,ryr,121,fr121,ryr121,1,8,113,,,,,,,,,
departure,active,lgw,egkk,n,50,,2022-01-07t09:40:00.000,2022-01-07t09:00:00.000,,,,dub,eidw,,2022-01-07t11:05:00.000,,ryanair,fr,ryr,113,fr113,ryr113,1,7,103,,,,,,,,,
departure,active,lgw,egkk,n,48,37.0,2022-01-07t11:20:00.000,2022-01-07t11:20:00.000,2022-01-07t11:57:00.000,2022-01-07t11:57:00.000,2022-01-07t11:57:00.000,ork,eick,24.0,2022-01-07t12:35:00.000,2022-01-07t12:58:00.000,ryanair,fr,ryr,9853,fr9853,ryr9853,,,,,,,,,,,,
departure,active,lgw,egkk,n,52,7.0,2022-01-07t13:10:00.000,2022-01-07t13:10:00.000,2022-01-07t13:16:00.000,2022-01-07t13:16:00.000,2022-01-07t13:16:00.000,snn,einn,,2022-01-07t14:40:00.000,2022-01-07t14:32:00.000,ryanair,fr,ryr,1183,fr1183,ryr1183,,,,,,,,,,,,
departure,active,lgw,egkk,n,50,5.0,2022-01-07t13:20:00.000,2022-01-07t13:30:00.000,2022-01-07t13:24:00.000,2022-01-07t13:24:00.000,2022-01-07t13:24:00.000,dub,eidw,,2022-01-07t14:45:00.000,2022-01-07t14:26:00.000,ryanair,fr,ryr,115,fr115,ryr115,1,6,103,,,,,,,,,
departure,active,lgw,egkk,n,52,40.0,2022-01-07t14:55:00.000,2022-01-07t15:35:00.000,,,,dub,eidw,,2022-01-07t16:20:00.000,,ryanair,fr,ryr,123,fr123,ryr123,1,7,105,,,,,,,,,
departure,active,lgw,egkk,n,52,22.0,2022-01-07t16:35:00.000,2022-01-07t16:43:00.000,2022-01-07t16:57:00.000,2022-01-07t16:57:00.000,2022-01-07t16:57:00.000,agp,lemg,3.0,2022-01-07t20:15:00.000,2022-01-07t20:18:00.000,ryanair,fr,ryr,160,fr160,ryr160,,,,,,,,,,,,
departure,active,lgw,egkk,n,51,17.0,2022-01-07t17:35:00.000,2022-01-07t17:35:00.000,2022-01-07t17:52:00.000,2022-01-07t17:52:00.000,2022-01-07t17:52:00.000,alc,leal,,2022-01-07t21:05:00.000,,ryanair,fr,ryr,2715,fr2715,ryr2715,,,,,,,,,,,,
departure,active,lgw,egkk,n,52,5.0,2022-01-07t17:45:00.000,2022-01-07t17:50:00.000,,,,dub,eidw,,2022-01-07t19:10:00.000,,ryanair,fr,ryr,117,fr117,ryr117,1,8,1xs,,,,,,,,,
departure,active,lgw,egkk,n,52,31.0,2022-01-07t19:10:00.000,2022-01-07t19:10:00.000,2022-01-07t19:40:00.000,2022-01-07t19:40:00.000,2022-01-07t19:40:00.000,dub,eidw,,2022-01-07t20:35:00.000,2022-01-07t20:35:00.000,ryanair,fr,ryr,127,fr127,ryr127,1,6,109,,,,,,,,,
departure,active,lgw,egkk,n,49,6.0,2022-01-07t20:00:00.000,2022-01-07t19:52:00.000,2022-01-07t20:05:00.000,2022-01-07t20:05:00.000,2022-01-07t20:05:00.000,dub,eidw,,2022-01-07t21:25:00.000,2022-01-07t21:09:00.000,ryanair,fr,ryr,143,fr143,ryr143,1,6,106,,,,,,,,,
departure,active,lgw,egkk,n,52,7.0,2022-01-07t21:30:00.000,2022-01-07t21:20:00.000,2022-01-07t21:36:00.000,2022-01-07t21:36:00.000,2022-01-07t21:36:00.000,dub,eidw,,2022-01-07t22:50:00.000,2022-01-07t22:36:00.000,ryanair,fr,ryr,119,fr119,ryr119,1,6,104,,,,,,,,,
departure,active,lgw,egkk,n,50,3.0,2022-01-08t07:55:00.000,2022-01-08t07:55:00.000,2022-01-08t07:58:00.000,2022-01-08t07:58:00.000,2022-01-08t07:58:00.000,ork,eick,3.0,2022-01-08t09:10:00.000,2022-01-08t09:12:00.000,ryanair,fr,ryr,9853,fr9853,ryr9853,,,,,,,,,,,,
departure,active,lgw,egkk,n,51,7.0,2022-01-08t08:50:00.000,2022-01-08t08:50:00.000,2022-01-08t08:57:00.000,2022-01-08t08:57:00.000,2022-01-08t08:57:00.000,dub,eidw,,2022-01-08t10:10:00.000,2022-01-08t09:53:00.000,ryanair,fr,ryr,121,fr121,ryr121,1,8,107,,,,,,,,,
departure,active,lgw,egkk,n,51,20.0,2022-01-08t09:40:00.000,2022-01-08t09:40:00.000,2022-01-08t10:00:00.000,2022-01-08t10:00:00.000,2022-01-08t10:00:00.000,dub,eidw,,2022-01-08t11:05:00.000,2022-01-08t10:57:00.000,ryanair,fr,ryr,113,fr113,ryr113,1,8,105,,,,,,,,,
departure,active,lgw,egkk,n,50,11.0,2022-01-08t13:25:00.000,2022-01-08t13:25:00.000,2022-01-08t13:35:00.000,2022-01-08t13:35:00.000,2022-01-08t13:35:00.000,dub,eidw,,2022-01-08t14:50:00.000,2022-01-08t14:30:00.000,ryanair,fr,ryr,115,fr115,ryr115,1,6,103,,,,,,,,,
departure,active,lgw,egkk,n,49,25.0,2022-01-08t15:10:00.000,2022-01-08t15:35:00.000,,,,dub,eidw,,2022-01-08t16:35:00.000,,ryanair,fr,ryr,123,fr123,ryr123,1,8,112,,,,,,,,,
