type,status,departure.iataCode,departure.icaoCode,departure.gate,departure.delay,departure.scheduledTime,departure.estimatedTime,departure.actualTime,departure.estimatedRunway,departure.actualRunway,arrival.iataCode,arrival.icaoCode,arrival.terminal,arrival.baggage,arrival.scheduledTime,arrival.estimatedTime,airline.name,airline.iataCode,airline.icaoCode,flight.number,flight.iataNumber,flight.icaoNumber,arrival.gate,arrival.actualTime,arrival.estimatedRunway,arrival.actualRunway,arrival.delay,codeshared.airline.name,codeshared.airline.iataCode,codeshared.airline.icaoCode,codeshared.flight.number,codeshared.flight.iataNumber,codeshared.flight.icaoNumber
departure,active,lba,egnm,6,49.0,2022-09-11t17:15:00.000,2022-09-11t18:04:00.000,,,,ams,eham,,8,2022-09-11t19:30:00.000,,klm,kl,klm,1550,kl1550,klm1550,d27,,,,,,,,,,
departure,active,lba,egnm,,,2022-09-12t06:20:00.000,2022-09-12t06:20:00.000,,,,ams,eham,,9,2022-09-12t08:40:00.000,,klm,kl,klm,1540,kl1540,klm1540,a08,,,,,,,,,,
departure,active,lba,egnm,6,19.0,2022-09-12t10:05:00.000,2022-09-12t10:05:00.000,2022-09-12t10:23:00.000,2022-09-12t10:23:00.000,2022-09-12t10:23:00.000,ams,eham,,12,2022-09-12t12:20:00.000,2022-09-12t12:11:00.000,klm,kl,klm,1542,kl1542,klm1542,a08,,,,,,,,,,
departure,active,lba,egnm,,,2022-09-13t08:45:00.000,2022-09-13t08:45:00.000,,,,ams,eham,,,2022-09-13t11:00:00.000,,klm,kl,klm,1540,kl1540,klm1540,a08,,,,,,,,,,
departure,active,lba,egnm,5,25.0,2022-09-13t17:20:00.000,2022-09-13t17:20:00.000,2022-09-13t17:44:00.000,2022-09-13t17:44:00.000,2022-09-13t17:44:00.000,ams,eham,,8,2022-09-13t19:35:00.000,2022-09-13t19:33:00.000,klm,kl,klm,1550,kl1550,klm1550,d31,,,,,,,,,,
departure,active,lba,egnm,,,2022-09-14t06:20:00.000,2022-09-14t06:20:00.000,,,,ams,eham,,,2022-09-14t08:40:00.000,,klm,kl,klm,1540,kl1540,klm1540,a08,,,,,,,,,,
departure,active,lba,egnm,,,2022-09-14t10:05:00.000,2022-09-14t10:05:00.000,,,,ams,eham,,12,2022-09-14t12:20:00.000,,klm,kl,klm,1542,kl1542,klm1542,a08,,,,,,,,,,
departure,active,lba,egnm,,,2022-09-15t08:45:00.000,2022-09-15t08:45:00.000,,,,ams,eham,,9,2022-09-15t11:00:00.000,,klm,kl,klm,1540,kl1540,klm1540,a08,,,,,,,,,,
departure,active,lba,egnm,,,2022-09-15t17:20:00.000,2022-09-15t17:20:00.000,,,,ams,eham,,9,2022-09-15t19:35:00.000,,klm,kl,klm,1550,kl1550,klm1550,d22,,,,,,,,,,
departure,active,lba,egnm,6,20.0,2022-09-16t06:20:00.000,2022-09-16t06:20:00.000,2022-09-16t06:40:00.000,2022-09-16t06:40:00.000,2022-09-16t06:40:00.000,ams,eham,,13,2022-09-16t08:40:00.000,2022-09-16t08:29:00.000,klm,kl,klm,1540,kl1540,klm1540,a08,,,,,,,,,,
departure,active,lba,egnm,8,10.0,2022-09-16t10:05:00.000,2022-09-16t10:15:00.000,,,,ams,eham,,9,2022-09-16t12:20:00.000,,klm,kl,klm,1542,kl1542,klm1542,a08,,,,,,,,,,
departure,active,lba,egnm,,,2022-09-17t08:45:00.000,2022-09-17t08:45:00.000,,,,ams,eham,,12,2022-09-17t11:00:00.000,,klm,kl,klm,1540,kl1540,klm1540,a08,,,,,,,,,,
departure,active,lba,egnm,6,,2022-09-18t06:20:00.000,2022-09-18t06:20:00.000,,,,ams,eham,,13,2022-09-18t08:40:00.000,,klm,kl,klm,1540,kl1540,klm1540,a08,,,,,,,,,,
departure,active,lba,egnm,,20.0,2022-09-18t10:05:00.000,2022-09-18t10:25:00.000,,,,ams,eham,,13,2022-09-18t12:20:00.000,,klm,kl,klm,1542,kl1542,klm1542,d41,,,,,,,,,,
departure,active,lba,egnm,6,15.0,2022-09-18t17:15:00.000,2022-09-18t17:30:00.000,,,,ams,eham,,8,2022-09-18t19:30:00.000,,klm,kl,klm,1550,kl1550,klm1550,a08,,,,,,,,,,
departure,active,lba,egnm,6,,2022-09-19t06:20:00.000,2022-09-19t06:20:00.000,,,,ams,eham,,13,2022-09-19t08:40:00.000,,klm,kl,klm,1540,kl1540,klm1540,a08,,,,,,,,,,
departure,active,lba,egnm,,,2022-09-19t10:05:00.000,2022-09-19t10:05:00.000,,,,ams,eham,,13,2022-09-19t12:20:00.000,,klm,kl,klm,1542,kl1542,klm1542,a08,,,,,,,,,,
departure,active,lba,egnm,,,2022-09-20t08:45:00.000,2022-09-20t08:45:00.000,,,,ams,eham,,8,2022-09-20t11:00:00.000,,klm,kl,klm,1540,kl1540,klm1540,a08,,,,,,,,,,
departure,active,lba,egnm,8,5.0,2022-09-20t17:20:00.000,2022-09-20t17:25:00.000,,,,ams,eham,,8,2022-09-20t19:35:00.000,,klm,kl,klm,1550,kl1550,klm1550,d29,,,,,,,,,,
departure,active,lba,egnm,6,5.0,2022-09-21t06:20:00.000,2022-09-21t06:20:00.000,2022-09-21t06:25:00.000,2022-09-21t06:25:00.000,2022-09-21t06:25:00.000,ams,eham,,11,2022-09-21t08:40:00.000,2022-09-21t08:14:00.000,klm,kl,klm,1540,kl1540,klm1540,a08,,,,,,,,,,
departure,active,lba,egnm,6,10.0,2022-09-21t10:05:00.000,2022-09-21t10:05:00.000,2022-09-21t10:14:00.000,2022-09-21t10:14:00.000,2022-09-21t10:14:00.000,ams,eham,,9,2022-09-21t12:20:00.000,,klm,kl,klm,1542,kl1542,klm1542,a08,,,,,,,,,,
departure,active,lba,egnm,6,,2022-09-22t08:45:00.000,2022-09-22t08:45:00.000,,,,ams,eham,,8,2022-09-22t11:00:00.000,,klm,kl,klm,1540,kl1540,klm1540,a08,,,,,,,,,,
departure,active,lba,egnm,6,16.0,2022-09-22t17:20:00.000,2022-09-22t17:20:00.000,2022-09-22t17:35:00.000,2022-09-22t17:35:00.000,2022-09-22t17:35:00.000,ams,eham,,10,2022-09-22t19:35:00.000,2022-09-22t19:21:00.000,klm,kl,klm,1550,kl1550,klm1550,a08,,,,,,,,,,
departure,active,lba,egnm,,,2022-09-23t06:20:00.000,2022-09-23t06:20:00.000,,,,ams,eham,,13,2022-09-23t08:40:00.000,,klm,kl,klm,1540,kl1540,klm1540,a08,,,,,,,,,,
departure,active,lba,egnm,6,49.0,2022-09-23t10:05:00.000,2022-09-23t10:54:00.000,,,,ams,eham,,12,2022-09-23t12:20:00.000,,klm,kl,klm,1542,kl1542,klm1542,a08,,,,,,,,,,
departure,active,lba,egnm,6,30.0,2022-09-24t08:45:00.000,2022-09-24t08:45:00.000,2022-09-24t09:14:00.000,2022-09-24t09:14:00.000,2022-09-24t09:14:00.000,ams,eham,,11,2022-09-24t11:00:00.000,2022-09-24t11:06:00.000,klm,kl,klm,1540,kl1540,klm1540,a08,,,,6.0,,,,,,
departure,active,lba,egnm,,,2022-09-25t06:20:00.000,2022-09-25t06:20:00.000,,,,ams,eham,,,2022-09-25t08:40:00.000,,klm,kl,klm,1540,kl1540,klm1540,a08,,,,,,,,,,
departure,active,lba,egnm,6,30.0,2022-09-25t10:05:00.000,2022-09-25t10:35:00.000,,,,ams,eham,,8,2022-09-25t12:20:00.000,,klm,kl,klm,1542,kl1542,klm1542,d27,,,,,,,,,,
departure,cancelled,lba,egnm,,,2022-09-25t17:15:00.000,,,,,ams,eham,,,2022-09-25t19:30:00.000,,klm,kl,klm,1550,kl1550,klm1550,,,,,,,,,,,
departure,active,lba,egnm,6,29.0,2022-09-26t06:20:00.000,2022-09-26t06:49:00.000,,,,ams,eham,,9,2022-09-26t08:40:00.000,,klm,kl,klm,1540,kl1540,klm1540,a08,,,,,,,,,,
departure,active,lba,egnm,6,14.0,2022-09-26t10:05:00.000,2022-09-26t10:05:00.000,2022-09-26t10:18:00.000,2022-09-26t10:18:00.000,2022-09-26t10:18:00.000,ams,eham,,11,2022-09-26t12:20:00.000,2022-09-26t12:00:00.000,klm,kl,klm,1542,kl1542,klm1542,a08,,,,,,,,,,
departure,active,lba,egnm,7,10.0,2022-09-26t17:20:00.000,2022-09-26t17:30:00.000,,,,ams,eham,,8,2022-09-26t19:35:00.000,,klm,kl,klm,1550,kl1550,klm1550,a08,,,,,,,,,,
departure,active,lba,egnm,9,,2022-09-27t08:45:00.000,2022-09-27t08:45:00.000,,,,ams,eham,,10,2022-09-27t11:00:00.000,,klm,kl,klm,1540,kl1540,klm1540,a08,,,,,,,,,,
departure,active,lba,egnm,6,,2022-09-28t06:20:00.000,2022-09-28t06:20:00.000,,,,ams,eham,,13,2022-09-28t08:40:00.000,,klm,kl,klm,1540,kl1540,klm1540,a08,,,,,,,,,,
departure,active,lba,egnm,10,5.0,2022-09-28t10:05:00.000,2022-09-28t10:10:00.000,,,,ams,eham,,11,2022-09-28t12:20:00.000,,klm,kl,klm,1542,kl1542,klm1542,a08,,,,,,,,,,
departure,active,lba,egnm,5,,2022-09-28t17:20:00.000,2022-09-28t17:20:00.000,,,,ams,eham,,10,2022-09-28t19:35:00.000,,klm,kl,klm,1550,kl1550,klm1550,d27,,,,,,,,,,
departure,active,lba,egnm,6,,2022-09-29t08:45:00.000,2022-09-29t08:45:00.000,,,,ams,eham,,9,2022-09-29t11:00:00.000,,klm,kl,klm,1540,kl1540,klm1540,a08,,,,,,,,,,
departure,active,lba,egnm,6,,2022-09-30t06:20:00.000,2022-09-30t06:20:00.000,,,,ams,eham,,9,2022-09-30t08:40:00.000,,klm,kl,klm,1540,kl1540,klm1540,a08,,,,,,,,,,
departure,active,lba,egnm,,,2022-09-30t10:05:00.000,2022-09-30t10:05:00.000,,,,ams,eham,,13,2022-09-30t12:20:00.000,,klm,kl,klm,1542,kl1542,klm1542,a08,,,,,,,,,,
departure,active,lba,egnm,5,29.0,2022-09-30t17:20:00.000,2022-09-30t17:49:00.000,,,,ams,eham,,9,2022-09-30t19:35:00.000,,klm,kl,klm,1550,kl1550,klm1550,d27,,,,,,,,,,
departure,active,lba,egnm,3,21.0,2022-09-01t06:00:00.000,2022-09-01t06:29:00.000,2022-09-01t06:21:00.000,2022-09-01t06:21:00.000,2022-09-01t06:21:00.000,kgs,lgko,,,2022-09-01t12:10:00.000,2022-09-01t12:06:00.000,jet2,ls,exs,355,ls355,exs355,,,,,,,,,,,
departure,active,lba,egnm,5,7.0,2022-09-01t06:05:00.000,2022-09-01t06:05:00.000,2022-09-01t06:11:00.000,2022-09-01t06:11:00.000,2022-09-01t06:11:00.000,fue,gcfv,,3,2022-09-01t10:35:00.000,2022-09-01t10:16:00.000,jet2,ls,exs,249,ls249,exs249,,,,,,,,,,,
departure,active,lba,egnm,10,20.0,2022-09-01t06:10:00.000,2022-09-01t06:10:00.000,2022-09-01t06:30:00.000,2022-09-01t06:30:00.000,2022-09-01t06:30:00.000,pmi,lepa,,18,2022-09-01t09:50:00.000,2022-09-01t09:51:00.000,jet2,ls,exs,257,ls257,exs257,,,,,1.0,,,,,,
departure,active,lba,egnm,1,5.0,2022-09-01t06:30:00.000,2022-09-01t06:30:00.000,2022-09-01t06:34:00.000,2022-09-01t06:34:00.000,2022-09-01t06:34:00.000,alc,leal,,7b,2022-09-01t10:25:00.000,2022-09-01t09:59:00.000,jet2,ls,exs,271,ls271,exs271,,,,,,,,,,,
departure,active,lba,egnm,9,,2022-09-01t07:00:00.000,2022-09-01t07:00:00.000,,,,agp,lemg,,,2022-09-01t11:05:00.000,,jet2,ls,exs,185,ls185,exs185,,,,,,,,,,,
departure,active,lba,egnm,10,18.0,2022-09-01t07:00:00.000,2022-09-01t07:18:00.000,,,,gro,lege,1,,2022-09-01t10:30:00.000,,jet2,ls,exs,255,ls255,exs255,,,,,,,,,,,
departure,active,lba,egnm,5,16.0,2022-09-01t07:30:00.000,2022-09-01t07:30:00.000,2022-09-01t07:45:00.000,2022-09-01t07:45:00.000,2022-09-01t07:45:00.000,ace,gcrr,1,5,2022-09-01t12:00:00.000,2022-09-01t11:44:00.000,jet2,ls,exs,217,ls217,exs217,,,,,,,,,,,
departure,active,lba,egnm,9,44.0,2022-09-01t07:30:00.000,2022-09-01t08:05:00.000,2022-09-01t08:14:00.000,2022-09-01t08:14:00.000,2022-09-01t08:14:00.000,cfu,lgkr,,,2022-09-01t13:00:00.000,2022-09-01t13:20:00.000,jet2,ls,exs,259,ls259,exs259,,,,,21.0,,,,,,
departure,active,lba,egnm,7,29.0,2022-09-01t07:30:00.000,2022-09-01t07:43:00.000,2022-09-01t07:58:00.000,2022-09-01t07:58:00.000,2022-09-01t07:58:00.000,boj,lbbg,,,2022-09-01t13:00:00.000,2022-09-01t13:16:00.000,jet2,ls,exs,281,ls281,exs281,,,,,17.0,,,,,,
departure,active,lba,egnm,8,31.0,2022-09-01t07:35:00.000,2022-09-01t08:03:00.000,2022-09-01t08:05:00.000,2022-09-01t08:05:00.000,2022-09-01t08:05:00.000,ibz,leib,1,07,2022-09-01t11:25:00.000,2022-09-01t11:31:00.000,jet2,ls,exs,197,ls197,exs197,,,,,7.0,,,,,,
departure,active,lba,egnm,10,26.0,2022-09-01t07:55:00.000,2022-09-01t07:55:00.000,2022-09-01t08:21:00.000,2022-09-01t08:21:00.000,2022-09-01t08:21:00.000,fao,lpfr,,,2022-09-01t11:05:00.000,2022-09-01t11:03:00.000,jet2,ls,exs,251,ls251,exs251,,,,,,,,,,,
departure,active,lba,egnm,3,8.0,2022-09-01t08:00:00.000,2022-09-01t08:00:00.000,2022-09-01t08:08:00.000,2022-09-01t08:08:00.000,2022-09-01t08:08:00.000,fco,lirf,3,4,2022-09-01t11:50:00.000,2022-09-01t11:29:00.000,jet2,ls,exs,331,ls331,exs331,,,,,,,,,,,
departure,active,lba,egnm,9,13.0,2022-09-01t11:05:00.000,2022-09-01t11:05:00.000,2022-09-01t11:18:00.000,2022-09-01t11:18:00.000,2022-09-01t11:18:00.000,zth,lgza,,,2022-09-01t16:55:00.000,2022-09-01t16:37:00.000,jet2,ls,exs,447,ls447,exs447,,,,,,,,,,,
departure,active,lba,egnm,,,2022-09-01t12:30:00.000,2022-09-01t12:30:00.000,,,,her,lgir,,,2022-09-01t18:40:00.000,,jet2,ls,exs,209,ls209,exs209,,,,,,,,,,,
departure,active,lba,egnm,,,2022-09-01t13:25:00.000,2022-09-01t13:25:00.000,,,,cdg,lfpg,3,01,2022-09-01t15:55:00.000,,jet2,ls,exs,315,ls315,exs315,,,,,,,,,,,
departure,active,lba,egnm,,,2022-09-01t13:45:00.000,2022-09-01t13:45:00.000,,,,jer,egjj,,,2022-09-01t15:00:00.000,,jet2,ls,exs,175,ls175,exs175,,,,,,,,,,,
departure,active,lba,egnm,6,24.0,2022-09-01t15:05:00.000,2022-09-01t15:05:00.000,2022-09-01t15:28:00.000,2022-09-01t15:28:00.000,2022-09-01t15:28:00.000,fao,lpfr,,,2022-09-01t18:15:00.000,2022-09-01t18:14:00.000,jet2,ls,exs,247,ls247,exs247,,,,,,,,,,,
departure,active,lba,egnm,5,22.0,2022-09-01t15:20:00.000,2022-09-01t15:20:00.000,2022-09-01t15:42:00.000,2022-09-01t15:42:00.000,2022-09-01t15:42:00.000,tfs,gcts,,a5,2022-09-01t19:55:00.000,2022-09-01t19:59:00.000,jet2,ls,exs,223,ls223,exs223,,,,,4.0,,,,,,
departure,active,lba,egnm,3,65.0,2022-09-01t15:35:00.000,2022-09-01t16:40:00.000,,,,dbv,lddu,,,2022-09-01t19:30:00.000,,jet2,ls,exs,439,ls439,exs439,,,,,,,,,,,
departure,active,lba,egnm,10,,2022-09-01t15:45:00.000,2022-09-01t15:45:00.000,,,,agp,lemg,,,2022-09-01t19:50:00.000,,jet2,ls,exs,265,ls265,exs265,,,,,,,,,,,
departure,active,lba,egnm,8,65.0,2022-09-01t16:25:00.000,2022-09-01t17:30:00.000,,,,rho,lgrp,,,2022-09-01t22:45:00.000,,jet2,ls,exs,421,ls421,exs421,,,,,,,,,,,
departure,active,lba,egnm,5,31.0,2022-09-01t16:35:00.000,2022-09-01t17:06:00.000,,,,ayt,ltai,1,,2022-09-01t23:05:00.000,,jet2,ls,exs,213,ls213,exs213,,,,,,,,,,,
departure,active,lba,egnm,9,20.0,2022-09-01t16:35:00.000,2022-09-01t16:35:00.000,2022-09-01t16:54:00.000,2022-09-01t16:54:00.000,2022-09-01t16:54:00.000,dlm,ltbs,i,,2022-09-01t22:55:00.000,2022-09-01t22:46:00.000,jet2,ls,exs,475,ls475,exs475,,,,,,,,,,,
departure,active,lba,egnm,7,19.0,2022-09-01t16:45:00.000,2022-09-01t16:45:00.000,2022-09-01t17:03:00.000,2022-09-01t17:03:00.000,2022-09-01t17:03:00.000,lpa,gclp,,36,2022-09-01t21:20:00.000,2022-09-01t21:20:00.000,jet2,ls,exs,477,ls477,exs477,,,,,,,,,,,
departure,active,lba,egnm,10,6.0,2022-09-01t17:10:00.000,2022-09-01t17:10:00.000,2022-09-01t17:15:00.000,2022-09-01t17:15:00.000,2022-09-01t17:15:00.000,alc,leal,,7b,2022-09-01t21:05:00.000,2022-09-01t20:50:00.000,jet2,ls,exs,273,ls273,exs273,,,,,,,,,,,
departure,active,lba,egnm,3,30.0,2022-09-01t17:40:00.000,2022-09-01t17:15:00.000,2022-09-01t18:10:00.000,2022-09-01t18:10:00.000,2022-09-01t18:10:00.000,ibz,leib,1,09,2022-09-01t21:25:00.000,2022-09-01t21:39:00.000,jet2,ls,exs,263,ls263,exs263,,,,,15.0,,,,,,
departure,active,lba,egnm,5,25.0,2022-09-01t17:55:00.000,2022-09-01t17:55:00.000,2022-09-01t18:19:00.000,2022-09-01t18:19:00.000,2022-09-01t18:19:00.000,pmi,lepa,,06,2022-09-01t21:40:00.000,2022-09-01t21:39:00.000,jet2,ls,exs,227,ls227,exs227,,,,,,,,,,,
departure,active,lba,egnm,8,16.0,2022-09-01t18:00:00.000,2022-09-01t18:00:00.000,2022-09-01t18:15:00.000,2022-09-01t18:15:00.000,2022-09-01t18:15:00.000,jtr,lgsr,,,2022-09-02t00:10:00.000,2022-09-01t23:58:00.000,jet2,ls,exs,277,ls277,exs277,,,,,,,,,,,
departure,active,lba,egnm,,,2022-09-02t06:00:00.000,2022-09-02t06:00:00.000,,,,efl,lgkf,,,2022-09-02t11:45:00.000,,jet2,ls,exs,253,ls253,exs253,,,,,,,,,,,
departure,active,lba,egnm,,,2022-09-02t06:00:00.000,2022-09-02t06:00:00.000,,,,reu,lers,t1,1,2022-09-02t09:35:00.000,,jet2,ls,exs,297,ls297,exs297,,,,,,,,,,,
departure,active,lba,egnm,,,2022-09-02t06:00:00.000,2022-09-02t06:00:00.000,,,,her,lgir,,,2022-09-02t12:10:00.000,,jet2,ls,exs,443,ls443,exs443,,,,,,,,,,,
departure,active,lba,egnm,,,2022-09-02t06:05:00.000,2022-09-02t06:05:00.000,,,,ace,gcrr,1,3,2022-09-02t10:35:00.000,,jet2,ls,exs,217,ls217,exs217,,,,,,,,,,,
departure,active,lba,egnm,5,15.0,2022-09-02t06:15:00.000,2022-09-02t06:15:00.000,2022-09-02t06:30:00.000,2022-09-02t06:30:00.000,2022-09-02t06:30:00.000,tfs,gcts,,b1,2022-09-02t10:50:00.000,2022-09-02t10:42:00.000,jet2,ls,exs,243,ls243,exs243,,,,,,,,,,,
departure,active,lba,egnm,10,25.0,2022-09-02t06:20:00.000,2022-09-02t06:20:00.000,2022-09-02t06:45:00.000,2022-09-02t06:45:00.000,2022-09-02t06:45:00.000,bcn,lebl,1,43,2022-09-02t09:55:00.000,2022-09-02t09:51:00.000,jet2,ls,exs,231,ls231,exs231,,,,,,,,,,,
departure,active,lba,egnm,3,39.0,2022-09-02t06:20:00.000,2022-09-02t06:20:00.000,2022-09-02t06:58:00.000,2022-09-02t06:58:00.000,2022-09-02t06:58:00.000,mah,lemh,ter1,06,2022-09-02t10:10:00.000,2022-09-02t10:19:00.000,jet2,ls,exs,375,ls375,exs375,,,,,9.0,,,,,,
departure,active,lba,egnm,9,,2022-09-02t07:00:00.000,2022-09-02t07:00:00.000,,,,agp,lemg,,,2022-09-02t11:05:00.000,,jet2,ls,exs,185,ls185,exs185,,,,,,,,,,,
departure,active,lba,egnm,1,15.0,2022-09-02t07:00:00.000,2022-09-02t07:15:00.000,,,,pmi,lepa,,10,2022-09-02t10:45:00.000,,jet2,ls,exs,257,ls257,exs257,,,,,,,,,,,
departure,active,lba,egnm,10,20.0,2022-09-02t07:05:00.000,2022-09-02t07:25:00.000,,,,ibz,leib,1,05,2022-09-02t10:55:00.000,,jet2,ls,exs,197,ls197,exs197,,,,,,,,,,,
departure,active,lba,egnm,3,5.0,2022-09-02t07:45:00.000,2022-09-02t07:50:00.000,,,,fao,lpfr,,,2022-09-02t10:55:00.000,,jet2,ls,exs,251,ls251,exs251,,,,,,,,,,,
departure,active,lba,egnm,,30.0,2022-09-02t08:00:00.000,2022-09-02t08:30:00.000,,,,alc,leal,,4b,2022-09-02t11:55:00.000,,jet2,ls,exs,271,ls271,exs271,,,,,,,,,,,
departure,active,lba,egnm,,,2022-09-02t09:00:00.000,2022-09-02t09:00:00.000,,,,pmi,lepa,,18,2022-09-02t12:45:00.000,,jet2,ls,exs,229,ls229,exs229,,,,,,,,,,,
departure,active,lba,egnm,3,,2022-09-02t12:35:00.000,2022-09-02t12:35:00.000,,,,prg,lkpr,1,11,2022-09-02t15:50:00.000,,jet2,ls,exs,195,ls195,exs195,,,,,,,,,,,
departure,active,lba,egnm,6,54.0,2022-09-02t13:25:00.000,2022-09-02t13:55:00.000,2022-09-02t14:19:00.000,2022-09-02t14:19:00.000,2022-09-02t14:19:00.000,cdg,lfpg,3,03,2022-09-02t15:55:00.000,2022-09-02t16:11:00.000,jet2,ls,exs,315,ls315,exs315,,,,,16.0,,,,,,
departure,active,lba,egnm,2,10.0,2022-09-02t14:30:00.000,2022-09-02t14:40:00.000,,,,pmi,lepa,,04,2022-09-02t18:15:00.000,,jet2,ls,exs,227,ls227,exs227,,,,,,,,,,,
departure,active,lba,egnm,8,8.0,2022-09-02t14:45:00.000,2022-09-02t14:45:00.000,2022-09-02t14:52:00.000,2022-09-02t14:52:00.000,2022-09-02t14:52:00.000,bud,lhbp,2b,,2022-09-02t18:30:00.000,2022-09-02t18:10:00.000,jet2,ls,exs,431,ls431,exs431,,,,,,,,,,,
departure,active,lba,egnm,3,14.0,2022-09-02t15:20:00.000,2022-09-02t15:20:00.000,2022-09-02t15:33:00.000,2022-09-02t15:33:00.000,2022-09-02t15:33:00.000,lca,lclk,,,2022-09-02t22:10:00.000,2022-09-02t22:01:00.000,jet2,ls,exs,465,ls465,exs465,,,,,,,,,,,
departure,active,lba,egnm,8,,2022-09-02t15:45:00.000,2022-09-02t15:45:00.000,,,,agp,lemg,,,2022-09-02t19:50:00.000,,jet2,ls,exs,265,ls265,exs265,,,,,,,,,,,
departure,active,lba,egnm,7,,2022-09-02t15:55:00.000,2022-09-02t15:55:00.000,,,,pfo,lcph,,,2022-09-02t22:35:00.000,,jet2,ls,exs,405,ls405,exs405,,,,,,,,,,,
departure,active,lba,egnm,10,28.0,2022-09-02t16:15:00.000,2022-09-02t16:15:00.000,2022-09-02t16:43:00.000,2022-09-02t16:43:00.000,2022-09-02t16:43:00.000,ibz,leib,1,05,2022-09-02t20:05:00.000,2022-09-02t20:12:00.000,jet2,ls,exs,263,ls263,exs263,,,,,7.0,,,,,,
departure,active,lba,egnm,6,19.0,2022-09-02t16:35:00.000,2022-09-02t16:35:00.000,2022-09-02t16:54:00.000,2022-09-02t16:54:00.000,2022-09-02t16:54:00.000,ayt,ltai,1,,2022-09-02t23:05:00.000,2022-09-02t22:58:00.000,jet2,ls,exs,213,ls213,exs213,,,,,,,,,,,
departure,active,lba,egnm,7,35.0,2022-09-02t16:35:00.000,2022-09-02t16:35:00.000,2022-09-02t17:09:00.000,2022-09-02t17:09:00.000,2022-09-02t17:09:00.000,dlm,ltbs,i,,2022-09-02t22:55:00.000,2022-09-02t23:03:00.000,jet2,ls,exs,475,ls475,exs475,,,,,8.0,,,,,,
departure,active,lba,egnm,9,,2022-09-02t16:50:00.000,2022-09-02t16:50:00.000,,,,cfu,lgkr,,,2022-09-02t22:20:00.000,,jet2,ls,exs,259,ls259,exs259,,,,,,,,,,,
departure,active,lba,egnm,10,,2022-09-02t17:10:00.000,2022-09-02t17:10:00.000,,,,fao,lpfr,,,2022-09-02t20:20:00.000,,jet2,ls,exs,247,ls247,exs247,,,,,,,,,,,
departure,active,lba,egnm,3,,2022-09-02t17:15:00.000,2022-09-02t17:15:00.000,,,,tfs,gcts,,a6,2022-09-02t21:50:00.000,,jet2,ls,exs,223,ls223,exs223,,,,,,,,,,,
departure,active,lba,egnm,7,35.0,2022-09-02t17:55:00.000,2022-09-02t18:30:00.000,2022-09-02t18:30:00.000,2022-09-02t18:30:00.000,2022-09-02t18:30:00.000,alc,leal,,3b,2022-09-02t21:50:00.000,2022-09-02t22:03:00.000,jet2,ls,exs,273,ls273,exs273,,,,,13.0,,,,,,
departure,active,lba,egnm,3,20.0,2022-09-02t18:35:00.000,2022-09-02t18:55:00.000,,,,pmi,lepa,,06,2022-09-02t22:20:00.000,,jet2,ls,exs,237,ls237,exs237,,,,,,,,,,,
departure,active,lba,egnm,1,,2022-09-03t06:00:00.000,2022-09-03t06:00:00.000,,,,psa,lirp,,,2022-09-03t09:35:00.000,,jet2,ls,exs,367,ls367,exs367,,,,,,,,,,,
departure,active,lba,egnm,3,,2022-09-03t06:00:00.000,2022-09-03t06:00:00.000,,,,rho,lgrp,,,2022-09-03t12:30:00.000,,jet2,ls,exs,421,ls421,exs421,,,,,,,,,,,
departure,active,lba,egnm,8,5.0,2022-09-03t06:00:00.000,2022-09-03t06:05:00.000,,,,her,lgir,,,2022-09-03t12:10:00.000,,jet2,ls,exs,443,ls443,exs443,,,,,,,,,,,
departure,active,lba,egnm,9,,2022-09-03t06:05:00.000,2022-09-03t06:05:00.000,,,,fue,gcfv,,6,2022-09-03t10:35:00.000,,jet2,ls,exs,249,ls249,exs249,,,,,,,,,,,
departure,active,lba,egnm,5,,2022-09-03t06:05:00.000,2022-09-03t06:05:00.000,,,,zth,lgza,,,2022-09-03t11:55:00.000,,jet2,ls,exs,447,ls447,exs447,,,,,,,,,,,
departure,active,lba,egnm,,,2022-09-03t06:30:00.000,2022-09-03t06:30:00.000,,,,nce,lfmn,1,,2022-09-03t09:50:00.000,,jet2,ls,exs,241,ls241,exs241,,,,,,,,,,,
departure,active,lba,egnm,,,2022-09-03t07:00:00.000,2022-09-03t07:00:00.000,,,,agp,lemg,,,2022-09-03t11:05:00.000,,jet2,ls,exs,185,ls185,exs185,,,,,,,,,,,
departure,active,lba,egnm,,,2022-09-03t07:00:00.000,2022-09-03t07:00:00.000,,,,pmi,lepa,,09,2022-09-03t10:40:00.000,,jet2,ls,exs,257,ls257,exs257,,,,,,,,,,,
departure,active,lba,egnm,,,2022-09-03t07:00:00.000,2022-09-03t07:00:00.000,,,,mah,lemh,ter1,06,2022-09-03t10:45:00.000,,jet2,ls,exs,375,ls375,exs375,,,,,,,,,,,
departure,active,lba,egnm,,,2022-09-03t07:15:00.000,2022-09-03t07:15:00.000,,,,ibz,leib,1,09,2022-09-03t11:05:00.000,,jet2,ls,exs,197,ls197,exs197,,,,,,,,,,,
departure,active,lba,egnm,,42.0,2022-09-03t07:15:00.000,2022-09-03t07:57:00.000,,,,alc,leal,,4a,2022-09-03t11:10:00.000,,jet2,ls,exs,271,ls271,exs271,,,,,,,,,,,
