type,status,departure.iataCode,departure.icaoCode,departure.gate,departure.delay,departure.scheduledTime,departure.estimatedTime,departure.actualTime,departure.estimatedRunway,departure.actualRunway,arrival.iataCode,arrival.icaoCode,arrival.terminal,arrival.baggage,arrival.scheduledTime,arrival.estimatedTime,airline.name,airline.iataCode,airline.icaoCode,flight.number,flight.iataNumber,flight.icaoNumber,arrival.gate,arrival.actualTime,arrival.estimatedRunway,arrival.actualRunway,arrival.delay,codeshared.airline.name,codeshared.airline.iataCode,codeshared.airline.icaoCode,codeshared.flight.number,codeshared.flight.iataNumber,codeshared.flight.icaoNumber
departure,active,lba,egnm,10,11.0,2022-03-03t08:00:00.000,2022-03-03t08:00:00.000,2022-03-03t08:11:00.000,2022-03-03t08:11:00.000,2022-03-03t08:11:00.000,gva,lsgg,2,5,2022-03-03t11:00:00.000,2022-03-03t10:46:00.000,jet2,ls,exs,285,ls285,exs285,,,,,,,,,,,
departure,active,lba,egnm,5,6.0,2022-03-03t08:20:00.000,2022-03-03t08:20:00.000,2022-03-03t08:26:00.000,2022-03-03t08:26:00.000,2022-03-03t08:26:00.000,tfs,gcts,,a7,2022-03-03t13:00:00.000,2022-03-03t12:39:00.000,jet2,ls,exs,223,ls223,exs223,,,,,,,,,,,
departure,active,lba,egnm,5,,2022-03-03t09:15:00.000,2022-03-03t09:15:00.000,,,,fue,gcfv,,3,2022-03-03t13:45:00.000,,jet2,ls,exs,249,ls249,exs249,,,,,,,,,,,
departure,active,lba,egnm,,,2022-03-03t09:30:00.000,2022-03-03t09:30:00.000,,,,lpa,gclp,,34,2022-03-03t14:15:00.000,,jet2,ls,exs,477,ls477,exs477,,,,,,,,,,,
departure,active,lba,egnm,,,2022-03-03t09:35:00.000,2022-03-03t09:35:00.000,,,,fao,lpfr,,,2022-03-03t12:45:00.000,,jet2,ls,exs,251,ls251,exs251,,,,,,,,,,,
departure,active,lba,egnm,3,5.0,2022-03-03t10:25:00.000,2022-03-03t10:25:00.000,2022-03-03t10:29:00.000,2022-03-03t10:29:00.000,2022-03-03t10:29:00.000,ace,gcrr,1,5,2022-03-03t14:55:00.000,2022-03-03t14:34:00.000,jet2,ls,exs,217,ls217,exs217,,,,,,,,,,,
departure,active,lba,egnm,8,19.0,2022-03-03t10:50:00.000,2022-03-03t10:50:00.000,2022-03-03t11:09:00.000,2022-03-03t11:09:00.000,2022-03-03t11:09:00.000,alc,leal,,3b,2022-03-03t14:45:00.000,2022-03-03t14:39:00.000,jet2,ls,exs,271,ls271,exs271,,,,,,,,,,,
departure,active,lba,egnm,3,,2022-03-03t15:05:00.000,2022-03-03t15:05:00.000,,,,cdg,lfpg,2a,06,2022-03-03t17:35:00.000,,jet2,ls,exs,315,ls315,exs315,,,,,,,,,,,
departure,active,lba,egnm,,10.0,2022-03-03t16:15:00.000,2022-03-03t16:25:00.000,,,,ams,eham,,,2022-03-03t18:15:00.000,,jet2,ls,exs,205,ls205,exs205,,,,,,,,,,,
departure,active,lba,egnm,8,19.0,2022-03-04t07:00:00.000,2022-03-04t07:00:00.000,2022-03-04t07:18:00.000,2022-03-04t07:18:00.000,2022-03-04t07:18:00.000,alc,leal,,,2022-03-04t10:55:00.000,2022-03-04t10:46:00.000,jet2,ls,exs,271,ls271,exs271,,,,,,,,,,,
departure,active,lba,egnm,,,2022-03-04t08:00:00.000,2022-03-04t08:00:00.000,,,,pmi,lepa,,5,2022-03-04t11:40:00.000,,jet2,ls,exs,257,ls257,exs257,,,,,,,,,,,
departure,active,lba,egnm,8,,2022-03-04t08:00:00.000,2022-03-04t08:00:00.000,,,,gva,lsgg,2,6,2022-03-04t11:00:00.000,,jet2,ls,exs,285,ls285,exs285,,,,,,,,,,,
departure,active,lba,egnm,,,2022-03-04t08:20:00.000,2022-03-04t08:20:00.000,,,,tfs,gcts,,a7,2022-03-04t13:00:00.000,,jet2,ls,exs,223,ls223,exs223,,,,,,,,,,,
departure,active,lba,egnm,,,2022-03-04t09:00:00.000,2022-03-04t09:00:00.000,,,,agp,lemg,,,2022-03-04t13:05:00.000,,jet2,ls,exs,185,ls185,exs185,,,,,,,,,,,
departure,active,lba,egnm,8,15.0,2022-03-04t09:35:00.000,2022-03-04t09:35:00.000,2022-03-04t09:49:00.000,2022-03-04t09:49:00.000,2022-03-04t09:49:00.000,fao,lpfr,,,2022-03-04t12:45:00.000,2022-03-04t12:37:00.000,jet2,ls,exs,251,ls251,exs251,,,,,,,,,,,
departure,active,lba,egnm,3,11.0,2022-03-04t09:45:00.000,2022-03-04t09:45:00.000,2022-03-04t09:55:00.000,2022-03-04t09:55:00.000,2022-03-04t09:55:00.000,ace,gcrr,1,2,2022-03-04t14:10:00.000,2022-03-04t13:56:00.000,jet2,ls,exs,217,ls217,exs217,,,,,,,,,,,
departure,active,lba,egnm,9,,2022-03-04t10:20:00.000,2022-03-04t10:20:00.000,,,,tfs,gcts,,b5,2022-03-04t15:00:00.000,,jet2,ls,exs,243,ls243,exs243,,,,,,,,,,,
departure,active,lba,egnm,8,16.0,2022-03-04t10:20:00.000,2022-03-04t10:36:00.000,,,,krk,epkk,t,,2022-03-04t13:55:00.000,,jet2,ls,exs,295,ls295,exs295,,,,,,,,,,,
departure,active,lba,egnm,2,14.0,2022-03-04t11:30:00.000,2022-03-04t11:30:00.000,2022-03-04t11:44:00.000,2022-03-04t11:44:00.000,2022-03-04t11:44:00.000,cdg,lfpg,2a,06,2022-03-04t14:00:00.000,2022-03-04t13:54:00.000,jet2,ls,exs,315,ls315,exs315,,,,,,,,,,,
departure,active,lba,egnm,3,,2022-03-04t13:50:00.000,2022-03-04t13:50:00.000,,,,prg,lkpr,1,13,2022-03-04t17:05:00.000,,jet2,ls,exs,195,ls195,exs195,,,,,,,,,,,
departure,active,lba,egnm,8,12.0,2022-03-04t14:55:00.000,2022-03-04t15:07:00.000,,,,bud,lhbp,2b,,2022-03-04t18:35:00.000,,jet2,ls,exs,431,ls431,exs431,,,,,,,,,,,
departure,active,lba,egnm,9,5.0,2022-03-04t15:15:00.000,2022-03-04t15:20:00.000,,,,ams,eham,,22,2022-03-04t17:30:00.000,,jet2,ls,exs,201,ls201,exs201,,,,,,,,,,,
departure,active,lba,egnm,3,,2022-03-05t06:10:00.000,2022-03-05t06:10:00.000,,,,gva,lsgg,2,23,2022-03-05t09:10:00.000,,jet2,ls,exs,285,ls285,exs285,,,,,,,,,,,
departure,active,lba,egnm,8,11.0,2022-03-05t07:00:00.000,2022-03-05t07:00:00.000,2022-03-05t07:11:00.000,2022-03-05t07:11:00.000,2022-03-05t07:11:00.000,alc,leal,,,2022-03-05t10:55:00.000,2022-03-05t10:40:00.000,jet2,ls,exs,271,ls271,exs271,,,,,,,,,,,
departure,active,lba,egnm,5,7.0,2022-03-05t08:20:00.000,2022-03-05t08:20:00.000,2022-03-05t08:26:00.000,2022-03-05t08:26:00.000,2022-03-05t08:26:00.000,tfs,gcts,,b3,2022-03-05t13:00:00.000,2022-03-05t12:41:00.000,jet2,ls,exs,223,ls223,exs223,,,,,,,,,,,
departure,active,lba,egnm,8,,2022-03-05t09:15:00.000,2022-03-05t09:15:00.000,,,,pfo,lcph,,,2022-03-05t15:55:00.000,,jet2,ls,exs,405,ls405,exs405,,,,,,,,,,,
departure,active,lba,egnm,9,10.0,2022-03-05t09:30:00.000,2022-03-05t09:30:00.000,2022-03-05t09:40:00.000,2022-03-05t09:40:00.000,2022-03-05t09:40:00.000,lpa,gclp,,35,2022-03-05t14:15:00.000,2022-03-05t13:49:00.000,jet2,ls,exs,477,ls477,exs477,,,,,,,,,,,
departure,active,lba,egnm,2,8.0,2022-03-05t09:35:00.000,2022-03-05t09:35:00.000,2022-03-05t09:42:00.000,2022-03-05t09:42:00.000,2022-03-05t09:42:00.000,fao,lpfr,,,2022-03-05t12:45:00.000,2022-03-05t12:30:00.000,jet2,ls,exs,251,ls251,exs251,,,,,,,,,,,
departure,active,lba,egnm,3,13.0,2022-03-05t09:45:00.000,2022-03-05t09:45:00.000,2022-03-05t09:57:00.000,2022-03-05t09:57:00.000,2022-03-05t09:57:00.000,ace,gcrr,1,5,2022-03-05t14:10:00.000,2022-03-05t13:58:00.000,jet2,ls,exs,217,ls217,exs217,,,,,,,,,,,
departure,active,lba,egnm,8,8.0,2022-03-05t09:55:00.000,2022-03-05t09:55:00.000,2022-03-05t10:02:00.000,2022-03-05t10:02:00.000,2022-03-05t10:02:00.000,szg,lows,,,2022-03-05t13:05:00.000,2022-03-05t12:46:00.000,jet2,ls,exs,383,ls383,exs383,,,,,,,,,,,
departure,active,lba,egnm,10,6.0,2022-03-05t11:15:00.000,2022-03-05t11:15:00.000,2022-03-05t11:21:00.000,2022-03-05t11:21:00.000,2022-03-05t11:21:00.000,fue,gcfv,,5,2022-03-05t15:45:00.000,2022-03-05t15:25:00.000,jet2,ls,exs,249,ls249,exs249,,,,,,,,,,,
departure,scheduled,lba,egnm,3,78.0,2022-03-05t11:55:00.000,2022-03-05t13:13:00.000,,,,cmf,lflb,,,2022-03-05t14:55:00.000,,jet2,ls,exs,417,ls417,exs417,,,,,,,,,,,
departure,active,lba,egnm,10,5.0,2022-03-05t12:30:00.000,2022-03-05t12:30:00.000,2022-03-05t12:35:00.000,2022-03-05t12:35:00.000,2022-03-05t12:35:00.000,gva,lsgg,2,23,2022-03-05t15:30:00.000,,jet2,ls,exs,287,ls287,exs287,,2022-03-05t15:18:00.000,2022-03-05t15:18:00.000,2022-03-05t15:18:00.000,,,,,,,
departure,active,lba,egnm,6,13.0,2022-03-05t14:45:00.000,2022-03-05t14:45:00.000,2022-03-05t14:57:00.000,2022-03-05t14:57:00.000,2022-03-05t14:57:00.000,agp,lemg,,,2022-03-05t18:50:00.000,2022-03-05t18:36:00.000,jet2,ls,exs,185,ls185,exs185,,,,,,,,,,,
departure,active,lba,egnm,3,13.0,2022-03-06t07:00:00.000,2022-03-06t07:00:00.000,2022-03-06t07:13:00.000,2022-03-06t07:13:00.000,2022-03-06t07:13:00.000,agp,lemg,,,2022-03-06t11:05:00.000,2022-03-06t10:48:00.000,jet2,ls,exs,185,ls185,exs185,,,,,,,,,,,
departure,active,lba,egnm,5,20.0,2022-03-06t07:00:00.000,2022-03-06t07:00:00.000,2022-03-06t07:19:00.000,2022-03-06t07:19:00.000,2022-03-06t07:19:00.000,alc,leal,,,2022-03-06t10:55:00.000,2022-03-06t10:48:00.000,jet2,ls,exs,271,ls271,exs271,,,,,,,,,,,
departure,active,lba,egnm,10,18.0,2022-03-06t07:30:00.000,2022-03-06t07:48:00.000,,,,fnc,lpma,,,2022-03-06t11:30:00.000,,jet2,ls,exs,389,ls389,exs389,,,,,,,,,,,
departure,active,lba,egnm,8,22.0,2022-03-06t08:00:00.000,2022-03-06t08:00:00.000,2022-03-06t08:22:00.000,2022-03-06t08:22:00.000,2022-03-06t08:22:00.000,ayt,ltai,1,102,2022-03-06t15:30:00.000,2022-03-06t15:20:00.000,jet2,ls,exs,213,ls213,exs213,,,,,,,,,,,
departure,active,lba,egnm,5,11.0,2022-03-06t08:20:00.000,2022-03-06t08:20:00.000,2022-03-06t08:30:00.000,2022-03-06t08:30:00.000,2022-03-06t08:30:00.000,tfs,gcts,,a4,2022-03-06t13:00:00.000,2022-03-06t12:48:00.000,jet2,ls,exs,223,ls223,exs223,,,,,,,,,,,
departure,active,lba,egnm,10,24.0,2022-03-06t09:30:00.000,2022-03-06t09:30:00.000,2022-03-06t09:54:00.000,2022-03-06t09:54:00.000,2022-03-06t09:54:00.000,lpa,gclp,,35,2022-03-06t14:15:00.000,2022-03-06t14:04:00.000,jet2,ls,exs,477,ls477,exs477,,,,,,,,,,,
departure,active,lba,egnm,8,14.0,2022-03-06t09:35:00.000,2022-03-06t09:35:00.000,2022-03-06t09:48:00.000,2022-03-06t09:48:00.000,2022-03-06t09:48:00.000,fao,lpfr,,,2022-03-06t12:45:00.000,2022-03-06t12:39:00.000,jet2,ls,exs,251,ls251,exs251,,,,,,,,,,,
departure,active,lba,egnm,7,20.0,2022-03-06t09:45:00.000,2022-03-06t10:05:00.000,,,,ace,gcrr,1,3,2022-03-06t14:10:00.000,,jet2,ls,exs,217,ls217,exs217,,,,,,,,,,,
departure,active,lba,egnm,2,1.0,2022-03-06t11:10:00.000,2022-03-06t11:10:00.000,2022-03-06t11:11:00.000,2022-03-06t11:11:00.000,2022-03-06t11:11:00.000,gva,lsgg,2,23,2022-03-06t14:10:00.000,2022-03-06t13:50:00.000,jet2,ls,exs,285,ls285,exs285,,,,,,,,,,,
departure,active,lba,egnm,3,6.0,2022-03-06t12:30:00.000,2022-03-06t12:30:00.000,2022-03-06t12:36:00.000,2022-03-06t12:36:00.000,2022-03-06t12:36:00.000,tfs,gcts,,a6,2022-03-06t17:10:00.000,2022-03-06t16:49:00.000,jet2,ls,exs,243,ls243,exs243,,,,,,,,,,,
departure,active,lba,egnm,3,5.0,2022-03-06t15:30:00.000,2022-03-06t15:30:00.000,2022-03-06t15:35:00.000,2022-03-06t15:35:00.000,2022-03-06t15:35:00.000,gva,lsgg,2,24,2022-03-06t18:30:00.000,2022-03-06t18:10:00.000,jet2,ls,exs,287,ls287,exs287,,,,,,,,,,,
departure,active,lba,egnm,8,15.0,2022-03-06t17:20:00.000,2022-03-06t17:35:00.000,,,,cdg,lfpg,2a,05,2022-03-06t19:50:00.000,,jet2,ls,exs,315,ls315,exs315,,,,,,,,,,,
departure,active,lba,egnm,10,9.0,2022-03-07t08:00:00.000,2022-03-07t08:00:00.000,2022-03-07t08:09:00.000,2022-03-07t08:09:00.000,2022-03-07t08:09:00.000,pmi,lepa,,07,2022-03-07t11:40:00.000,2022-03-07t11:35:00.000,jet2,ls,exs,257,ls257,exs257,,,,,,,,,,,
departure,active,lba,egnm,8,25.0,2022-03-07t08:20:00.000,2022-03-07t08:45:00.000,,,,tfs,gcts,,a7,2022-03-07t13:00:00.000,,jet2,ls,exs,223,ls223,exs223,,,,,,,,,,,
departure,active,lba,egnm,8,18.0,2022-03-07t09:00:00.000,2022-03-07t09:00:00.000,2022-03-07t09:18:00.000,2022-03-07t09:18:00.000,2022-03-07t09:18:00.000,agp,lemg,,,2022-03-07t13:05:00.000,2022-03-07t12:52:00.000,jet2,ls,exs,185,ls185,exs185,,,,,,,,,,,
departure,active,lba,egnm,3,11.0,2022-03-07t09:00:00.000,2022-03-07t09:00:00.000,2022-03-07t09:10:00.000,2022-03-07t09:10:00.000,2022-03-07t09:10:00.000,gva,lsgg,2,6,2022-03-07t12:00:00.000,2022-03-07t11:48:00.000,jet2,ls,exs,285,ls285,exs285,,,,,,,,,,,
departure,active,lba,egnm,9,,2022-03-07t09:30:00.000,2022-03-07t09:30:00.000,,,,alc,leal,,,2022-03-07t13:25:00.000,,jet2,ls,exs,271,ls271,exs271,,,,,,,,,,,
departure,active,lba,egnm,10,,2022-03-07t09:35:00.000,2022-03-07t09:35:00.000,,,,fao,lpfr,,,2022-03-07t12:45:00.000,,jet2,ls,exs,251,ls251,exs251,,,,,,,,,,,
departure,active,lba,egnm,8,,2022-03-07t09:45:00.000,2022-03-07t09:45:00.000,,,,ace,gcrr,1,5,2022-03-07t14:10:00.000,,jet2,ls,exs,217,ls217,exs217,,,,,,,,,,,
departure,active,lba,egnm,7,6.0,2022-03-07t11:30:00.000,2022-03-07t11:30:00.000,2022-03-07t11:35:00.000,2022-03-07t11:35:00.000,2022-03-07t11:35:00.000,cdg,lfpg,2a,06,2022-03-07t14:00:00.000,2022-03-07t13:48:00.000,jet2,ls,exs,315,ls315,exs315,,,,,,,,,,,
departure,active,lba,egnm,,,2022-03-07t14:50:00.000,2022-03-07t14:50:00.000,,,,prg,lkpr,1,12,2022-03-07t18:05:00.000,,jet2,ls,exs,195,ls195,exs195,,,,,,,,,,,
departure,active,lba,egnm,,,2022-03-07t14:55:00.000,2022-03-07t14:55:00.000,,,,bud,lhbp,2b,,2022-03-07t18:35:00.000,,jet2,ls,exs,431,ls431,exs431,,,,,,,,,,,
departure,active,lba,egnm,,,2022-03-07t15:15:00.000,2022-03-07t15:15:00.000,,,,krk,epkk,t,,2022-03-07t18:50:00.000,,jet2,ls,exs,295,ls295,exs295,,,,,,,,,,,
departure,active,lba,egnm,2,20.0,2022-03-07t15:25:00.000,2022-03-07t15:25:00.000,2022-03-07t15:44:00.000,2022-03-07t15:44:00.000,2022-03-07t15:44:00.000,ams,eham,3,19,2022-03-07t17:40:00.000,2022-03-07t17:41:00.000,jet2,ls,exs,201,ls201,exs201,,,,,2.0,,,,,,
departure,active,lba,egnm,8,10.0,2022-03-08t08:20:00.000,2022-03-08t08:30:00.000,,,,tfs,gcts,,b2,2022-03-08t13:00:00.000,,jet2,ls,exs,223,ls223,exs223,,,,,,,,,,,
departure,active,lba,egnm,3,13.0,2022-03-08t09:00:00.000,2022-03-08t09:00:00.000,2022-03-08t09:12:00.000,2022-03-08t09:12:00.000,2022-03-08t09:12:00.000,agp,lemg,,,2022-03-08t13:05:00.000,2022-03-08t12:52:00.000,jet2,ls,exs,185,ls185,exs185,,,,,,,,,,,
departure,active,lba,egnm,5,13.0,2022-03-08t09:15:00.000,2022-03-08t09:15:00.000,2022-03-08t09:27:00.000,2022-03-08t09:27:00.000,2022-03-08t09:27:00.000,fue,gcfv,,4,2022-03-08t13:45:00.000,2022-03-08t13:34:00.000,jet2,ls,exs,249,ls249,exs249,,,,,,,,,,,
departure,active,lba,egnm,,,2022-03-08t09:30:00.000,2022-03-08t09:30:00.000,,,,lpa,gclp,,36,2022-03-08t14:15:00.000,,jet2,ls,exs,477,ls477,exs477,,,,,,,,,,,
departure,active,lba,egnm,8,,2022-03-08t09:45:00.000,2022-03-08t09:45:00.000,,,,ace,gcrr,1,3,2022-03-08t14:10:00.000,,jet2,ls,exs,217,ls217,exs217,,,,,,,,,,,
departure,active,lba,egnm,8,4.0,2022-03-08t10:30:00.000,2022-03-08t10:30:00.000,2022-03-08t10:34:00.000,2022-03-08t10:34:00.000,2022-03-08t10:34:00.000,tfs,gcts,,a5,2022-03-08t15:10:00.000,2022-03-08t14:45:00.000,jet2,ls,exs,243,ls243,exs243,,,,,,,,,,,
departure,active,lba,egnm,6,25.0,2022-03-08t10:50:00.000,2022-03-08t11:15:00.000,,,,alc,leal,,,2022-03-08t14:45:00.000,,jet2,ls,exs,271,ls271,exs271,,,,,,,,,,,
departure,active,lba,egnm,8,7.0,2022-03-09t08:20:00.000,2022-03-09t08:20:00.000,2022-03-09t08:27:00.000,2022-03-09t08:27:00.000,2022-03-09t08:27:00.000,tfs,gcts,,b2,2022-03-09t13:00:00.000,2022-03-09t12:43:00.000,jet2,ls,exs,223,ls223,exs223,,,,,,,,,,,
departure,active,lba,egnm,8,7.0,2022-03-09t09:20:00.000,2022-03-09t09:20:00.000,2022-03-09t09:26:00.000,2022-03-09t09:26:00.000,2022-03-09t09:26:00.000,pfo,lcph,,,2022-03-09t16:00:00.000,2022-03-09t15:41:00.000,jet2,ls,exs,405,ls405,exs405,,,,,,,,,,,
departure,active,lba,egnm,3,10.0,2022-03-09t09:30:00.000,2022-03-09t09:30:00.000,2022-03-09t09:39:00.000,2022-03-09t09:39:00.000,2022-03-09t09:39:00.000,alc,leal,,,2022-03-09t13:25:00.000,2022-03-09t13:09:00.000,jet2,ls,exs,271,ls271,exs271,,,,,,,,,,,
departure,active,lba,egnm,3,12.0,2022-03-10t07:00:00.000,2022-03-10t07:00:00.000,2022-03-10t07:12:00.000,2022-03-10t07:12:00.000,2022-03-10t07:12:00.000,agp,lemg,,,2022-03-10t11:05:00.000,2022-03-10t10:48:00.000,jet2,ls,exs,185,ls185,exs185,,,,,,,,,,,
departure,active,lba,egnm,8,,2022-03-10t08:00:00.000,2022-03-10t08:00:00.000,,,,ayt,ltai,1,103,2022-03-10t15:30:00.000,,jet2,ls,exs,213,ls213,exs213,,,,,,,,,,,
departure,active,lba,egnm,5,,2022-03-10t08:00:00.000,2022-03-10t08:00:00.000,,,,gva,lsgg,2,4,2022-03-10t11:00:00.000,,jet2,ls,exs,285,ls285,exs285,,,,,,,,,,,
departure,active,lba,egnm,3,27.0,2022-03-10t08:20:00.000,2022-03-10t08:20:00.000,2022-03-10t08:46:00.000,2022-03-10t08:46:00.000,2022-03-10t08:46:00.000,tfs,gcts,,a1,2022-03-10t13:00:00.000,2022-03-10t12:58:00.000,jet2,ls,exs,223,ls223,exs223,,,,,,,,,,,
departure,active,lba,egnm,5,,2022-03-10t09:15:00.000,2022-03-10t09:15:00.000,,,,fue,gcfv,,5,2022-03-10t13:45:00.000,,jet2,ls,exs,249,ls249,exs249,,,,,,,,,,,
departure,scheduled,lba,egnm,8,55.0,2022-03-10t09:30:00.000,2022-03-10t10:25:00.000,,,,lpa,gclp,,34,2022-03-10t14:15:00.000,,jet2,ls,exs,477,ls477,exs477,,,,,,,,,,,
departure,active,lba,egnm,6,,2022-03-10t09:35:00.000,2022-03-10t09:35:00.000,2022-03-10t09:33:00.000,2022-03-10t09:33:00.000,2022-03-10t09:33:00.000,fao,lpfr,,,2022-03-10t12:45:00.000,2022-03-10t12:13:00.000,jet2,ls,exs,251,ls251,exs251,,,,,,,,,,,
departure,active,lba,egnm,10,,2022-03-10t10:25:00.000,2022-03-10t10:25:00.000,,,,ace,gcrr,1,4,2022-03-10t14:55:00.000,,jet2,ls,exs,217,ls217,exs217,,,,,,,,,,,
departure,active,lba,egnm,8,8.0,2022-03-10t10:50:00.000,2022-03-10t10:50:00.000,2022-03-10t10:58:00.000,2022-03-10t10:58:00.000,2022-03-10t10:58:00.000,alc,leal,,,2022-03-10t14:45:00.000,2022-03-10t14:28:00.000,jet2,ls,exs,271,ls271,exs271,,,,,,,,,,,
departure,active,lba,egnm,3,12.0,2022-03-10t15:05:00.000,2022-03-10t15:05:00.000,2022-03-10t15:17:00.000,2022-03-10t15:17:00.000,2022-03-10t15:17:00.000,cdg,lfpg,2a,05,2022-03-10t17:35:00.000,2022-03-10t17:17:00.000,jet2,ls,exs,315,ls315,exs315,,,,,,,,,,,
departure,active,lba,egnm,3,13.0,2022-03-11t07:00:00.000,2022-03-11t07:00:00.000,2022-03-11t07:13:00.000,2022-03-11t07:13:00.000,2022-03-11t07:13:00.000,agp,lemg,,,2022-03-11t11:05:00.000,2022-03-11t10:53:00.000,jet2,ls,exs,185,ls185,exs185,,,,,,,,,,,
departure,active,lba,egnm,5,5.0,2022-03-11t07:00:00.000,2022-03-11t07:00:00.000,2022-03-11t07:05:00.000,2022-03-11t07:05:00.000,2022-03-11t07:05:00.000,alc,leal,,,2022-03-11t10:55:00.000,2022-03-11t10:36:00.000,jet2,ls,exs,271,ls271,exs271,,,,,,,,,,,
departure,active,lba,egnm,10,3.0,2022-03-11t08:00:00.000,2022-03-11t08:00:00.000,2022-03-11t08:02:00.000,2022-03-11t08:02:00.000,2022-03-11t08:02:00.000,pmi,lepa,,05,2022-03-11t11:40:00.000,2022-03-11t11:27:00.000,jet2,ls,exs,257,ls257,exs257,,,,,,,,,,,
departure,active,lba,egnm,8,8.0,2022-03-11t08:00:00.000,2022-03-11t08:00:00.000,2022-03-11t08:07:00.000,2022-03-11t08:07:00.000,2022-03-11t08:07:00.000,gva,lsgg,2,6,2022-03-11t11:00:00.000,2022-03-11t10:46:00.000,jet2,ls,exs,285,ls285,exs285,,,,,,,,,,,
departure,active,lba,egnm,3,3.0,2022-03-11t08:20:00.000,2022-03-11t08:20:00.000,2022-03-11t08:23:00.000,2022-03-11t08:23:00.000,2022-03-11t08:23:00.000,tfs,gcts,,b4,2022-03-11t13:00:00.000,2022-03-11t12:39:00.000,jet2,ls,exs,223,ls223,exs223,,,,,,,,,,,
departure,active,lba,egnm,,,2022-03-11t09:35:00.000,2022-03-11t09:35:00.000,,,,fao,lpfr,,,2022-03-11t12:45:00.000,,jet2,ls,exs,251,ls251,exs251,,,,,,,,,,,
departure,active,lba,egnm,,,2022-03-11t09:45:00.000,2022-03-11t09:45:00.000,,,,ace,gcrr,1,2,2022-03-11t14:10:00.000,,jet2,ls,exs,217,ls217,exs217,,,,,,,,,,,
departure,active,lba,egnm,,,2022-03-11t10:20:00.000,2022-03-11t10:20:00.000,,,,tfs,gcts,,b2,2022-03-11t15:00:00.000,,jet2,ls,exs,243,ls243,exs243,,,,,,,,,,,
departure,active,lba,egnm,,,2022-03-11t10:20:00.000,2022-03-11t10:20:00.000,,,,krk,epkk,t,,2022-03-11t13:55:00.000,,jet2,ls,exs,295,ls295,exs295,,,,,,,,,,,
departure,active,lba,egnm,3,15.0,2022-03-11t11:30:00.000,2022-03-11t11:30:00.000,2022-03-11t11:45:00.000,2022-03-11t11:45:00.000,2022-03-11t11:45:00.000,cdg,lfpg,2a,07,2022-03-11t14:00:00.000,2022-03-11t13:58:00.000,jet2,ls,exs,315,ls315,exs315,,,,,,,,,,,
departure,active,lba,egnm,3,,2022-03-11t13:50:00.000,2022-03-11t13:50:00.000,,,,prg,lkpr,1,14,2022-03-11t17:05:00.000,,jet2,ls,exs,195,ls195,exs195,,,,,,,,,,,
departure,active,lba,egnm,8,,2022-03-11t14:55:00.000,2022-03-11t14:55:00.000,,,,bud,lhbp,2b,,2022-03-11t18:35:00.000,,jet2,ls,exs,431,ls431,exs431,,,,,,,,,,,
departure,active,lba,egnm,7,,2022-03-11t15:10:00.000,2022-03-11t15:10:00.000,,,,alc,leal,,,2022-03-11t19:05:00.000,,jet2,ls,exs,273,ls273,exs273,,,,,,,,,,,
departure,active,lba,egnm,9,,2022-03-11t15:15:00.000,2022-03-11t15:15:00.000,,,,ams,eham,,20,2022-03-11t17:30:00.000,,jet2,ls,exs,201,ls201,exs201,,,,,,,,,,,
departure,active,lba,egnm,,,2022-03-12t06:10:00.000,2022-03-12t06:10:00.000,,,,gva,lsgg,2,23,2022-03-12t09:10:00.000,,jet2,ls,exs,285,ls285,exs285,,,,,,,,,,,
departure,active,lba,egnm,10,17.0,2022-03-12t07:00:00.000,2022-03-12t07:00:00.000,2022-03-12t07:16:00.000,2022-03-12t07:16:00.000,2022-03-12t07:16:00.000,alc,leal,,,2022-03-12t10:55:00.000,,jet2,ls,exs,271,ls271,exs271,,,,,,,,,,,
departure,active,lba,egnm,,,2022-03-12t08:20:00.000,2022-03-12t08:20:00.000,,,,tfs,gcts,,b2,2022-03-12t13:00:00.000,,jet2,ls,exs,223,ls223,exs223,,,,,,,,,,,
departure,active,lba,egnm,8,5.0,2022-03-12t09:15:00.000,2022-03-12t09:15:00.000,2022-03-12t09:19:00.000,2022-03-12t09:19:00.000,2022-03-12t09:19:00.000,pfo,lcph,,,2022-03-12t15:55:00.000,,jet2,ls,exs,405,ls405,exs405,,2022-03-12t15:35:00.000,2022-03-12t15:35:00.000,2022-03-12t15:35:00.000,,,,,,,
departure,active,lba,egnm,9,,2022-03-12t09:30:00.000,2022-03-12t09:30:00.000,,,,lpa,gclp,,41,2022-03-12t14:15:00.000,,jet2,ls,exs,477,ls477,exs477,,,,,,,,,,,
departure,active,lba,egnm,2,,2022-03-12t09:35:00.000,2022-03-12t09:35:00.000,,,,fao,lpfr,,,2022-03-12t12:45:00.000,,jet2,ls,exs,251,ls251,exs251,,,,,,,,,,,
departure,active,lba,egnm,8,14.0,2022-03-12t09:45:00.000,2022-03-12t09:45:00.000,2022-03-12t09:58:00.000,2022-03-12t09:58:00.000,2022-03-12t09:58:00.000,ace,gcrr,1,2,2022-03-12t14:10:00.000,2022-03-12t13:58:00.000,jet2,ls,exs,217,ls217,exs217,,,,,,,,,,,
