type,status,departure.iataCode,departure.icaoCode,departure.gate,departure.delay,departure.scheduledTime,departure.estimatedTime,departure.actualTime,departure.estimatedRunway,departure.actualRunway,arrival.iataCode,arrival.icaoCode,arrival.scheduledTime,arrival.estimatedTime,airline.name,airline.iataCode,airline.icaoCode,flight.number,flight.iataNumber,flight.icaoNumber,arrival.terminal,arrival.baggage,arrival.gate,arrival.actualTime,arrival.estimatedRunway,arrival.actualRunway,arrival.delay
departure,active,ltn,eggw,2,18.0,2022-08-09t16:00:00.000,2022-08-09t16:05:00.000,2022-08-09t16:18:00.000,2022-08-09t16:18:00.000,2022-08-09t16:18:00.000,bzg,epby,2022-08-09t19:00:00.000,2022-08-09t19:01:00.000,ryanair,fr,ryr,1640,fr1640,ryr1640,,,12,,,,2.0
departure,active,ltn,eggw,2,23.0,2022-08-09t16:10:00.000,2022-08-09t16:10:00.000,2022-08-09t16:33:00.000,2022-08-09t16:33:00.000,2022-08-09t16:33:00.000,kir,eiky,2022-08-09t17:30:00.000,2022-08-09t17:34:00.000,ryanair,fr,ryr,842,fr842,ryr842,,,15,,,,4.0
departure,active,ltn,eggw,2,38.0,2022-08-09t17:15:00.000,2022-08-09t17:31:00.000,2022-08-09t17:53:00.000,2022-08-09t17:53:00.000,2022-08-09t17:53:00.000,vno,eyvi,2022-08-09t21:55:00.000,2022-08-09t21:57:00.000,ryanair,fr,ryr,3466,fr3466,ryr3466,,,,,,,2.0
departure,active,ltn,eggw,2,11.0,2022-08-09t17:55:00.000,2022-08-09t17:55:00.000,2022-08-09t18:05:00.000,2022-08-09t18:05:00.000,2022-08-09t18:05:00.000,svq,lezl,2022-08-09t21:35:00.000,2022-08-09t21:22:00.000,ryanair,fr,ryr,5620,fr5620,ryr5620,1,8,,,,,
departure,active,ltn,eggw,2,33.0,2022-08-09t18:10:00.000,2022-08-09t18:10:00.000,2022-08-09t18:43:00.000,2022-08-09t18:43:00.000,2022-08-09t18:43:00.000,alc,leal,2022-08-09t21:40:00.000,2022-08-09t21:52:00.000,ryanair,fr,ryr,8425,fr8425,ryr8425,,4b,,,,,13.0
departure,active,ltn,eggw,8,,2022-08-09t19:35:00.000,2022-08-09t19:35:00.000,,,,mla,lmml,2022-08-09t23:45:00.000,,ryanair,fr,ryr,3882,fr3882,ryr3882,,,,,,,
departure,active,ltn,eggw,8,4.0,2022-08-09t20:15:00.000,2022-08-09t20:15:00.000,2022-08-09t20:18:00.000,2022-08-09t20:18:00.000,2022-08-09t20:18:00.000,dub,eidw,2022-08-09t21:25:00.000,2022-08-09t21:07:00.000,ryanair,fr,ryr,341,fr341,ryr341,1,6,110,,,,
departure,active,ltn,eggw,8,,2022-08-09t21:05:00.000,2022-08-09t21:05:00.000,,,,blq,lipe,2022-08-10t00:10:00.000,,ryanair,fr,ryr,3406,fr3406,ryr3406,,,,,,,
departure,active,ltn,eggw,8,15.0,2022-08-09t22:25:00.000,2022-08-09t22:25:00.000,2022-08-09t22:40:00.000,2022-08-09t22:40:00.000,2022-08-09t22:40:00.000,dub,eidw,2022-08-09t23:35:00.000,2022-08-09t23:30:00.000,ryanair,fr,ryr,339,fr339,ryr339,1,3,15,,,,
departure,active,ltn,eggw,2,10.0,2022-08-10t06:15:00.000,2022-08-10t06:15:00.000,2022-08-10t06:25:00.000,2022-08-10t06:25:00.000,2022-08-10t06:25:00.000,noc,eikn,2022-08-10t07:35:00.000,2022-08-10t07:23:00.000,ryanair,fr,ryr,8142,fr8142,ryr8142,,,15,,,,
departure,active,ltn,eggw,2,35.0,2022-08-10t06:25:00.000,2022-08-10t07:00:00.000,,,,ath,lgav,2022-08-10t12:00:00.000,,ryanair,fr,ryr,7805,fr7805,ryr7805,m,,16,,,,
departure,active,ltn,eggw,2,12.0,2022-08-10t06:30:00.000,2022-08-10t06:30:00.000,2022-08-10t06:41:00.000,2022-08-10t06:41:00.000,2022-08-10t06:41:00.000,ace,gcrr,2022-08-10t10:35:00.000,2022-08-10t10:23:00.000,ryanair,fr,ryr,3511,fr3511,ryr3511,1,3,,,,,
departure,active,ltn,eggw,5,3.0,2022-08-10t06:30:00.000,2022-08-10t06:30:00.000,2022-08-10t06:33:00.000,2022-08-10t06:33:00.000,2022-08-10t06:33:00.000,dub,eidw,2022-08-10t07:40:00.000,2022-08-10t07:17:00.000,ryanair,fr,ryr,331,fr331,ryr331,1,6,11,,,,
departure,active,ltn,eggw,5,,2022-08-10t07:20:00.000,2022-08-10t07:20:00.000,,,,tfs,gcts,2022-08-10t11:50:00.000,,ryanair,fr,ryr,3513,fr3513,ryr3513,,a5,12,,,,
departure,active,ltn,eggw,5,24.0,2022-08-10t08:55:00.000,2022-08-10t08:55:00.000,2022-08-10t09:18:00.000,2022-08-10t09:18:00.000,2022-08-10t09:18:00.000,kun,eyka,2022-08-10t13:25:00.000,2022-08-10t13:27:00.000,ryanair,fr,ryr,2144,fr2144,ryr2144,,,10,,,,2.0
departure,active,ltn,eggw,5,,2022-08-10t09:50:00.000,2022-08-10t09:50:00.000,,,,dub,eidw,2022-08-10t11:00:00.000,,ryanair,fr,ryr,338,fr338,ryr338,1,2,103,,,,
departure,active,ltn,eggw,5,,2022-08-10t10:05:00.000,2022-08-10t10:05:00.000,,,,vno,eyvi,2022-08-10t14:45:00.000,,ryanair,fr,ryr,3466,fr3466,ryr3466,,,,,,,
departure,active,ltn,eggw,5,,2022-08-10t11:05:00.000,2022-08-10t11:05:00.000,,,,rmu,lemi,2022-08-10t14:50:00.000,,ryanair,fr,ryr,3452,fr3452,ryr3452,,,42,,,,
departure,active,ltn,eggw,5,42.0,2022-08-10t13:55:00.000,2022-08-10t13:55:00.000,2022-08-10t14:36:00.000,2022-08-10t14:36:00.000,2022-08-10t14:36:00.000,krk,epkk,2022-08-10t17:10:00.000,2022-08-10t17:08:00.000,ryanair,fr,ryr,1813,fr1813,ryr1813,t,,21,,,,
departure,active,ltn,eggw,5,16.0,2022-08-10t14:00:00.000,2022-08-10t14:00:00.000,2022-08-10t14:16:00.000,2022-08-10t14:16:00.000,2022-08-10t14:16:00.000,ork,eick,2022-08-10t15:15:00.000,2022-08-10t15:13:00.000,ryanair,fr,ryr,423,fr423,ryr423,,1,16,,,,
departure,active,ltn,eggw,6,140.0,2022-08-10t15:15:00.000,2022-08-10t17:35:00.000,,,,agp,lemg,2022-08-10t19:00:00.000,,ryanair,fr,ryr,7784,fr7784,ryr7784,,,,,,,
departure,active,ltn,eggw,6,14.0,2022-08-10t16:15:00.000,2022-08-10t16:15:00.000,2022-08-10t16:28:00.000,2022-08-10t16:28:00.000,2022-08-10t16:28:00.000,kir,eiky,2022-08-10t17:35:00.000,,ryanair,fr,ryr,842,fr842,ryr842,,,23,,,,
departure,active,ltn,eggw,5,17.0,2022-08-10t16:30:00.000,2022-08-10t16:30:00.000,2022-08-10t16:47:00.000,2022-08-10t16:47:00.000,2022-08-10t16:47:00.000,fao,lpfr,2022-08-10t19:20:00.000,2022-08-10t19:12:00.000,ryanair,fr,ryr,9206,fr9206,ryr9206,,,d25,,,,
departure,active,ltn,eggw,6,20.0,2022-08-10t16:50:00.000,2022-08-10t17:10:00.000,,,,mla,lmml,2022-08-10t21:00:00.000,,ryanair,fr,ryr,3882,fr3882,ryr3882,,,21,,,,
departure,active,ltn,eggw,6,15.0,2022-08-10t17:30:00.000,2022-08-10t17:45:00.000,,,,luz,eplb,2022-08-10t21:05:00.000,,ryanair,fr,ryr,582,fr582,ryr582,,,,,,,
departure,active,ltn,eggw,6,125.0,2022-08-10t17:30:00.000,2022-08-10t19:35:00.000,,,,bcn,lebl,2022-08-10t20:40:00.000,,ryanair,fr,ryr,7807,fr7807,ryr7807,2,44,,,,,
departure,active,ltn,eggw,7,15.0,2022-08-10t18:00:00.000,2022-08-10t18:00:00.000,2022-08-10t18:14:00.000,2022-08-10t18:14:00.000,2022-08-10t18:14:00.000,alc,leal,2022-08-10t21:30:00.000,2022-08-10t21:22:00.000,ryanair,fr,ryr,8425,fr8425,ryr8425,,4b,,,,,
departure,active,ltn,eggw,7,,2022-08-10t19:40:00.000,2022-08-10t19:40:00.000,,,,dub,eidw,2022-08-10t20:50:00.000,,ryanair,fr,ryr,341,fr341,ryr341,1,5,15,,,,
departure,active,ltn,eggw,1,,2022-08-11t06:25:00.000,2022-08-11t06:25:00.000,,,,bzg,epby,2022-08-11t09:25:00.000,,ryanair,fr,ryr,1640,fr1640,ryr1640,,,28,,,,
departure,active,ltn,eggw,1,10.0,2022-08-11t06:30:00.000,2022-08-11t06:30:00.000,2022-08-11t06:40:00.000,2022-08-11t06:40:00.000,2022-08-11t06:40:00.000,dub,eidw,2022-08-11t07:40:00.000,2022-08-11t07:34:00.000,ryanair,fr,ryr,331,fr331,ryr331,1,3,1,,,,
departure,active,ltn,eggw,1,12.0,2022-08-11t06:35:00.000,2022-08-11t06:35:00.000,2022-08-11t06:47:00.000,2022-08-11t06:47:00.000,2022-08-11t06:47:00.000,rmu,lemi,2022-08-11t10:20:00.000,2022-08-11t09:49:00.000,ryanair,fr,ryr,3452,fr3452,ryr3452,,,11,,,,
departure,active,ltn,eggw,5,,2022-08-11t07:15:00.000,2022-08-11t07:15:00.000,,,,rze,eprz,2022-08-11t10:40:00.000,,ryanair,fr,ryr,3472,fr3472,ryr3472,,,12,,,,
departure,active,ltn,eggw,5,53.0,2022-08-11t07:45:00.000,2022-08-11t08:15:00.000,2022-08-11t08:38:00.000,2022-08-11t08:38:00.000,2022-08-11t08:38:00.000,luz,eplb,2022-08-11t11:20:00.000,2022-08-11t11:48:00.000,ryanair,fr,ryr,582,fr582,ryr582,,,16,,,,29.0
departure,active,ltn,eggw,5,6.0,2022-08-11t08:55:00.000,2022-08-11t08:55:00.000,2022-08-11t09:00:00.000,2022-08-11t09:00:00.000,2022-08-11t09:00:00.000,kun,eyka,2022-08-11t13:25:00.000,2022-08-11t13:16:00.000,ryanair,fr,ryr,2144,fr2144,ryr2144,,,15,,,,
departure,active,ltn,eggw,5,15.0,2022-08-11t09:00:00.000,2022-08-11t09:00:00.000,2022-08-11t09:15:00.000,2022-08-11t09:15:00.000,2022-08-11t09:15:00.000,agp,lemg,2022-08-11t12:45:00.000,2022-08-11t12:37:00.000,ryanair,fr,ryr,7784,fr7784,ryr7784,,,,,,,
departure,active,ltn,eggw,5,,2022-08-11t10:00:00.000,2022-08-11t10:00:00.000,,,,noc,eikn,2022-08-11t11:20:00.000,,ryanair,fr,ryr,8142,fr8142,ryr8142,,,16,,,,
departure,active,ltn,eggw,2,20.0,2022-08-11t12:25:00.000,2022-08-11t12:25:00.000,2022-08-11t12:45:00.000,2022-08-11t12:45:00.000,2022-08-11t12:45:00.000,noc,eikn,2022-08-11t13:45:00.000,2022-08-11t13:50:00.000,ryanair,fr,ryr,8144,fr8144,ryr8144,,,16,,,,5.0
departure,active,ltn,eggw,2,12.0,2022-08-11t14:15:00.000,2022-08-11t14:15:00.000,2022-08-11t14:27:00.000,2022-08-11t14:27:00.000,2022-08-11t14:27:00.000,dub,eidw,2022-08-11t15:25:00.000,2022-08-11t15:20:00.000,ryanair,fr,ryr,338,fr338,ryr338,1,7,16,,,,
departure,active,ltn,eggw,2,30.0,2022-08-11t15:20:00.000,2022-08-11t15:20:00.000,2022-08-11t15:49:00.000,2022-08-11t15:49:00.000,2022-08-11t15:49:00.000,krk,epkk,2022-08-11t18:35:00.000,2022-08-11t18:44:00.000,ryanair,fr,ryr,1813,fr1813,ryr1813,t,,16,,,,10.0
departure,active,ltn,eggw,2,22.0,2022-08-11t16:00:00.000,2022-08-11t16:00:00.000,2022-08-11t16:22:00.000,2022-08-11t16:22:00.000,2022-08-11t16:22:00.000,bcn,lebl,2022-08-11t19:10:00.000,2022-08-11t19:04:00.000,ryanair,fr,ryr,7807,fr7807,ryr7807,2,44,25,,,,
departure,active,ltn,eggw,2,18.0,2022-08-11t16:15:00.000,2022-08-11t16:15:00.000,2022-08-11t16:32:00.000,2022-08-11t16:32:00.000,2022-08-11t16:32:00.000,kir,eiky,2022-08-11t17:35:00.000,2022-08-11t17:34:00.000,ryanair,fr,ryr,842,fr842,ryr842,,,28,,,,
departure,active,ltn,eggw,5,7.0,2022-08-11t16:30:00.000,2022-08-11t16:30:00.000,2022-08-11t16:37:00.000,2022-08-11t16:37:00.000,2022-08-11t16:37:00.000,vno,eyvi,2022-08-11t21:10:00.000,2022-08-11t20:55:00.000,ryanair,fr,ryr,3466,fr3466,ryr3466,,,1,,,,
departure,active,ltn,eggw,5,29.0,2022-08-11t17:05:00.000,2022-08-11t17:15:00.000,2022-08-11t17:34:00.000,2022-08-11t17:34:00.000,2022-08-11t17:34:00.000,blq,lipe,2022-08-11t20:10:00.000,2022-08-11t20:12:00.000,ryanair,fr,ryr,3406,fr3406,ryr3406,,,,,,,2.0
departure,active,ltn,eggw,5,12.0,2022-08-11t17:15:00.000,2022-08-11t17:15:00.000,2022-08-11t17:26:00.000,2022-08-11t17:26:00.000,2022-08-11t17:26:00.000,mla,lmml,2022-08-11t21:25:00.000,2022-08-11t21:18:00.000,ryanair,fr,ryr,3882,fr3882,ryr3882,,,15,,,,
departure,active,ltn,eggw,5,40.0,2022-08-11t17:35:00.000,2022-08-11t18:15:00.000,,,,alc,leal,2022-08-11t21:05:00.000,,ryanair,fr,ryr,8425,fr8425,ryr8425,,4b,,,,,
departure,active,ltn,eggw,5,,2022-08-11t17:40:00.000,2022-08-11t17:40:00.000,,,,nap,lirn,2022-08-11t21:20:00.000,,ryanair,fr,ryr,5455,fr5455,ryr5455,,,23,,,,
departure,active,ltn,eggw,5,2.0,2022-08-11t20:15:00.000,2022-08-11t20:15:00.000,2022-08-11t20:17:00.000,2022-08-11t20:17:00.000,2022-08-11t20:17:00.000,dub,eidw,2022-08-11t21:25:00.000,2022-08-11t21:03:00.000,ryanair,fr,ryr,341,fr341,ryr341,1,4,107,,,,
departure,active,ltn,eggw,2,,2022-08-12t06:25:00.000,2022-08-12t06:25:00.000,,,,lpa,gclp,2022-08-12t10:50:00.000,,ryanair,fr,ryr,3515,fr3515,ryr3515,,37,11,,,,
departure,active,ltn,eggw,2,,2022-08-12t06:30:00.000,2022-08-12t06:30:00.000,,,,dub,eidw,2022-08-12t07:40:00.000,,ryanair,fr,ryr,331,fr331,ryr331,1,5,105,,,,
departure,active,ltn,eggw,2,,2022-08-12t06:40:00.000,2022-08-12t06:40:00.000,,,,ath,lgav,2022-08-12t12:15:00.000,,ryanair,fr,ryr,7805,fr7805,ryr7805,m,,b28,,,,
departure,active,ltn,eggw,2,8.0,2022-08-12t06:50:00.000,2022-08-12t06:50:00.000,2022-08-12t06:58:00.000,2022-08-12t06:58:00.000,2022-08-12t06:58:00.000,agp,lemg,2022-08-12t10:35:00.000,2022-08-12t10:23:00.000,ryanair,fr,ryr,7784,fr7784,ryr7784,2,,16,,,,
departure,active,ltn,eggw,2,26.0,2022-08-12t06:55:00.000,2022-08-12t06:55:00.000,2022-08-12t07:21:00.000,2022-08-12t07:21:00.000,2022-08-12t07:21:00.000,luz,eplb,2022-08-12t10:30:00.000,2022-08-12t10:27:00.000,ryanair,fr,ryr,582,fr582,ryr582,,,10,,,,
departure,active,ltn,eggw,5,16.0,2022-08-12t08:05:00.000,2022-08-12t08:05:00.000,2022-08-12t08:21:00.000,2022-08-12t08:21:00.000,2022-08-12t08:21:00.000,rmu,lemi,2022-08-12t11:50:00.000,2022-08-12t11:36:00.000,ryanair,fr,ryr,3452,fr3452,ryr3452,,,1,,,,
departure,active,ltn,eggw,5,23.0,2022-08-12t10:00:00.000,2022-08-12t10:00:00.000,2022-08-12t10:22:00.000,2022-08-12t10:22:00.000,2022-08-12t10:22:00.000,noc,eikn,2022-08-12t11:20:00.000,2022-08-12t11:25:00.000,ryanair,fr,ryr,8142,fr8142,ryr8142,,,16,,,,5.0
departure,active,ltn,eggw,5,14.0,2022-08-12t11:05:00.000,2022-08-12t11:05:00.000,2022-08-12t11:19:00.000,2022-08-12t11:19:00.000,2022-08-12t11:19:00.000,fao,lpfr,2022-08-12t13:55:00.000,2022-08-12t13:48:00.000,ryanair,fr,ryr,9206,fr9206,ryr9206,,,d26,,,,
departure,active,ltn,eggw,5,65.0,2022-08-12t13:55:00.000,2022-08-12t15:00:00.000,,,,dub,eidw,2022-08-12t15:05:00.000,,ryanair,fr,ryr,338,fr338,ryr338,1,8,16,,,,
departure,active,ltn,eggw,5,17.0,2022-08-12t14:00:00.000,2022-08-12t14:15:00.000,2022-08-12t14:16:00.000,2022-08-12t14:16:00.000,2022-08-12t14:16:00.000,noc,eikn,2022-08-12t15:20:00.000,2022-08-12t15:20:00.000,ryanair,fr,ryr,8144,fr8144,ryr8144,,,12,,,,1.0
departure,active,ltn,eggw,2,30.0,2022-08-12t16:05:00.000,2022-08-12t16:20:00.000,2022-08-12t16:35:00.000,2022-08-12t16:35:00.000,2022-08-12t16:35:00.000,alc,leal,2022-08-12t19:35:00.000,2022-08-12t19:44:00.000,ryanair,fr,ryr,8425,fr8425,ryr8425,,7b,,,,,10.0
departure,active,ltn,eggw,2,19.0,2022-08-12t16:10:00.000,2022-08-12t16:25:00.000,2022-08-12t16:29:00.000,2022-08-12t16:29:00.000,2022-08-12t16:29:00.000,kir,eiky,2022-08-12t17:30:00.000,2022-08-12t17:34:00.000,ryanair,fr,ryr,842,fr842,ryr842,,,14,,,,4.0
departure,active,ltn,eggw,2,9.0,2022-08-12t16:35:00.000,2022-08-12t16:35:00.000,2022-08-12t16:44:00.000,2022-08-12t16:44:00.000,2022-08-12t16:44:00.000,dub,eidw,2022-08-12t17:45:00.000,2022-08-12t17:39:00.000,ryanair,fr,ryr,339,fr339,ryr339,1,4,110,,,,
departure,active,ltn,eggw,2,23.0,2022-08-12t17:05:00.000,2022-08-12t17:05:00.000,2022-08-12t17:27:00.000,2022-08-12t17:27:00.000,2022-08-12t17:27:00.000,vno,eyvi,2022-08-12t21:45:00.000,2022-08-12t21:42:00.000,ryanair,fr,ryr,3466,fr3466,ryr3466,,,24,,,,
departure,active,ltn,eggw,2,90.0,2022-08-12t17:10:00.000,2022-08-12t18:40:00.000,,,,nap,lirn,2022-08-12t20:50:00.000,,ryanair,fr,ryr,5455,fr5455,ryr5455,,,16,,,,
departure,active,ltn,eggw,2,,2022-08-12t17:30:00.000,2022-08-12t17:30:00.000,,,,bcn,lebl,2022-08-12t20:40:00.000,,ryanair,fr,ryr,7807,fr7807,ryr7807,2,41,15,,,,
departure,active,ltn,eggw,2,10.0,2022-08-12t20:00:00.000,2022-08-12t20:10:00.000,,,,ork,eick,2022-08-12t21:15:00.000,,ryanair,fr,ryr,423,fr423,ryr423,,3,6,,,,
departure,active,ltn,eggw,2,45.0,2022-08-12t20:15:00.000,2022-08-12t20:15:00.000,2022-08-12t20:59:00.000,2022-08-12t20:59:00.000,2022-08-12t20:59:00.000,dub,eidw,2022-08-12t21:25:00.000,2022-08-12t21:48:00.000,ryanair,fr,ryr,341,fr341,ryr341,1,2,107,,,,23.0
departure,active,ltn,eggw,2,17.0,2022-08-13t06:20:00.000,2022-08-13t06:20:00.000,2022-08-13t06:37:00.000,2022-08-13t06:37:00.000,2022-08-13t06:37:00.000,agp,lemg,2022-08-13t10:05:00.000,2022-08-13t10:02:00.000,ryanair,fr,ryr,7784,fr7784,ryr7784,2,,b15,,,,
departure,active,ltn,eggw,2,13.0,2022-08-13t06:30:00.000,2022-08-13t06:30:00.000,2022-08-13t06:42:00.000,2022-08-13t06:42:00.000,2022-08-13t06:42:00.000,dub,eidw,2022-08-13t07:40:00.000,2022-08-13t07:35:00.000,ryanair,fr,ryr,331,fr331,ryr331,1,4,12,,,,
departure,active,ltn,eggw,2,20.0,2022-08-13t06:50:00.000,2022-08-13t06:50:00.000,2022-08-13t07:10:00.000,2022-08-13t07:10:00.000,2022-08-13t07:10:00.000,boj,lbbg,2022-08-13t12:15:00.000,2022-08-13t12:10:00.000,ryanair,fr,ryr,6167,fr6167,ryr6167,,,16,,,,
departure,active,ltn,eggw,2,21.0,2022-08-13t07:00:00.000,2022-08-13t07:00:00.000,2022-08-13t07:20:00.000,2022-08-13t07:20:00.000,2022-08-13t07:20:00.000,fue,gcfv,2022-08-13t11:15:00.000,2022-08-13t11:08:00.000,ryanair,fr,ryr,3525,fr3525,ryr3525,1,6,14,,,,
departure,active,ltn,eggw,2,,2022-08-13t07:40:00.000,2022-08-13t07:40:00.000,,,,cta,licc,2022-08-13t11:50:00.000,,ryanair,fr,ryr,628,fr628,ryr628,,,,,,,
departure,active,ltn,eggw,2,,2022-08-13t08:00:00.000,2022-08-13t08:00:00.000,,,,rze,eprz,2022-08-13t11:25:00.000,,ryanair,fr,ryr,3472,fr3472,ryr3472,,,11,,,,
departure,active,ltn,eggw,2,21.0,2022-08-13t10:00:00.000,2022-08-13t10:06:00.000,2022-08-13t10:21:00.000,2022-08-13t10:21:00.000,2022-08-13t10:21:00.000,noc,eikn,2022-08-13t11:20:00.000,2022-08-13t11:20:00.000,ryanair,fr,ryr,8142,fr8142,ryr8142,,,,,,,1.0
departure,active,ltn,eggw,2,13.0,2022-08-13t11:25:00.000,2022-08-13t11:25:00.000,2022-08-13t11:38:00.000,2022-08-13t11:38:00.000,2022-08-13t11:38:00.000,kun,eyka,2022-08-13t15:55:00.000,2022-08-13t15:50:00.000,ryanair,fr,ryr,2144,fr2144,ryr2144,,,,,,,
departure,active,ltn,eggw,2,,2022-08-13t12:50:00.000,2022-08-13t12:50:00.000,,,,bzr,lfmu,2022-08-13t15:40:00.000,,ryanair,fr,ryr,3456,fr3456,ryr3456,,,23,,,,
departure,active,ltn,eggw,2,26.0,2022-08-13t13:55:00.000,2022-08-13t13:55:00.000,2022-08-13t14:20:00.000,2022-08-13t14:20:00.000,2022-08-13t14:20:00.000,vno,eyvi,2022-08-13t18:35:00.000,2022-08-13t18:36:00.000,ryanair,fr,ryr,3466,fr3466,ryr3466,,,16,,,,2.0
departure,active,ltn,eggw,2,40.0,2022-08-13t14:25:00.000,2022-08-13t14:25:00.000,2022-08-13t15:05:00.000,2022-08-13t15:05:00.000,2022-08-13t15:05:00.000,dub,eidw,2022-08-13t15:35:00.000,2022-08-13t15:47:00.000,ryanair,fr,ryr,338,fr338,ryr338,1,9,102,,,,12.0
departure,active,ltn,eggw,2,49.0,2022-08-13t15:00:00.000,2022-08-13t15:00:00.000,2022-08-13t15:48:00.000,2022-08-13t15:48:00.000,2022-08-13t15:48:00.000,ath,lgav,2022-08-13t20:35:00.000,2022-08-13t20:27:00.000,ryanair,fr,ryr,7805,fr7805,ryr7805,m,,23,,,,
departure,active,ltn,eggw,2,40.0,2022-08-13t15:35:00.000,2022-08-13t16:15:00.000,,,,kir,eiky,2022-08-13t16:55:00.000,,ryanair,fr,ryr,842,fr842,ryr842,,,16,,,,
departure,active,ltn,eggw,2,12.0,2022-08-13t16:50:00.000,2022-08-13t16:50:00.000,2022-08-13t17:01:00.000,2022-08-13t17:01:00.000,2022-08-13t17:01:00.000,alc,leal,2022-08-13t20:20:00.000,2022-08-13t20:12:00.000,ryanair,fr,ryr,8425,fr8425,ryr8425,n,4b,23,,,,
departure,active,ltn,eggw,2,45.0,2022-08-13t17:05:00.000,2022-08-13t17:50:00.000,,,,blq,lipe,2022-08-13t20:10:00.000,,ryanair,fr,ryr,3406,fr3406,ryr3406,,,21,,,,
departure,active,ltn,eggw,2,55.0,2022-08-13t17:35:00.000,2022-08-13t18:30:00.000,,,,svq,lezl,2022-08-13t21:15:00.000,,ryanair,fr,ryr,5620,fr5620,ryr5620,1,7,,,,,
departure,active,ltn,eggw,2,60.0,2022-08-13t17:50:00.000,2022-08-13t18:50:00.000,,,,nap,lirn,2022-08-13t21:30:00.000,,ryanair,fr,ryr,5455,fr5455,ryr5455,,,21,,,,
departure,active,ltn,eggw,2,90.0,2022-08-13t19:00:00.000,2022-08-13t20:30:00.000,,,,krk,epkk,2022-08-13t22:15:00.000,,ryanair,fr,ryr,1813,fr1813,ryr1813,t,,,,,,
departure,active,ltn,eggw,2,35.0,2022-08-13t20:15:00.000,2022-08-13t20:50:00.000,,,,ork,eick,2022-08-13t21:30:00.000,,ryanair,fr,ryr,423,fr423,ryr423,,1,2,,,,
departure,active,ltn,eggw,2,70.0,2022-08-13t22:10:00.000,2022-08-13t23:20:00.000,,,,dub,eidw,2022-08-13t23:20:00.000,,ryanair,fr,ryr,341,fr341,ryr341,1,7,102,,,,
departure,active,ltn,eggw,2,,2022-08-14t06:25:00.000,2022-08-14t06:25:00.000,,,,agp,lemg,2022-08-14t10:10:00.000,,ryanair,fr,ryr,7784,fr7784,ryr7784,,,,,,,
departure,active,ltn,eggw,2,,2022-08-14t06:30:00.000,2022-08-14t06:30:00.000,2022-08-14t06:30:00.000,2022-08-14t06:30:00.000,2022-08-14t06:30:00.000,ace,gcrr,2022-08-14t10:35:00.000,,ryanair,fr,ryr,3511,fr3511,ryr3511,1,5,,,,,
departure,active,ltn,eggw,2,,2022-08-14t06:30:00.000,2022-08-14t06:30:00.000,,,,tfs,gcts,2022-08-14t11:00:00.000,,ryanair,fr,ryr,3513,fr3513,ryr3513,,a2,25,,,,
departure,active,ltn,eggw,2,14.0,2022-08-14t06:30:00.000,2022-08-14t06:30:00.000,2022-08-14t06:44:00.000,2022-08-14t06:44:00.000,2022-08-14t06:44:00.000,dub,eidw,2022-08-14t07:40:00.000,2022-08-14t07:34:00.000,ryanair,fr,ryr,331,fr331,ryr331,1,4,12,,,,
departure,active,ltn,eggw,2,42.0,2022-08-14t06:50:00.000,2022-08-14t06:50:00.000,2022-08-14t07:31:00.000,2022-08-14t07:31:00.000,2022-08-14t07:31:00.000,mla,lmml,2022-08-14t10:55:00.000,,ryanair,fr,ryr,3882,fr3882,ryr3882,,,15,,,,
departure,active,ltn,eggw,5,28.0,2022-08-14t08:15:00.000,2022-08-14t08:15:00.000,2022-08-14t08:43:00.000,2022-08-14t08:43:00.000,2022-08-14t08:43:00.000,luz,eplb,2022-08-14t11:50:00.000,2022-08-14t11:50:00.000,ryanair,fr,ryr,582,fr582,ryr582,,,25,,,,1.0
departure,active,ltn,eggw,5,41.0,2022-08-14t09:00:00.000,2022-08-14t09:00:00.000,2022-08-14t09:40:00.000,2022-08-14t09:40:00.000,2022-08-14t09:40:00.000,vno,eyvi,2022-08-14t13:35:00.000,2022-08-14t13:31:00.000,ryanair,fr,ryr,3466,fr3466,ryr3466,,,,,,,
departure,active,ltn,eggw,5,25.0,2022-08-14t10:00:00.000,2022-08-14t10:00:00.000,2022-08-14t10:25:00.000,2022-08-14t10:25:00.000,2022-08-14t10:25:00.000,noc,eikn,2022-08-14t11:20:00.000,2022-08-14t11:27:00.000,ryanair,fr,ryr,8142,fr8142,ryr8142,,,,,,,7.0
departure,active,ltn,eggw,2,30.0,2022-08-14t13:25:00.000,2022-08-14t13:45:00.000,2022-08-14t13:54:00.000,2022-08-14t13:54:00.000,2022-08-14t13:54:00.000,blq,lipe,2022-08-14t16:30:00.000,2022-08-14t16:34:00.000,ryanair,fr,ryr,3406,fr3406,ryr3406,,,,,,,5.0
departure,active,ltn,eggw,2,1.0,2022-08-14t14:10:00.000,2022-08-14t14:10:00.000,2022-08-14t14:10:00.000,2022-08-14t14:10:00.000,2022-08-14t14:10:00.000,noc,eikn,2022-08-14t15:30:00.000,2022-08-14t15:19:00.000,ryanair,fr,ryr,8144,fr8144,ryr8144,,,16,,,,
departure,active,ltn,eggw,2,7.0,2022-08-14t14:25:00.000,2022-08-14t14:32:00.000,,,,dub,eidw,2022-08-14t15:35:00.000,,ryanair,fr,ryr,338,fr338,ryr338,1,8,104,,,,
