type,status,departure.iataCode,departure.icaoCode,departure.gate,departure.delay,departure.scheduledTime,departure.estimatedTime,departure.actualTime,departure.estimatedRunway,departure.actualRunway,arrival.iataCode,arrival.icaoCode,arrival.scheduledTime,arrival.estimatedTime,airline.name,airline.iataCode,airline.icaoCode,flight.number,flight.iataNumber,flight.icaoNumber,arrival.terminal,arrival.baggage,arrival.gate,arrival.actualTime,arrival.estimatedRunway,arrival.actualRunway,arrival.delay
departure,active,ltn,eggw,1,32.0,2022-03-21t17:25:00.000,2022-03-21t17:25:00.000,2022-03-21t17:57:00.000,2022-03-21t17:57:00.000,2022-03-21t17:57:00.000,blq,lipe,2022-03-21t20:40:00.000,2022-03-21t20:48:00.000,ryanair,fr,ryr,3406,fr3406,ryr3406,,,,,,,8.0
departure,active,ltn,eggw,1,7.0,2022-03-21t17:40:00.000,2022-03-21t17:40:00.000,2022-03-21t17:47:00.000,2022-03-21t17:47:00.000,2022-03-21t17:47:00.000,kun,eyka,2022-03-21t22:15:00.000,2022-03-21t22:05:00.000,ryanair,fr,ryr,3466,fr3466,ryr3466,,,,,,,
departure,active,ltn,eggw,1,1.0,2022-03-21t20:05:00.000,2022-03-21t20:05:00.000,2022-03-21t20:06:00.000,2022-03-21t20:06:00.000,2022-03-21t20:06:00.000,dub,eidw,2022-03-21t21:20:00.000,2022-03-21t21:03:00.000,ryanair,fr,ryr,341,fr341,ryr341,1,5,104,,,,
departure,active,ltn,eggw,1,1.0,2022-03-21t20:10:00.000,2022-03-21t20:10:00.000,2022-03-21t20:11:00.000,2022-03-21t20:11:00.000,2022-03-21t20:11:00.000,ork,eick,2022-03-21t21:30:00.000,2022-03-21t21:09:00.000,ryanair,fr,ryr,7680,fr7680,ryr7680,,,,,,,
departure,active,ltn,eggw,2,8.0,2022-03-22t06:30:00.000,2022-03-22t06:30:00.000,2022-03-22t06:37:00.000,2022-03-22t06:37:00.000,2022-03-22t06:37:00.000,dub,eidw,2022-03-22t07:45:00.000,2022-03-22t07:30:00.000,ryanair,fr,ryr,331,fr331,ryr331,1,5,103,,,,
departure,active,ltn,eggw,2,4.0,2022-03-22t06:30:00.000,2022-03-22t06:30:00.000,2022-03-22t06:34:00.000,2022-03-22t06:34:00.000,2022-03-22t06:34:00.000,svq,lezl,2022-03-22t10:15:00.000,2022-03-22t09:55:00.000,ryanair,fr,ryr,1361,fr1361,ryr1361,1,8,,,,,
departure,active,ltn,eggw,2,,2022-03-22t06:30:00.000,2022-03-22t06:30:00.000,2022-03-22t06:30:00.000,2022-03-22t06:30:00.000,2022-03-22t06:30:00.000,krk,epkk,2022-03-22t09:55:00.000,2022-03-22t09:29:00.000,ryanair,fr,ryr,1813,fr1813,ryr1813,t,,,,,,
departure,active,ltn,eggw,2,3.0,2022-03-22t06:50:00.000,2022-03-22t06:50:00.000,2022-03-22t06:53:00.000,2022-03-22t06:53:00.000,2022-03-22t06:53:00.000,kun,eyka,2022-03-22t11:25:00.000,2022-03-22t11:12:00.000,ryanair,fr,ryr,3466,fr3466,ryr3466,,,,,,,
departure,active,ltn,eggw,2,8.0,2022-03-22t10:05:00.000,2022-03-22t10:05:00.000,2022-03-22t10:13:00.000,2022-03-22t10:13:00.000,2022-03-22t10:13:00.000,vno,eyvi,2022-03-22t14:45:00.000,2022-03-22t14:37:00.000,ryanair,fr,ryr,3468,fr3468,ryr3468,,,,,,,
departure,active,ltn,eggw,2,10.0,2022-03-22t10:05:00.000,2022-03-22t10:05:00.000,2022-03-22t10:15:00.000,2022-03-22t10:15:00.000,2022-03-22t10:15:00.000,noc,eikn,2022-03-22t11:30:00.000,2022-03-22t11:16:00.000,ryanair,fr,ryr,8142,fr8142,ryr8142,,,,,,,
departure,active,ltn,eggw,2,1.0,2022-03-22t12:50:00.000,2022-03-22t12:50:00.000,2022-03-22t12:50:00.000,2022-03-22t12:50:00.000,2022-03-22t12:50:00.000,ace,gcrr,2022-03-22t16:55:00.000,2022-03-22t16:40:00.000,ryanair,fr,ryr,3511,fr3511,ryr3511,1,5,,,,,
departure,active,ltn,eggw,2,3.0,2022-03-22t14:15:00.000,2022-03-22t14:15:00.000,2022-03-22t14:17:00.000,2022-03-22t14:17:00.000,2022-03-22t14:17:00.000,dub,eidw,2022-03-22t15:30:00.000,2022-03-22t15:08:00.000,ryanair,fr,ryr,338,fr338,ryr338,1,2,106,,,,
departure,active,ltn,eggw,2,10.0,2022-03-22t15:30:00.000,2022-03-22t15:30:00.000,2022-03-22t15:39:00.000,2022-03-22t15:39:00.000,2022-03-22t15:39:00.000,kir,eiky,2022-03-22t17:00:00.000,2022-03-22t16:51:00.000,ryanair,fr,ryr,842,fr842,ryr842,,,,,,,
departure,active,ltn,eggw,2,16.0,2022-03-22t17:00:00.000,2022-03-22t17:00:00.000,2022-03-22t17:16:00.000,2022-03-22t17:16:00.000,2022-03-22t17:16:00.000,alc,leal,2022-03-22t20:30:00.000,2022-03-22t20:29:00.000,ryanair,fr,ryr,3770,fr3770,ryr3770,,5b,,,,,
departure,active,ltn,eggw,2,12.0,2022-03-22t17:00:00.000,2022-03-22t17:00:00.000,2022-03-22t17:11:00.000,2022-03-22t17:11:00.000,2022-03-22t17:11:00.000,agp,lemg,2022-03-22t20:45:00.000,2022-03-22t20:37:00.000,ryanair,fr,ryr,7784,fr7784,ryr7784,,,,,,,
departure,active,ltn,eggw,2,12.0,2022-03-22t17:40:00.000,2022-03-22t17:40:00.000,2022-03-22t17:52:00.000,2022-03-22t17:52:00.000,2022-03-22t17:52:00.000,rze,eprz,2022-03-22t21:05:00.000,2022-03-22t21:07:00.000,ryanair,fr,ryr,3472,fr3472,ryr3472,,,,,,,2.0
departure,active,ltn,eggw,2,19.0,2022-03-22t19:00:00.000,2022-03-22t19:00:00.000,2022-03-22t19:18:00.000,2022-03-22t19:18:00.000,2022-03-22t19:18:00.000,nap,lirn,2022-03-22t22:40:00.000,2022-03-22t22:43:00.000,ryanair,fr,ryr,5455,fr5455,ryr5455,,,,,,,3.0
departure,active,ltn,eggw,2,5.0,2022-03-22t20:05:00.000,2022-03-22t20:05:00.000,2022-03-22t20:09:00.000,2022-03-22t20:09:00.000,2022-03-22t20:09:00.000,dub,eidw,2022-03-22t21:20:00.000,2022-03-22t21:04:00.000,ryanair,fr,ryr,341,fr341,ryr341,1,5,106,,,,
departure,active,ltn,eggw,2,3.0,2022-03-23t06:30:00.000,2022-03-23t06:30:00.000,2022-03-23t06:33:00.000,2022-03-23t06:33:00.000,2022-03-23t06:33:00.000,dub,eidw,2022-03-23t07:45:00.000,2022-03-23t07:23:00.000,ryanair,fr,ryr,331,fr331,ryr331,1,5,106,2022-03-23t07:20:00.000,2022-03-23t07:20:00.000,2022-03-23t07:20:00.000,
departure,active,ltn,eggw,2,7.0,2022-03-23t06:45:00.000,2022-03-23t06:45:00.000,2022-03-23t06:52:00.000,2022-03-23t06:52:00.000,2022-03-23t06:52:00.000,tfs,gcts,2022-03-23t11:05:00.000,2022-03-23t10:52:00.000,ryanair,fr,ryr,3513,fr3513,ryr3513,,b3,,,,,
departure,active,ltn,eggw,2,10.0,2022-03-23t06:55:00.000,2022-03-23t06:55:00.000,2022-03-23t07:04:00.000,2022-03-23t07:04:00.000,2022-03-23t07:04:00.000,krk,epkk,2022-03-23t10:20:00.000,2022-03-23t10:06:00.000,ryanair,fr,ryr,1813,fr1813,ryr1813,t,,,,,,
departure,active,ltn,eggw,2,7.0,2022-03-23t07:00:00.000,2022-03-23t07:00:00.000,2022-03-23t07:06:00.000,2022-03-23t07:06:00.000,2022-03-23t07:06:00.000,mla,lmml,2022-03-23t11:15:00.000,2022-03-23t10:59:00.000,ryanair,fr,ryr,3882,fr3882,ryr3882,,,,,,,
departure,active,ltn,eggw,2,8.0,2022-03-23t07:40:00.000,2022-03-23t07:40:00.000,2022-03-23t07:47:00.000,2022-03-23t07:47:00.000,2022-03-23t07:47:00.000,kun,eyka,2022-03-23t12:15:00.000,2022-03-23t12:05:00.000,ryanair,fr,ryr,3466,fr3466,ryr3466,,,,,,,
departure,active,ltn,eggw,2,16.0,2022-03-23t08:20:00.000,2022-03-23t08:20:00.000,2022-03-23t08:35:00.000,2022-03-23t08:35:00.000,2022-03-23t08:35:00.000,bcn,lebl,2022-03-23t11:25:00.000,2022-03-23t11:22:00.000,ryanair,fr,ryr,5090,fr5090,ryr5090,2,45,,,,,
departure,active,ltn,eggw,2,21.0,2022-03-23t09:50:00.000,2022-03-23t09:50:00.000,2022-03-23t10:10:00.000,2022-03-23t10:10:00.000,2022-03-23t10:10:00.000,nap,lirn,2022-03-23t13:30:00.000,2022-03-23t13:35:00.000,ryanair,fr,ryr,5455,fr5455,ryr5455,,,,,,,5.0
departure,active,ltn,eggw,2,7.0,2022-03-23t09:50:00.000,2022-03-23t09:50:00.000,2022-03-23t09:57:00.000,2022-03-23t09:57:00.000,2022-03-23t09:57:00.000,ork,eick,2022-03-23t11:10:00.000,2022-03-23t10:55:00.000,ryanair,fr,ryr,7680,fr7680,ryr7680,,,,,,,
departure,active,ltn,eggw,2,5.0,2022-03-23t13:55:00.000,2022-03-23t13:55:00.000,2022-03-23t14:00:00.000,2022-03-23t14:00:00.000,2022-03-23t14:00:00.000,fue,gcfv,2022-03-23t18:10:00.000,2022-03-23t17:50:00.000,ryanair,fr,ryr,7912,fr7912,ryr7912,,5,,,,,
departure,active,ltn,eggw,2,2.0,2022-03-23t14:25:00.000,2022-03-23t14:25:00.000,2022-03-23t14:26:00.000,2022-03-23t14:26:00.000,2022-03-23t14:26:00.000,dub,eidw,2022-03-23t15:40:00.000,2022-03-23t15:15:00.000,ryanair,fr,ryr,338,fr338,ryr338,1,7,105,,,,
departure,active,ltn,eggw,2,20.0,2022-03-23t15:10:00.000,2022-03-23t15:10:00.000,2022-03-23t15:29:00.000,2022-03-23t15:29:00.000,2022-03-23t15:29:00.000,bzr,lfmu,2022-03-23t18:00:00.000,2022-03-23t17:59:00.000,ryanair,fr,ryr,3456,fr3456,ryr3456,,,,,,,
departure,active,ltn,eggw,2,19.0,2022-03-23t15:15:00.000,2022-03-23t15:15:00.000,2022-03-23t15:33:00.000,2022-03-23t15:33:00.000,2022-03-23t15:33:00.000,snn,einn,2022-03-23t16:35:00.000,2022-03-23t16:36:00.000,ryanair,fr,ryr,8624,fr8624,ryr8624,,,,,,,1.0
departure,active,ltn,eggw,2,6.0,2022-03-23t16:15:00.000,2022-03-23t16:15:00.000,2022-03-23t16:21:00.000,2022-03-23t16:21:00.000,2022-03-23t16:21:00.000,bzg,epby,2022-03-23t19:20:00.000,2022-03-23t19:08:00.000,ryanair,fr,ryr,1640,fr1640,ryr1640,,,,,,,
departure,active,ltn,eggw,2,7.0,2022-03-23t16:55:00.000,2022-03-23t16:55:00.000,2022-03-23t17:02:00.000,2022-03-23t17:02:00.000,2022-03-23t17:02:00.000,vno,eyvi,2022-03-23t21:35:00.000,2022-03-23t21:24:00.000,ryanair,fr,ryr,3468,fr3468,ryr3468,,,,,,,
departure,active,ltn,eggw,2,3.0,2022-03-23t18:00:00.000,2022-03-23t18:00:00.000,2022-03-23t18:02:00.000,2022-03-23t18:02:00.000,2022-03-23t18:02:00.000,blq,lipe,2022-03-23t21:15:00.000,2022-03-23t20:50:00.000,ryanair,fr,ryr,3406,fr3406,ryr3406,,,,,,,
departure,active,ltn,eggw,2,19.0,2022-03-23t19:55:00.000,2022-03-23t20:10:00.000,2022-03-23t20:14:00.000,2022-03-23t20:14:00.000,2022-03-23t20:14:00.000,dub,eidw,2022-03-23t21:10:00.000,2022-03-23t21:00:00.000,ryanair,fr,ryr,341,fr341,ryr341,1,2,103,,,,
departure,active,ltn,eggw,2,7.0,2022-03-24t06:25:00.000,2022-03-24t06:25:00.000,2022-03-24t06:32:00.000,2022-03-24t06:32:00.000,2022-03-24t06:32:00.000,vno,eyvi,2022-03-24t11:05:00.000,2022-03-24t10:55:00.000,ryanair,fr,ryr,3468,fr3468,ryr3468,,,,,,,
departure,active,ltn,eggw,2,6.0,2022-03-24t06:30:00.000,2022-03-24t06:30:00.000,2022-03-24t06:35:00.000,2022-03-24t06:35:00.000,2022-03-24t06:35:00.000,dub,eidw,2022-03-24t07:45:00.000,2022-03-24t07:30:00.000,ryanair,fr,ryr,331,fr331,ryr331,1,2,107,2022-03-24t07:27:00.000,2022-03-24t07:27:00.000,2022-03-24t07:27:00.000,
departure,active,ltn,eggw,2,9.0,2022-03-24t10:05:00.000,2022-03-24t10:05:00.000,2022-03-24t10:13:00.000,2022-03-24t10:13:00.000,2022-03-24t10:13:00.000,noc,eikn,2022-03-24t11:30:00.000,2022-03-24t11:20:00.000,ryanair,fr,ryr,8142,fr8142,ryr8142,,,,,,,
departure,active,ltn,eggw,2,8.0,2022-03-24t10:10:00.000,2022-03-24t10:10:00.000,2022-03-24t10:18:00.000,2022-03-24t10:18:00.000,2022-03-24t10:18:00.000,nap,lirn,2022-03-24t13:50:00.000,2022-03-24t13:39:00.000,ryanair,fr,ryr,5455,fr5455,ryr5455,,,,,,,
departure,active,ltn,eggw,2,13.0,2022-03-24t11:35:00.000,2022-03-24t11:35:00.000,2022-03-24t11:47:00.000,2022-03-24t11:47:00.000,2022-03-24t11:47:00.000,krk,epkk,2022-03-24t15:00:00.000,2022-03-24t14:45:00.000,ryanair,fr,ryr,1813,fr1813,ryr1813,t,,,,,,
departure,active,ltn,eggw,2,14.0,2022-03-24t12:10:00.000,2022-03-24t12:10:00.000,2022-03-24t12:24:00.000,2022-03-24t12:24:00.000,2022-03-24t12:24:00.000,kun,eyka,2022-03-24t16:45:00.000,2022-03-24t16:43:00.000,ryanair,fr,ryr,3466,fr3466,ryr3466,,,,,,,
departure,active,ltn,eggw,2,23.0,2022-03-24t14:15:00.000,2022-03-24t14:15:00.000,2022-03-24t14:37:00.000,2022-03-24t14:37:00.000,2022-03-24t14:37:00.000,dub,eidw,2022-03-24t15:30:00.000,2022-03-24t15:31:00.000,ryanair,fr,ryr,338,fr338,ryr338,1,8,105,,,,1.0
departure,active,ltn,eggw,2,13.0,2022-03-24t15:30:00.000,2022-03-24t15:30:00.000,2022-03-24t15:42:00.000,2022-03-24t15:42:00.000,2022-03-24t15:42:00.000,kir,eiky,2022-03-24t17:00:00.000,2022-03-24t16:49:00.000,ryanair,fr,ryr,842,fr842,ryr842,,,,,,,
departure,active,ltn,eggw,2,29.0,2022-03-24t17:00:00.000,2022-03-24t17:15:00.000,2022-03-24t17:29:00.000,2022-03-24t17:29:00.000,2022-03-24t17:29:00.000,agp,lemg,2022-03-24t20:45:00.000,2022-03-24t20:58:00.000,ryanair,fr,ryr,7784,fr7784,ryr7784,,,,,,,14.0
departure,active,ltn,eggw,2,20.0,2022-03-24t17:40:00.000,2022-03-24t17:40:00.000,2022-03-24t18:00:00.000,2022-03-24t18:00:00.000,2022-03-24t18:00:00.000,rze,eprz,2022-03-24t21:05:00.000,2022-03-24t21:13:00.000,ryanair,fr,ryr,3472,fr3472,ryr3472,,,,,,,9.0
departure,active,ltn,eggw,2,11.0,2022-03-24t17:45:00.000,2022-03-24t17:45:00.000,2022-03-24t17:55:00.000,2022-03-24t17:55:00.000,2022-03-24t17:55:00.000,alc,leal,2022-03-24t21:15:00.000,2022-03-24t21:05:00.000,ryanair,fr,ryr,3770,fr3770,ryr3770,,3b,,,,,
departure,active,ltn,eggw,2,15.0,2022-03-24t18:30:00.000,2022-03-24t18:45:00.000,,,,ork,eick,2022-03-24t19:50:00.000,,ryanair,fr,ryr,7680,fr7680,ryr7680,,,,,,,
departure,active,ltn,eggw,2,3.0,2022-03-24t20:05:00.000,2022-03-24t20:05:00.000,2022-03-24t20:07:00.000,2022-03-24t20:07:00.000,2022-03-24t20:07:00.000,dub,eidw,2022-03-24t21:20:00.000,2022-03-24t20:57:00.000,ryanair,fr,ryr,341,fr341,ryr341,1,5,102,,,,
departure,active,ltn,eggw,5,5.0,2022-03-25t06:30:00.000,2022-03-25t06:30:00.000,2022-03-25t06:34:00.000,2022-03-25t06:34:00.000,2022-03-25t06:34:00.000,dub,eidw,2022-03-25t07:45:00.000,2022-03-25t07:32:00.000,ryanair,fr,ryr,331,fr331,ryr331,1,5,111,2022-03-25t07:23:00.000,2022-03-25t07:23:00.000,2022-03-25t07:23:00.000,
departure,active,ltn,eggw,5,6.0,2022-03-25t06:50:00.000,2022-03-25t06:50:00.000,2022-03-25t06:55:00.000,2022-03-25t06:55:00.000,2022-03-25t06:55:00.000,snn,einn,2022-03-25t08:10:00.000,2022-03-25t07:57:00.000,ryanair,fr,ryr,8624,fr8624,ryr8624,,,,,,,
departure,active,ltn,eggw,5,10.0,2022-03-25t07:30:00.000,2022-03-25t07:30:00.000,2022-03-25t07:39:00.000,2022-03-25t07:39:00.000,2022-03-25t07:39:00.000,bcn,lebl,2022-03-25t10:35:00.000,2022-03-25t10:27:00.000,ryanair,fr,ryr,5090,fr5090,ryr5090,2,42,,,,,
departure,active,ltn,eggw,5,10.0,2022-03-25t08:20:00.000,2022-03-25t08:20:00.000,2022-03-25t08:30:00.000,2022-03-25t08:30:00.000,2022-03-25t08:30:00.000,lpa,gclp,2022-03-25t12:40:00.000,2022-03-25t12:30:00.000,ryanair,fr,ryr,9174,fr9174,ryr9174,,37,,,,,
departure,active,ltn,eggw,5,23.0,2022-03-25t09:00:00.000,2022-03-25t09:00:00.000,2022-03-25t09:23:00.000,2022-03-25t09:23:00.000,2022-03-25t09:23:00.000,mla,lmml,2022-03-25t13:15:00.000,2022-03-25t13:13:00.000,ryanair,fr,ryr,3882,fr3882,ryr3882,,,,,,,
departure,active,ltn,eggw,2,15.0,2022-03-25t09:40:00.000,2022-03-25t09:40:00.000,2022-03-25t09:54:00.000,2022-03-25t09:54:00.000,2022-03-25t09:54:00.000,krk,epkk,2022-03-25t13:05:00.000,2022-03-25t12:54:00.000,ryanair,fr,ryr,1813,fr1813,ryr1813,t,,,,,,
departure,active,ltn,eggw,5,13.0,2022-03-25t10:10:00.000,2022-03-25t10:25:00.000,2022-03-25t10:23:00.000,2022-03-25t10:23:00.000,2022-03-25t10:23:00.000,kir,eiky,2022-03-25t11:40:00.000,2022-03-25t11:26:00.000,ryanair,fr,ryr,842,fr842,ryr842,,,,,,,
departure,active,ltn,eggw,5,38.0,2022-03-25t10:20:00.000,2022-03-25t10:55:00.000,2022-03-25t10:58:00.000,2022-03-25t10:58:00.000,2022-03-25t10:58:00.000,noc,eikn,2022-03-25t11:45:00.000,2022-03-25t12:01:00.000,ryanair,fr,ryr,8142,fr8142,ryr8142,,,,,,,16.0
departure,active,ltn,eggw,2,6.0,2022-03-25t13:30:00.000,2022-03-25t13:30:00.000,2022-03-25t13:35:00.000,2022-03-25t13:35:00.000,2022-03-25t13:35:00.000,nap,lirn,2022-03-25t17:10:00.000,2022-03-25t17:00:00.000,ryanair,fr,ryr,5455,fr5455,ryr5455,,,,,,,
departure,active,ltn,eggw,2,25.0,2022-03-25t14:10:00.000,2022-03-25t14:25:00.000,2022-03-25t14:34:00.000,2022-03-25t14:34:00.000,2022-03-25t14:34:00.000,kun,eyka,2022-03-25t18:45:00.000,2022-03-25t18:53:00.000,ryanair,fr,ryr,3466,fr3466,ryr3466,,,,,,,8.0
departure,active,ltn,eggw,2,11.0,2022-03-25t14:15:00.000,2022-03-25t14:15:00.000,2022-03-25t14:25:00.000,2022-03-25t14:25:00.000,2022-03-25t14:25:00.000,dub,eidw,2022-03-25t15:30:00.000,2022-03-25t15:13:00.000,ryanair,fr,ryr,338,fr338,ryr338,1,4,107,,,,
departure,active,ltn,eggw,2,24.0,2022-03-25t15:50:00.000,2022-03-25t15:50:00.000,2022-03-25t16:13:00.000,2022-03-25t16:13:00.000,2022-03-25t16:13:00.000,agp,lemg,2022-03-25t19:35:00.000,2022-03-25t19:42:00.000,ryanair,fr,ryr,7784,fr7784,ryr7784,,,,,,,7.0
departure,active,ltn,eggw,2,24.0,2022-03-25t17:05:00.000,2022-03-25t17:05:00.000,2022-03-25t17:29:00.000,2022-03-25t17:29:00.000,2022-03-25t17:29:00.000,vno,eyvi,2022-03-25t21:45:00.000,2022-03-25t21:54:00.000,ryanair,fr,ryr,3468,fr3468,ryr3468,,,,,,,10.0
departure,active,ltn,eggw,2,18.0,2022-03-25t17:40:00.000,2022-03-25t17:40:00.000,2022-03-25t17:58:00.000,2022-03-25t17:58:00.000,2022-03-25t17:58:00.000,bzg,epby,2022-03-25t20:45:00.000,2022-03-25t20:48:00.000,ryanair,fr,ryr,1640,fr1640,ryr1640,,,,,,,3.0
departure,active,ltn,eggw,2,3.0,2022-03-25t18:15:00.000,2022-03-25t18:15:00.000,2022-03-25t18:18:00.000,2022-03-25t18:18:00.000,2022-03-25t18:18:00.000,blq,lipe,2022-03-25t21:30:00.000,2022-03-25t21:03:00.000,ryanair,fr,ryr,3406,fr3406,ryr3406,,,,,,,
departure,active,ltn,eggw,2,30.0,2022-03-25t19:40:00.000,2022-03-25t20:10:00.000,,,,ork,eick,2022-03-25t21:00:00.000,,ryanair,fr,ryr,7680,fr7680,ryr7680,,,,,,,
departure,active,ltn,eggw,2,22.0,2022-03-25t20:20:00.000,2022-03-25t20:25:00.000,2022-03-25t20:42:00.000,2022-03-25t20:42:00.000,2022-03-25t20:42:00.000,dub,eidw,2022-03-25t21:35:00.000,2022-03-25t21:26:00.000,ryanair,fr,ryr,341,fr341,ryr341,1,5,109,,,,
departure,active,ltn,eggw,1,11.0,2022-03-26t06:15:00.000,2022-03-26t06:15:00.000,2022-03-26t06:25:00.000,2022-03-26t06:25:00.000,2022-03-26t06:25:00.000,vno,eyvi,2022-03-26t10:55:00.000,2022-03-26t10:51:00.000,ryanair,fr,ryr,3468,fr3468,ryr3468,,,,,,,
departure,active,ltn,eggw,1,5.0,2022-03-26t06:30:00.000,2022-03-26t06:30:00.000,2022-03-26t06:34:00.000,2022-03-26t06:34:00.000,2022-03-26t06:34:00.000,kun,eyka,2022-03-26t11:05:00.000,2022-03-26t10:57:00.000,ryanair,fr,ryr,3466,fr3466,ryr3466,,,,,,,
departure,active,ltn,eggw,1,9.0,2022-03-26t06:30:00.000,2022-03-26t06:30:00.000,2022-03-26t06:38:00.000,2022-03-26t06:38:00.000,2022-03-26t06:38:00.000,dub,eidw,2022-03-26t07:45:00.000,2022-03-26t07:28:00.000,ryanair,fr,ryr,331,fr331,ryr331,1,5,111,,,,
departure,active,ltn,eggw,1,28.0,2022-03-26t07:05:00.000,2022-03-26t07:05:00.000,2022-03-26t07:33:00.000,2022-03-26t07:33:00.000,2022-03-26t07:33:00.000,fue,gcfv,2022-03-26t11:20:00.000,2022-03-26t11:22:00.000,ryanair,fr,ryr,7912,fr7912,ryr7912,,5,,,,,3.0
departure,active,ltn,eggw,1,17.0,2022-03-26t07:40:00.000,2022-03-26t07:40:00.000,2022-03-26t07:57:00.000,2022-03-26t07:57:00.000,2022-03-26t07:57:00.000,svq,lezl,2022-03-26t11:25:00.000,2022-03-26t11:18:00.000,ryanair,fr,ryr,1361,fr1361,ryr1361,1,7,,,,,
departure,active,ltn,eggw,1,13.0,2022-03-26t07:40:00.000,2022-03-26t07:40:00.000,2022-03-26t07:53:00.000,2022-03-26t07:53:00.000,2022-03-26t07:53:00.000,noc,eikn,2022-03-26t09:05:00.000,2022-03-26t08:56:00.000,ryanair,fr,ryr,8142,fr8142,ryr8142,,,,,,,
departure,active,ltn,eggw,1,10.0,2022-03-26t09:50:00.000,2022-03-26t09:50:00.000,2022-03-26t09:59:00.000,2022-03-26t09:59:00.000,2022-03-26t09:59:00.000,kir,eiky,2022-03-26t11:20:00.000,2022-03-26t11:04:00.000,ryanair,fr,ryr,842,fr842,ryr842,,,,,,,
departure,active,ltn,eggw,1,30.0,2022-03-26t11:10:00.000,2022-03-26t11:10:00.000,2022-03-26t11:39:00.000,2022-03-26t11:39:00.000,2022-03-26t11:39:00.000,krk,epkk,2022-03-26t14:35:00.000,2022-03-26t14:41:00.000,ryanair,fr,ryr,1813,fr1813,ryr1813,t,,,,,,6.0
departure,active,ltn,eggw,1,18.0,2022-03-26t13:20:00.000,2022-03-26t13:20:00.000,2022-03-26t13:38:00.000,2022-03-26t13:38:00.000,2022-03-26t13:38:00.000,bzr,lfmu,2022-03-26t16:10:00.000,2022-03-26t16:10:00.000,ryanair,fr,ryr,3456,fr3456,ryr3456,,,,,,,1.0
departure,active,ltn,eggw,1,12.0,2022-03-26t14:15:00.000,2022-03-26t14:15:00.000,2022-03-26t14:26:00.000,2022-03-26t14:26:00.000,2022-03-26t14:26:00.000,dub,eidw,2022-03-26t15:30:00.000,2022-03-26t15:13:00.000,ryanair,fr,ryr,338,fr338,ryr338,1,3,108,,,,
departure,active,ltn,eggw,1,37.0,2022-03-26t14:25:00.000,2022-03-26t14:25:00.000,2022-03-26t15:01:00.000,2022-03-26t15:01:00.000,2022-03-26t15:01:00.000,ace,gcrr,2022-03-26t18:30:00.000,2022-03-26t18:54:00.000,ryanair,fr,ryr,3511,fr3511,ryr3511,1,2,,,,,25.0
departure,active,ltn,eggw,1,10.0,2022-03-26t14:30:00.000,2022-03-26t14:30:00.000,2022-03-26t14:40:00.000,2022-03-26t14:40:00.000,2022-03-26t14:40:00.000,agp,lemg,2022-03-26t18:15:00.000,2022-03-26t18:06:00.000,ryanair,fr,ryr,7784,fr7784,ryr7784,,,,,,,
departure,active,ltn,eggw,1,14.0,2022-03-26t16:45:00.000,2022-03-26t16:45:00.000,2022-03-26t16:58:00.000,2022-03-26t16:58:00.000,2022-03-26t16:58:00.000,alc,leal,2022-03-26t20:15:00.000,2022-03-26t20:09:00.000,ryanair,fr,ryr,3770,fr3770,ryr3770,,4b,,,,,
departure,active,ltn,eggw,1,12.0,2022-03-26t17:40:00.000,2022-03-26t17:40:00.000,2022-03-26t17:52:00.000,2022-03-26t17:52:00.000,2022-03-26t17:52:00.000,nap,lirn,2022-03-26t21:20:00.000,2022-03-26t21:18:00.000,ryanair,fr,ryr,5455,fr5455,ryr5455,,,,,,,
departure,active,ltn,eggw,1,5.0,2022-03-26t17:40:00.000,2022-03-26t17:40:00.000,2022-03-26t17:44:00.000,2022-03-26t17:44:00.000,2022-03-26t17:44:00.000,rze,eprz,2022-03-26t21:05:00.000,2022-03-26t21:01:00.000,ryanair,fr,ryr,3472,fr3472,ryr3472,,,,,,,
departure,active,ltn,eggw,1,9.0,2022-03-26t18:05:00.000,2022-03-26t18:05:00.000,2022-03-26t18:14:00.000,2022-03-26t18:14:00.000,2022-03-26t18:14:00.000,trn,limf,2022-03-26t20:55:00.000,2022-03-26t20:44:00.000,ryanair,fr,ryr,8622,fr8622,ryr8622,,,,,,,
departure,active,ltn,eggw,5,11.0,2022-03-27t06:25:00.000,2022-03-27t06:25:00.000,2022-03-27t06:35:00.000,2022-03-27t06:35:00.000,2022-03-27t06:35:00.000,agp,lemg,2022-03-27t10:10:00.000,2022-03-27t10:02:00.000,ryanair,fr,ryr,7784,fr7784,ryr7784,,,,,,,
departure,active,ltn,eggw,5,23.0,2022-03-27t06:30:00.000,2022-03-27t06:30:00.000,2022-03-27t06:53:00.000,2022-03-27t06:53:00.000,2022-03-27t06:53:00.000,dub,eidw,2022-03-27t07:40:00.000,2022-03-27t07:43:00.000,ryanair,fr,ryr,331,fr331,ryr331,1,8,109,,,,3.0
departure,active,ltn,eggw,5,2.0,2022-03-27t06:30:00.000,2022-03-27t06:30:00.000,2022-03-27t06:32:00.000,2022-03-27t06:32:00.000,2022-03-27t06:32:00.000,ace,gcrr,2022-03-27t10:35:00.000,2022-03-27t10:18:00.000,ryanair,fr,ryr,3511,fr3511,ryr3511,1,5,,,,,
